tick,type,frame_rate,hours,minutes,seconds,frames,sub_frames,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
101993,note_off,,,,,,,233,0,3,,,,,,,,2,,,,49,100
101994,note_off,,,,,,,1,0,3,,,,,,,,2,,,,37,100
102000,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
102000,note_on,,,,,,,6,0,3,,,,,,,,2,,,,35,100
102077,note_off,,,,,,,157,0,2,,,,,,,,1,,,,71,100
102080,note_on,,,,,,,3,0,2,,,,,,,,1,,,,74,100
102234,note_off,,,,,,,234,0,3,,,,,,,,2,,,,47,100
102235,note_off,,,,,,,1,0,3,,,,,,,,2,,,,35,100
102236,note_off,,,,,,,156,0,2,,,,,,,,1,,,,74,100
102239,note_on,,,,,,,4,0,3,,,,,,,,2,,,,40,100
102240,note_on,,,,,,,4,0,2,,,,,,,,1,,,,83,100
102240,note_on,,,,,,,1,0,3,,,,,,,,2,,,,52,100
102396,note_off,,,,,,,156,0,2,,,,,,,,1,,,,83,100
102400,note_on,,,,,,,4,0,2,,,,,,,,1,,,,71,100
102473,note_off,,,,,,,233,0,3,,,,,,,,2,,,,40,100
102474,note_off,,,,,,,1,0,3,,,,,,,,2,,,,52,100
102479,note_on,,,,,,,0,0,3,,,,,,,,2,,,,64,100
102479,note_on,,,,,,,5,0,3,,,,,,,,2,,,,55,100
102556,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
102560,note_on,,,,,,,4,0,2,,,,,,,,1,,,,79,100
102712,note_off,,,,,,,0,0,3,,,,,,,,2,,,,55,100
102712,note_off,,,,,,,233,0,3,,,,,,,,2,,,,64,100
102716,note_off,,,,,,,156,0,2,,,,,,,,1,,,,79,100
102720,note_on,,,,,,,0,0,3,,,,,,,,2,,,,66,100
102720,note_on,,,,,,,4,0,2,,,,,,,,1,,,,83,100
102720,note_on,,,,,,,8,0,3,,,,,,,,2,,,,59,100
102876,note_off,,,,,,,156,0,2,,,,,,,,1,,,,83,100
102881,note_on,,,,,,,5,0,2,,,,,,,,1,,,,71,100
102954,note_off,,,,,,,234,0,3,,,,,,,,2,,,,66,100
102954,note_off,,,,,,,0,0,3,,,,,,,,2,,,,59,100
102960,note_on,,,,,,,0,0,3,,,,,,,,2,,,,67,100
102960,note_on,,,,,,,6,0,3,,,,,,,,2,,,,64,100
103037,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
103040,note_on,,,,,,,3,0,2,,,,,,,,1,,,,76,100
103193,note_off,,,,,,,233,0,3,,,,,,,,2,,,,67,100
103194,note_off,,,,,,,1,0,3,,,,,,,,2,,,,64,100
103195,note_off,,,,,,,155,0,2,,,,,,,,1,,,,76,100
103199,note_on,,,,,,,5,0,3,,,,,,,,2,,,,59,100
103200,note_on,,,,,,,1,0,3,,,,,,,,2,,,,66,100
103200,note_on,,,,,,,5,0,2,,,,,,,,1,,,,83,100
103356,note_off,,,,,,,156,0,2,,,,,,,,1,,,,83,100
103361,note_on,,,,,,,5,0,2,,,,,,,,1,,,,71,100
103433,note_off,,,,,,,233,0,3,,,,,,,,2,,,,59,100
103434,note_off,,,,,,,1,0,3,,,,,,,,2,,,,66,100
103439,note_on,,,,,,,5,0,3,,,,,,,,2,,,,64,100
103440,note_on,,,,,,,1,0,3,,,,,,,,2,,,,55,100
103517,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
103520,note_on,,,,,,,3,0,2,,,,,,,,1,,,,73,100
103673,note_off,,,,,,,233,0,3,,,,,,,,2,,,,64,100
103674,note_off,,,,,,,1,0,3,,,,,,,,2,,,,55,100
103676,note_off,,,,,,,156,0,2,,,,,,,,1,,,,73,100
103680,note_on,,,,,,,4,0,2,,,,,,,,1,,,,83,100
103680,note_on,,,,,,,0,0,3,,,,,,,,2,,,,62,100
103680,note_on,,,,,,,6,0,3,,,,,,,,2,,,,54,100
103835,note_off,,,,,,,155,0,2,,,,,,,,1,,,,83,100
103840,note_on,,,,,,,5,0,2,,,,,,,,1,,,,71,100
103913,note_off,,,,,,,233,0,3,,,,,,,,2,,,,62,100
103915,note_off,,,,,,,2,0,3,,,,,,,,2,,,,54,100
103919,note_on,,,,,,,4,0,3,,,,,,,,2,,,,55,100
103920,note_on,,,,,,,1,0,3,,,,,,,,2,,,,64,100
103996,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
104000,note_on,,,,,,,4,0,2,,,,,,,,1,,,,76,100
104152,note_off,,,,,,,232,0,3,,,,,,,,2,,,,55,100
104154,note_off,,,,,,,2,0,3,,,,,,,,2,,,,64,100
104156,note_off,,,,,,,156,0,2,,,,,,,,1,,,,76,100
104160,note_on,,,,,,,6,0,3,,,,,,,,2,,,,54,100
104160,note_on,,,,,,,0,0,3,,,,,,,,2,,,,62,100
104160,note_on,,,,,,,4,0,2,,,,,,,,1,,,,83,100
104316,note_off,,,,,,,156,0,2,,,,,,,,1,,,,83,100
104320,note_on,,,,,,,4,0,2,,,,,,,,1,,,,71,100
104394,note_off,,,,,,,234,0,3,,,,,,,,2,,,,62,100
104395,note_off,,,,,,,1,0,3,,,,,,,,2,,,,54,100
104400,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
104400,note_on,,,,,,,5,0,3,,,,,,,,2,,,,52,100
104476,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
104480,note_on,,,,,,,4,0,2,,,,,,,,1,,,,73,100
104634,note_off,,,,,,,234,0,3,,,,,,,,2,,,,61,100
104634,note_off,,,,,,,0,0,3,,,,,,,,2,,,,52,100
104636,note_off,,,,,,,156,0,2,,,,,,,,1,,,,73,100
104639,note_on,,,,,,,5,0,3,,,,,,,,2,,,,59,100
104640,note_on,,,,,,,1,0,3,,,,,,,,2,,,,50,100
104640,note_on,,,,,,,4,0,2,,,,,,,,1,,,,78,100
104796,note_off,,,,,,,156,0,2,,,,,,,,1,,,,78,100
104800,note_on,,,,,,,4,0,2,,,,,,,,1,,,,66,100
104873,note_off,,,,,,,233,0,3,,,,,,,,2,,,,59,100
104874,note_off,,,,,,,1,0,3,,,,,,,,2,,,,50,100
104879,note_on,,,,,,,5,0,3,,,,,,,,2,,,,61,100
104880,note_on,,,,,,,1,0,3,,,,,,,,2,,,,52,100
104956,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
104960,note_on,,,,,,,4,0,2,,,,,,,,1,,,,73,100
105113,note_off,,,,,,,233,0,3,,,,,,,,2,,,,61,100
105114,note_off,,,,,,,1,0,3,,,,,,,,2,,,,52,100
105116,note_off,,,,,,,156,0,2,,,,,,,,1,,,,73,100
105120,note_on,,,,,,,0,0,3,,,,,,,,2,,,,59,100
105120,note_on,,,,,,,6,0,3,,,,,,,,2,,,,50,100
105120,set_tempo,,,,,,,105120,1,0,500000,,,,,,,,,,,,
105121,note_on,,,,,,,5,0,2,,,,,,,,1,,,,78,100
105277,note_off,,,,,,,156,0,2,,,,,,,,1,,,,78,100
105280,note_on,,,,,,,3,0,2,,,,,,,,1,,,,66,100
105353,note_off,,,,,,,233,0,3,,,,,,,,2,,,,50,100
105355,note_off,,,,,,,2,0,3,,,,,,,,2,,,,59,100
105360,note_on,,,,,,,0,0,3,,,,,,,,2,,,,57,100
105360,note_on,,,,,,,5,0,3,,,,,,,,2,,,,49,100
105436,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
105441,note_on,,,,,,,5,0,2,,,,,,,,1,,,,69,100
105594,note_off,,,,,,,0,0,3,,,,,,,,2,,,,49,100
105594,note_off,,,,,,,234,0,3,,,,,,,,2,,,,57,100
105598,note_off,,,,,,,157,0,2,,,,,,,,1,,,,69,100
105599,note_on,,,,,,,5,0,3,,,,,,,,2,,,,55,100
105600,set_tempo,,,,,,,480,1,0,508517,,,,,,,,,,,,
105601,note_on,,,,,,,3,0,2,,,,,,,,1,,,,74,100
105601,note_on,,,,,,,2,0,3,,,,,,,,2,,,,47,100
105758,note_off,,,,,,,157,0,2,,,,,,,,1,,,,74,100
105760,note_on,,,,,,,2,0,2,,,,,,,,1,,,,62,100
105832,note_off,,,,,,,231,0,3,,,,,,,,2,,,,55,100
105836,note_off,,,,,,,4,0,3,,,,,,,,2,,,,47,100
105840,note_on,,,,,,,4,0,3,,,,,,,,2,,,,49,100
105840,note_on,,,,,,,0,0,3,,,,,,,,2,,,,57,100
105916,note_off,,,,,,,156,0,2,,,,,,,,1,,,,62,100
105920,note_on,,,,,,,4,0,2,,,,,,,,1,,,,69,100
106074,note_off,,,,,,,234,0,3,,,,,,,,2,,,,49,100
106075,note_off,,,,,,,155,0,2,,,,,,,,1,,,,69,100
106075,note_off,,,,,,,1,0,3,,,,,,,,2,,,,57,100
106080,set_tempo,,,,,,,480,1,0,517285,,,,,,,,,,,,
106080,note_on,,,,,,,0,0,3,,,,,,,,2,,,,55,100
106080,note_on,,,,,,,5,0,2,,,,,,,,1,,,,74,100
106080,note_on,,,,,,,5,0,3,,,,,,,,2,,,,47,100
106235,note_off,,,,,,,155,0,2,,,,,,,,1,,,,74,100
106241,note_on,,,,,,,6,0,2,,,,,,,,1,,,,62,100
106314,note_off,,,,,,,0,0,3,,,,,,,,2,,,,47,100
106314,note_off,,,,,,,234,0,3,,,,,,,,2,,,,55,100
106320,note_on,,,,,,,0,0,3,,,,,,,,2,,,,54,100
106320,note_on,,,,,,,6,0,3,,,,,,,,2,,,,45,100
106397,note_off,,,,,,,156,0,2,,,,,,,,1,,,,62,100
106400,note_on,,,,,,,3,0,2,,,,,,,,1,,,,66,100
106554,note_off,,,,,,,234,0,3,,,,,,,,2,,,,54,100
106555,note_off,,,,,,,1,0,3,,,,,,,,2,,,,45,100
106556,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
106560,note_on,,,,,,,0,0,3,,,,,,,,2,,,,52,100
106560,note_on,,,,,,,4,0,2,,,,,,,,1,,,,71,100
106560,note_on,,,,,,,5,0,3,,,,,,,,2,,,,43,100
106560,set_tempo,,,,,,,480,1,0,526361,,,,,,,,,,,,
106716,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
106720,note_on,,,,,,,4,0,2,,,,,,,,1,,,,59,100
106876,note_off,,,,,,,156,0,2,,,,,,,,1,,,,59,100
106881,note_on,,,,,,,5,0,2,,,,,,,,1,,,,61,100
107037,note_off,,,,,,,156,0,2,,,,,,,,1,,,,61,100
107040,note_on,,,,,,,3,0,2,,,,,,,,1,,,,71,100
107040,set_tempo,,,,,,,480,1,0,535762,,,,,,,,,,,,
107196,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
107201,note_on,,,,,,,5,0,2,,,,,,,,1,,,,59,100
107357,note_off,,,,,,,156,0,2,,,,,,,,1,,,,59,100
107360,note_on,,,,,,,3,0,2,,,,,,,,1,,,,61,100
107500,note_off,,,,,,,940,0,3,,,,,,,,2,,,,52,100
107500,note_off,,,,,,,0,0,3,,,,,,,,2,,,,43,100
107516,note_off,,,,,,,156,0,2,,,,,,,,1,,,,61,100
107520,set_tempo,,,,,,,480,1,0,545504,,,,,,,,,,,,
107520,note_on,,,,,,,20,0,3,,,,,,,,2,,,,42,100
107520,note_on,,,,,,,0,0,3,,,,,,,,2,,,,50,100
107520,note_on,,,,,,,4,0,2,,,,,,,,1,,,,71,100
107677,note_off,,,,,,,157,0,2,,,,,,,,1,,,,71,100
107681,note_on,,,,,,,4,0,2,,,,,,,,1,,,,59,100
107837,note_off,,,,,,,156,0,2,,,,,,,,1,,,,59,100
107840,note_on,,,,,,,3,0,2,,,,,,,,1,,,,62,100
107996,note_off,,,,,,,156,0,2,,,,,,,,1,,,,62,100
108000,note_on,,,,,,,4,0,2,,,,,,,,1,,,,71,100
108000,set_tempo,,,,,,,480,1,0,555607,,,,,,,,,,,,
108156,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
108160,note_on,,,,,,,4,0,2,,,,,,,,1,,,,59,100
108315,note_off,,,,,,,155,0,2,,,,,,,,1,,,,59,100
108320,note_on,,,,,,,5,0,2,,,,,,,,1,,,,62,100
108470,note_off,,,,,,,950,0,3,,,,,,,,2,,,,50,100
108471,note_off,,,,,,,1,0,3,,,,,,,,2,,,,42,100
108476,note_off,,,,,,,156,0,2,,,,,,,,1,,,,62,100
108480,set_tempo,,,,,,,480,1,0,566091,,,,,,,,,,,,
108480,note_on,,,,,,,9,0,3,,,,,,,,2,,,,41,100
108481,note_on,,,,,,,1,0,3,,,,,,,,2,,,,49,100
108481,note_on,,,,,,,5,0,2,,,,,,,,1,,,,71,100
108637,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
108640,note_on,,,,,,,3,0,2,,,,,,,,1,,,,59,100
108795,note_off,,,,,,,155,0,2,,,,,,,,1,,,,59,100
108800,note_on,,,,,,,5,0,2,,,,,,,,1,,,,61,100
108956,note_off,,,,,,,156,0,2,,,,,,,,1,,,,61,100
108960,note_on,,,,,,,4,0,2,,,,,,,,1,,,,71,100
108960,set_tempo,,,,,,,480,1,0,576978,,,,,,,,,,,,
109116,note_off,,,,,,,156,0,2,,,,,,,,1,,,,71,100
109121,note_on,,,,,,,5,0,2,,,,,,,,1,,,,59,100
109277,note_off,,,,,,,156,0,2,,,,,,,,1,,,,59,100
109280,note_on,,,,,,,3,0,2,,,,,,,,1,,,,61,100
109420,note_off,,,,,,,939,0,3,,,,,,,,2,,,,41,100
109421,note_off,,,,,,,1,0,3,,,,,,,,2,,,,49,100
109437,note_off,,,,,,,157,0,2,,,,,,,,1,,,,61,100
109439,note_on,,,,,,,18,0,3,,,,,,,,2,,,,49,100
109439,note_on,,,,,,,2,0,2,,,,,,,,1,,,,71,100
109440,set_tempo,,,,,,,480,1,0,588292,,,,,,,,,,,,
109440,note_on,,,,,,,1,0,3,,,,,,,,2,,,,42,100
109596,note_off,,,,,,,157,0,2,,,,,,,,1,,,,71,100
109599,note_on,,,,,,,3,0,2,,,,,,,,1,,,,59,100
109755,note_off,,,,,,,156,0,2,,,,,,,,1,,,,59,100
109760,note_on,,,,,,,5,0,2,,,,,,,,1,,,,61,100
109916,note_off,,,,,,,156,0,2,,,,,,,,1,,,,61,100
109920,set_tempo,,,,,,,480,1,0,600060,,,,,,,,,,,,
109920,note_on,,,,,,,4,0,2,,,,,,,,1,,,,66,100
110076,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
110080,note_on,,,,,,,4,0,2,,,,,,,,1,,,,59,100
110236,note_off,,,,,,,156,0,2,,,,,,,,1,,,,59,100
110240,note_on,,,,,,,4,0,2,,,,,,,,1,,,,61,100
110396,note_off,,,,,,,156,0,2,,,,,,,,1,,,,61,100
110400,set_tempo,,,,,,,480,1,0,612307,,,,,,,,,,,,
110400,note_on,,,,,,,4,0,2,,,,,,,,1,,,,66,100
110556,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
110560,note_on,,,,,,,4,0,2,,,,,,,,1,,,,59,100
110716,note_off,,,,,,,156,0,2,,,,,,,,1,,,,59,100
110719,note_on,,,,,,,3,0,2,,,,,,,,1,,,,61,100
110849,note_off,,,,,,,1409,0,3,,,,,,,,2,,,,49,100
110851,note_off,,,,,,,2,0,3,,,,,,,,2,,,,42,100
110875,note_off,,,,,,,156,0,2,,,,,,,,1,,,,61,100
110880,note_on,,,,,,,29,0,3,,,,,,,,2,,,,42,100
110880,set_tempo,,,,,,,480,1,0,625065,,,,,,,,,,,,
110880,note_on,,,,,,,5,0,2,,,,,,,,1,,,,66,100
110880,note_on,,,,,,,0,0,3,,,,,,,,2,,,,49,100
111035,note_off,,,,,,,155,0,2,,,,,,,,1,,,,66,100
111041,note_on,,,,,,,6,0,2,,,,,,,,1,,,,58,100
111198,note_off,,,,,,,157,0,2,,,,,,,,1,,,,58,100
111200,note_on,,,,,,,2,0,2,,,,,,,,1,,,,61,100
111356,note_off,,,,,,,156,0,2,,,,,,,,1,,,,61,100
111359,note_on,,,,,,,3,0,2,,,,,,,,1,,,,66,100
111360,set_tempo,,,,,,,480,1,0,638365,,,,,,,,,,,,
111515,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
111519,note_on,,,,,,,4,0,2,,,,,,,,1,,,,58,100
111675,note_off,,,,,,,156,0,2,,,,,,,,1,,,,58,100
111680,note_on,,,,,,,5,0,2,,,,,,,,1,,,,61,100
111836,note_off,,,,,,,156,0,2,,,,,,,,1,,,,61,100
111840,note_on,,,,,,,4,0,2,,,,,,,,1,,,,66,100
111840,set_tempo,,,,,,,480,1,0,652244,,,,,,,,,,,,
111996,note_off,,,,,,,156,0,2,,,,,,,,1,,,,66,100
112000,note_on,,,,,,,4,0,2,,,,,,,,1,,,,54,100
112155,note_off,,,,,,,155,0,2,,,,,,,,1,,,,54,100
112160,note_on,,,,,,,5,0,2,,,,,,,,1,,,,61,100
112290,note_off,,,,,,,1410,0,3,,,,,,,,2,,,,49,100
112291,note_off,,,,,,,1,0,3,,,,,,,,2,,,,42,100
112315,note_off,,,,,,,155,0,2,,,,,,,,1,,,,61,100
112319,set_tempo,,,,,,,479,1,0,666666,,,,,,,,,,,,
112320,time_signature,,,,,,,1,1,0,,6,8,12,8,,,,,,,,
112320,key_signature,,,,,,,0,1,0,,,,,,Db,,,,,,,
112320,note_on,,,,,,,0,0,3,,,,,,,,2,,,,35,100
112320,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
112320,note_on,,,,,,,29,0,3,,,,,,,,2,,,,59,100
112320,note_on,,,,,,,5,0,2,,,,,,,,1,,,,66,100
112553,note_off,,,,,,,233,0,3,,,,,,,,2,,,,59,100
112554,note_off,,,,,,,1,0,3,,,,,,,,2,,,,63,100
112560,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
112560,note_on,,,,,,,6,0,3,,,,,,,,2,,,,54,100
112789,note_off,,,,,,,229,0,3,,,,,,,,2,,,,35,100
112794,note_off,,,,,,,0,0,3,,,,,,,,2,,,,61,100
112794,note_off,,,,,,,5,0,3,,,,,,,,2,,,,54,100
112800,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
112800,note_on,,,,,,,0,0,3,,,,,,,,2,,,,35,100
112800,note_on,,,,,,,6,0,3,,,,,,,,2,,,,59,100
113033,note_off,,,,,,,233,0,3,,,,,,,,2,,,,59,100
113034,note_off,,,,,,,1,0,3,,,,,,,,2,,,,63,100
113034,note_off,,,,,,,0,0,3,,,,,,,,2,,,,35,100
113039,note_on,,,,,,,15618,0,1,,,,,,,,0,,,,66,100
113040,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
113040,note_on,,,,,,,6,0,3,,,,,,,,2,,,,54,100
113041,note_on,,,,,,,1,0,3,,,,,,,,2,,,,42,100
113274,note_off,,,,,,,233,0,3,,,,,,,,2,,,,42,100
113509,note_off,,,,,,,235,0,3,,,,,,,,2,,,,61,100
113510,note_off,,,,,,,471,0,1,,,,,,,,0,,,,66,100
113510,note_off,,,,,,,1,0,3,,,,,,,,2,,,,54,100
113519,note_on,,,,,,,9,0,1,,,,,,,,0,,,,66,100
113520,note_on,,,,,,,10,0,3,,,,,,,,2,,,,54,100
113730,note_off,,,,,,,1410,0,2,,,,,,,,1,,,,66,100
113753,note_off,,,,,,,234,0,1,,,,,,,,0,,,,66,100
113754,note_off,,,,,,,234,0,3,,,,,,,,2,,,,54,100
113759,note_on,,,,,,,6,0,1,,,,,,,,0,,,,68,100
113759,note_on,,,,,,,29,0,2,,,,,,,,1,,,,66,100
113759,note_on,,,,,,,5,0,3,,,,,,,,2,,,,63,100
113759,note_on,,,,,,,0,0,3,,,,,,,,2,,,,35,100
113761,note_on,,,,,,,2,0,3,,,,,,,,2,,,,59,100
113994,note_off,,,,,,,233,0,3,,,,,,,,2,,,,59,100
113994,note_off,,,,,,,0,0,3,,,,,,,,2,,,,63,100
114000,note_on,,,,,,,6,0,3,,,,,,,,2,,,,54,100
114000,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
114227,note_off,,,,,,,227,0,3,,,,,,,,2,,,,35,100
114229,note_off,,,,,,,470,0,1,,,,,,,,0,,,,68,100
114234,note_off,,,,,,,0,0,3,,,,,,,,2,,,,61,100
114234,note_off,,,,,,,7,0,3,,,,,,,,2,,,,54,100
114240,note_on,,,,,,,11,0,1,,,,,,,,0,,,,66,100
114240,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
114240,note_on,,,,,,,6,0,3,,,,,,,,2,,,,59,100
114241,note_on,,,,,,,1,0,3,,,,,,,,2,,,,35,100
114474,note_off,,,,,,,234,0,1,,,,,,,,0,,,,66,100
114474,note_off,,,,,,,233,0,3,,,,,,,,2,,,,63,100
114475,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
114475,note_off,,,,,,,0,0,3,,,,,,,,2,,,,35,100
114480,note_on,,,,,,,5,0,3,,,,,,,,2,,,,54,100
114480,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
114480,note_on,,,,,,,0,0,3,,,,,,,,2,,,,42,100
114481,note_on,,,,,,,7,0,1,,,,,,,,0,,,,66,100
114714,note_off,,,,,,,234,0,3,,,,,,,,2,,,,42,100
114949,note_off,,,,,,,235,0,3,,,,,,,,2,,,,61,100
114950,note_off,,,,,,,1,0,3,,,,,,,,2,,,,54,100
114951,note_off,,,,,,,470,0,1,,,,,,,,0,,,,66,100
114961,note_on,,,,,,,11,0,3,,,,,,,,2,,,,54,100
115170,note_off,,,,,,,1411,0,2,,,,,,,,1,,,,66,100
115194,note_off,,,,,,,233,0,3,,,,,,,,2,,,,54,100
115200,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
115200,note_on,,,,,,,249,0,1,,,,,,,,0,,,,71,100
115200,note_on,,,,,,,6,0,3,,,,,,,,2,,,,59,100
115200,note_on,,,,,,,0,0,3,,,,,,,,2,,,,35,100
115200,note_on,,,,,,,30,0,2,,,,,,,,1,,,,66,100
115434,note_off,,,,,,,234,0,3,,,,,,,,2,,,,63,100
115434,note_off,,,,,,,0,0,3,,,,,,,,2,,,,59,100
115440,note_on,,,,,,,6,0,3,,,,,,,,2,,,,61,100
115441,note_on,,,,,,,1,0,3,,,,,,,,2,,,,54,100
115668,note_off,,,,,,,227,0,3,,,,,,,,2,,,,35,100
115674,note_off,,,,,,,6,0,3,,,,,,,,2,,,,61,100
115674,note_off,,,,,,,0,0,3,,,,,,,,2,,,,54,100
115680,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
115680,note_on,,,,,,,6,0,3,,,,,,,,2,,,,59,100
115680,note_on,,,,,,,0,0,3,,,,,,,,2,,,,35,100
115904,note_off,,,,,,,704,0,1,,,,,,,,0,,,,71,100
115914,note_off,,,,,,,0,0,3,,,,,,,,2,,,,63,100
115914,note_off,,,,,,,0,0,3,,,,,,,,2,,,,59,100
115914,note_off,,,,,,,234,0,3,,,,,,,,2,,,,35,100
115920,note_on,,,,,,,16,0,1,,,,,,,,0,,,,66,100
115920,note_on,,,,,,,0,0,3,,,,,,,,2,,,,42,100
115920,note_on,,,,,,,6,0,3,,,,,,,,2,,,,61,100
115921,note_on,,,,,,,1,0,3,,,,,,,,2,,,,54,100
116154,note_off,,,,,,,233,0,3,,,,,,,,2,,,,42,100
116389,note_off,,,,,,,235,0,3,,,,,,,,2,,,,61,100
116390,note_off,,,,,,,470,0,1,,,,,,,,0,,,,66,100
116392,note_off,,,,,,,3,0,3,,,,,,,,2,,,,54,100
116400,note_on,,,,,,,10,0,1,,,,,,,,0,,,,64,100
116400,note_on,,,,,,,8,0,3,,,,,,,,2,,,,54,100
116611,note_off,,,,,,,1411,0,2,,,,,,,,1,,,,66,100
116633,note_off,,,,,,,233,0,1,,,,,,,,0,,,,64,100
116634,note_off,,,,,,,234,0,3,,,,,,,,2,,,,54,100
116639,note_on,,,,,,,5,0,3,,,,,,,,2,,,,35,100
116640,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
116640,note_on,,,,,,,1,0,3,,,,,,,,2,,,,59,100
116640,note_on,,,,,,,7,0,1,,,,,,,,0,,,,63,100
116640,note_on,,,,,,,29,0,2,,,,,,,,1,,,,66,100
116873,note_off,,,,,,,233,0,3,,,,,,,,2,,,,63,100
116874,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
116879,note_on,,,,,,,5,0,3,,,,,,,,2,,,,61,100
116881,note_on,,,,,,,2,0,3,,,,,,,,2,,,,54,100
117107,note_off,,,,,,,226,0,3,,,,,,,,2,,,,35,100
117110,note_off,,,,,,,470,0,1,,,,,,,,0,,,,63,100
117113,note_off,,,,,,,6,0,3,,,,,,,,2,,,,61,100
117115,note_off,,,,,,,2,0,3,,,,,,,,2,,,,54,100
117119,note_on,,,,,,,4,0,3,,,,,,,,2,,,,35,100
117120,note_on,,,,,,,1,0,3,,,,,,,,2,,,,59,100
117121,note_on,,,,,,,1,0,3,,,,,,,,2,,,,63,100
117353,note_off,,,,,,,232,0,3,,,,,,,,2,,,,35,100
117354,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
117355,note_off,,,,,,,1,0,3,,,,,,,,2,,,,63,100
117359,note_on,,,,,,,4,0,3,,,,,,,,2,,,,42,100
117360,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
117360,note_on,,,,,,,1,0,3,,,,,,,,2,,,,54,100
117593,note_off,,,,,,,233,0,3,,,,,,,,2,,,,42,100
117830,note_off,,,,,,,0,0,3,,,,,,,,2,,,,61,100
117830,note_off,,,,,,,237,0,3,,,,,,,,2,,,,54,100
117840,note_on,,,,,,,10,0,3,,,,,,,,2,,,,54,100
118050,note_off,,,,,,,1410,0,2,,,,,,,,1,,,,66,100
118073,note_off,,,,,,,233,0,3,,,,,,,,2,,,,54,100
118079,note_on,,,,,,,29,0,2,,,,,,,,1,,,,66,100
118079,note_on,,,,,,,0,0,3,,,,,,,,2,,,,35,100
118079,note_on,,,,,,,6,0,3,,,,,,,,2,,,,63,100
118080,note_on,,,,,,,1,0,3,,,,,,,,2,,,,59,100
118080,note_on,,,,,,,970,0,1,,,,,,,,0,,,,66,100
118313,note_off,,,,,,,233,0,3,,,,,,,,2,,,,63,100
118314,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
118319,note_on,,,,,,,5,0,3,,,,,,,,2,,,,61,100
118320,note_on,,,,,,,1,0,3,,,,,,,,2,,,,54,100
118547,note_off,,,,,,,227,0,3,,,,,,,,2,,,,35,100
118553,note_off,,,,,,,6,0,3,,,,,,,,2,,,,61,100
118555,note_off,,,,,,,2,0,3,,,,,,,,2,,,,54,100
118559,note_on,,,,,,,4,0,3,,,,,,,,2,,,,63,100
118560,note_on,,,,,,,1,0,3,,,,,,,,2,,,,59,100
118560,note_on,,,,,,,0,0,3,,,,,,,,2,,,,35,100
118784,note_off,,,,,,,704,0,1,,,,,,,,0,,,,66,100
118794,note_off,,,,,,,234,0,3,,,,,,,,2,,,,59,100
118794,note_off,,,,,,,0,0,3,,,,,,,,2,,,,63,100
118795,note_off,,,,,,,1,0,3,,,,,,,,2,,,,35,100
118799,note_on,,,,,,,15,0,1,,,,,,,,0,,,,66,100
118800,note_on,,,,,,,5,0,3,,,,,,,,2,,,,54,100
118800,note_on,,,,,,,0,0,3,,,,,,,,2,,,,42,100
118800,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
119034,note_off,,,,,,,234,0,3,,,,,,,,2,,,,42,100
119270,note_off,,,,,,,0,0,3,,,,,,,,2,,,,54,100
119270,note_off,,,,,,,236,0,3,,,,,,,,2,,,,61,100
119270,note_off,,,,,,,471,0,1,,,,,,,,0,,,,66,100
119280,note_on,,,,,,,10,0,1,,,,,,,,0,,,,66,100
119281,note_on,,,,,,,11,0,3,,,,,,,,2,,,,54,100
