tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,key,note,velocity
43839,note_on,0,0,1,,,,,,,,0,,,60,100
43839,note_on,0,0,1,,,,,,,,0,,,64,100
43839,note_on,16,0,1,,,,,,,,0,,,55,100
43854,control_change,73,0,2,,,,,,7,107,1,,,,
43854,control_change,15,0,1,,,,,,7,85,0,,,,
43908,note_on,54,0,2,,,,,,,,1,,,70,0
43920,note_on,12,0,2,,,,,,,,1,,,68,100
43928,control_change,8,0,2,,,,,,7,106,1,,,,
43965,control_change,111,0,1,,,,,,7,84,0,,,,
44002,control_change,74,0,2,,,,,,7,105,1,,,,
44075,control_change,73,0,2,,,,,,7,104,1,,,,
44075,control_change,110,0,1,,,,,,7,83,0,,,,
44136,note_on,61,0,1,,,,,,,,0,,,36,0
44143,note_on,0,0,1,,,,,,,,0,,,55,0
44143,note_on,0,0,1,,,,,,,,0,,,64,0
44143,note_on,7,0,1,,,,,,,,0,,,60,0
44148,control_change,0,0,2,,,,,,7,103,1,,,,
44148,note_on,73,0,2,,,,,,,,1,,,68,0
44160,note_on,0,0,1,,,,,,,,0,,,60,100
44160,note_on,0,0,1,,,,,,,,0,,,55,100
44160,note_on,12,0,2,,,,,,,,1,,,67,100
44160,note_on,17,0,1,,,,,,,,0,,,48,100
44160,note_on,0,0,1,,,,,,,,0,,,64,100
44185,control_change,25,0,1,,,,,,7,82,0,,,,
44222,control_change,62,0,2,,,,,,7,102,1,,,,
44296,control_change,111,0,1,,,,,,7,81,0,,,,
44296,control_change,74,0,2,,,,,,7,101,1,,,,
44369,control_change,73,0,2,,,,,,7,100,1,,,,
44406,control_change,110,0,1,,,,,,7,80,0,,,,
44443,control_change,74,0,2,,,,,,7,99,1,,,,
44464,note_on,0,0,1,,,,,,,,0,,,64,0
44464,note_on,58,0,1,,,,,,,,0,,,60,0
44464,note_on,0,0,1,,,,,,,,0,,,55,0
44479,note_on,0,0,1,,,,,,,,0,,,60,100
44479,note_on,0,0,1,,,,,,,,0,,,64,100
44479,note_on,15,0,1,,,,,,,,0,,,55,100
44517,control_change,38,0,1,,,,,,7,79,0,,,,
44517,control_change,74,0,2,,,,,,7,98,1,,,,
44590,control_change,73,0,2,,,,,,7,97,1,,,,
44627,control_change,110,0,1,,,,,,7,78,0,,,,
44664,control_change,74,0,2,,,,,,7,96,1,,,,
44737,control_change,73,0,2,,,,,,7,95,1,,,,
44737,control_change,110,0,1,,,,,,7,77,0,,,,
44783,note_on,0,0,1,,,,,,,,0,,,64,0
44783,note_on,0,0,1,,,,,,,,0,,,55,0
44783,note_on,46,0,1,,,,,,,,0,,,60,0
44799,note_on,0,0,1,,,,,,,,0,,,60,100
44799,note_on,16,0,1,,,,,,,,0,,,55,100
44799,note_on,0,0,1,,,,,,,,0,,,64,100
44811,control_change,74,0,2,,,,,,7,94,1,,,,
44848,control_change,49,0,1,,,,,,7,76,0,,,,
44885,control_change,74,0,2,,,,,,7,93,1,,,,
44958,control_change,73,0,2,,,,,,7,92,1,,,,
44958,control_change,110,0,1,,,,,,7,75,0,,,,
45032,control_change,74,0,2,,,,,,7,91,1,,,,
45096,note_on,138,0,1,,,,,,,,0,,,48,0
45096,note_on,64,0,2,,,,,,,,1,,,67,0
45103,note_on,0,0,1,,,,,,,,0,,,55,0
45103,note_on,0,0,1,,,,,,,,0,,,64,0
45103,note_on,7,0,1,,,,,,,,0,,,60,0
45106,control_change,10,0,2,,,,,,7,90,1,,,,
45120,note_on,0,0,1,,,,,,,,0,,,64,100
45120,note_on,17,0,1,,,,,,,,0,,,36,100
45120,note_on,0,0,1,,,,,,,,0,,,55,100
45120,note_on,0,0,1,,,,,,,,0,,,60,100
45424,note_on,304,0,1,,,,,,,,0,,,60,0
45424,note_on,0,0,1,,,,,,,,0,,,64,0
45424,note_on,0,0,1,,,,,,,,0,,,55,0
45439,note_on,0,0,1,,,,,,,,0,,,60,100
45439,note_on,15,0,1,,,,,,,,0,,,55,100
45439,note_on,0,0,1,,,,,,,,0,,,64,100
45576,note_on,137,0,1,,,,,,,,0,,,36,0
45600,note_on,24,0,1,,,,,,,,0,,,48,100
45743,note_on,0,0,1,,,,,,,,0,,,55,0
45743,note_on,0,0,1,,,,,,,,0,,,64,0
45743,note_on,143,0,1,,,,,,,,0,,,60,0
45759,note_on,0,0,1,,,,,,,,0,,,64,100
45759,note_on,16,0,1,,,,,,,,0,,,55,100
45759,note_on,0,0,1,,,,,,,,0,,,60,100
46056,note_on,297,0,1,,,,,,,,0,,,48,0
46063,note_on,7,0,1,,,,,,,,0,,,60,0
46063,note_on,0,0,1,,,,,,,,0,,,64,0
46063,note_on,0,0,1,,,,,,,,0,,,55,0
46080,note_on,0,0,2,,,,,,,,1,,,67,100
46080,control_change,974,0,2,,,,,,7,95,1,,,,
46080,note_on,0,0,1,,,,,,,,0,,,59,100
46080,note_on,0,0,1,,,,,,,,0,,,55,100
46080,note_on,0,0,1,,,,,,,,0,,,35,100
46080,note_on,17,0,1,,,,,,,,0,,,47,100
46080,note_on,0,0,1,,,,,,,,0,,,64,100
46536,note_on,456,0,1,,,,,,,,0,,,55,0
46536,note_on,0,0,1,,,,,,,,0,,,59,0
46536,note_on,0,0,1,,,,,,,,0,,,64,0
46536,note_on,0,0,1,,,,,,,,0,,,35,0
46536,note_on,0,0,1,,,,,,,,0,,,47,0
47016,note_on,936,0,2,,,,,,,,1,,,67,0
47040,note_on,24,0,2,,,,,,,,1,,,66,100
47496,note_on,456,0,2,,,,,,,,1,,,66,0
47520,note_on,24,0,2,,,,,,,,1,,,64,100
47976,note_on,456,0,2,,,,,,,,1,,,64,0
48000,control_change,24,0,2,,,,,,7,100,1,,,,
48000,note_on,0,0,2,,,,,,,,1,,,71,100
48110,control_change,110,0,2,,,,,,7,99,1,,,,
48257,control_change,147,0,2,,,,,,7,98,1,,,,
48405,control_change,148,0,2,,,,,,7,97,1,,,,
48552,control_change,147,0,2,,,,,,7,96,1,,,,
48699,control_change,147,0,2,,,,,,7,95,1,,,,
48846,control_change,147,0,2,,,,,,7,94,1,,,,
48994,control_change,148,0,2,,,,,,7,93,1,,,,
49140,control_change,146,0,2,,,,,,7,92,1,,,,
49288,control_change,148,0,2,,,,,,7,91,1,,,,
49416,note_on,128,0,2,,,,,,,,1,,,71,0
49435,control_change,19,0,2,,,,,,7,90,1,,,,
49440,note_on,5,0,2,,,,,,,,1,,,69,100
49582,control_change,142,0,2,,,,,,7,89,1,,,,
49729,control_change,147,0,2,,,,,,7,88,1,,,,
49896,note_on,167,0,2,,,,,,,,1,,,69,0
49920,note_on,24,0,2,,,,,,,,1,,,69,100
50376,note_on,456,0,2,,,,,,,,1,,,69,0
50400,note_on,24,0,2,,,,,,,,1,,,67,100
50856,note_on,456,0,2,,,,,,,,1,,,67,0
50880,note_on,24,0,2,,,,,,,,1,,,66,100
51336,note_on,456,0,2,,,,,,,,1,,,66,0
51360,note_on,24,0,2,,,,,,,,1,,,64,100
51816,note_on,456,0,2,,,,,,,,1,,,64,0
51840,note_on,24,0,2,,,,,,,,1,,,66,100
51840,note_on,0,0,1,,,,,,,,0,,,60,100
51840,note_on,5304,0,1,,,,,,,,0,,,45,100
51840,note_on,0,0,1,,,,,,,,0,,,33,100
51840,note_on,0,0,1,,,,,,,,0,,,54,100
51840,note_on,0,0,1,,,,,,,,0,,,64,100
52296,note_on,456,0,1,,,,,,,,0,,,64,0
52296,note_on,0,0,1,,,,,,,,0,,,60,0
52296,note_on,0,0,1,,,,,,,,0,,,54,0
52296,note_on,0,0,1,,,,,,,,0,,,33,0
52296,note_on,0,0,1,,,,,,,,0,,,45,0
52776,note_on,936,0,2,,,,,,,,1,,,66,0
52800,note_on,24,0,2,,,,,,,,1,,,67,100
53256,note_on,456,0,2,,,,,,,,1,,,67,0
53760,control_change,504,0,2,,,,,,7,95,1,,,,
53760,note_on,0,0,2,,,,,,,,1,,,67,100
54696,note_on,936,0,2,,,,,,,,1,,,67,0
54720,note_on,24,0,2,,,,,,,,1,,,66,100
55176,note_on,456,0,2,,,,,,,,1,,,66,0
55200,note_on,24,0,2,,,,,,,,1,,,64,100
55656,note_on,456,0,2,,,,,,,,1,,,64,0
55680,control_change,24,0,2,,,,,,7,100,1,,,,
55680,note_on,3384,0,1,,,,,,,,0,,,47,100
55680,note_on,0,0,1,,,,,,,,0,,,35,100
55680,note_on,0,0,1,,,,,,,,0,,,55,100
55680,note_on,0,0,1,,,,,,,,0,,,59,100
55680,note_on,0,0,1,,,,,,,,0,,,64,100
55680,note_on,0,0,2,,,,,,,,1,,,71,100
55790,control_change,110,0,2,,,,,,7,99,1,,,,
55937,control_change,147,0,2,,,,,,7,98,1,,,,
56085,control_change,148,0,2,,,,,,7,97,1,,,,
56232,control_change,147,0,2,,,,,,7,96,1,,,,
56379,control_change,147,0,2,,,,,,7,95,1,,,,
56526,control_change,147,0,2,,,,,,7,94,1,,,,
56628,note_on,948,0,1,,,,,,,,0,,,64,0
56628,note_on,0,0,1,,,,,,,,0,,,59,0
56628,note_on,0,0,1,,,,,,,,0,,,55,0
56628,note_on,0,0,1,,,,,,,,0,,,47,0
56628,note_on,0,0,1,,,,,,,,0,,,35,0
56674,control_change,148,0,2,,,,,,7,93,1,,,,
56820,control_change,146,0,2,,,,,,7,92,1,,,,
56968,control_change,148,0,2,,,,,,7,91,1,,,,
57096,note_on,128,0,2,,,,,,,,1,,,71,0
57115,control_change,19,0,2,,,,,,7,90,1,,,,
57120,note_on,5,0,2,,,,,,,,1,,,69,100
57262,control_change,142,0,2,,,,,,7,89,1,,,,
57409,control_change,147,0,2,,,,,,7,88,1,,,,
57576,note_on,167,0,2,,,,,,,,1,,,69,0
57600,note_on,24,0,2,,,,,,,,1,,,69,100
57996,control_change,396,0,2,,,,,,7,89,1,,,,
58056,note_on,60,0,2,,,,,,,,1,,,69,0
58070,control_change,14,0,2,,,,,,7,90,1,,,,
58080,note_on,10,0,2,,,,,,,,1,,,67,100
58144,control_change,64,0,2,,,,,,7,91,1,,,,
58181,control_change,37,0,2,,,,,,7,92,1,,,,
58254,control_change,73,0,2,,,,,,7,93,1,,,,
58291,control_change,37,0,2,,,,,,7,94,1,,,,
58365,control_change,74,0,2,,,,,,7,95,1,,,,
58438,control_change,73,0,2,,,,,,7,96,1,,,,
58475,control_change,37,0,2,,,,,,7,97,1,,,,
58536,note_on,61,0,2,,,,,,,,1,,,67,0
58548,control_change,12,0,2,,,,,,7,98,1,,,,
58560,note_on,12,0,2,,,,,,,,1,,,66,100
58622,control_change,62,0,2,,,,,,7,99,1,,,,
58659,control_change,37,0,2,,,,,,7,100,1,,,,
58733,control_change,74,0,2,,,,,,7,101,1,,,,
58806,control_change,73,0,2,,,,,,7,102,1,,,,
58843,control_change,37,0,2,,,,,,7,103,1,,,,
58917,control_change,74,0,2,,,,,,7,104,1,,,,
58954,control_change,37,0,2,,,,,,7,105,1,,,,
59016,note_on,62,0,2,,,,,,,,1,,,66,0
59027,control_change,11,0,2,,,,,,7,106,1,,,,
59040,note_on,13,0,2,,,,,,,,1,,,64,100
59100,control_change,60,0,2,,,,,,7,107,1,,,,
59137,control_change,37,0,2,,,,,,7,108,1,,,,
59211,control_change,74,0,2,,,,,,7,109,1,,,,
59285,control_change,74,0,2,,,,,,7,110,1,,,,
59321,control_change,36,0,2,,,,,,7,111,1,,,,
59395,control_change,74,0,2,,,,,,7,112,1,,,,
59496,note_on,101,0,2,,,,,,,,1,,,64,0
59520,note_on,24,0,2,,,,,,,,1,,,76,100
59520,note_on,0,0,1,,,,,,,,0,,,49,100
59520,note_on,0,0,1,,,,,,,,0,,,37,100
59520,control_change,2892,0,1,,,,,,7,92,0,,,,
59520,note_on,0,0,1,,,,,,,,0,,,64,100
59520,note_on,0,0,1,,,,,,,,0,,,67,100
59520,note_on,0,0,1,,,,,,,,0,,,58,100
59593,control_change,73,0,2,,,,,,7,111,1,,,,
59667,control_change,74,0,2,,,,,,7,110,1,,,,
59777,control_change,110,0,2,,,,,,7,109,1,,,,
59888,control_change,111,0,2,,,,,,7,108,1,,,,
59962,control_change,74,0,2,,,,,,7,107,1,,,,
60072,control_change,110,0,2,,,,,,7,106,1,,,,
60145,control_change,73,0,2,,,,,,7,105,1,,,,
60256,control_change,111,0,2,,,,,,7,104,1,,,,
60366,control_change,110,0,2,,,,,,7,103,1,,,,
60440,control_change,74,0,2,,,,,,7,102,1,,,,
60456,note_on,16,0,2,,,,,,,,1,,,76,0
60480,note_on,24,0,2,,,,,,,,1,,,64,100
60550,control_change,70,0,2,,,,,,7,101,1,,,,
60624,control_change,74,0,2,,,,,,7,100,1,,,,
60734,control_change,110,0,2,,,,,,7,99,1,,,,
60845,control_change,111,0,2,,,,,,7,98,1,,,,
60918,control_change,73,0,2,,,,,,7,97,1,,,,
60936,note_on,0,0,1,,,,,,,,0,,,67,0
60936,note_on,1416,0,1,,,,,,,,0,,,58,0
60936,note_on,0,0,1,,,,,,,,0,,,49,0
60936,note_on,0,0,1,,,,,,,,0,,,64,0
60936,note_on,0,0,1,,,,,,,,0,,,37,0
60936,note_on,18,0,2,,,,,,,,1,,,64,0
60960,set_tempo,60960,1,0,1999873,,,,,,,,,,,
61440,control_change,504,0,2,,,,,,7,112,1,,,,
61440,note_on,0,0,2,,,,,,,,1,,,71,100
61440,note_on,504,0,1,,,,,,,,0,,,47,100
61440,note_on,0,0,1,,,,,,,,0,,,35,100
61440,note_on,0,0,1,,,,,,,,0,,,55,100
61440,note_on,0,0,1,,,,,,,,0,,,59,100
61440,note_on,0,0,1,,,,,,,,0,,,67,100
61440,note_on,0,0,1,,,,,,,,0,,,64,100
61440,set_tempo,480,1,0,652033,,,,,,,,,,,
62353,control_change,913,0,2,,,,,,7,111,1,,,,
62376,note_on,23,0,2,,,,,,,,1,,,71,0
62400,note_on,24,0,2,,,,,,,,1,,,72,100
62427,control_change,27,0,2,,,,,,7,110,1,,,,
62537,control_change,110,0,2,,,,,,7,109,1,,,,
62648,control_change,111,0,2,,,,,,7,108,1,,,,
62721,control_change,73,0,2,,,,,,7,107,1,,,,
62832,control_change,111,0,2,,,,,,7,106,1,,,,
62856,note_on,24,0,2,,,,,,,,1,,,72,0
62880,note_on,24,0,2,,,,,,,,1,,,71,100
62905,control_change,25,0,2,,,,,,7,105,1,,,,
63016,control_change,111,0,2,,,,,,7,104,1,,,,
63126,control_change,110,0,2,,,,,,7,103,1,,,,
63200,control_change,74,0,2,,,,,,7,102,1,,,,
63336,note_on,136,0,2,,,,,,,,1,,,71,0
63336,note_on,0,0,1,,,,,,,,0,,,59,0
63336,note_on,1896,0,1,,,,,,,,0,,,67,0
63336,note_on,0,0,1,,,,,,,,0,,,47,0
63336,note_on,0,0,1,,,,,,,,0,,,35,0
63336,note_on,0,0,1,,,,,,,,0,,,55,0
63336,note_on,0,0,1,,,,,,,,0,,,64,0
63360,note_on,0,0,2,,,,,,,,1,,,79,100
63360,control_change,24,0,2,,,,,,7,115,1,,,,
63433,control_change,73,0,2,,,,,,7,114,1,,,,
63544,control_change,111,0,2,,,,,,7,113,1,,,,
63617,control_change,73,0,2,,,,,,7,112,1,,,,
63728,control_change,111,0,2,,,,,,7,111,1,,,,
63816,note_on,88,0,2,,,,,,,,1,,,79,0
63838,control_change,22,0,2,,,,,,7,110,1,,,,
63840,note_on,2,0,2,,,,,,,,1,,,78,100
63912,control_change,72,0,2,,,,,,7,109,1,,,,
64022,control_change,110,0,2,,,,,,7,108,1,,,,
64132,control_change,110,0,2,,,,,,7,107,1,,,,
64243,control_change,111,0,2,,,,,,7,106,1,,,,
64296,note_on,53,0,2,,,,,,,,1,,,78,0
64317,control_change,21,0,2,,,,,,7,105,1,,,,
64320,note_on,3,0,2,,,,,,,,1,,,76,100
64427,control_change,107,0,2,,,,,,7,104,1,,,,
64537,control_change,110,0,2,,,,,,7,103,1,,,,
64611,control_change,74,0,2,,,,,,7,102,1,,,,
64707,note_on,96,0,2,,,,,,,,1,,,76,0
64721,control_change,14,0,2,,,,,,7,101,1,,,,
64800,note_on,79,0,2,,,,,,,,1,,,71,100
64832,control_change,32,0,2,,,,,,7,100,1,,,,
64942,control_change,110,0,2,,,,,,7,99,1,,,,
65016,control_change,74,0,2,,,,,,7,98,1,,,,
65126,control_change,110,0,2,,,,,,7,97,1,,,,
65256,note_on,130,0,2,,,,,,,,1,,,71,0
65280,note_on,24,0,2,,,,,,,,1,,,71,100
65736,note_on,456,0,2,,,,,,,,1,,,71,0
65760,note_on,24,0,2,,,,,,,,1,,,66,100
66216,note_on,456,0,2,,,,,,,,1,,,66,0
66240,note_on,24,0,2,,,,,,,,1,,,67,100
66627,note_on,387,0,2,,,,,,,,1,,,67,0
66720,note_on,93,0,2,,,,,,,,1,,,64,100
67176,note_on,456,0,2,,,,,,,,1,,,64,0
67200,control_change,3864,0,1,,,,,,7,80,0,,,,
67200,note_on,24,0,2,,,,,,,,1,,,63,100
67200,note_on,0,0,1,,,,,,,,0,,,57,100
67200,note_on,0,0,1,,,,,,,,0,,,35,100
67200,note_on,0,0,1,,,,,,,,0,,,47,100
67200,note_on,0,0,1,,,,,,,,0,,,63,100
67656,note_on,456,0,2,,,,,,,,1,,,63,0
67680,note_on,24,0,2,,,,,,,,1,,,72,100
67753,control_change,73,0,2,,,,,,7,96,1,,,,
67864,control_change,111,0,2,,,,,,7,95,1,,,,
67937,control_change,73,0,2,,,,,,7,94,1,,,,
68048,control_change,111,0,2,,,,,,7,93,1,,,,
68136,note_on,88,0,2,,,,,,,,1,,,72,0
68148,note_on,0,0,1,,,,,,,,0,,,57,0
68148,note_on,0,0,1,,,,,,,,0,,,63,0
68148,note_on,0,0,1,,,,,,,,0,,,47,0
68148,note_on,948,0,1,,,,,,,,0,,,35,0
68158,control_change,22,0,2,,,,,,7,92,1,,,,
68160,note_on,2,0,2,,,,,,,,1,,,71,100
68268,control_change,108,0,2,,,,,,7,91,1,,,,
68342,control_change,74,0,2,,,,,,7,90,1,,,,
68452,control_change,110,0,2,,,,,,7,89,1,,,,
68563,control_change,111,0,2,,,,,,7,88,1,,,,
68616,note_on,53,0,2,,,,,,,,1,,,71,0
68640,note_on,24,0,2,,,,,,,,1,,,63,100
68673,control_change,33,0,2,,,,,,7,87,1,,,,
68747,control_change,74,0,2,,,,,,7,86,1,,,,
68857,control_change,110,0,2,,,,,,7,85,1,,,,
68968,control_change,111,0,2,,,,,,7,84,1,,,,
69096,note_on,128,0,2,,,,,,,,1,,,63,0
69120,note_on,0,0,1,,,,,,,,0,,,64,100
69120,note_on,0,0,1,,,,,,,,0,,,60,100
69120,note_on,0,0,1,,,,,,,,0,,,46,100
69120,control_change,972,0,1,,,,,,7,72,0,,,,
69120,note_on,0,0,1,,,,,,,,0,,,34,100
69120,note_on,0,0,1,,,,,,,,0,,,55,100
70068,note_on,0,0,1,,,,,,,,0,,,64,0
70068,note_on,948,0,1,,,,,,,,0,,,34,0
70068,note_on,0,0,1,,,,,,,,0,,,60,0
70068,note_on,0,0,1,,,,,,,,0,,,46,0
70068,note_on,0,0,1,,,,,,,,0,,,55,0
71040,control_change,1944,0,2,,,,,,7,95,1,,,,
71040,note_on,0,0,2,,,,,,,,1,,,64,100
71113,control_change,73,0,2,,,,,,7,94,1,,,,
71187,control_change,74,0,2,,,,,,7,93,1,,,,
71260,control_change,73,0,2,,,,,,7,92,1,,,,
71371,control_change,111,0,2,,,,,,7,91,1,,,,
71445,control_change,74,0,2,,,,,,7,90,1,,,,
71496,note_on,51,0,2,,,,,,,,1,,,64,0
71520,note_on,24,0,2,,,,,,,,1,,,74,100
71555,control_change,35,0,2,,,,,,7,89,1,,,,
71628,control_change,73,0,2,,,,,,7,88,1,,,,
71702,control_change,74,0,2,,,,,,7,87,1,,,,
71812,control_change,110,0,2,,,,,,7,86,1,,,,
71886,control_change,74,0,2,,,,,,7,85,1,,,,
71976,note_on,90,0,2,,,,,,,,1,,,74,0
71997,control_change,21,0,2,,,,,,7,84,1,,,,
72000,note_on,3,0,2,,,,,,,,1,,,72,100
72070,control_change,70,0,2,,,,,,7,83,1,,,,
72144,control_change,74,0,2,,,,,,7,82,1,,,,
72254,control_change,110,0,2,,,,,,7,81,1,,,,
72328,control_change,74,0,2,,,,,,7,80,1,,,,
72456,note_on,128,0,2,,,,,,,,1,,,72,0
72480,note_on,24,0,2,,,,,,,,1,,,64,100
72936,note_on,456,0,2,,,,,,,,1,,,64,0
72960,control_change,2892,0,1,,,,,,7,68,0,,,,
72960,note_on,0,0,1,,,,,,,,0,,,53,100
72960,note_on,0,0,1,,,,,,,,0,,,32,100
72960,note_on,0,0,1,,,,,,,,0,,,44,100
72960,note_on,0,0,1,,,,,,,,0,,,65,100
72960,note_on,0,0,1,,,,,,,,0,,,60,100
74856,note_on,0,0,1,,,,,,,,0,,,53,0
74856,note_on,0,0,1,,,,,,,,0,,,60,0
74856,note_on,0,0,1,,,,,,,,0,,,44,0
74856,note_on,1896,0,1,,,,,,,,0,,,32,0
74856,note_on,0,0,1,,,,,,,,0,,,65,0
74880,note_on,24,0,1,,,,,,,,0,,,49,100
74880,note_on,0,0,1,,,,,,,,0,,,65,100
74880,note_on,0,0,1,,,,,,,,0,,,56,100
74880,note_on,0,0,1,,,,,,,,0,,,61,100
74880,note_on,0,0,1,,,,,,,,0,,,37,100
75816,note_on,0,0,1,,,,,,,,0,,,49,0
75816,note_on,0,0,1,,,,,,,,0,,,37,0
75816,note_on,936,0,1,,,,,,,,0,,,61,0
75840,note_on,0,0,1,,,,,,,,0,,,48,100
75840,note_on,24,0,1,,,,,,,,0,,,62,100
75840,note_on,0,0,1,,,,,,,,0,,,36,100
76776,note_on,936,0,1,,,,,,,,0,,,48,0
76776,note_on,0,0,1,,,,,,,,0,,,36,0
76776,note_on,0,0,1,,,,,,,,0,,,62,0
76776,note_on,0,0,1,,,,,,,,0,,,65,0
76776,note_on,0,0,1,,,,,,,,0,,,56,0
76800,note_on,0,0,2,,,,,,,,1,,,63,100
76800,control_change,3864,0,2,,,,,,7,85,1,,,,
76800,note_on,0,0,1,,,,,,,,0,,,57,100
76800,note_on,0,0,1,,,,,,,,0,,,66,100
76800,note_on,0,0,1,,,,,,,,0,,,35,100
76800,note_on,0,0,1,,,,,,,,0,,,47,100
76800,note_on,24,0,1,,,,,,,,0,,,63,100
76873,control_change,73,0,2,,,,,,7,86,1,,,,
77020,control_change,147,0,2,,,,,,7,87,1,,,,
77168,control_change,148,0,2,,,,,,7,88,1,,,,
77315,control_change,147,0,2,,,,,,7,89,1,,,,
77425,control_change,110,0,2,,,,,,7,90,1,,,,
77572,control_change,147,0,2,,,,,,7,91,1,,,,
77720,control_change,148,0,2,,,,,,7,92,1,,,,
77736,note_on,0,0,1,,,,,,,,0,,,63,0
77736,note_on,0,0,1,,,,,,,,0,,,35,0
77736,note_on,0,0,1,,,,,,,,0,,,47,0
77736,note_on,16,0,2,,,,,,,,1,,,63,0
77736,note_on,0,0,1,,,,,,,,0,,,57,0
77736,note_on,936,0,1,,,,,,,,0,,,66,0
77760,note_on,24,0,2,,,,,,,,1,,,72,100
77867,control_change,107,0,2,,,,,,7,93,1,,,,
77977,control_change,110,0,2,,,,,,7,94,1,,,,
78124,control_change,147,0,2,,,,,,7,95,1,,,,
78272,control_change,148,0,2,,,,,,7,96,1,,,,
78419,control_change,147,0,2,,,,,,7,97,1,,,,
78566,control_change,147,0,2,,,,,,7,98,1,,,,
78696,note_on,130,0,2,,,,,,,,1,,,72,0
78720,note_on,24,0,2,,,,,,,,1,,,71,100
78793,control_change,73,0,2,,,,,,7,97,1,,,,
78940,control_change,147,0,2,,,,,,7,96,1,,,,
79088,control_change,148,0,2,,,,,,7,95,1,,,,
79235,control_change,147,0,2,,,,,,7,94,1,,,,
79345,control_change,110,0,2,,,,,,7,93,1,,,,
79492,control_change,147,0,2,,,,,,7,92,1,,,,
79640,control_change,148,0,2,,,,,,7,91,1,,,,
79656,note_on,16,0,2,,,,,,,,1,,,71,0
79680,note_on,24,0,2,,,,,,,,1,,,63,100
79787,control_change,107,0,2,,,,,,7,90,1,,,,
79897,control_change,110,0,2,,,,,,7,89,1,,,,
80044,control_change,147,0,2,,,,,,7,88,1,,,,
80192,control_change,148,0,2,,,,,,7,87,1,,,,
80339,control_change,147,0,2,,,,,,7,86,1,,,,
80486,control_change,147,0,2,,,,,,7,85,1,,,,
80616,note_on,130,0,2,,,,,,,,1,,,63,0
80640,note_on,24,0,2,,,,,,,,1,,,66,100
81576,note_on,936,0,2,,,,,,,,1,,,66,0
81600,note_on,24,0,2,,,,,,,,1,,,65,100
81673,control_change,73,0,2,,,,,,7,86,1,,,,
81784,control_change,111,0,2,,,,,,7,87,1,,,,
81894,control_change,110,0,2,,,,,,7,88,1,,,,
81968,control_change,74,0,2,,,,,,7,89,1,,,,
82056,note_on,88,0,2,,,,,,,,1,,,65,0
82078,control_change,22,0,2,,,,,,7,90,1,,,,
82080,note_on,2,0,2,,,,,,,,1,,,66,100
82188,control_change,108,0,2,,,,,,7,91,1,,,,
82299,control_change,111,0,2,,,,,,7,92,1,,,,
82409,control_change,110,0,2,,,,,,7,93,1,,,,
82520,control_change,111,0,2,,,,,,7,94,1,,,,
82536,note_on,16,0,2,,,,,,,,1,,,66,0
82560,note_on,24,0,2,,,,,,,,1,,,67,100
82593,control_change,33,0,2,,,,,,7,95,1,,,,
82704,control_change,111,0,2,,,,,,7,96,1,,,,
82814,control_change,110,0,2,,,,,,7,97,1,,,,
82924,control_change,110,0,2,,,,,,7,98,1,,,,
83016,note_on,92,0,2,,,,,,,,1,,,67,0
83035,control_change,19,0,2,,,,,,7,99,1,,,,
83040,note_on,5,0,2,,,,,,,,1,,,66,100
83109,control_change,69,0,2,,,,,,7,100,1,,,,
83496,note_on,387,0,2,,,,,,,,1,,,66,0
83520,control_change,24,0,2,,,,,,7,113,1,,,,
83520,note_on,0,0,2,,,,,,,,1,,,69,100
83556,control_change,36,0,2,,,,,,7,112,1,,,,
83630,control_change,74,0,2,,,,,,7,111,1,,,,
83667,control_change,37,0,2,,,,,,7,110,1,,,,
83704,control_change,37,0,2,,,,,,7,109,1,,,,
83740,control_change,36,0,2,,,,,,7,108,1,,,,
83777,control_change,37,0,2,,,,,,7,107,1,,,,
83851,control_change,74,0,2,,,,,,7,106,1,,,,
83888,control_change,37,0,2,,,,,,7,105,1,,,,
83925,control_change,37,0,2,,,,,,7,104,1,,,,
83961,control_change,36,0,2,,,,,,7,103,1,,,,
83976,note_on,15,0,2,,,,,,,,1,,,69,0
83998,control_change,22,0,2,,,,,,7,102,1,,,,
84000,note_on,2,0,2,,,,,,,,1,,,67,100
84035,control_change,35,0,2,,,,,,7,101,1,,,,
84108,control_change,73,0,2,,,,,,7,100,1,,,,
84145,control_change,37,0,2,,,,,,7,99,1,,,,
84182,control_change,37,0,2,,,,,,7,98,1,,,,
84219,control_change,37,0,2,,,,,,7,97,1,,,,
84256,control_change,37,0,2,,,,,,7,96,1,,,,
84292,control_change,36,0,2,,,,,,7,95,1,,,,
84366,control_change,74,0,2,,,,,,7,94,1,,,,
84403,control_change,37,0,2,,,,,,7,93,1,,,,
84440,control_change,37,0,2,,,,,,7,92,1,,,,
84456,note_on,16,0,2,,,,,,,,1,,,67,0
84477,control_change,21,0,2,,,,,,7,91,1,,,,
84480,note_on,0,0,1,,,,,,,,0,,,47,100
84480,note_on,3,0,2,,,,,,,,1,,,64,100
84480,note_on,0,0,1,,,,,,,,0,,,55,100
84480,note_on,6744,0,1,,,,,,,,0,,,40,100
84513,control_change,33,0,2,,,,,,7,90,1,,,,
84550,control_change,37,0,2,,,,,,7,89,1,,,,
84624,control_change,74,0,2,,,,,,7,88,1,,,,
