tick,type,data,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,control,value,channel,program,note,velocity
147408,control_change,,16,0,1,,,,,,,,64,88,0,,,
147412,note_on,,0,0,2,,,,,,,,,,1,,58,0
147412,note_on,,32,0,2,,,,,,,,,,1,,42,0
147412,note_on,,0,0,2,,,,,,,,,,1,,64,0
147412,note_on,,0,0,2,,,,,,,,,,1,,54,0
147420,control_change,,12,0,1,,,,,,,,64,56,0,,,
147428,note_on,,0,0,2,,,,,,,,,,1,,42,65
147428,note_on,,0,0,2,,,,,,,,,,1,,54,65
147428,note_on,,0,0,2,,,,,,,,,,1,,58,65
147428,note_on,,16,0,2,,,,,,,,,,1,,64,65
147432,control_change,,12,0,1,,,,,,,,64,24,0,,,
147444,control_change,,12,0,1,,,,,,,,64,0,0,,,
147460,note_on,,32,0,2,,,,,,,,,,1,,42,0
147460,note_on,,0,0,2,,,,,,,,,,1,,64,0
147460,note_on,,0,0,2,,,,,,,,,,1,,58,0
147460,note_on,,0,0,2,,,,,,,,,,1,,54,0
147476,note_on,,16,0,2,,,,,,,,,,1,,64,65
147476,note_on,,0,0,2,,,,,,,,,,1,,58,65
147476,note_on,,0,0,2,,,,,,,,,,1,,54,65
147476,note_on,,0,0,2,,,,,,,,,,1,,42,65
147508,note_on,,0,0,2,,,,,,,,,,1,,54,0
147508,note_on,,0,0,2,,,,,,,,,,1,,58,0
147508,note_on,,32,0,2,,,,,,,,,,1,,42,0
147508,note_on,,0,0,2,,,,,,,,,,1,,64,0
147524,note_on,,16,0,2,,,,,,,,,,1,,64,65
147524,note_on,,0,0,2,,,,,,,,,,1,,58,65
147524,note_on,,0,0,2,,,,,,,,,,1,,54,65
147524,note_on,,0,0,2,,,,,,,,,,1,,42,65
147548,control_change,,104,0,1,,,,,,,,64,40,0,,,
147556,note_on,,0,0,2,,,,,,,,,,1,,58,0
147556,note_on,,32,0,2,,,,,,,,,,1,,42,0
147556,note_on,,0,0,2,,,,,,,,,,1,,64,0
147556,note_on,,0,0,2,,,,,,,,,,1,,54,0
147564,control_change,,16,0,1,,,,,,,,64,104,0,,,
147572,note_on,,0,0,2,,,,,,,,,,1,,42,65
147572,note_on,,16,0,2,,,,,,,,,,1,,64,65
147572,note_on,,0,0,2,,,,,,,,,,1,,58,65
147572,note_on,,0,0,2,,,,,,,,,,1,,54,65
147576,control_change,,12,0,1,,,,,,,,64,127,0,,,
147604,note_on,,0,0,2,,,,,,,,,,1,,58,0
147604,note_on,,0,0,2,,,,,,,,,,1,,64,0
147604,note_on,,32,0,2,,,,,,,,,,1,,42,0
147604,note_on,,0,0,2,,,,,,,,,,1,,54,0
147620,note_on,,16,0,2,,,,,,,,,,1,,64,65
147620,note_on,,0,0,2,,,,,,,,,,1,,58,65
147620,note_on,,0,0,2,,,,,,,,,,1,,54,65
147620,note_on,,0,0,2,,,,,,,,,,1,,42,65
147624,note_on,,48,0,1,,,,,,,,,,0,,54,0
147652,note_on,,0,0,2,,,,,,,,,,1,,58,0
147652,note_on,,0,0,2,,,,,,,,,,1,,64,0
147652,note_on,,0,0,2,,,,,,,,,,1,,54,0
147652,note_on,,32,0,2,,,,,,,,,,1,,42,0
147668,note_on,,0,0,2,,,,,,,,,,1,,42,65
147668,note_on,,16,0,2,,,,,,,,,,1,,64,65
147668,note_on,,0,0,2,,,,,,,,,,1,,58,65
147668,note_on,,0,0,2,,,,,,,,,,1,,54,65
147700,note_on,,0,0,2,,,,,,,,,,1,,58,0
147700,note_on,,0,0,2,,,,,,,,,,1,,64,0
147700,note_on,,0,0,2,,,,,,,,,,1,,54,0
147700,note_on,,32,0,2,,,,,,,,,,1,,42,0
147704,note_on,,80,0,1,,,,,,,,,,0,,42,0
147716,note_on,,16,0,2,,,,,,,,,,1,,64,65
147716,note_on,,0,0,2,,,,,,,,,,1,,58,65
147716,note_on,,0,0,2,,,,,,,,,,1,,54,65
147716,note_on,,0,0,2,,,,,,,,,,1,,42,65
147748,note_on,,32,0,2,,,,,,,,,,1,,42,0
147748,note_on,,0,0,2,,,,,,,,,,1,,64,0
147748,note_on,,0,0,2,,,,,,,,,,1,,58,0
147748,note_on,,0,0,2,,,,,,,,,,1,,54,0
147764,note_on,,16,0,2,,,,,,,,,,1,,64,65
147764,note_on,,0,0,2,,,,,,,,,,1,,58,65
147764,note_on,,0,0,2,,,,,,,,,,1,,54,65
147764,note_on,,0,0,2,,,,,,,,,,1,,42,65
147796,note_on,,0,0,2,,,,,,,,,,1,,54,0
147796,note_on,,0,0,2,,,,,,,,,,1,,58,0
147796,note_on,,32,0,2,,,,,,,,,,1,,42,0
147796,note_on,,0,0,2,,,,,,,,,,1,,64,0
147812,note_on,,16,0,2,,,,,,,,,,1,,64,65
147812,note_on,,0,0,2,,,,,,,,,,1,,58,65
147812,note_on,,0,0,2,,,,,,,,,,1,,54,65
147812,note_on,,0,0,2,,,,,,,,,,1,,42,65
147844,note_on,,0,0,2,,,,,,,,,,1,,64,0
147844,note_on,,0,0,2,,,,,,,,,,1,,54,0
147844,note_on,,0,0,2,,,,,,,,,,1,,58,0
147844,note_on,,32,0,2,,,,,,,,,,1,,42,0
147860,note_on,,0,0,2,,,,,,,,,,1,,42,65
147860,note_on,,0,0,2,,,,,,,,,,1,,54,65
147860,note_on,,0,0,2,,,,,,,,,,1,,58,65
147860,note_on,,16,0,2,,,,,,,,,,1,,64,65
147892,note_on,,32,0,2,,,,,,,,,,1,,42,0
147892,note_on,,0,0,2,,,,,,,,,,1,,64,0
147892,note_on,,0,0,2,,,,,,,,,,1,,58,0
147892,note_on,,0,0,2,,,,,,,,,,1,,54,0
147908,note_on,,16,0,2,,,,,,,,,,1,,64,65
147908,note_on,,0,0,2,,,,,,,,,,1,,58,65
147908,note_on,,0,0,2,,,,,,,,,,1,,54,65
147908,note_on,,0,0,2,,,,,,,,,,1,,42,65
147940,note_on,,32,0,2,,,,,,,,,,1,,42,0
147940,note_on,,0,0,2,,,,,,,,,,1,,64,0
147940,note_on,,0,0,2,,,,,,,,,,1,,58,0
147940,note_on,,0,0,2,,,,,,,,,,1,,54,0
147956,note_on,,0,0,2,,,,,,,,,,1,,42,65
147956,note_on,,0,0,2,,,,,,,,,,1,,54,65
147956,note_on,,16,0,2,,,,,,,,,,1,,64,65
147956,note_on,,0,0,2,,,,,,,,,,1,,58,65
147988,note_on,,32,0,2,,,,,,,,,,1,,42,0
147988,note_on,,0,0,2,,,,,,,,,,1,,64,0
147988,note_on,,0,0,2,,,,,,,,,,1,,58,0
147988,note_on,,0,0,2,,,,,,,,,,1,,54,0
148004,note_on,,0,0,2,,,,,,,,,,1,,42,65
148004,note_on,,16,0,2,,,,,,,,,,1,,64,65
148004,note_on,,0,0,2,,,,,,,,,,1,,58,65
148004,note_on,,0,0,2,,,,,,,,,,1,,54,65
148036,note_on,,0,0,2,,,,,,,,,,1,,58,0
148036,note_on,,0,0,2,,,,,,,,,,1,,54,0
148036,note_on,,32,0,2,,,,,,,,,,1,,42,0
148036,note_on,,0,0,2,,,,,,,,,,1,,64,0
148040,note_on,,3472,0,5,,,,,,,,,,4,,54,55
148040,note_on,,34164,0,6,,,,,,,,,,5,,82,50
148040,note_on,,0,0,6,,,,,,,,,,5,,76,48
148040,note_on,,0,0,8,,,,,,,,,,7,,66,45
148040,note_on,,34164,0,8,,,,,,,,,,7,,73,45
148052,note_on,,16,0,2,,,,,,,,,,1,,64,65
148052,note_on,,0,0,2,,,,,,,,,,1,,61,65
148052,note_on,,0,0,2,,,,,,,,,,1,,54,65
148052,note_on,,0,0,2,,,,,,,,,,1,,42,65
148084,note_on,,32,0,2,,,,,,,,,,1,,42,0
148084,note_on,,0,0,2,,,,,,,,,,1,,64,0
148084,note_on,,0,0,2,,,,,,,,,,1,,61,0
148084,note_on,,0,0,2,,,,,,,,,,1,,54,0
148100,note_on,,0,0,2,,,,,,,,,,1,,42,65
148100,note_on,,0,0,2,,,,,,,,,,1,,54,65
148100,note_on,,0,0,2,,,,,,,,,,1,,61,65
148100,note_on,,16,0,2,,,,,,,,,,1,,64,65
148116,control_change,,412,0,1,,,,,,,,64,88,0,,,
148132,note_on,,0,0,2,,,,,,,,,,1,,64,0
148132,note_on,,0,0,2,,,,,,,,,,1,,61,0
148132,control_change,,16,0,1,,,,,,,,64,24,0,,,
148132,note_on,,0,0,2,,,,,,,,,,1,,54,0
148132,note_on,,32,0,2,,,,,,,,,,1,,42,0
148144,control_change,,12,0,1,,,,,,,,64,0,0,,,
148148,note_on,,0,0,2,,,,,,,,,,1,,54,65
148148,note_on,,0,0,2,,,,,,,,,,1,,61,65
148148,note_on,,16,0,2,,,,,,,,,,1,,64,65
148148,note_on,,0,0,2,,,,,,,,,,1,,42,65
148180,note_on,,0,0,2,,,,,,,,,,1,,64,0
148180,note_on,,32,0,2,,,,,,,,,,1,,42,0
148180,note_on,,0,0,2,,,,,,,,,,1,,61,0
148180,note_on,,0,0,2,,,,,,,,,,1,,54,0
148196,note_on,,16,0,2,,,,,,,,,,1,,64,65
148196,note_on,,0,0,2,,,,,,,,,,1,,61,65
148196,note_on,,0,0,2,,,,,,,,,,1,,54,65
148196,note_on,,0,0,2,,,,,,,,,,1,,42,65
148228,note_on,,32,0,2,,,,,,,,,,1,,42,0
148228,note_on,,0,0,2,,,,,,,,,,1,,64,0
148228,note_on,,0,0,2,,,,,,,,,,1,,61,0
148228,note_on,,0,0,2,,,,,,,,,,1,,54,0
148232,control_change,,88,0,1,,,,,,,,64,56,0,,,
148244,note_on,,16,0,2,,,,,,,,,,1,,64,65
148244,control_change,,12,0,1,,,,,,,,64,127,0,,,
148244,note_on,,0,0,2,,,,,,,,,,1,,61,65
148244,note_on,,0,0,2,,,,,,,,,,1,,54,65
148244,note_on,,0,0,2,,,,,,,,,,1,,42,65
148276,note_on,,0,0,2,,,,,,,,,,1,,64,0
148276,note_on,,32,0,2,,,,,,,,,,1,,42,0
148276,note_on,,0,0,2,,,,,,,,,,1,,54,0
148276,note_on,,0,0,2,,,,,,,,,,1,,61,0
148292,note_on,,0,0,2,,,,,,,,,,1,,42,65
148292,note_on,,0,0,2,,,,,,,,,,1,,54,65
148292,note_on,,0,0,2,,,,,,,,,,1,,61,65
148292,note_on,,16,0,2,,,,,,,,,,1,,64,65
148324,note_on,,0,0,2,,,,,,,,,,1,,61,0
148324,note_on,,0,0,2,,,,,,,,,,1,,64,0
148324,note_on,,32,0,2,,,,,,,,,,1,,42,0
148324,note_on,,0,0,2,,,,,,,,,,1,,54,0
148340,note_on,,0,0,2,,,,,,,,,,1,,54,65
148340,note_on,,0,0,2,,,,,,,,,,1,,42,65
148340,note_on,,0,0,2,,,,,,,,,,1,,61,65
148340,note_on,,16,0,2,,,,,,,,,,1,,64,65
148372,note_on,,0,0,2,,,,,,,,,,1,,54,0
148372,note_on,,0,0,2,,,,,,,,,,1,,61,0
148372,note_on,,0,0,2,,,,,,,,,,1,,64,0
148372,note_on,,32,0,2,,,,,,,,,,1,,42,0
148388,note_on,,0,0,2,,,,,,,,,,1,,42,65
148388,note_on,,0,0,2,,,,,,,,,,1,,54,65
148388,note_on,,0,0,2,,,,,,,,,,1,,61,65
148388,note_on,,16,0,2,,,,,,,,,,1,,64,65
148420,note_on,,0,0,2,,,,,,,,,,1,,61,0
148420,note_on,,0,0,2,,,,,,,,,,1,,54,0
148420,note_on,,0,0,2,,,,,,,,,,1,,64,0
148420,note_on,,32,0,2,,,,,,,,,,1,,42,0
148436,note_on,,0,0,2,,,,,,,,,,1,,42,65
148436,note_on,,0,0,2,,,,,,,,,,1,,54,65
148436,note_on,,0,0,2,,,,,,,,,,1,,61,65
148436,note_on,,16,0,2,,,,,,,,,,1,,64,65
148468,note_on,,0,0,2,,,,,,,,,,1,,54,0
148468,note_on,,0,0,2,,,,,,,,,,1,,64,0
148468,note_on,,32,0,2,,,,,,,,,,1,,42,0
148468,note_on,,0,0,2,,,,,,,,,,1,,61,0
148484,note_on,,0,0,2,,,,,,,,,,1,,61,65
148484,note_on,,16,0,2,,,,,,,,,,1,,64,65
148484,note_on,,0,0,2,,,,,,,,,,1,,54,65
148484,note_on,,0,0,2,,,,,,,,,,1,,42,65
148516,note_on,,32,0,2,,,,,,,,,,1,,42,0
148516,note_on,,0,0,2,,,,,,,,,,1,,54,0
148516,note_on,,0,0,2,,,,,,,,,,1,,61,0
148516,note_on,,0,0,2,,,,,,,,,,1,,64,0
148532,note_on,,0,0,2,,,,,,,,,,1,,42,65
148532,note_on,,16,0,2,,,,,,,,,,1,,64,65
148532,note_on,,0,0,2,,,,,,,,,,1,,61,65
148532,note_on,,0,0,2,,,,,,,,,,1,,54,65
148564,note_on,,0,0,2,,,,,,,,,,1,,64,0
148564,note_on,,0,0,2,,,,,,,,,,1,,61,0
148564,note_on,,0,0,2,,,,,,,,,,1,,54,0
148564,note_on,,32,0,2,,,,,,,,,,1,,42,0
148580,note_on,,16,0,2,,,,,,,,,,1,,64,65
148580,note_on,,0,0,2,,,,,,,,,,1,,61,65
148580,note_on,,0,0,2,,,,,,,,,,1,,54,65
148580,note_on,,0,0,2,,,,,,,,,,1,,42,65
148580,control_change,,336,0,1,,,,,,,,64,104,0,,,
148592,control_change,,12,0,1,,,,,,,,64,56,0,,,
148608,control_change,,16,0,1,,,,,,,,64,0,0,,,
148612,note_on,,32,0,2,,,,,,,,,,1,,42,0
148612,note_on,,0,0,2,,,,,,,,,,1,,64,0
148612,note_on,,0,0,2,,,,,,,,,,1,,61,0
148612,note_on,,0,0,2,,,,,,,,,,1,,54,0
148640,note_on,,600,0,6,,,,,,,,,,5,,75,47
148640,note_on,,0,0,6,,,,,,,,,,5,,83,52
148640,note_on,,28,0,2,,,,,,,,,,1,,63,65
148640,note_on,,0,0,2,,,,,,,,,,1,,59,65
148640,note_on,,600,0,8,,,,,,,,,,7,,71,46
148640,note_on,,0,0,2,,,,,,,,,,1,,47,65
148640,note_on,,0,0,8,,,,,,,,,,7,,59,45
148640,note_on,,600,0,5,,,,,,,,,,4,,47,50
148640,note_on,,0,0,2,,,,,,,,,,1,,54,65
148672,note_on,,0,0,2,,,,,,,,,,1,,54,0
148672,note_on,,0,0,2,,,,,,,,,,1,,59,0
148672,note_on,,0,0,2,,,,,,,,,,1,,63,0
148672,note_on,,32,0,2,,,,,,,,,,1,,47,0
148680,note_on,,0,0,8,,,,,,,,,,7,,73,0
148680,note_on,,40,0,8,,,,,,,,,,7,,66,0
148680,note_on,,40,0,5,,,,,,,,,,4,,54,0
148680,note_on,,40,0,6,,,,,,,,,,5,,76,0
148680,note_on,,0,0,6,,,,,,,,,,5,,82,0
148688,note_on,,0,0,2,,,,,,,,,,1,,54,65
148688,note_on,,0,0,2,,,,,,,,,,1,,47,65
148688,note_on,,16,0,2,,,,,,,,,,1,,63,65
148688,note_on,,0,0,2,,,,,,,,,,1,,59,65
148696,control_change,,88,0,1,,,,,,,,64,72,0,,,
148708,control_change,,12,0,1,,,,,,,,64,127,0,,,
148720,note_on,,32,0,2,,,,,,,,,,1,,47,0
148720,note_on,,0,0,2,,,,,,,,,,1,,63,0
148720,note_on,,0,0,2,,,,,,,,,,1,,54,0
148720,note_on,,0,0,2,,,,,,,,,,1,,59,0
148736,note_on,,0,0,2,,,,,,,,,,1,,59,65
148736,note_on,,0,0,2,,,,,,,,,,1,,54,65
148736,note_on,,0,0,2,,,,,,,,,,1,,47,65
148736,note_on,,16,0,2,,,,,,,,,,1,,63,65
148768,note_on,,32,0,2,,,,,,,,,,1,,47,0
148768,note_on,,0,0,2,,,,,,,,,,1,,63,0
148768,note_on,,0,0,2,,,,,,,,,,1,,59,0
148768,note_on,,0,0,2,,,,,,,,,,1,,54,0
148784,note_on,,16,0,2,,,,,,,,,,1,,63,65
148784,note_on,,0,0,2,,,,,,,,,,1,,59,65
148784,note_on,,0,0,2,,,,,,,,,,1,,47,65
148784,note_on,,0,0,2,,,,,,,,,,1,,54,65
148816,note_on,,32,0,2,,,,,,,,,,1,,47,0
148816,note_on,,0,0,2,,,,,,,,,,1,,54,0
148816,note_on,,0,0,2,,,,,,,,,,1,,59,0
148816,note_on,,0,0,2,,,,,,,,,,1,,63,0
148832,note_on,,0,0,2,,,,,,,,,,1,,47,65
148832,note_on,,0,0,2,,,,,,,,,,1,,54,65
148832,note_on,,0,0,2,,,,,,,,,,1,,59,65
148832,note_on,,16,0,2,,,,,,,,,,1,,63,65
148864,note_on,,32,0,2,,,,,,,,,,1,,47,0
148864,note_on,,0,0,2,,,,,,,,,,1,,54,0
148864,note_on,,0,0,2,,,,,,,,,,1,,59,0
148864,note_on,,0,0,2,,,,,,,,,,1,,63,0
148880,note_on,,0,0,2,,,,,,,,,,1,,47,65
148880,note_on,,0,0,2,,,,,,,,,,1,,54,65
148880,note_on,,0,0,2,,,,,,,,,,1,,59,65
148880,note_on,,16,0,2,,,,,,,,,,1,,63,65
148912,note_on,,0,0,2,,,,,,,,,,1,,63,0
148912,note_on,,32,0,2,,,,,,,,,,1,,47,0
148912,note_on,,0,0,2,,,,,,,,,,1,,54,0
148912,note_on,,0,0,2,,,,,,,,,,1,,59,0
148928,note_on,,16,0,2,,,,,,,,,,1,,63,65
148928,note_on,,0,0,2,,,,,,,,,,1,,59,65
148928,note_on,,0,0,2,,,,,,,,,,1,,54,65
148928,note_on,,0,0,2,,,,,,,,,,1,,47,65
148960,note_on,,32,0,2,,,,,,,,,,1,,47,0
148960,note_on,,0,0,2,,,,,,,,,,1,,54,0
148960,note_on,,0,0,2,,,,,,,,,,1,,59,0
148960,note_on,,0,0,2,,,,,,,,,,1,,63,0
148976,note_on,,0,0,2,,,,,,,,,,1,,59,65
148976,note_on,,16,0,2,,,,,,,,,,1,,63,65
148976,note_on,,0,0,2,,,,,,,,,,1,,47,65
148976,note_on,,0,0,2,,,,,,,,,,1,,54,65
148988,note_on,,0,0,1,,,,,,,,,,0,,54,39
148988,control_change,,0,0,1,,,,,,,,64,104,0,,,
148988,control_change,,0,0,1,,,,,,,,64,56,0,,,
148988,control_change,,0,0,1,,,,,,,,64,24,0,,,
148988,control_change,,0,0,1,,,,,,,,64,0,0,,,
148988,note_on,,280,0,1,,,,,,,,,,0,,66,62
149008,note_on,,0,0,2,,,,,,,,,,1,,54,0
149008,note_on,,0,0,2,,,,,,,,,,1,,59,0
149008,note_on,,0,0,2,,,,,,,,,,1,,63,0
149008,note_on,,32,0,2,,,,,,,,,,1,,47,0
149024,control_change,,36,0,1,,,,,,,,64,24,0,,,
149024,note_on,,16,0,2,,,,,,,,,,1,,63,65
149024,note_on,,0,0,2,,,,,,,,,,1,,59,65
149024,note_on,,0,0,2,,,,,,,,,,1,,54,65
149024,note_on,,0,0,2,,,,,,,,,,1,,47,65
149036,control_change,,12,0,1,,,,,,,,64,56,0,,,
149048,control_change,,12,0,1,,,,,,,,64,72,0,,,
149056,note_on,,0,0,2,,,,,,,,,,1,,54,0
149056,note_on,,32,0,2,,,,,,,,,,1,,47,0
149056,note_on,,0,0,2,,,,,,,,,,1,,63,0
149056,note_on,,0,0,2,,,,,,,,,,1,,59,0
149060,control_change,,12,0,1,,,,,,,,64,88,0,,,
149072,note_on,,0,0,2,,,,,,,,,,1,,47,65
149072,note_on,,0,0,2,,,,,,,,,,1,,59,65
149072,note_on,,0,0,2,,,,,,,,,,1,,54,65
149072,note_on,,16,0,2,,,,,,,,,,1,,63,65
149076,control_change,,16,0,1,,,,,,,,64,104,0,,,
149104,note_on,,32,0,2,,,,,,,,,,1,,47,0
149104,note_on,,0,0,2,,,,,,,,,,1,,63,0
149104,note_on,,0,0,2,,,,,,,,,,1,,59,0
149104,note_on,,0,0,2,,,,,,,,,,1,,54,0
149120,note_on,,16,0,2,,,,,,,,,,1,,63,65
149120,note_on,,0,0,2,,,,,,,,,,1,,59,65
149120,note_on,,0,0,2,,,,,,,,,,1,,54,65
149120,note_on,,0,0,2,,,,,,,,,,1,,47,65
149124,control_change,,48,0,1,,,,,,,,64,127,0,,,
149152,note_on,,0,0,2,,,,,,,,,,1,,63,0
149152,note_on,,0,0,2,,,,,,,,,,1,,54,0
149152,note_on,,32,0,2,,,,,,,,,,1,,47,0
149152,note_on,,0,0,2,,,,,,,,,,1,,59,0
149168,note_on,,16,0,2,,,,,,,,,,1,,63,65
149168,note_on,,0,0,2,,,,,,,,,,1,,59,65
149168,note_on,,0,0,2,,,,,,,,,,1,,54,65
149168,note_on,,0,0,2,,,,,,,,,,1,,47,65
149200,note_on,,32,0,2,,,,,,,,,,1,,47,0
149200,note_on,,0,0,2,,,,,,,,,,1,,63,0
149200,note_on,,0,0,2,,,,,,,,,,1,,59,0
149200,note_on,,0,0,2,,,,,,,,,,1,,54,0
149216,note_on,,0,0,2,,,,,,,,,,1,,47,65
149216,note_on,,16,0,2,,,,,,,,,,1,,63,65
149216,note_on,,0,0,2,,,,,,,,,,1,,59,65
149216,note_on,,0,0,2,,,,,,,,,,1,,54,65
149248,note_on,,0,0,2,,,,,,,,,,1,,59,0
149248,note_on,,0,0,2,,,,,,,,,,1,,54,0
149248,note_on,,0,0,2,,,,,,,,,,1,,63,0
149248,note_on,,32,0,2,,,,,,,,,,1,,47,0
149264,note_on,,16,0,2,,,,,,,,,,1,,63,65
149264,note_on,,0,0,2,,,,,,,,,,1,,59,65
149264,note_on,,0,0,2,,,,,,,,,,1,,54,65
149264,note_on,,0,0,2,,,,,,,,,,1,,47,65
149280,note_on,,600,0,6,,,,,,,,,,5,,75,0
149280,note_on,,600,0,5,,,,,,,,,,4,,47,0
149280,note_on,,600,0,8,,,,,,,,,,7,,71,0
149280,note_on,,0,0,8,,,,,,,,,,7,,59,0
149280,note_on,,0,0,6,,,,,,,,,,5,,83,0
149296,control_change,,172,0,1,,,,,,,,64,88,0,,,
149296,note_on,,32,0,2,,,,,,,,,,1,,47,0
149296,note_on,,0,0,2,,,,,,,,,,1,,63,0
149296,note_on,,0,0,2,,,,,,,,,,1,,59,0
149296,note_on,,0,0,2,,,,,,,,,,1,,54,0
149308,control_change,,12,0,1,,,,,,,,64,40,0,,,
149312,note_on,,0,0,2,,,,,,,,,,1,,59,65
149312,note_on,,0,0,2,,,,,,,,,,1,,54,65
149312,note_on,,16,0,2,,,,,,,,,,1,,63,65
149312,note_on,,0,0,2,,,,,,,,,,1,,47,65
149320,control_change,,12,0,1,,,,,,,,64,0,0,,,
149332,note_on,,12,0,1,,,,,,,,,,0,,68,58
149336,note_on,,4,0,1,,,,,,,,,,0,,56,42
149344,note_on,,32,0,2,,,,,,,,,,1,,47,0
149344,note_on,,0,0,2,,,,,,,,,,1,,63,0
149344,note_on,,0,0,2,,,,,,,,,,1,,59,0
149344,note_on,,0,0,2,,,,,,,,,,1,,54,0
149344,note_on,,8,0,1,,,,,,,,,,0,,66,0
149360,note_on,,16,0,2,,,,,,,,,,1,,63,65
149360,note_on,,0,0,2,,,,,,,,,,1,,59,65
149360,note_on,,0,0,2,,,,,,,,,,1,,54,65
149360,note_on,,0,0,2,,,,,,,,,,1,,47,65
149368,note_on,,24,0,1,,,,,,,,,,0,,54,0
149392,note_on,,32,0,2,,,,,,,,,,1,,47,0
149392,note_on,,0,0,2,,,,,,,,,,1,,63,0
149392,note_on,,0,0,2,,,,,,,,,,1,,59,0
149392,note_on,,0,0,2,,,,,,,,,,1,,54,0
149408,note_on,,16,0,2,,,,,,,,,,1,,63,65
149408,note_on,,0,0,2,,,,,,,,,,1,,59,65
149408,note_on,,0,0,2,,,,,,,,,,1,,47,65
149408,note_on,,0,0,2,,,,,,,,,,1,,54,65
149440,note_on,,32,0,2,,,,,,,,,,1,,47,0
149440,note_on,,0,0,2,,,,,,,,,,1,,63,0
149440,note_on,,0,0,2,,,,,,,,,,1,,59,0
149440,note_on,,0,0,2,,,,,,,,,,1,,54,0
149456,note_on,,16,0,2,,,,,,,,,,1,,63,65
149456,note_on,,0,0,2,,,,,,,,,,1,,59,65
149456,note_on,,0,0,2,,,,,,,,,,1,,54,65
149456,note_on,,0,0,2,,,,,,,,,,1,,47,65
149484,note_on,,116,0,1,,,,,,,,,,0,,56,0
149488,note_on,,0,0,2,,,,,,,,,,1,,59,0
149488,note_on,,0,0,2,,,,,,,,,,1,,63,0
149488,note_on,,0,0,2,,,,,,,,,,1,,54,0
149488,note_on,,32,0,2,,,,,,,,,,1,,47,0
149500,note_on,,16,0,1,,,,,,,,,,0,,68,0
149504,note_on,,4,0,1,,,,,,,,,,0,,58,47
149504,note_on,,0,0,1,,,,,,,,,,0,,70,64
149504,note_on,,0,0,2,,,,,,,,,,1,,47,65
149504,note_on,,0,0,2,,,,,,,,,,1,,54,65
149504,note_on,,0,0,2,,,,,,,,,,1,,59,65
149504,note_on,,16,0,2,,,,,,,,,,1,,63,65
149536,note_on,,32,0,2,,,,,,,,,,1,,47,0
149536,note_on,,0,0,2,,,,,,,,,,1,,54,0
149536,note_on,,0,0,2,,,,,,,,,,1,,63,0
149536,note_on,,0,0,2,,,,,,,,,,1,,59,0
149552,note_on,,0,0,2,,,,,,,,,,1,,59,65
149552,note_on,,0,0,2,,,,,,,,,,1,,47,65
149552,note_on,,16,0,2,,,,,,,,,,1,,63,65
149552,note_on,,0,0,2,,,,,,,,,,1,,54,65
149584,note_on,,32,0,2,,,,,,,,,,1,,47,0
149584,note_on,,0,0,2,,,,,,,,,,1,,63,0
149584,note_on,,0,0,2,,,,,,,,,,1,,59,0
149584,note_on,,0,0,2,,,,,,,,,,1,,54,0
149600,note_on,,0,0,2,,,,,,,,,,1,,59,65
149600,note_on,,0,0,2,,,,,,,,,,1,,54,65
149600,note_on,,0,0,2,,,,,,,,,,1,,47,65
149600,note_on,,16,0,2,,,,,,,,,,1,,63,65
149632,note_on,,0,0,2,,,,,,,,,,1,,54,0
149632,note_on,,0,0,2,,,,,,,,,,1,,59,0
149632,note_on,,0,0,2,,,,,,,,,,1,,63,0
149632,note_on,,32,0,2,,,,,,,,,,1,,47,0
149632,note_on,,128,0,1,,,,,,,,,,0,,70,0
149644,note_on,,12,0,1,,,,,,,,,,0,,58,0
149644,note_on,,0,0,1,,,,,,,,,,0,,71,74
149648,note_on,,0,0,2,,,,,,,,,,1,,47,65
149648,note_on,,0,0,2,,,,,,,,,,1,,54,65
149648,note_on,,0,0,2,,,,,,,,,,1,,59,65
149648,note_on,,16,0,2,,,,,,,,,,1,,63,65
149656,note_on,,12,0,1,,,,,,,,,,0,,59,62
149680,note_on,,0,0,2,,,,,,,,,,1,,63,0
149680,note_on,,32,0,2,,,,,,,,,,1,,47,0
149680,note_on,,0,0,2,,,,,,,,,,1,,59,0
149680,note_on,,0,0,2,,,,,,,,,,1,,54,0
149696,note_on,,0,0,2,,,,,,,,,,1,,59,65
149696,note_on,,16,0,2,,,,,,,,,,1,,63,65
149696,note_on,,0,0,2,,,,,,,,,,1,,54,65
149696,note_on,,0,0,2,,,,,,,,,,1,,47,65
149728,note_on,,32,0,2,,,,,,,,,,1,,47,0
149728,note_on,,0,0,2,,,,,,,,,,1,,63,0
149728,note_on,,0,0,2,,,,,,,,,,1,,59,0
149728,note_on,,0,0,2,,,,,,,,,,1,,54,0
149744,note_on,,16,0,2,,,,,,,,,,1,,63,65
149744,note_on,,0,0,2,,,,,,,,,,1,,59,65
149744,note_on,,0,0,2,,,,,,,,,,1,,54,65
149744,note_on,,0,0,2,,,,,,,,,,1,,47,65
149768,note_on,,112,0,1,,,,,,,,,,0,,73,77
149768,note_on,,0,0,1,,,,,,,,,,0,,61,61
149776,note_on,,32,0,2,,,,,,,,,,1,,47,0
149776,note_on,,0,0,2,,,,,,,,,,1,,59,0
149776,note_on,,0,0,2,,,,,,,,,,1,,54,0
149776,note_on,,0,0,2,,,,,,,,,,1,,63,0
