tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,note,velocity,control,value
24503,control_change,27,0,1,,,,,,,,,,,,,,,0,,,64,0
24541,note_on,38,0,1,,,,,,,,,,,,,,,0,78,95,,
24548,note_on,7,0,1,,,,,,,,,,,,,,,0,75,81,,
24553,note_on,5,0,1,,,,,,,,,,,,,,,0,69,89,,
24553,note_on,0,0,1,,,,,,,,,,,,,,,0,71,65,,
24575,note_on,22,0,1,,,,,,,,,,,,,,,0,54,81,,
24591,note_on,16,0,1,,,,,,,,,,,,,,,0,52,0,,
24649,note_on,58,0,1,,,,,,,,,,,,,,,0,69,0,,
24654,note_on,5,0,1,,,,,,,,,,,,,,,0,54,0,,
24695,note_on,41,0,1,,,,,,,,,,,,,,,0,66,90,,
24704,note_on,9,0,1,,,,,,,,,,,,,,,0,71,0,,
24764,note_on,60,0,1,,,,,,,,,,,,,,,0,66,0,,
24767,control_change,3,0,1,,,,,,,,,,,,,,,0,,,64,127
24807,note_on,40,0,1,,,,,,,,,,,,,,,0,53,92,,
24887,note_on,80,0,1,,,,,,,,,,,,,,,0,54,87,,
24896,note_on,9,0,1,,,,,,,,,,,,,,,0,78,0,,
24913,note_on,17,0,1,,,,,,,,,,,,,,,0,53,0,,
24966,control_change,53,0,1,,,,,,,,,,,,,,,0,,,64,0
25023,note_on,57,0,1,,,,,,,,,,,,,,,0,55,81,,
25028,note_on,5,0,1,,,,,,,,,,,,,,,0,76,100,,
25033,note_on,5,0,1,,,,,,,,,,,,,,,0,67,70,,
25040,note_on,7,0,1,,,,,,,,,,,,,,,0,71,60,,
25047,note_on,7,0,1,,,,,,,,,,,,,,,0,54,0,,
25059,note_on,12,0,1,,,,,,,,,,,,,,,0,55,0,,
25062,note_on,3,0,1,,,,,,,,,,,,,,,0,75,0,,
25076,note_on,14,0,1,,,,,,,,,,,,,,,0,67,0,,
25098,note_on,22,0,1,,,,,,,,,,,,,,,0,71,0,,
25136,note_on,38,0,1,,,,,,,,,,,,,,,0,67,94,,
25220,note_on,84,0,1,,,,,,,,,,,,,,,0,67,0,,
25261,note_on,41,0,1,,,,,,,,,,,,,,,0,54,78,,
25403,note_on,142,0,1,,,,,,,,,,,,,,,0,54,0,,
25407,note_on,4,0,1,,,,,,,,,,,,,,,0,55,76,,
25554,note_on,147,0,1,,,,,,,,,,,,,,,0,55,0,,
25556,note_on,2,0,1,,,,,,,,,,,,,,,0,64,64,,
25559,note_on,3,0,1,,,,,,,,,,,,,,,0,70,91,,
25561,note_on,2,0,1,,,,,,,,,,,,,,,0,66,50,,
25571,note_on,10,0,1,,,,,,,,,,,,,,,0,76,0,,
25587,note_on,16,0,1,,,,,,,,,,,,,,,0,60,63,,
25820,note_on,233,0,1,,,,,,,,,,,,,,,0,60,0,,
25839,note_on,19,0,1,,,,,,,,,,,,,,,0,64,0,,
25866,note_on,27,0,1,,,,,,,,,,,,,,,0,62,56,,
25887,control_change,21,0,1,,,,,,,,,,,,,,,0,,,64,127
25902,note_on,15,0,1,,,,,,,,,,,,,,,0,66,0,,
25923,note_on,21,0,1,,,,,,,,,,,,,,,0,62,0,,
26005,note_on,82,0,1,,,,,,,,,,,,,,,0,60,59,,
26053,note_on,48,0,1,,,,,,,,,,,,,,,0,60,0,,
26159,note_on,106,0,1,,,,,,,,,,,,,,,0,59,33,,
26163,control_change,4,0,1,,,,,,,,,,,,,,,0,,,64,0
26197,note_on,34,0,1,,,,,,,,,,,,,,,0,63,31,,
26214,note_on,17,0,1,,,,,,,,,,,,,,,0,70,0,,
26216,note_on,2,0,1,,,,,,,,,,,,,,,0,71,39,,
26257,note_on,41,0,1,,,,,,,,,,,,,,,0,66,20,,
26331,note_on,74,0,1,,,,,,,,,,,,,,,0,54,54,,
26456,note_on,125,0,1,,,,,,,,,,,,,,,0,59,0,,
26504,note_on,48,0,1,,,,,,,,,,,,,,,0,54,0,,
26516,control_change,12,0,1,,,,,,,,,,,,,,,0,,,64,127
26526,note_on,10,0,1,,,,,,,,,,,,,,,0,51,53,,
26593,note_on,67,0,1,,,,,,,,,,,,,,,0,51,0,,
26607,note_on,14,0,1,,,,,,,,,,,,,,,0,63,0,,
26687,note_on,80,0,1,,,,,,,,,,,,,,,0,66,0,,
26737,note_on,50,0,1,,,,,,,,,,,,,,,0,47,50,,
26763,note_on,26,0,1,,,,,,,,,,,,,,,0,71,0,,
26958,note_on,195,0,1,,,,,,,,,,,,,,,0,47,0,,
26977,control_change,19,0,1,,,,,,,,,,,,,,,0,,,64,0
27027,note_on,50,0,1,,,,,,,,,,,,,,,0,43,55,,
27037,note_on,10,0,1,,,,,,,,,,,,,,,0,74,57,,
27083,note_on,46,0,1,,,,,,,,,,,,,,,0,74,0,,
27085,note_on,2,0,1,,,,,,,,,,,,,,,0,76,70,,
27128,note_on,43,0,1,,,,,,,,,,,,,,,0,43,0,,
27133,note_on,5,0,1,,,,,,,,,,,,,,,0,76,0,,
27162,control_change,29,0,1,,,,,,,,,,,,,,,0,,,64,127
27171,note_on,9,0,1,,,,,,,,,,,,,,,0,74,68,,
27224,note_on,53,0,1,,,,,,,,,,,,,,,0,74,0,,
27239,control_change,15,0,1,,,,,,,,,,,,,,,0,,,64,0
27246,note_on,7,0,1,,,,,,,,,,,,,,,0,83,66,,
27263,note_on,17,0,1,,,,,,,,,,,,,,,0,59,44,,
27265,note_on,2,0,1,,,,,,,,,,,,,,,0,50,52,,
27284,note_on,19,0,1,,,,,,,,,,,,,,,0,83,0,,
27359,note_on,75,0,1,,,,,,,,,,,,,,,0,59,0,,
27457,note_on,98,0,1,,,,,,,,,,,,,,,0,50,0,,
27459,note_on,2,0,1,,,,,,,,,,,,,,,0,51,58,,
27467,note_on,8,0,1,,,,,,,,,,,,,,,0,72,78,,
27510,note_on,43,0,1,,,,,,,,,,,,,,,0,72,0,,
27529,note_on,19,0,1,,,,,,,,,,,,,,,0,74,61,,
27579,note_on,50,0,1,,,,,,,,,,,,,,,0,74,0,,
27599,note_on,20,0,1,,,,,,,,,,,,,,,0,72,65,,
27668,note_on,69,0,1,,,,,,,,,,,,,,,0,81,85,,
27673,note_on,5,0,1,,,,,,,,,,,,,,,0,72,0,,
27683,note_on,10,0,1,,,,,,,,,,,,,,,0,54,50,,
27690,note_on,7,0,1,,,,,,,,,,,,,,,0,60,46,,
27762,note_on,72,0,1,,,,,,,,,,,,,,,0,81,0,,
27817,note_on,55,0,1,,,,,,,,,,,,,,,0,60,0,,
27846,note_on,29,0,1,,,,,,,,,,,,,,,0,54,0,,
27879,note_on,33,0,1,,,,,,,,,,,,,,,0,71,67,,
27891,note_on,12,0,1,,,,,,,,,,,,,,,0,52,58,,
27899,note_on,8,0,1,,,,,,,,,,,,,,,0,51,0,,
27918,note_on,19,0,1,,,,,,,,,,,,,,,0,71,0,,
27944,note_on,26,0,1,,,,,,,,,,,,,,,0,72,65,,
27992,note_on,48,0,1,,,,,,,,,,,,,,,0,72,0,,
28023,note_on,31,0,1,,,,,,,,,,,,,,,0,71,41,,
28091,note_on,68,0,1,,,,,,,,,,,,,,,0,79,85,,
28095,note_on,4,0,1,,,,,,,,,,,,,,,0,59,42,,
28103,note_on,8,0,1,,,,,,,,,,,,,,,0,71,0,,
28112,note_on,9,0,1,,,,,,,,,,,,,,,0,55,48,,
28179,note_on,67,0,1,,,,,,,,,,,,,,,0,59,0,,
28184,note_on,5,0,1,,,,,,,,,,,,,,,0,55,0,,
28215,note_on,31,0,1,,,,,,,,,,,,,,,0,79,0,,
28220,note_on,5,0,1,,,,,,,,,,,,,,,0,52,0,,
28223,control_change,3,0,1,,,,,,,,,,,,,,,0,,,64,127
28292,note_on,69,0,1,,,,,,,,,,,,,,,0,69,84,,
28302,note_on,10,0,1,,,,,,,,,,,,,,,0,48,55,,
28350,note_on,48,0,1,,,,,,,,,,,,,,,0,48,0,,
28352,note_on,2,0,1,,,,,,,,,,,,,,,0,69,0,,
28383,note_on,31,0,1,,,,,,,,,,,,,,,0,76,84,,
28434,note_on,51,0,1,,,,,,,,,,,,,,,0,76,0,,
28467,note_on,33,0,1,,,,,,,,,,,,,,,0,81,85,,
28508,note_on,41,0,1,,,,,,,,,,,,,,,0,81,0,,
28511,note_on,3,0,1,,,,,,,,,,,,,,,0,64,29,,
28535,note_on,24,0,1,,,,,,,,,,,,,,,0,57,45,,
28571,note_on,36,0,1,,,,,,,,,,,,,,,0,64,0,,
28595,note_on,24,0,1,,,,,,,,,,,,,,,0,88,76,,
28609,note_on,14,0,1,,,,,,,,,,,,,,,0,57,0,,
28623,control_change,14,0,1,,,,,,,,,,,,,,,0,,,64,0
28631,note_on,8,0,1,,,,,,,,,,,,,,,0,88,0,,
28686,note_on,55,0,1,,,,,,,,,,,,,,,0,50,72,,
28695,note_on,9,0,1,,,,,,,,,,,,,,,0,74,95,,
28724,note_on,29,0,1,,,,,,,,,,,,,,,0,50,0,,
28794,note_on,70,0,1,,,,,,,,,,,,,,,0,74,0,,
28801,note_on,7,0,1,,,,,,,,,,,,,,,0,79,95,,
28806,control_change,5,0,1,,,,,,,,,,,,,,,0,,,64,127
28899,note_on,93,0,1,,,,,,,,,,,,,,,0,62,72,,
28899,note_on,0,0,1,,,,,,,,,,,,,,,0,83,81,,
28902,note_on,3,0,1,,,,,,,,,,,,,,,0,79,0,,
28931,note_on,29,0,1,,,,,,,,,,,,,,,0,83,0,,
28981,note_on,50,0,1,,,,,,,,,,,,,,,0,62,0,,
29005,note_on,24,0,1,,,,,,,,,,,,,,,0,86,94,,
29111,note_on,106,0,1,,,,,,,,,,,,,,,0,91,99,,
29125,note_on,14,0,1,,,,,,,,,,,,,,,0,86,0,,
29125,note_on,0,0,1,,,,,,,,,,,,,,,0,74,69,,
29135,note_on,10,0,1,,,,,,,,,,,,,,,0,71,58,,
29144,control_change,9,0,1,,,,,,,,,,,,,,,0,,,64,0
29183,note_on,39,0,1,,,,,,,,,,,,,,,0,74,0,,
29185,note_on,2,0,1,,,,,,,,,,,,,,,0,71,0,,
29219,note_on,34,0,1,,,,,,,,,,,,,,,0,95,84,,
29231,note_on,12,0,1,,,,,,,,,,,,,,,0,91,0,,
29303,note_on,72,0,1,,,,,,,,,,,,,,,0,95,0,,
29315,note_on,12,0,1,,,,,,,,,,,,,,,0,100,89,,
29343,note_on,28,0,1,,,,,,,,,,,,,,,0,62,67,,
29406,note_on,63,0,1,,,,,,,,,,,,,,,0,62,0,,
29451,note_on,45,0,1,,,,,,,,,,,,,,,0,98,83,,
29471,note_on,20,0,1,,,,,,,,,,,,,,,0,100,0,,
29574,note_on,103,0,1,,,,,,,,,,,,,,,0,96,85,,
29579,note_on,5,0,1,,,,,,,,,,,,,,,0,72,63,,
29591,note_on,12,0,1,,,,,,,,,,,,,,,0,69,55,,
29593,note_on,2,0,1,,,,,,,,,,,,,,,0,98,0,,
29655,note_on,62,0,1,,,,,,,,,,,,,,,0,69,0,,
29699,note_on,44,0,1,,,,,,,,,,,,,,,0,96,0,,
29703,note_on,4,0,1,,,,,,,,,,,,,,,0,93,83,,
29727,note_on,24,0,1,,,,,,,,,,,,,,,0,72,0,,
29730,control_change,3,0,1,,,,,,,,,,,,,,,0,,,64,127
29809,note_on,79,0,1,,,,,,,,,,,,,,,0,93,0,,
29843,note_on,34,0,1,,,,,,,,,,,,,,,0,62,40,,
29852,note_on,9,0,1,,,,,,,,,,,,,,,0,88,71,,
29917,note_on,65,0,1,,,,,,,,,,,,,,,0,88,0,,
29951,note_on,34,0,1,,,,,,,,,,,,,,,0,62,0,,
29991,note_on,40,0,1,,,,,,,,,,,,,,,0,90,56,,
30066,control_change,75,0,1,,,,,,,,,,,,,,,0,,,64,0
30195,note_on,129,0,1,,,,,,,,,,,,,,,0,90,0,,
30217,note_on,22,0,1,,,,,,,,,,,,,,,0,91,59,,
30236,note_on,19,0,1,,,,,,,,,,,,,,,0,67,31,,
30241,note_on,5,0,1,,,,,,,,,,,,,,,0,71,29,,
30541,note_on,300,0,1,,,,,,,,,,,,,,,0,71,0,,
30594,note_on,53,0,1,,,,,,,,,,,,,,,0,67,0,,
30596,note_on,2,0,1,,,,,,,,,,,,,,,0,91,0,,
30596,end_of_track,0,1,1,,,,,,,,,,,,,,,,,,,
