tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,control,value,channel,data,note,velocity
90734,control_change,,,,,99,0,1,,64,127,0,,,
90744,note_on,,,,,10,0,1,,,,0,,71,54
90747,note_on,,,,,3,0,1,,,,0,,63,30
90768,set_tempo,,,,,48,1,0,564165,,,,,,
90816,set_tempo,,,,,48,1,0,574155,,,,,,
90864,set_tempo,,,,,48,1,0,593315,,,,,,
90876,note_on,,,,,129,0,1,,,,0,,69,62
90894,note_off,,,,,18,0,1,,,,0,,71,0
90912,set_tempo,,,,,48,1,0,603004,,,,,,
90960,set_tempo,,,,,48,1,0,243638,,,,,,
90989,control_change,,,,,95,0,1,,64,0,0,,,
90995,note_off,,,,,6,0,1,,,,0,,63,0
90996,note_off,,,,,1,0,1,,,,0,,69,0
90997,note_off,,,,,1,0,1,,,,0,,59,0
91008,control_change,,,,,0,0,1,,10,64,0,,,
91008,note_on,,,,,11,0,1,,,,0,,40,70
91008,control_change,,,,,0,0,1,,10,64,0,,,
91014,note_on,,,,,6,0,1,,,,0,,56,76
91087,note_on,,,,,73,0,1,,,,0,,52,70
91140,control_change,,,,,53,0,1,,64,127,0,,,
91200,note_on,,,,,60,0,1,,,,0,,71,51
91202,note_off,,,,,2,0,1,,,,0,,56,0
91202,note_on,,,,,0,0,1,,,,0,,64,51
91395,note_off,,,,,193,0,1,,,,0,,71,0
91402,note_on,,,,,7,0,1,,,,0,,68,54
91424,note_off,,,,,22,0,1,,,,0,,64,0
91580,note_off,,,,,156,0,1,,,,0,,68,0
91580,note_on,,,,,0,0,1,,,,0,,71,72
91768,note_off,,,,,188,0,1,,,,0,,71,0
91768,note_on,,,,,0,0,1,,,,0,,76,58
91770,note_on,,,,,2,0,1,,,,0,,83,56
91820,note_on,,,,,50,0,1,,,,0,,59,72
91962,note_on,,,,,142,0,1,,,,0,,80,47
91982,note_off,,,,,20,0,1,,,,0,,83,0
91982,note_off,,,,,0,0,1,,,,0,,76,0
91985,control_change,,,,,3,0,1,,64,0,0,,,
92050,control_change,,,,,65,0,1,,64,127,0,,,
92164,note_on,,,,,114,0,1,,,,0,,83,74
92187,note_off,,,,,23,0,1,,,,0,,80,0
92322,note_off,,,,,135,0,1,,,,0,,83,0
92351,note_on,,,,,29,0,1,,,,0,,95,56
92352,note_on,,,,,1,0,1,,,,0,,88,62
92546,note_on,,,,,194,0,1,,,,0,,61,88
92551,note_on,,,,,5,0,1,,,,0,,92,49
92560,note_off,,,,,9,0,1,,,,0,,40,0
92571,note_off,,,,,11,0,1,,,,0,,88,0
92573,note_off,,,,,2,0,1,,,,0,,95,0
92621,note_off,,,,,48,0,1,,,,0,,59,0
92687,control_change,,,,,66,0,1,,64,0,0,,,
92727,note_off,,,,,40,0,1,,,,0,,52,0
92733,note_on,,,,,6,0,1,,,,0,,83,50
92748,note_off,,,,,15,0,1,,,,0,,92,0
92783,control_change,,,,,35,0,1,,64,127,0,,,
92925,note_on,,,,,142,0,1,,,,0,,95,54
92927,note_on,,,,,2,0,1,,,,0,,88,50
92935,note_off,,,,,8,0,1,,,,0,,83,0
93109,note_on,,,,,174,0,1,,,,0,,92,45
93124,note_off,,,,,15,0,1,,,,0,,88,0
93131,note_off,,,,,7,0,1,,,,0,,95,0
93240,note_off,,,,,109,0,1,,,,0,,61,0
93280,control_change,,,,,40,0,1,,64,0,0,,,
93299,note_on,,,,,0,0,1,,,,0,,54,53
93299,note_on,,,,,19,0,1,,,,0,,61,84
93301,note_on,,,,,2,0,1,,,,0,,51,51
93320,note_on,,,,,19,0,1,,,,0,,83,53
93344,note_off,,,,,24,0,1,,,,0,,92,0
93493,control_change,,,,,149,0,1,,64,127,0,,,
93503,note_on,,,,,10,0,1,,,,0,,87,41
93504,note_on,,,,,1,0,1,,,,0,,95,54
93520,note_off,,,,,16,0,1,,,,0,,83,0
93688,note_on,,,,,168,0,1,,,,0,,90,49
93707,note_off,,,,,19,0,1,,,,0,,95,0
93714,note_off,,,,,7,0,1,,,,0,,87,0
93881,note_on,,,,,167,0,1,,,,0,,83,58
93902,note_off,,,,,21,0,1,,,,0,,90,0
94071,note_on,,,,,169,0,1,,,,0,,75,42
94071,note_on,,,,,0,0,1,,,,0,,83,52
94095,note_off,,,,,24,0,1,,,,0,,83,0
94249,note_on,,,,,154,0,1,,,,0,,78,50
94261,note_off,,,,,12,0,1,,,,0,,83,0
94281,note_off,,,,,20,0,1,,,,0,,75,0
94427,control_change,,,,,146,0,1,,64,0,0,,,
94438,note_on,,,,,11,0,1,,,,0,,71,64
94463,note_off,,,,,25,0,1,,,,0,,78,0
94557,note_off,,,,,94,0,1,,,,0,,71,0
94562,control_change,,,,,5,0,1,,64,127,0,,,
94640,note_on,,,,,78,0,1,,,,0,,71,53
94643,note_on,,,,,3,0,1,,,,0,,63,45
94831,note_on,,,,,188,0,1,,,,0,,66,46
94840,note_off,,,,,9,0,1,,,,0,,54,0
94846,note_off,,,,,6,0,1,,,,0,,71,0
94858,note_off,,,,,12,0,1,,,,0,,51,0
94865,note_off,,,,,7,0,1,,,,0,,63,0
94904,note_off,,,,,39,0,1,,,,0,,61,0
95022,note_on,,,,,118,0,1,,,,0,,59,75
95048,note_off,,,,,26,0,1,,,,0,,66,0
95126,control_change,,,,,78,0,1,,64,0,0,,,
95212,note_on,,,,,86,0,1,,,,0,,63,28
95214,note_on,,,,,2,0,1,,,,0,,71,50
95227,note_off,,,,,13,0,1,,,,0,,59,0
95252,control_change,,,,,25,0,1,,64,127,0,,,
95419,note_on,,,,,167,0,1,,,,0,,66,42
95430,note_off,,,,,11,0,1,,,,0,,71,0
95442,note_off,,,,,12,0,1,,,,0,,63,0
95472,note_on,,,,,30,0,1,,,,0,,37,60
95578,note_on,,,,,106,0,1,,,,0,,49,78
95585,note_off,,,,,7,0,1,,,,0,,66,0
95594,control_change,,,,,9,0,1,,64,0,0,,,
95616,note_on,,,,,22,0,1,,,,0,,56,76
95698,control_change,,,,,82,0,1,,64,127,0,,,
95785,note_on,,,,,87,0,1,,,,0,,68,50
95786,note_on,,,,,1,0,1,,,,0,,61,39
95817,note_off,,,,,31,0,1,,,,0,,56,0
95973,note_on,,,,,156,0,1,,,,0,,64,70
95991,note_off,,,,,0,0,1,,,,0,,68,0
95991,note_off,,,,,18,0,1,,,,0,,61,0
96173,note_on,,,,,182,0,1,,,,0,,68,48
96188,note_off,,,,,15,0,1,,,,0,,64,0
96308,note_off,,,,,120,0,1,,,,0,,68,0
96342,control_change,,,,,34,0,1,,64,0,0,,,
96363,note_on,,,,,21,0,1,,,,0,,56,84
96380,note_on,,,,,17,0,1,,,,0,,73,49
96391,note_on,,,,,11,0,1,,,,0,,80,22
96460,control_change,,,,,69,0,1,,64,127,0,,,
96563,note_on,,,,,103,0,1,,,,0,,76,74
96587,note_off,,,,,24,0,1,,,,0,,80,0
96590,note_off,,,,,3,0,1,,,,0,,73,0
96744,note_on,,,,,154,0,1,,,,0,,80,49
96759,note_off,,,,,15,0,1,,,,0,,76,0
96875,note_off,,,,,116,0,1,,,,0,,80,0
96945,note_on,,,,,70,0,1,,,,0,,92,64
96947,note_on,,,,,2,0,1,,,,0,,85,50
96967,note_off,,,,,20,0,1,,,,0,,37,0
97037,note_off,,,,,70,0,1,,,,0,,49,0
97120,note_on,,,,,83,0,1,,,,0,,88,76
97132,note_off,,,,,12,0,1,,,,0,,85,0
97143,note_off,,,,,11,0,1,,,,0,,92,0
97170,note_on,,,,,27,0,1,,,,0,,59,84
97223,note_off,,,,,53,0,1,,,,0,,56,0
97274,control_change,,,,,51,0,1,,64,0,0,,,
97328,note_on,,,,,54,0,1,,,,0,,81,54
97340,note_off,,,,,12,0,1,,,,0,,88,0
97387,control_change,,,,,47,0,1,,64,127,0,,,
97525,note_off,,,,,138,0,1,,,,0,,81,0
97528,note_on,,,,,0,0,1,,,,0,,93,74
97528,note_on,,,,,3,0,1,,,,0,,85,60
97684,note_on,,,,,156,0,1,,,,0,,57,80
97714,note_on,,,,,30,0,1,,,,0,,88,82
97727,note_off,,,,,13,0,1,,,,0,,93,0
97731,note_off,,,,,4,0,1,,,,0,,85,0
97764,control_change,,,,,33,0,1,,64,0,0,,,
97774,note_off,,,,,10,0,1,,,,0,,59,0
97813,note_off,,,,,39,0,1,,,,0,,57,0
97830,control_change,,,,,17,0,1,,64,127,0,,,
97876,note_on,,,,,46,0,1,,,,0,,57,86
97893,note_on,,,,,17,0,1,,,,0,,48,68
97909,note_on,,,,,16,0,1,,,,0,,81,70
97926,note_off,,,,,17,0,1,,,,0,,88,0
97991,control_change,,,,,65,0,1,,64,0,0,,,
98064,control_change,,,,,73,0,1,,64,127,0,,,
98116,note_on,,,,,52,0,1,,,,0,,93,66
98117,note_on,,,,,1,0,1,,,,0,,84,74
98124,note_off,,,,,7,0,1,,,,0,,81,0
98300,note_on,,,,,176,0,1,,,,0,,87,56
98319,note_off,,,,,19,0,1,,,,0,,84,0
98319,note_off,,,,,0,0,1,,,,0,,93,0
98487,note_on,,,,,168,0,1,,,,0,,81,56
98508,note_off,,,,,21,0,1,,,,0,,87,0
98604,note_off,,,,,96,0,1,,,,0,,81,0
98698,note_on,,,,,94,0,1,,,,0,,81,58
98701,note_on,,,,,3,0,1,,,,0,,72,58
98881,note_on,,,,,180,0,1,,,,0,,75,68
98892,note_off,,,,,11,0,1,,,,0,,81,0
98906,note_off,,,,,14,0,1,,,,0,,72,0
99068,note_on,,,,,162,0,1,,,,0,,69,68
99085,note_off,,,,,17,0,1,,,,0,,75,0
99173,note_off,,,,,88,0,1,,,,0,,69,0
99254,control_change,,,,,81,0,1,,64,0,0,,,
99269,note_on,,,,,15,0,1,,,,0,,69,54
99273,note_on,,,,,4,0,1,,,,0,,60,56
99444,note_on,,,,,171,0,1,,,,0,,63,54
99457,note_off,,,,,13,0,1,,,,0,,69,0
99468,note_off,,,,,11,0,1,,,,0,,60,0
99531,note_off,,,,,63,0,1,,,,0,,48,0
99572,note_off,,,,,41,0,1,,,,0,,57,0
99634,note_on,,,,,62,0,1,,,,0,,56,80
99651,note_off,,,,,17,0,1,,,,0,,63,0
99739,control_change,,,,,88,0,1,,64,127,0,,,
99838,note_on,,,,,99,0,1,,,,0,,68,74
99840,note_on,,,,,2,0,1,,,,0,,60,54
99855,note_off,,,,,15,0,1,,,,0,,56,0
100014,note_on,,,,,159,0,1,,,,0,,63,45
100023,note_off,,,,,9,0,1,,,,0,,60,0
100043,note_off,,,,,20,0,1,,,,0,,68,0
100168,note_off,,,,,125,0,1,,,,0,,63,0
100175,control_change,,,,,7,0,1,,64,0,0,,,
100223,note_on,,,,,0,0,1,,,,0,,52,90
100223,note_on,,,,,48,0,1,,,,0,,45,74
100224,note_on,,,,,1,0,1,,,,0,,56,62
100399,note_on,,,,,175,0,1,,,,0,,64,58
100401,note_on,,,,,2,0,1,,,,0,,57,58
100418,note_off,,,,,17,0,1,,,,0,,56,0
100425,control_change,,,,,7,0,1,,64,127,0,,,
100573,note_on,,,,,148,0,1,,,,0,,61,53
100583,note_off,,,,,10,0,1,,,,0,,64,0
100591,note_off,,,,,8,0,1,,,,0,,57,0
100773,note_on,,,,,182,0,1,,,,0,,64,52
100778,note_off,,,,,5,0,1,,,,0,,61,0
100952,control_change,,,,,174,0,1,,64,0,0,,,
100973,note_on,,,,,21,0,1,,,,0,,69,74
100976,note_on,,,,,3,0,1,,,,0,,76,51
100987,note_off,,,,,11,0,1,,,,0,,64,0
101004,note_on,,,,,17,0,1,,,,0,,51,84
101073,note_off,,,,,69,0,1,,,,0,,52,0
101097,control_change,,,,,24,0,1,,64,127,0,,,
101102,note_off,,,,,5,0,1,,,,0,,45,0
101172,note_on,,,,,70,0,1,,,,0,,73,52
101182,note_off,,,,,10,0,1,,,,0,,76,0
101190,note_off,,,,,8,0,1,,,,0,,69,0
101356,note_on,,,,,166,0,1,,,,0,,76,54
101361,note_off,,,,,5,0,1,,,,0,,73,0
101560,note_on,,,,,0,0,1,,,,0,,88,72
101560,note_on,,,,,199,0,1,,,,0,,81,66
101565,note_off,,,,,5,0,1,,,,0,,76,0
101708,note_off,,,,,143,0,1,,,,0,,88,0
101733,control_change,,,,,25,0,1,,64,0,0,,,
101743,note_off,,,,,10,0,1,,,,0,,81,0
101759,note_on,,,,,16,0,1,,,,0,,85,76
101792,note_on,,,,,33,0,1,,,,0,,49,86
101859,control_change,,,,,67,0,1,,64,127,0,,,
101876,note_off,,,,,17,0,1,,,,0,,51,0
101947,note_on,,,,,71,0,1,,,,0,,88,74
101974,note_off,,,,,27,0,1,,,,0,,85,0
102160,note_on,,,,,186,0,1,,,,0,,100,66
102161,note_on,,,,,1,0,1,,,,0,,93,62
102177,note_off,,,,,16,0,1,,,,0,,88,0
102342,note_off,,,,,165,0,1,,,,0,,100,0
102347,note_on,,,,,5,0,1,,,,0,,97,66
102363,note_off,,,,,16,0,1,,,,0,,93,0
102521,control_change,,,,,158,0,1,,64,0,0,,,
102529,note_on,,,,,8,0,1,,,,0,,88,72
102547,note_off,,,,,18,0,1,,,,0,,97,0
102574,note_on,,,,,27,0,1,,,,0,,40,50
102578,note_on,,,,,4,0,1,,,,0,,47,78
102622,note_off,,,,,44,0,1,,,,0,,49,0
102712,control_change,,,,,90,0,1,,64,127,0,,,
102713,note_on,,,,,1,0,1,,,,0,,92,41
102715,note_on,,,,,2,0,1,,,,0,,100,68
102735,note_off,,,,,20,0,1,,,,0,,88,0
102896,note_on,,,,,161,0,1,,,,0,,95,66
102909,note_off,,,,,13,0,1,,,,0,,100,0
102917,note_off,,,,,8,0,1,,,,0,,92,0
103087,note_on,,,,,170,0,1,,,,0,,88,72
103096,note_off,,,,,9,0,1,,,,0,,95,0
103237,note_off,,,,,141,0,1,,,,0,,88,0
103253,control_change,,,,,16,0,1,,64,0,0,,,
103272,note_on,,,,,19,0,1,,,,0,,95,70
103273,note_on,,,,,1,0,1,,,,0,,88,68
103311,control_change,,,,,38,0,1,,64,127,0,,,
103312,note_on,,,,,1,0,1,,,,0,,52,82
103466,note_on,,,,,154,0,1,,,,0,,92,52
103482,note_off,,,,,16,0,1,,,,0,,88,0
103485,note_off,,,,,3,0,1,,,,0,,95,0
103651,note_on,,,,,166,0,1,,,,0,,83,62
103672,note_off,,,,,21,0,1,,,,0,,92,0
103817,note_off,,,,,145,0,1,,,,0,,83,0
103844,note_on,,,,,27,0,1,,,,0,,92,47
103847,note_on,,,,,3,0,1,,,,0,,83,56
104041,control_change,,,,,194,0,1,,64,0,0,,,
104045,note_on,,,,,4,0,1,,,,0,,76,74
104053,note_on,,,,,8,0,1,,,,0,,56,78
104055,note_off,,,,,2,0,1,,,,0,,83,0
104069,note_off,,,,,14,0,1,,,,0,,92,0
104073,note_off,,,,,4,0,1,,,,0,,40,0
104099,note_off,,,,,26,0,1,,,,0,,47,0
104136,note_off,,,,,37,0,1,,,,0,,52,0
104177,control_change,,,,,41,0,1,,64,127,0,,,
104242,note_on,,,,,65,0,1,,,,0,,68,58
104250,note_off,,,,,8,0,1,,,,0,,76,0
104416,note_off,,,,,166,0,1,,,,0,,68,0
104436,note_on,,,,,20,0,1,,,,0,,68,54
104436,note_on,,,,,0,0,1,,,,0,,76,72
104637,note_on,,,,,201,0,1,,,,0,,71,76
104651,note_off,,,,,14,0,1,,,,0,,76,0
104653,note_off,,,,,2,0,1,,,,0,,68,0
104767,note_off,,,,,114,0,1,,,,0,,71,0
104813,note_on,,,,,46,0,1,,,,0,,51,44
104818,control_change,,,,,5,0,1,,64,0,0,,,
104822,note_on,,,,,4,0,1,,,,0,,59,80
104832,note_on,,,,,10,0,1,,,,0,,75,56
104881,note_off,,,,,49,0,1,,,,0,,56,0
105008,control_change,,,,,127,0,1,,64,127,0,,,
105013,note_on,,,,,5,0,1,,,,0,,87,56
105014,note_on,,,,,1,0,1,,,,0,,80,33
105038,note_off,,,,,24,0,1,,,,0,,75,0
105200,note_on,,,,,162,0,1,,,,0,,83,76
105219,note_off,,,,,19,0,1,,,,0,,80,0
105229,note_off,,,,,10,0,1,,,,0,,87,0
105391,note_on,,,,,162,0,1,,,,0,,75,68
105404,note_off,,,,,13,0,1,,,,0,,83,0
105565,note_off,,,,,161,0,1,,,,0,,75,0
105577,note_on,,,,,12,0,1,,,,0,,63,74
105585,note_on,,,,,8,0,1,,,,0,,75,33
105585,note_on,,,,,0,0,1,,,,0,,83,66
105615,control_change,,,,,30,0,1,,64,0,0,,,
105668,note_off,,,,,53,0,1,,,,0,,59,0
105771,note_on,,,,,103,0,1,,,,0,,80,49
105784,control_change,,,,,13,0,1,,64,127,0,,,
105786,note_off,,,,,2,0,1,,,,0,,83,0
105799,note_off,,,,,13,0,1,,,,0,,75,0
105977,note_on,,,,,178,0,1,,,,0,,71,56
105991,note_off,,,,,14,0,1,,,,0,,80,0
106141,note_off,,,,,150,0,1,,,,0,,71,0
106178,note_on,,,,,37,0,1,,,,0,,80,70
106185,note_on,,,,,7,0,1,,,,0,,71,51
106364,note_on,,,,,179,0,1,,,,0,,75,30
106374,note_off,,,,,10,0,1,,,,0,,71,0
106378,note_on,,,,,4,0,1,,,,0,,61,80
106407,control_change,,,,,29,0,1,,64,0,0,,,
106471,note_off,,,,,64,0,1,,,,0,,63,0
106556,note_on,,,,,85,0,1,,,,0,,67,37
106601,note_off,,,,,45,0,1,,,,0,,75,0
106602,control_change,,,,,1,0,1,,64,127,0,,,
106702,note_off,,,,,100,0,1,,,,0,,80,0
106726,note_off,,,,,24,0,1,,,,0,,67,0
106735,note_on,,,,,9,0,1,,,,0,,79,72
106738,note_on,,,,,3,0,1,,,,0,,70,44
106856,note_on,,,,,118,0,1,,,,0,,44,50
106920,note_on,,,,,64,0,1,,,,0,,75,42
106931,note_off,,,,,11,0,1,,,,0,,79,0
107048,note_off,,,,,117,0,1,,,,0,,70,0
107078,control_change,,,,,30,0,1,,64,0,0,,,
107125,note_on,,,,,47,0,1,,,,0,,68,56
107128,note_off,,,,,3,0,1,,,,0,,75,0
107166,note_on,,,,,38,0,1,,,,0,,59,82
107225,note_off,,,,,59,0,1,,,,0,,61,0
107318,note_on,,,,,93,0,1,,,,0,,80,53
107319,note_on,,,,,1,0,1,,,,0,,71,66
107326,note_off,,,,,7,0,1,,,,0,,68,0
107395,control_change,,,,,69,0,1,,64,127,0,,,
107511,note_on,,,,,116,0,1,,,,0,,75,51
107523,note_off,,,,,12,0,1,,,,0,,80,0
107532,note_off,,,,,9,0,1,,,,0,,71,0
107694,note_on,,,,,162,0,1,,,,0,,68,70
107709,note_off,,,,,15,0,1,,,,0,,75,0
107860,note_off,,,,,151,0,1,,,,0,,68,0
107871,note_on,,,,,11,0,1,,,,0,,75,51
107874,note_on,,,,,3,0,1,,,,0,,68,43
107910,control_change,,,,,36,0,1,,64,0,0,,,
107924,note_on,,,,,14,0,1,,,,0,,58,74
108026,note_off,,,,,102,0,1,,,,0,,59,0
108073,note_on,,,,,47,0,1,,,,0,,71,74
108094,note_off,,,,,21,0,1,,,,0,,75,0
108099,note_off,,,,,5,0,1,,,,0,,68,0
108281,note_on,,,,,182,0,1,,,,0,,63,54
108292,note_off,,,,,11,0,1,,,,0,,71,0
108368,note_off,,,,,76,0,1,,,,0,,51,0
108401,note_off,,,,,33,0,1,,,,0,,44,0
108466,note_off,,,,,65,0,1,,,,0,,63,0
108483,note_on,,,,,17,0,1,,,,0,,71,86
108485,note_on,,,,,2,0,1,,,,0,,63,44
108648,set_tempo,,,,,17688,1,0,242898,,,,,,
108665,note_on,,,,,180,0,1,,,,0,,47,78
108671,note_on,,,,,6,0,1,,,,0,,57,68
108672,set_tempo,,,,,24,1,0,244943,,,,,,
108677,note_on,,,,,6,0,1,,,,0,,68,46
108696,set_tempo,,,,,24,1,0,247041,,,,,,
108699,note_off,,,,,22,0,1,,,,0,,63,0
108720,set_tempo,,,,,24,1,0,249198,,,,,,
108744,set_tempo,,,,,24,1,0,251348,,,,,,
108747,note_off,,,,,48,0,1,,,,0,,58,0
108768,set_tempo,,,,,24,1,0,253555,,,,,,
108792,set_tempo,,,,,24,1,0,255795,,,,,,
108816,set_tempo,,,,,24,1,0,258083,,,,,,
108840,set_tempo,,,,,24,1,0,260410,,,,,,
108854,note_on,,,,,107,0,1,,,,0,,59,51
108864,set_tempo,,,,,24,1,0,262780,,,,,,
108875,control_change,,,,,21,0,1,,64,127,0,,,
108888,set_tempo,,,,,24,1,0,265189,,,,,,
108895,note_off,,,,,20,0,1,,,,0,,68,0
108912,set_tempo,,,,,24,1,0,267647,,,,,,
108936,set_tempo,,,,,24,1,0,270146,,,,,,
108960,set_tempo,,,,,24,1,0,272704,,,,,,
108984,set_tempo,,,,,24,1,0,275306,,,,,,
109007,note_off,,,,,112,0,1,,,,0,,71,0
109008,set_tempo,,,,,24,1,0,277948,,,,,,
109032,set_tempo,,,,,24,1,0,280656,,,,,,
109038,note_off,,,,,31,0,1,,,,0,,59,0
109039,note_on,,,,,1,0,1,,,,0,,63,48
109039,note_on,,,,,0,0,1,,,,0,,71,88
109056,set_tempo,,,,,24,1,0,283405,,,,,,
109079,note_on,,,,,40,0,1,,,,0,,40,78
109080,set_tempo,,,,,24,1,0,286210,,,,,,
109104,set_tempo,,,,,24,1,0,289075,,,,,,
109128,set_tempo,,,,,24,1,0,291994,,,,,,
109152,set_tempo,,,,,24,1,0,294982,,,,,,
109176,set_tempo,,,,,24,1,0,298020,,,,,,
109200,set_tempo,,,,,24,1,0,301126,,,,,,
109224,set_tempo,,,,,24,1,0,307275,,,,,,
109226,note_on,,,,,147,0,1,,,,0,,66,43
109243,control_change,,,,,17,0,1,,64,0,0,,,
109248,set_tempo,,,,,24,1,0,309347,,,,,,
109252,note_off,,,,,9,0,1,,,,0,,63,0
109272,set_tempo,,,,,24,1,0,311464,,,,,,
109296,set_tempo,,,,,24,1,0,313610,,,,,,
109344,set_tempo,,,,,48,1,0,242898,,,,,,
109368,note_off,,,,,116,0,1,,,,0,,71,0
109378,control_change,,,,,10,0,1,,64,127,0,,,
109421,note_on,,,,,43,0,1,,,,0,,59,66
109437,note_off,,,,,16,0,1,,,,0,,66,0
109448,note_on,,,,,11,0,1,,,,0,,56,80
109524,note_off,,,,,76,0,1,,,,0,,57,0
109611,note_on,,,,,0,0,1,,,,0,,71,76
109611,note_on,,,,,87,0,1,,,,0,,64,70
109624,note_off,,,,,13,0,1,,,,0,,59,0
109805,note_on,,,,,181,0,1,,,,0,,68,52
109822,note_off,,,,,17,0,1,,,,0,,71,0
109826,note_off,,,,,4,0,1,,,,0,,64,0
110016,note_on,,,,,190,0,1,,,,0,,71,56
110021,note_off,,,,,5,0,1,,,,0,,68,0
110174,control_change,,,,,153,0,1,,64,0,0,,,
110199,note_on,,,,,25,0,1,,,,0,,59,84
110210,note_on,,,,,11,0,1,,,,0,,76,62
110211,note_on,,,,,1,0,1,,,,0,,83,72
110219,note_off,,,,,8,0,1,,,,0,,71,0
110269,note_off,,,,,50,0,1,,,,0,,56,0
110352,control_change,,,,,83,0,1,,64,127,0,,,
110392,note_on,,,,,40,0,1,,,,0,,80,52
110415,note_off,,,,,23,0,1,,,,0,,83,0
110604,note_on,,,,,189,0,1,,,,0,,83,70
110619,note_off,,,,,15,0,1,,,,0,,80,0
110748,note_off,,,,,129,0,1,,,,0,,76,0
110749,note_off,,,,,1,0,1,,,,0,,83,0
110784,note_on,,,,,35,0,1,,,,0,,88,64
110784,note_on,,,,,0,0,1,,,,0,,95,74
110952,set_tempo,,,,,1608,1,0,240716,,,,,,
110976,note_on,,,,,192,0,1,,,,0,,92,53
110976,set_tempo,,,,,24,1,0,252278,,,,,,
110992,note_off,,,,,16,0,1,,,,0,,88,0
110994,note_off,,,,,2,0,1,,,,0,,95,0
110996,note_on,,,,,2,0,1,,,,0,,63,88
111000,set_tempo,,,,,24,1,0,265030,,,,,,
111024,set_tempo,,,,,24,1,0,279118,,,,,,
111028,note_off,,,,,32,0,1,,,,0,,40,0
111036,note_off,,,,,8,0,1,,,,0,,47,0
111048,set_tempo,,,,,24,1,0,294840,,,,,,
111072,set_tempo,,,,,24,1,0,312379,,,,,,
111087,note_off,,,,,51,0,1,,,,0,,59,0
111096,set_tempo,,,,,24,1,0,332157,,,,,,
111120,set_tempo,,,,,24,1,0,407470,,,,,,
111144,set_tempo,,,,,24,1,0,379129,,,,,,
111165,note_on,,,,,78,0,1,,,,0,,83,56
111168,set_tempo,,,,,24,1,0,354490,,,,,,
111184,note_off,,,,,19,0,1,,,,0,,92,0
111192,set_tempo,,,,,24,1,0,332867,,,,,,
111216,set_tempo,,,,,24,1,0,313711,,,,,,
111240,set_tempo,,,,,24,1,0,296655,,,,,,
111264,set_tempo,,,,,24,1,0,281328,,,,,,
111288,set_tempo,,,,,24,1,0,267532,,,,,,
111312,set_tempo,,,,,24,1,0,241419,,,,,,
111359,note_on,,,,,175,0,1,,,,0,,95,68
111360,note_on,,,,,1,0,1,,,,0,,88,68
111377,note_off,,,,,17,0,1,,,,0,,83,0
111537,note_on,,,,,160,0,1,,,,0,,61,98
111547,note_on,,,,,10,0,1,,,,0,,92,58
111567,note_off,,,,,20,0,1,,,,0,,88,0
111569,note_off,,,,,2,0,1,,,,0,,95,0
111626,control_change,,,,,57,0,1,,64,0,0,,,
111629,note_off,,,,,3,0,1,,,,0,,63,0
111703,note_off,,,,,74,0,1,,,,0,,61,0
111736,note_on,,,,,33,0,1,,,,0,,83,62
111754,note_off,,,,,18,0,1,,,,0,,92,0
111762,note_on,,,,,8,0,1,,,,0,,54,51
111764,note_on,,,,,2,0,1,,,,0,,61,92
111766,note_on,,,,,2,0,1,,,,0,,51,43
111933,note_on,,,,,167,0,1,,,,0,,87,47
111934,note_on,,,,,1,0,1,,,,0,,95,68
111955,note_off,,,,,21,0,1,,,,0,,83,0
111986,control_change,,,,,31,0,1,,64,127,0,,,
112114,note_on,,,,,128,0,1,,,,0,,90,60
112129,note_off,,,,,15,0,1,,,,0,,95,0
112134,note_off,,,,,5,0,1,,,,0,,87,0
112312,note_on,,,,,178,0,1,,,,0,,83,62
112332,note_off,,,,,20,0,1,,,,0,,90,0
112501,note_on,,,,,169,0,1,,,,0,,75,56
112502,note_on,,,,,1,0,1,,,,0,,83,72
112512,note_off,,,,,10,0,1,,,,0,,83,0
112692,note_on,,,,,180,0,1,,,,0,,78,58
112709,note_off,,,,,17,0,1,,,,0,,83,0
112721,note_off,,,,,12,0,1,,,,0,,75,0
112872,note_on,,,,,151,0,1,,,,0,,71,54
112891,note_off,,,,,19,0,1,,,,0,,78,0
113005,note_off,,,,,114,0,1,,,,0,,71,0
113075,note_on,,,,,70,0,1,,,,0,,63,35
113076,note_on,,,,,1,0,1,,,,0,,71,60
113115,control_change,,,,,39,0,1,,64,0,0,,,
113265,note_on,,,,,150,0,1,,,,0,,66,56
113278,note_off,,,,,13,0,1,,,,0,,71,0
113286,note_off,,,,,8,0,1,,,,0,,54,0
113293,note_off,,,,,7,0,1,,,,0,,63,0
113299,note_off,,,,,6,0,1,,,,0,,51,0
113346,note_off,,,,,47,0,1,,,,0,,61,0
113458,note_on,,,,,112,0,1,,,,0,,59,76
113477,note_off,,,,,19,0,1,,,,0,,66,0
113655,control_change,,,,,178,0,1,,64,127,0,,,
113660,note_on,,,,,5,0,1,,,,0,,63,33
113662,note_on,,,,,2,0,1,,,,0,,71,45
113809,note_on,,,,,147,0,1,,,,0,,37,70
113849,note_on,,,,,40,0,1,,,,0,,66,47
113861,note_off,,,,,12,0,1,,,,0,,71,0
113881,note_off,,,,,20,0,1,,,,0,,63,0
113920,note_off,,,,,39,0,1,,,,0,,59,0
113934,control_change,,,,,14,0,1,,64,0,0,,,
114035,note_on,,,,,101,0,1,,,,0,,49,80
