tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,note,velocity,control,value
42101,set_tempo,,,,,0,1,0,,535714,,,,,,
42101,set_tempo,,,,,128,1,0,,526315,,,,,,
42214,note_off,,,,,219,0,3,,,,1,49,0,,
42229,set_tempo,,,,,128,1,0,,545454,,,,,,
42229,set_tempo,,,,,0,1,0,,555555,,,,,,
42240,note_on,,,,,256,0,2,,,,0,73,49,,
42240,note_on,,,,,0,0,2,,,,0,80,55,,
42261,set_tempo,,,,,0,1,0,,500000,,,,,,
42261,set_tempo,,,,,32,1,0,,500000,,,,,,
42496,note_on,,,,,0,0,3,,,,1,65,46,,
42496,note_off,,,,,0,0,2,,,,0,73,0,,
42496,note_off,,,,,256,0,2,,,,0,68,0,,
42496,note_on,,,,,0,0,2,,,,0,73,49,,
42496,note_on,,,,,282,0,3,,,,1,56,42,,
42496,note_off,,,,,0,0,2,,,,0,80,0,,
42614,note_off,,,,,118,0,3,,,,1,56,0,,
42726,note_off,,,,,112,0,3,,,,1,65,0,,
42752,note_on,,,,,256,0,2,,,,0,80,49,,
42752,note_on,,,,,0,0,2,,,,0,85,49,,
42890,set_tempo,,,,,0,1,0,,491803,,,,,,
42890,set_tempo,,,,,629,1,0,,495867,,,,,,
42923,control_change,,,,,197,0,3,,,,1,,,64,0
43008,note_on,,,,,85,0,3,,,,1,49,55,,
43008,time_signature,2,4,24,8,118,1,0,,,,,,,,
43008,note_on,,,,,0,0,2,,,,0,94,50,,
43008,note_off,,,,,0,0,2,,,,0,80,0,,
43008,key_signature,,,,,0,1,0,Gb,,,,,,,
43008,note_off,,,,,256,0,2,,,,0,73,0,,
43008,note_on,,,,,0,0,2,,,,0,97,56,,
43008,note_off,,,,,0,0,2,,,,0,85,0,,
43029,control_change,,,,,21,0,3,,,,1,,,64,127
43231,set_tempo,,,,,0,1,0,,483870,,,,,,
43231,set_tempo,,,,,223,1,0,,487804,,,,,,
43238,note_off,,,,,209,0,3,,,,1,49,0,,
43264,note_on,,,,,0,0,2,,,,0,85,62,,
43264,note_off,,,,,256,0,2,,,,0,94,0,,
43520,note_on,,,,,0,0,2,,,,0,100,75,,
43520,note_on,,,,,0,0,2,,,,0,88,65,,
43520,note_off,,,,,0,0,2,,,,0,97,0,,
43520,note_off,,,,,256,0,2,,,,0,85,0,,
43520,note_on,,,,,0,0,3,,,,1,67,44,,
43520,note_on,,,,,282,0,3,,,,1,58,41,,
43579,note_off,,,,,59,0,2,,,,0,88,0,,
43635,note_off,,,,,56,0,2,,,,0,100,0,,
43638,note_off,,,,,118,0,3,,,,1,58,0,,
43750,note_off,,,,,112,0,3,,,,1,67,0,,
43776,note_on,,,,,141,0,2,,,,0,87,62,,
43776,note_on,,,,,0,0,2,,,,0,99,72,,
43829,control_change,,,,,79,0,3,,,,1,,,64,0
43835,note_off,,,,,59,0,2,,,,0,87,0,,
43891,note_off,,,,,56,0,2,,,,0,99,0,,
44032,note_on,,,,,141,0,2,,,,0,92,55,,
44032,note_on,,,,,0,0,2,,,,0,97,65,,
44032,note_on,,,,,203,0,3,,,,1,49,54,,
44043,control_change,,,,,11,0,3,,,,1,,,64,127
44262,note_off,,,,,219,0,3,,,,1,49,0,,
44288,note_off,,,,,256,0,2,,,,0,92,0,,
44288,note_on,,,,,0,0,2,,,,0,85,57,,
44544,note_off,,,,,0,0,2,,,,0,97,0,,
44544,note_on,,,,,0,0,3,,,,1,68,42,,
44544,note_on,,,,,282,0,3,,,,1,59,40,,
44544,note_on,,,,,0,0,2,,,,0,95,64,,
44544,note_off,,,,,256,0,2,,,,0,85,0,,
44544,note_on,,,,,0,0,2,,,,0,83,55,,
44603,note_off,,,,,59,0,2,,,,0,83,0,,
44659,note_off,,,,,56,0,2,,,,0,95,0,,
44662,note_off,,,,,118,0,3,,,,1,59,0,,
44774,note_off,,,,,112,0,3,,,,1,68,0,,
44800,note_on,,,,,141,0,2,,,,0,82,54,,
44800,note_on,,,,,0,0,2,,,,0,94,62,,
44859,note_off,,,,,59,0,2,,,,0,82,0,,
44915,note_off,,,,,56,0,2,,,,0,94,0,,
44971,control_change,,,,,197,0,3,,,,1,,,64,0
45056,note_on,,,,,85,0,3,,,,1,49,53,,
45056,note_on,,,,,141,0,2,,,,0,89,50,,
45056,note_on,,,,,0,0,2,,,,0,95,54,,
45056,time_signature,2,4,24,8,1825,1,0,,,,,,,,
45056,key_signature,,,,,0,1,0,Gb,,,,,,,
45077,control_change,,,,,21,0,3,,,,1,,,64,127
45286,note_off,,,,,209,0,3,,,,1,49,0,,
45312,note_on,,,,,0,0,2,,,,0,83,59,,
45312,note_off,,,,,256,0,2,,,,0,89,0,,
45568,note_on,,,,,0,0,2,,,,0,98,61,,
45568,note_on,,,,,0,0,3,,,,1,65,42,,
45568,note_on,,,,,282,0,3,,,,1,56,40,,
45568,note_off,,,,,256,0,2,,,,0,83,0,,
45568,note_on,,,,,0,0,2,,,,0,86,58,,
45568,note_off,,,,,0,0,2,,,,0,95,0,,
45627,note_off,,,,,59,0,2,,,,0,86,0,,
45683,note_off,,,,,56,0,2,,,,0,98,0,,
45686,note_off,,,,,118,0,3,,,,1,56,0,,
45798,note_off,,,,,112,0,3,,,,1,65,0,,
45824,note_on,,,,,141,0,2,,,,0,85,56,,
45824,note_on,,,,,0,0,2,,,,0,97,57,,
45877,control_change,,,,,79,0,3,,,,1,,,64,0
45883,note_off,,,,,59,0,2,,,,0,85,0,,
45939,note_off,,,,,56,0,2,,,,0,97,0,,
46080,note_on,,,,,203,0,3,,,,1,49,53,,
46080,note_on,,,,,141,0,2,,,,0,90,49,,
46080,note_on,,,,,0,0,2,,,,0,95,50,,
46091,control_change,,,,,11,0,3,,,,1,,,64,127
46310,note_off,,,,,219,0,3,,,,1,49,0,,
46336,note_off,,,,,256,0,2,,,,0,90,0,,
46336,note_on,,,,,0,0,2,,,,0,83,53,,
46592,note_on,,,,,0,0,3,,,,1,66,42,,
46592,note_on,,,,,282,0,3,,,,1,57,40,,
46592,note_on,,,,,0,0,2,,,,0,93,53,,
46592,note_on,,,,,0,0,2,,,,0,81,53,,
46592,note_off,,,,,0,0,2,,,,0,95,0,,
46592,note_off,,,,,256,0,2,,,,0,83,0,,
46651,note_off,,,,,59,0,2,,,,0,81,0,,
46707,note_off,,,,,56,0,2,,,,0,93,0,,
46710,note_off,,,,,118,0,3,,,,1,57,0,,
46822,note_off,,,,,112,0,3,,,,1,66,0,,
46848,note_on,,,,,0,0,2,,,,0,92,51,,
46848,note_on,,,,,141,0,2,,,,0,80,52,,
46907,note_off,,,,,59,0,2,,,,0,80,0,,
46963,note_off,,,,,56,0,2,,,,0,92,0,,
47019,control_change,,,,,197,0,3,,,,1,,,64,0
47104,time_signature,2,4,24,8,2048,1,0,,,,,,,,
47104,key_signature,,,,,0,1,0,Gb,,,,,,,
47104,note_on,,,,,141,0,2,,,,0,87,45,,
47104,note_on,,,,,85,0,3,,,,1,37,53,,
47104,note_on,,,,,0,0,2,,,,0,90,45,,
47125,control_change,,,,,21,0,3,,,,1,,,64,127
47334,note_off,,,,,209,0,3,,,,1,37,0,,
47360,note_off,,,,,256,0,2,,,,0,87,0,,
47360,note_on,,,,,0,0,2,,,,0,78,45,,
47616,note_off,,,,,256,0,2,,,,0,78,0,,
47616,note_on,,,,,0,0,2,,,,0,93,59,,
47616,note_on,,,,,0,0,2,,,,0,81,54,,
47616,note_off,,,,,0,0,2,,,,0,90,0,,
47616,note_on,,,,,282,0,3,,,,1,57,40,,
47616,note_on,,,,,0,0,3,,,,1,66,42,,
47616,note_on,,,,,0,0,3,,,,1,60,40,,
47675,note_off,,,,,59,0,2,,,,0,81,0,,
47693,note_off,,,,,77,0,3,,,,1,57,0,,
47731,note_off,,,,,56,0,2,,,,0,93,0,,
47770,note_off,,,,,77,0,3,,,,1,60,0,,
47846,note_off,,,,,76,0,3,,,,1,66,0,,
47872,note_on,,,,,141,0,2,,,,0,80,51,,
47872,note_on,,,,,0,0,2,,,,0,92,58,,
47925,control_change,,,,,79,0,3,,,,1,,,64,0
47931,note_off,,,,,59,0,2,,,,0,80,0,,
47987,note_off,,,,,56,0,2,,,,0,92,0,,
48128,note_on,,,,,203,0,3,,,,1,49,53,,
48128,note_on,,,,,141,0,2,,,,0,80,50,,
48139,control_change,,,,,11,0,3,,,,1,,,64,127
48358,note_off,,,,,219,0,3,,,,1,49,0,,
48384,note_on,,,,,256,0,2,,,,0,87,48,,
48384,note_on,,,,,0,0,2,,,,0,92,53,,
48640,note_off,,,,,256,0,2,,,,0,80,0,,
48640,note_off,,,,,0,0,2,,,,0,87,0,,
48640,note_on,,,,,0,0,2,,,,0,91,51,,
48640,note_off,,,,,0,0,2,,,,0,92,0,,
48640,note_on,,,,,282,0,3,,,,1,56,40,,
48640,note_on,,,,,0,0,3,,,,1,60,40,,
48640,note_on,,,,,0,0,3,,,,1,66,42,,
48640,note_on,,,,,0,0,2,,,,0,79,46,,
48699,note_off,,,,,59,0,2,,,,0,79,0,,
48717,note_off,,,,,77,0,3,,,,1,56,0,,
48755,note_off,,,,,56,0,2,,,,0,91,0,,
48794,note_off,,,,,77,0,3,,,,1,60,0,,
48870,note_off,,,,,76,0,3,,,,1,66,0,,
48896,note_on,,,,,141,0,2,,,,0,78,43,,
48896,note_on,,,,,0,0,2,,,,0,90,48,,
48955,note_off,,,,,59,0,2,,,,0,78,0,,
49011,note_off,,,,,56,0,2,,,,0,90,0,,
49067,control_change,,,,,197,0,3,,,,1,,,64,0
49152,key_signature,,,,,0,1,0,Gb,,,,,,,
49152,note_on,,,,,141,0,2,,,,0,78,46,,
49152,time_signature,2,4,24,8,2048,1,0,,,,,,,,
49152,note_on,,,,,85,0,3,,,,1,49,51,,
49173,control_change,,,,,21,0,3,,,,1,,,64,127
49382,note_off,,,,,209,0,3,,,,1,49,0,,
49408,note_on,,,,,0,0,2,,,,0,90,52,,
49408,note_on,,,,,256,0,2,,,,0,83,42,,
49664,note_on,,,,,0,0,3,,,,1,59,37,,
49664,note_on,,,,,282,0,3,,,,1,56,40,,
49664,note_off,,,,,256,0,2,,,,0,78,0,,
49664,note_off,,,,,0,0,2,,,,0,83,0,,
49664,note_off,,,,,0,0,2,,,,0,90,0,,
49664,note_on,,,,,0,0,2,,,,0,77,46,,
49664,note_on,,,,,0,0,2,,,,0,89,52,,
49664,note_on,,,,,0,0,3,,,,1,66,40,,
49723,note_off,,,,,59,0,2,,,,0,77,0,,
49741,note_off,,,,,77,0,3,,,,1,56,0,,
49779,note_off,,,,,56,0,2,,,,0,89,0,,
49818,note_off,,,,,77,0,3,,,,1,59,0,,
49894,note_off,,,,,76,0,3,,,,1,66,0,,
49895,set_tempo,,,,,0,1,0,,500000,,,,,,
49895,set_tempo,,,,,743,1,0,,491803,,,,,,
49920,note_on,,,,,141,0,2,,,,0,75,46,,
49920,note_on,,,,,0,0,2,,,,0,87,52,,
49973,control_change,,,,,79,0,3,,,,1,,,64,0
49979,note_off,,,,,59,0,2,,,,0,75,0,,
50023,set_tempo,,,,,128,1,0,,508474,,,,,,
50023,set_tempo,,,,,0,1,0,,517241,,,,,,
50035,note_off,,,,,56,0,2,,,,0,87,0,,
50151,set_tempo,,,,,0,1,0,,535714,,,,,,
50151,set_tempo,,,,,128,1,0,,526315,,,,,,
50176,note_on,,,,,141,0,2,,,,0,74,59,,
50176,note_on,,,,,203,0,3,,,,1,49,51,,
50187,control_change,,,,,11,0,3,,,,1,,,64,127
50279,set_tempo,,,,,128,1,0,,545454,,,,,,
50279,set_tempo,,,,,0,1,0,,555555,,,,,,
50283,set_tempo,,,,,0,1,0,,500000,,,,,,
50283,set_tempo,,,,,4,1,0,,500000,,,,,,
50406,note_off,,,,,219,0,3,,,,1,49,0,,
50432,note_on,,,,,256,0,2,,,,0,80,42,,
50432,note_on,,,,,0,0,2,,,,0,86,52,,
50688,note_on,,,,,0,0,2,,,,0,82,52,,
50688,note_on,,,,,0,0,3,,,,1,65,40,,
50688,note_on,,,,,282,0,3,,,,1,56,40,,
50688,note_on,,,,,0,0,3,,,,1,59,37,,
50688,note_off,,,,,0,0,2,,,,0,86,0,,
50688,note_off,,,,,0,0,2,,,,0,80,0,,
50688,note_off,,,,,256,0,2,,,,0,74,0,,
50688,note_on,,,,,0,0,2,,,,0,70,57,,
50747,note_off,,,,,59,0,2,,,,0,70,0,,
50765,note_off,,,,,77,0,3,,,,1,56,0,,
50803,note_off,,,,,56,0,2,,,,0,82,0,,
50842,note_off,,,,,77,0,3,,,,1,59,0,,
50918,note_off,,,,,76,0,3,,,,1,65,0,,
50944,note_on,,,,,141,0,2,,,,0,68,65,,
50944,note_on,,,,,0,0,2,,,,0,80,52,,
51003,note_off,,,,,59,0,2,,,,0,68,0,,
51059,note_off,,,,,56,0,2,,,,0,80,0,,
51115,control_change,,,,,197,0,3,,,,1,,,64,0
51136,set_tempo,,,,,0,1,0,,491803,,,,,,
51136,set_tempo,,,,,853,1,0,,495867,,,,,,
51200,note_on,,,,,141,0,2,,,,0,70,112,,
51200,note_on,,,,,0,0,3,,,,1,54,88,,
51200,note_on,,,,,85,0,3,,,,1,42,84,,
51200,time_signature,2,4,24,8,64,1,0,,,,,,,,
51200,key_signature,,,,,0,1,0,Gb,,,,,,,
51221,control_change,,,,,21,0,3,,,,1,,,64,127
51318,note_off,,,,,97,0,3,,,,1,42,0,,
51430,note_off,,,,,112,0,3,,,,1,54,0,,
51456,note_on,,,,,256,0,2,,,,0,78,86,,
51456,note_on,,,,,0,0,2,,,,0,82,91,,
51477,set_tempo,,,,,0,1,0,,483870,,,,,,
51477,set_tempo,,,,,277,1,0,,487804,,,,,,
51712,note_on,,,,,0,0,3,,,,1,61,77,,
51712,note_on,,,,,282,0,3,,,,1,58,78,,
51712,note_on,,,,,0,0,3,,,,1,66,80,,
51712,note_off,,,,,0,0,2,,,,0,78,0,,
51712,note_on,,,,,0,0,2,,,,0,71,86,,
51712,note_off,,,,,0,0,2,,,,0,82,0,,
51712,note_on,,,,,0,0,2,,,,0,83,91,,
51712,note_off,,,,,256,0,2,,,,0,70,0,,
51771,note_off,,,,,59,0,2,,,,0,71,0,,
51789,note_off,,,,,77,0,3,,,,1,58,0,,
51827,note_off,,,,,56,0,2,,,,0,83,0,,
51866,note_off,,,,,77,0,3,,,,1,61,0,,
51942,note_off,,,,,76,0,3,,,,1,66,0,,
51968,note_on,,,,,0,0,2,,,,0,84,91,,
51968,note_on,,,,,141,0,2,,,,0,72,86,,
52021,control_change,,,,,79,0,3,,,,1,,,64,0
52027,note_off,,,,,59,0,2,,,,0,72,0,,
52083,note_off,,,,,56,0,2,,,,0,84,0,,
52224,note_on,,,,,203,0,3,,,,1,41,84,,
52224,note_on,,,,,0,0,3,,,,1,53,88,,
52224,note_on,,,,,141,0,2,,,,0,73,112,,
52235,control_change,,,,,11,0,3,,,,1,,,64,127
52342,note_off,,,,,107,0,3,,,,1,41,0,,
52454,note_off,,,,,112,0,3,,,,1,53,0,,
52480,note_on,,,,,0,0,2,,,,0,85,91,,
52480,note_on,,,,,256,0,2,,,,0,80,86,,
52736,note_on,,,,,282,0,3,,,,1,56,78,,
52736,note_on,,,,,0,0,3,,,,1,61,77,,
52736,note_on,,,,,0,0,2,,,,0,87,91,,
52736,note_off,,,,,256,0,2,,,,0,73,0,,
52736,note_off,,,,,0,0,2,,,,0,80,0,,
52736,note_off,,,,,0,0,2,,,,0,85,0,,
52736,note_on,,,,,0,0,2,,,,0,75,86,,
52736,note_on,,,,,0,0,3,,,,1,68,80,,
52795,note_off,,,,,59,0,2,,,,0,75,0,,
52813,note_off,,,,,77,0,3,,,,1,56,0,,
52851,note_off,,,,,56,0,2,,,,0,87,0,,
52890,note_off,,,,,77,0,3,,,,1,61,0,,
52966,note_off,,,,,76,0,3,,,,1,68,0,,
52992,note_on,,,,,0,0,2,,,,0,85,91,,
52992,note_on,,,,,141,0,2,,,,0,73,86,,
53051,note_off,,,,,59,0,2,,,,0,73,0,,
53107,note_off,,,,,56,0,2,,,,0,85,0,,
53163,control_change,,,,,197,0,3,,,,1,,,64,0
53248,note_on,,,,,0,0,3,,,,1,51,88,,
53248,note_on,,,,,85,0,3,,,,1,39,84,,
53248,note_on,,,,,141,0,2,,,,0,66,86,,
53248,time_signature,2,4,24,8,1771,1,0,,,,,,,,
53248,key_signature,,,,,0,1,0,Gb,,,,,,,
53269,control_change,,,,,21,0,3,,,,1,,,64,127
53366,note_off,,,,,97,0,3,,,,1,39,0,,
53478,note_off,,,,,112,0,3,,,,1,51,0,,
53504,note_on,,,,,0,0,2,,,,0,78,91,,
53504,note_on,,,,,256,0,2,,,,0,75,86,,
53760,note_on,,,,,0,0,3,,,,1,63,80,,
53760,note_on,,,,,282,0,3,,,,1,54,78,,
53760,note_on,,,,,0,0,3,,,,1,58,78,,
53760,note_on,,,,,0,0,2,,,,0,80,91,,
53760,note_off,,,,,0,0,2,,,,0,78,0,,
53760,note_off,,,,,256,0,2,,,,0,66,0,,
53760,note_on,,,,,0,0,2,,,,0,68,86,,
53760,note_off,,,,,0,0,2,,,,0,75,0,,
53819,note_off,,,,,59,0,2,,,,0,68,0,,
53837,note_off,,,,,77,0,3,,,,1,54,0,,
53875,note_off,,,,,56,0,2,,,,0,80,0,,
53914,note_off,,,,,77,0,3,,,,1,58,0,,
53990,note_off,,,,,76,0,3,,,,1,63,0,,
54016,note_on,,,,,0,0,2,,,,0,81,91,,
54016,note_on,,,,,141,0,2,,,,0,69,86,,
54069,control_change,,,,,79,0,3,,,,1,,,64,0
54075,note_off,,,,,59,0,2,,,,0,69,0,,
54131,note_off,,,,,56,0,2,,,,0,81,0,,
54272,note_on,,,,,141,0,2,,,,0,70,86,,
54272,note_on,,,,,203,0,3,,,,1,37,84,,
54272,note_on,,,,,0,0,3,,,,1,49,88,,
54283,control_change,,,,,11,0,3,,,,1,,,64,127
54390,note_off,,,,,107,0,3,,,,1,37,0,,
54502,note_off,,,,,112,0,3,,,,1,49,0,,
54528,note_on,,,,,256,0,2,,,,0,77,86,,
54528,note_on,,,,,0,0,2,,,,0,82,91,,
54784,note_on,,,,,282,0,3,,,,1,53,78,,
54784,note_on,,,,,0,0,3,,,,1,58,78,,
54784,note_on,,,,,0,0,3,,,,1,65,80,,
54784,note_on,,,,,0,0,2,,,,0,71,86,,
54784,note_off,,,,,256,0,2,,,,0,70,0,,
54784,note_off,,,,,0,0,2,,,,0,77,0,,
54784,note_off,,,,,0,0,2,,,,0,82,0,,
54784,note_on,,,,,0,0,2,,,,0,83,91,,
54843,note_off,,,,,59,0,2,,,,0,71,0,,
54861,note_off,,,,,77,0,3,,,,1,53,0,,
54899,note_off,,,,,56,0,2,,,,0,83,0,,
54938,note_off,,,,,77,0,3,,,,1,58,0,,
55014,note_off,,,,,76,0,3,,,,1,65,0,,
55040,note_on,,,,,141,0,2,,,,0,70,86,,
55040,note_on,,,,,0,0,2,,,,0,82,90,,
55099,note_off,,,,,59,0,2,,,,0,70,0,,
55155,note_off,,,,,56,0,2,,,,0,82,0,,
55211,control_change,,,,,197,0,3,,,,1,,,64,0
55296,note_on,,,,,0,0,3,,,,1,47,88,,
55296,note_on,,,,,85,0,3,,,,1,35,84,,
55296,time_signature,2,4,24,8,2048,1,0,,,,,,,,
55296,key_signature,,,,,0,1,0,Gb,,,,,,,
55296,note_on,,,,,141,0,2,,,,0,63,86,,
55317,control_change,,,,,21,0,3,,,,1,,,64,127
55414,note_off,,,,,97,0,3,,,,1,35,0,,
55526,note_off,,,,,112,0,3,,,,1,47,0,,
55552,note_on,,,,,256,0,2,,,,0,71,86,,
55552,note_on,,,,,0,0,2,,,,0,75,90,,
55808,note_on,,,,,0,0,3,,,,1,59,80,,
55808,note_on,,,,,0,0,3,,,,1,54,78,,
55808,note_on,,,,,282,0,3,,,,1,51,82,,
55808,note_on,,,,,0,0,2,,,,0,76,90,,
55808,note_on,,,,,0,0,2,,,,0,64,86,,
55808,note_off,,,,,256,0,2,,,,0,63,0,,
55808,note_off,,,,,0,0,2,,,,0,71,0,,
55808,note_off,,,,,0,0,2,,,,0,75,0,,
55867,note_off,,,,,59,0,2,,,,0,64,0,,
55885,note_off,,,,,77,0,3,,,,1,51,0,,
55923,note_off,,,,,56,0,2,,,,0,76,0,,
55962,note_off,,,,,77,0,3,,,,1,54,0,,
56038,note_off,,,,,76,0,3,,,,1,59,0,,
56064,note_on,,,,,141,0,2,,,,0,65,86,,
56064,note_on,,,,,0,0,2,,,,0,77,90,,
56117,control_change,,,,,79,0,3,,,,1,,,64,0
56123,note_off,,,,,59,0,2,,,,0,65,0,,
56179,note_off,,,,,56,0,2,,,,0,77,0,,
56320,note_on,,,,,141,0,2,,,,0,66,86,,
56320,note_on,,,,,203,0,3,,,,1,34,84,,
56320,note_on,,,,,0,0,3,,,,1,46,88,,
56331,control_change,,,,,11,0,3,,,,1,,,64,127
56438,note_off,,,,,107,0,3,,,,1,34,0,,
56550,note_off,,,,,112,0,3,,,,1,46,0,,
56576,note_on,,,,,0,0,2,,,,0,78,90,,
56576,note_on,,,,,256,0,2,,,,0,73,86,,
56832,note_on,,,,,282,0,3,,,,1,49,78,,
56832,note_on,,,,,0,0,2,,,,0,65,86,,
56832,note_off,,,,,256,0,2,,,,0,66,0,,
56832,note_off,,,,,0,0,2,,,,0,73,0,,
56832,note_off,,,,,0,0,2,,,,0,78,0,,
56832,note_on,,,,,0,0,2,,,,0,77,90,,
56832,note_on,,,,,0,0,3,,,,1,61,80,,
56832,note_on,,,,,0,0,3,,,,1,54,78,,
56891,note_off,,,,,59,0,2,,,,0,65,0,,
56909,note_off,,,,,77,0,3,,,,1,49,0,,
56947,note_off,,,,,56,0,2,,,,0,77,0,,
56986,note_off,,,,,77,0,3,,,,1,54,0,,
57062,note_off,,,,,76,0,3,,,,1,61,0,,
57088,note_on,,,,,0,0,2,,,,0,78,90,,
57088,note_on,,,,,141,0,2,,,,0,66,86,,
57147,note_off,,,,,59,0,2,,,,0,66,0,,
57203,note_off,,,,,56,0,2,,,,0,78,0,,
57259,control_change,,,,,197,0,3,,,,1,,,64,0
57344,note_on,,,,,141,0,2,,,,0,68,86,,
57344,note_on,,,,,85,0,3,,,,1,36,84,,
57344,note_on,,,,,0,0,3,,,,1,48,88,,
57344,key_signature,,,,,0,1,0,Gb,,,,,,,
57344,time_signature,2,4,24,8,2048,1,0,,,,,,,,
57365,control_change,,,,,21,0,3,,,,1,,,64,127
57462,note_off,,,,,97,0,3,,,,1,36,0,,
57574,note_off,,,,,112,0,3,,,,1,48,0,,
57600,note_on,,,,,256,0,2,,,,0,78,86,,
57600,note_on,,,,,0,0,2,,,,0,80,90,,
57856,note_off,,,,,0,0,2,,,,0,80,0,,
57856,note_on,,,,,0,0,3,,,,1,63,80,,
57856,note_on,,,,,0,0,3,,,,1,56,78,,
57856,note_on,,,,,282,0,3,,,,1,54,78,,
57856,note_off,,,,,256,0,2,,,,0,68,0,,
57856,note_on,,,,,0,0,2,,,,0,70,86,,
57856,note_off,,,,,0,0,2,,,,0,78,0,,
57856,note_on,,,,,0,0,2,,,,0,82,90,,
57915,note_off,,,,,59,0,2,,,,0,70,0,,
57933,note_off,,,,,77,0,3,,,,1,54,0,,
57971,note_off,,,,,56,0,2,,,,0,82,0,,
58010,note_off,,,,,77,0,3,,,,1,56,0,,
58086,note_off,,,,,76,0,3,,,,1,63,0,,
58112,note_on,,,,,141,0,2,,,,0,68,86,,
58112,note_on,,,,,0,0,2,,,,0,80,90,,
58165,control_change,,,,,79,0,3,,,,1,,,64,0
58171,note_off,,,,,59,0,2,,,,0,68,0,,
58227,note_off,,,,,56,0,2,,,,0,80,0,,
58368,note_on,,,,,203,0,3,,,,1,37,88,,
58368,note_on,,,,,141,0,2,,,,0,68,86,,
58368,note_on,,,,,0,0,3,,,,1,49,84,,
58379,control_change,,,,,11,0,3,,,,1,,,64,127
58486,note_off,,,,,107,0,3,,,,1,37,0,,
58598,note_off,,,,,112,0,3,,,,1,49,0,,
58624,note_on,,,,,256,0,2,,,,0,77,86,,
58624,note_on,,,,,0,0,2,,,,0,80,90,,
58880,note_off,,,,,256,0,2,,,,0,68,0,,
58880,note_on,,,,,0,0,3,,,,1,65,80,,
58880,note_on,,,,,0,0,3,,,,1,59,78,,
58880,note_on,,,,,282,0,3,,,,1,56,78,,
58880,note_off,,,,,0,0,2,,,,0,77,0,,
58880,note_off,,,,,0,0,2,,,,0,80,0,,
58880,note_on,,,,,0,0,2,,,,0,70,86,,
58880,note_on,,,,,0,0,2,,,,0,82,90,,
58939,note_off,,,,,59,0,2,,,,0,70,0,,
58957,note_off,,,,,77,0,3,,,,1,56,0,,
58995,note_off,,,,,56,0,2,,,,0,82,0,,
59034,note_off,,,,,77,0,3,,,,1,59,0,,
59110,note_off,,,,,76,0,3,,,,1,65,0,,
59136,note_on,,,,,0,0,2,,,,0,83,90,,
59136,note_on,,,,,141,0,2,,,,0,71,86,,
59195,note_off,,,,,59,0,2,,,,0,71,0,,
59251,note_off,,,,,56,0,2,,,,0,83,0,,
59307,control_change,,,,,197,0,3,,,,1,,,64,0
59392,note_on,,,,,141,0,2,,,,0,70,86,,
59392,key_signature,,,,,0,1,0,Gb,,,,,,,
59392,time_signature,2,4,24,8,2048,1,0,,,,,,,,
59392,note_on,,,,,85,0,3,,,,1,42,84,,
59392,note_on,,,,,0,0,3,,,,1,54,88,,
59413,control_change,,,,,21,0,3,,,,1,,,64,127
59510,note_off,,,,,97,0,3,,,,1,42,0,,
59622,note_off,,,,,112,0,3,,,,1,54,0,,
59648,note_on,,,,,256,0,2,,,,0,78,86,,
59648,note_on,,,,,0,0,2,,,,0,82,90,,
59904,note_on,,,,,282,0,3,,,,1,58,78,,
59904,note_on,,,,,0,0,3,,,,1,61,77,,
59904,note_off,,,,,0,0,2,,,,0,78,0,,
59904,note_off,,,,,0,0,2,,,,0,82,0,,
59904,note_on,,,,,0,0,3,,,,1,66,80,,
59904,note_on,,,,,0,0,2,,,,0,83,90,,
59904,note_on,,,,,0,0,2,,,,0,71,86,,
59904,note_off,,,,,256,0,2,,,,0,70,0,,
59963,note_off,,,,,59,0,2,,,,0,71,0,,
59981,note_off,,,,,77,0,3,,,,1,58,0,,
60019,note_off,,,,,56,0,2,,,,0,83,0,,
60058,note_off,,,,,77,0,3,,,,1,61,0,,
60134,note_off,,,,,76,0,3,,,,1,66,0,,
60160,note_on,,,,,0,0,2,,,,0,84,90,,
60160,note_on,,,,,141,0,2,,,,0,72,86,,
60213,control_change,,,,,79,0,3,,,,1,,,64,0
60219,note_off,,,,,59,0,2,,,,0,72,0,,
60275,note_off,,,,,56,0,2,,,,0,84,0,,
60416,note_on,,,,,203,0,3,,,,1,41,88,,
60416,note_on,,,,,141,0,2,,,,0,73,86,,
60416,note_on,,,,,0,0,3,,,,1,53,84,,
60427,control_change,,,,,11,0,3,,,,1,,,64,127
60534,note_off,,,,,107,0,3,,,,1,41,0,,
60646,note_off,,,,,112,0,3,,,,1,53,0,,
60672,note_on,,,,,0,0,2,,,,0,85,90,,
60672,note_on,,,,,256,0,2,,,,0,80,86,,
60928,note_off,,,,,256,0,2,,,,0,73,0,,
60928,note_on,,,,,0,0,2,,,,0,87,89,,
60928,note_on,,,,,0,0,2,,,,0,75,85,,
60928,note_off,,,,,0,0,2,,,,0,85,0,,
60928,note_off,,,,,0,0,2,,,,0,80,0,,
60928,note_on,,,,,282,0,3,,,,1,56,78,,
60928,note_on,,,,,0,0,3,,,,1,68,80,,
60928,note_on,,,,,0,0,3,,,,1,61,77,,
60987,note_off,,,,,59,0,2,,,,0,75,0,,
61005,note_off,,,,,77,0,3,,,,1,56,0,,
