tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,key,port,program,channel,control,value,note,velocity
14528,note_on,16,0,1,,,,,,,,,0,,,75,0
14544,note_on,0,0,1,,,,,,,,,0,,,75,45
14544,note_on,16,0,1,,,,,,,,,0,,,76,0
14560,note_on,16,0,1,,,,,,,,,0,,,75,0
14560,note_on,0,0,1,,,,,,,,,0,,,74,45
14576,note_on,0,0,1,,,,,,,,,0,,,75,45
14576,note_on,16,0,1,,,,,,,,,0,,,74,0
14590,note_on,94,0,2,,,,,,,,,0,,,67,0
14590,note_on,0,0,2,,,,,,,,,0,,,70,0
14592,note_on,2,0,2,,,,,,,,,0,,,67,45
14592,note_on,0,0,2,,,,,,,,,0,,,73,45
14592,note_on,192,0,3,,,,,,,,,0,,,63,0
14592,note_on,0,0,3,,,,,,,,,0,,,58,55
14592,note_on,0,0,1,,,,,,,,,0,,,78,45
14592,note_on,16,0,1,,,,,,,,,0,,,75,0
14686,note_on,0,0,2,,,,,,,,,0,,,73,0
14686,note_on,94,0,2,,,,,,,,,0,,,67,0
14688,note_on,2,0,2,,,,,,,,,0,,,67,45
14688,note_on,0,0,2,,,,,,,,,0,,,73,45
14736,note_on,144,0,1,,,,,,,,,0,,,78,0
14736,note_on,0,0,1,,,,,,,,,0,,,76,45
14782,note_on,0,0,2,,,,,,,,,0,,,73,0
14782,note_on,94,0,2,,,,,,,,,0,,,67,0
14784,note_on,0,0,2,,,,,,,,,0,,,70,45
14784,note_on,0,0,1,,,,,,,,,0,,,75,45
14784,note_on,48,0,1,,,,,,,,,0,,,76,0
14784,note_on,0,0,3,,,,,,,,,0,,,61,45
14784,note_on,192,0,3,,,,,,,,,0,,,58,0
14784,note_on,2,0,2,,,,,,,,,0,,,67,45
14878,note_on,0,0,2,,,,,,,,,0,,,70,0
14878,note_on,94,0,2,,,,,,,,,0,,,67,0
14880,note_on,2,0,2,,,,,,,,,0,,,68,45
14880,note_on,96,0,1,,,,,,,,,0,,,75,0
14880,note_on,0,0,1,,,,,,,,,0,,,80,45
14880,note_on,0,0,2,,,,,,,,,0,,,75,45
14928,note_on,0,0,3,,,,,,,,,0,,,59,45
14928,note_on,144,0,3,,,,,,,,,0,,,61,0
14952,note_on,24,0,3,,,,,,,,,0,,,59,0
14952,note_on,0,0,3,,,,,,,,,0,,,63,45
14974,note_on,94,0,2,,,,,,,,,0,,,68,0
14974,note_on,0,0,2,,,,,,,,,0,,,75,0
14976,note_on,24,0,3,,,,,,,,,0,,,63,0
14976,note_on,2,0,2,,,,,,,,,0,,,68,45
14976,note_on,0,0,3,,,,,,,,,0,,,61,45
14976,note_on,0,0,2,,,,,,,,,0,,,75,45
15000,note_on,24,0,3,,,,,,,,,0,,,61,0
15000,note_on,0,0,3,,,,,,,,,0,,,59,45
15040,note_on,160,0,1,,,,,,,,,0,,,80,0
15070,note_on,70,0,3,,,,,,,,,0,,,59,0
15070,note_on,94,0,2,,,,,,,,,0,,,68,0
15070,note_on,0,0,2,,,,,,,,,0,,,75,0
15072,note_on,2,0,3,,,,,,,,,0,,,43,63
15072,note_on,0,0,2,,,,,,,,,0,,,75,45
15072,note_on,0,0,2,,,,,,,,,0,,,71,45
15072,note_on,2,0,2,,,,,,,,,0,,,68,45
15096,note_on,0,0,3,,,,,,,,,0,,,44,47
15096,note_on,24,0,3,,,,,,,,,0,,,43,0
15120,note_on,24,0,3,,,,,,,,,0,,,44,0
15120,note_on,0,0,3,,,,,,,,,0,,,46,49
15144,note_on,0,0,3,,,,,,,,,0,,,47,51
15144,note_on,24,0,3,,,,,,,,,0,,,46,0
15166,note_on,0,0,2,,,,,,,,,0,,,71,0
15166,note_on,94,0,2,,,,,,,,,0,,,68,0
15166,note_on,0,0,2,,,,,,,,,0,,,75,0
15168,note_on,0,0,2,,,,,,,,,0,,,71,45
15168,note_on,0,0,2,,,,,,,,,0,,,75,45
15168,note_on,0,0,3,,,,,,,,,0,,,50,53
15168,note_on,2,0,2,,,,,,,,,0,,,68,45
15168,note_on,24,0,3,,,,,,,,,0,,,47,0
15192,note_on,24,0,3,,,,,,,,,0,,,50,0
15192,note_on,0,0,3,,,,,,,,,0,,,51,55
15216,note_on,0,0,3,,,,,,,,,0,,,55,57
15216,note_on,24,0,3,,,,,,,,,0,,,51,0
15240,note_on,0,0,3,,,,,,,,,0,,,56,60
15240,note_on,24,0,3,,,,,,,,,0,,,55,0
15262,note_on,0,0,2,,,,,,,,,0,,,75,0
15262,note_on,94,0,2,,,,,,,,,0,,,68,0
15262,note_on,0,0,2,,,,,,,,,0,,,71,0
15264,note_on,0,0,2,,,,,,,,,0,,,75,45
15264,note_on,0,0,2,,,,,,,,,0,,,71,45
15264,note_on,2,0,2,,,,,,,,,0,,,68,45
15264,note_on,24,0,3,,,,,,,,,0,,,56,0
15264,note_on,0,0,3,,,,,,,,,0,,,58,63
15280,note_on,0,0,3,,,,,,,,,0,,,59,65
15280,note_on,16,0,3,,,,,,,,,0,,,58,0
15296,note_on,0,0,3,,,,,,,,,0,,,62,67
15296,note_on,16,0,3,,,,,,,,,0,,,59,0
15312,note_on,16,0,3,,,,,,,,,0,,,62,0
15312,note_on,0,0,3,,,,,,,,,0,,,63,69
15328,note_on,16,0,3,,,,,,,,,0,,,63,0
15328,note_on,0,0,3,,,,,,,,,0,,,64,71
15344,note_on,16,0,3,,,,,,,,,0,,,64,0
15344,note_on,0,0,3,,,,,,,,,0,,,65,73
15358,note_on,94,0,2,,,,,,,,,0,,,68,0
15358,note_on,0,0,2,,,,,,,,,0,,,71,0
15358,note_on,0,0,2,,,,,,,,,0,,,75,0
15360,note_on,2,0,2,,,,,,,,,0,,,69,45
15360,note_on,0,0,3,,,,,,,,,0,,,66,75
15360,note_on,320,0,1,,,,,,,,,0,,,75,45
15360,note_on,0,0,2,,,,,,,,,0,,,72,45
15360,note_on,16,0,3,,,,,,,,,0,,,65,0
15454,note_on,94,0,2,,,,,,,,,0,,,69,0
15454,note_on,0,0,2,,,,,,,,,0,,,72,0
15456,note_on,2,0,2,,,,,,,,,0,,,69,45
15456,note_on,0,0,2,,,,,,,,,0,,,72,45
15550,note_on,0,0,2,,,,,,,,,0,,,72,0
15550,note_on,94,0,2,,,,,,,,,0,,,69,0
15552,note_on,192,0,1,,,,,,,,,0,,,75,0
15552,note_on,2,0,2,,,,,,,,,0,,,69,45
15552,note_on,0,0,2,,,,,,,,,0,,,75,45
15552,note_on,0,0,1,,,,,,,,,0,,,77,45
15552,note_on,192,0,3,,,,,,,,,0,,,66,0
15552,note_on,0,0,3,,,,,,,,,0,,,65,75
15624,note_on,72,0,3,,,,,,,,,0,,,65,0
15624,note_on,0,0,3,,,,,,,,,0,,,66,75
15646,note_on,94,0,2,,,,,,,,,0,,,69,0
15646,note_on,0,0,2,,,,,,,,,0,,,75,0
15648,note_on,0,0,2,,,,,,,,,0,,,75,45
15648,note_on,24,0,3,,,,,,,,,0,,,66,0
15648,note_on,0,0,3,,,,,,,,,0,,,65,75
15648,note_on,2,0,2,,,,,,,,,0,,,69,45
15680,note_on,0,0,3,,,,,,,,,0,,,64,80
15680,note_on,32,0,3,,,,,,,,,0,,,65,0
15712,note_on,32,0,3,,,,,,,,,0,,,64,0
15712,note_on,0,0,3,,,,,,,,,0,,,65,86
15742,note_on,94,0,2,,,,,,,,,0,,,69,0
15742,note_on,0,0,2,,,,,,,,,0,,,75,0
15744,note_on,32,0,3,,,,,,,,,0,,,65,0
15744,note_on,192,0,1,,,,,,,,,0,,,77,0
15744,note_on,0,0,1,,,,,,,,,0,,,78,45
15744,note_on,2,0,2,,,,,,,,,0,,,69,45
15744,note_on,0,0,2,,,,,,,,,0,,,75,45
15744,note_on,0,0,3,,,,,,,,,0,,,72,92
15838,note_on,94,0,2,,,,,,,,,0,,,69,0
15838,note_on,0,0,2,,,,,,,,,0,,,75,0
15840,note_on,2,0,2,,,,,,,,,0,,,69,45
15840,note_on,0,0,2,,,,,,,,,0,,,75,45
15888,note_on,144,0,3,,,,,,,,,0,,,72,0
15888,note_on,0,0,3,,,,,,,,,0,,,63,75
15934,note_on,94,0,2,,,,,,,,,0,,,69,0
15934,note_on,0,0,2,,,,,,,,,0,,,75,0
15936,note_on,0,0,3,,,,,,,,,0,,,63,105
15936,note_on,192,0,1,,,,,,,,,0,,,78,0
15936,note_on,0,0,1,,,,,,,,,0,,,78,45
15936,note_on,48,0,3,,,,,,,,,0,,,63,0
15936,note_on,2,0,2,,,,,,,,,0,,,68,45
15936,note_on,0,0,2,,,,,,,,,0,,,71,45
16030,note_on,0,0,2,,,,,,,,,0,,,71,0
16030,note_on,94,0,2,,,,,,,,,0,,,68,0
16032,note_on,96,0,1,,,,,,,,,0,,,78,0
16032,note_on,0,0,1,,,,,,,,,0,,,77,45
16032,note_on,0,0,2,,,,,,,,,0,,,71,45
16032,note_on,2,0,2,,,,,,,,,0,,,68,45
16080,note_on,0,0,3,,,,,,,,,0,,,62,55
16080,note_on,144,0,3,,,,,,,,,0,,,63,0
16104,note_on,0,0,3,,,,,,,,,0,,,65,52
16104,note_on,24,0,3,,,,,,,,,0,,,62,0
16126,note_on,0,0,2,,,,,,,,,0,,,71,0
16126,note_on,94,0,2,,,,,,,,,0,,,68,0
16128,note_on,0,0,3,,,,,,,,,0,,,63,49
16128,note_on,24,0,3,,,,,,,,,0,,,65,0
16128,note_on,0,0,1,,,,,,,,,0,,,82,45
16128,note_on,96,0,1,,,,,,,,,0,,,77,0
16128,note_on,2,0,2,,,,,,,,,0,,,68,45
16128,note_on,0,0,2,,,,,,,,,0,,,70,45
16128,note_on,0,0,2,,,,,,,,,0,,,77,45
16152,note_on,24,0,3,,,,,,,,,0,,,63,0
16152,note_on,0,0,3,,,,,,,,,0,,,62,45
16222,note_on,0,0,2,,,,,,,,,0,,,70,0
16222,note_on,0,0,2,,,,,,,,,0,,,77,0
16222,note_on,70,0,3,,,,,,,,,0,,,62,0
16222,note_on,94,0,2,,,,,,,,,0,,,68,0
16224,note_on,0,0,2,,,,,,,,,0,,,70,45
16224,note_on,2,0,2,,,,,,,,,0,,,68,45
16224,note_on,2,0,3,,,,,,,,,0,,,45,45
16224,note_on,0,0,2,,,,,,,,,0,,,77,45
16246,note_on,22,0,3,,,,,,,,,0,,,45,0
16248,note_on,2,0,3,,,,,,,,,0,,,46,48
16270,note_on,22,0,3,,,,,,,,,0,,,46,0
16272,note_on,2,0,3,,,,,,,,,0,,,49,52
16288,note_on,160,0,1,,,,,,,,,0,,,82,0
16294,note_on,22,0,3,,,,,,,,,0,,,49,0
16296,note_on,2,0,3,,,,,,,,,0,,,50,56
16318,note_on,94,0,2,,,,,,,,,0,,,68,0
16318,note_on,0,0,2,,,,,,,,,0,,,70,0
16318,note_on,22,0,3,,,,,,,,,0,,,50,0
16318,note_on,0,0,2,,,,,,,,,0,,,77,0
16320,note_on,2,0,3,,,,,,,,,0,,,52,60
16320,note_on,2,0,2,,,,,,,,,0,,,68,45
16320,note_on,0,0,2,,,,,,,,,0,,,70,45
16320,note_on,0,0,2,,,,,,,,,0,,,77,45
16342,note_on,22,0,3,,,,,,,,,0,,,52,0
16344,note_on,2,0,3,,,,,,,,,0,,,53,64
16366,note_on,22,0,3,,,,,,,,,0,,,53,0
16368,note_on,2,0,3,,,,,,,,,0,,,57,68
16390,note_on,22,0,3,,,,,,,,,0,,,57,0
16392,note_on,2,0,3,,,,,,,,,0,,,58,72
16414,note_on,0,0,2,,,,,,,,,0,,,77,0
16414,note_on,22,0,3,,,,,,,,,0,,,58,0
16414,note_on,94,0,2,,,,,,,,,0,,,68,0
16414,note_on,0,0,2,,,,,,,,,0,,,70,0
16416,note_on,2,0,3,,,,,,,,,0,,,61,76
16416,note_on,2,0,2,,,,,,,,,0,,,68,45
16416,note_on,0,0,2,,,,,,,,,0,,,70,45
16416,note_on,0,0,2,,,,,,,,,0,,,77,45
16430,note_on,14,0,3,,,,,,,,,0,,,61,0
16432,note_on,2,0,3,,,,,,,,,0,,,62,78
16446,note_on,14,0,3,,,,,,,,,0,,,62,0
16448,note_on,2,0,3,,,,,,,,,0,,,64,80
16462,note_on,14,0,3,,,,,,,,,0,,,64,0
16464,note_on,2,0,3,,,,,,,,,0,,,65,83
16478,note_on,14,0,3,,,,,,,,,0,,,65,0
16480,note_on,2,0,3,,,,,,,,,0,,,69,86
16494,note_on,14,0,3,,,,,,,,,0,,,69,0
16496,note_on,2,0,3,,,,,,,,,0,,,70,89
16510,note_on,0,0,2,,,,,,,,,0,,,70,0
16510,note_on,0,0,2,,,,,,,,,0,,,77,0
16510,note_on,94,0,2,,,,,,,,,0,,,68,0
16510,note_on,14,0,3,,,,,,,,,0,,,70,0
16512,note_on,0,0,2,,,,,,,,,0,,,74,45
16512,note_on,224,0,1,,,,,,,,,0,,,77,45
16512,note_on,2,0,3,,,,,,,,,0,,,71,92
16512,note_on,2,0,2,,,,,,,,,0,,,68,45
16606,note_on,94,0,2,,,,,,,,,0,,,68,0
16606,note_on,0,0,2,,,,,,,,,0,,,74,0
16608,note_on,0,0,2,,,,,,,,,0,,,74,50
16608,note_on,2,0,2,,,,,,,,,0,,,68,50
16678,note_on,166,0,3,,,,,,,,,0,,,71,0
16680,note_on,2,0,3,,,,,,,,,0,,,59,92
16702,note_on,22,0,3,,,,,,,,,0,,,59,0
16702,note_on,94,0,2,,,,,,,,,0,,,68,0
16702,note_on,0,0,2,,,,,,,,,0,,,74,0
16704,note_on,2,0,2,,,,,,,,,0,,,69,55
16704,note_on,0,0,2,,,,,,,,,0,,,75,55
16704,note_on,0,0,1,,,,,,,,,0,,,78,55
16704,note_on,192,0,1,,,,,,,,,0,,,77,0
16704,note_on,2,0,3,,,,,,,,,0,,,59,92
16798,note_on,94,0,2,,,,,,,,,0,,,69,0
16798,note_on,0,0,2,,,,,,,,,0,,,75,0
16800,note_on,0,0,2,,,,,,,,,0,,,75,60
16800,note_on,2,0,2,,,,,,,,,0,,,69,60
16864,note_on,160,0,3,,,,,,,,,0,,,59,0
16894,note_on,94,0,2,,,,,,,,,0,,,69,0
16894,note_on,0,0,2,,,,,,,,,0,,,75,0
16896,note_on,0,0,2,,,,,,,,,0,,,75,65
16896,note_on,2,0,2,,,,,,,,,0,,,69,65
16896,note_on,192,0,1,,,,,,,,,0,,,78,0
16896,note_on,0,0,1,,,,,,,,,0,,,79,65
16896,note_on,32,0,3,,,,,,,,,0,,,58,92
16902,note_on,6,0,3,,,,,,,,,0,,,58,0
16904,note_on,2,0,3,,,,,,,,,0,,,59,92
16910,note_on,6,0,3,,,,,,,,,0,,,59,0
16912,note_on,2,0,3,,,,,,,,,0,,,61,92
16918,note_on,6,0,3,,,,,,,,,0,,,61,0
16920,note_on,2,0,3,,,,,,,,,0,,,59,92
16926,note_on,6,0,3,,,,,,,,,0,,,59,0
16928,note_on,2,0,3,,,,,,,,,0,,,61,92
16934,note_on,6,0,3,,,,,,,,,0,,,61,0
16936,note_on,2,0,3,,,,,,,,,0,,,59,92
16942,note_on,6,0,3,,,,,,,,,0,,,59,0
16944,note_on,2,0,3,,,,,,,,,0,,,61,92
16950,note_on,6,0,3,,,,,,,,,0,,,61,0
16952,note_on,2,0,3,,,,,,,,,0,,,59,92
16958,note_on,6,0,3,,,,,,,,,0,,,59,0
16960,note_on,2,0,3,,,,,,,,,0,,,61,92
16966,note_on,6,0,3,,,,,,,,,0,,,61,0
16968,note_on,2,0,3,,,,,,,,,0,,,59,92
16974,note_on,6,0,3,,,,,,,,,0,,,59,0
16976,note_on,2,0,3,,,,,,,,,0,,,61,92
16982,note_on,6,0,3,,,,,,,,,0,,,61,0
16984,note_on,2,0,3,,,,,,,,,0,,,59,92
16990,note_on,0,0,2,,,,,,,,,0,,,75,0
16990,note_on,94,0,2,,,,,,,,,0,,,69,0
16990,note_on,6,0,3,,,,,,,,,0,,,59,0
16992,note_on,0,0,2,,,,,,,,,0,,,75,70
16992,note_on,2,0,2,,,,,,,,,0,,,69,70
16992,note_on,2,0,3,,,,,,,,,0,,,61,92
16998,note_on,6,0,3,,,,,,,,,0,,,61,0
17000,note_on,2,0,3,,,,,,,,,0,,,59,92
17006,note_on,6,0,3,,,,,,,,,0,,,59,0
17008,note_on,2,0,3,,,,,,,,,0,,,61,92
17014,note_on,6,0,3,,,,,,,,,0,,,61,0
17016,note_on,2,0,3,,,,,,,,,0,,,59,92
17022,note_on,6,0,3,,,,,,,,,0,,,59,0
17024,note_on,2,0,3,,,,,,,,,0,,,61,92
17030,note_on,6,0,3,,,,,,,,,0,,,61,0
17032,note_on,2,0,3,,,,,,,,,0,,,59,92
17038,note_on,6,0,3,,,,,,,,,0,,,59,0
17040,note_on,2,0,3,,,,,,,,,0,,,61,92
17046,note_on,6,0,3,,,,,,,,,0,,,61,0
17048,note_on,2,0,3,,,,,,,,,0,,,59,92
17054,note_on,6,0,3,,,,,,,,,0,,,59,0
17056,note_on,2,0,3,,,,,,,,,0,,,61,92
17062,note_on,6,0,3,,,,,,,,,0,,,61,0
17064,note_on,2,0,3,,,,,,,,,0,,,59,92
17070,note_on,6,0,3,,,,,,,,,0,,,59,0
17072,note_on,2,0,3,,,,,,,,,0,,,61,92
17078,note_on,6,0,3,,,,,,,,,0,,,61,0
17080,note_on,2,0,3,,,,,,,,,0,,,59,92
17086,note_on,6,0,3,,,,,,,,,0,,,59,0
17086,note_on,0,0,2,,,,,,,,,0,,,75,0
17086,note_on,94,0,2,,,,,,,,,0,,,69,0
17088,note_on,0,0,1,,,,,,,,,0,,,80,75
17088,note_on,192,0,1,,,,,,,,,0,,,79,0
17088,note_on,2,0,2,,,,,,,,,0,,,68,75
17088,note_on,0,0,2,,,,,,,,,0,,,76,75
17088,note_on,2,0,3,,,,,,,,,0,,,58,92
17098,note_on,10,0,3,,,,,,,,,0,,,58,0
17100,note_on,2,0,3,,,,,,,,,0,,,59,92
17110,note_on,10,0,3,,,,,,,,,0,,,59,0
17112,note_on,2,0,3,,,,,,,,,0,,,61,92
17122,note_on,10,0,3,,,,,,,,,0,,,61,0
17124,note_on,2,0,3,,,,,,,,,0,,,59,92
17134,note_on,10,0,3,,,,,,,,,0,,,59,0
17136,note_on,2,0,3,,,,,,,,,0,,,57,92
17150,note_on,14,0,3,,,,,,,,,0,,,57,0
17152,note_on,2,0,3,,,,,,,,,0,,,56,92
17166,note_on,14,0,3,,,,,,,,,0,,,56,0
17168,note_on,2,0,3,,,,,,,,,0,,,55,92
17182,note_on,0,0,2,,,,,,,,,0,,,76,0
17182,note_on,14,0,3,,,,,,,,,0,,,55,0
17182,note_on,94,0,2,,,,,,,,,0,,,68,0
17184,note_on,2,0,2,,,,,,,,,0,,,68,80
17184,note_on,0,0,2,,,,,,,,,0,,,76,80
17184,note_on,2,0,3,,,,,,,,,0,,,57,92
17198,note_on,14,0,3,,,,,,,,,0,,,57,0
17200,note_on,2,0,3,,,,,,,,,0,,,56,92
17203,set_tempo,14515,1,0,,,,,1463414,,,,,,,,
17214,note_on,14,0,3,,,,,,,,,0,,,56,0
17216,note_on,2,0,3,,,,,,,,,0,,,54,92
17230,note_on,14,0,3,,,,,,,,,0,,,54,0
17232,note_on,2,0,3,,,,,,,,,0,,,52,92
17246,note_on,14,0,3,,,,,,,,,0,,,52,0
17248,note_on,2,0,3,,,,,,,,,0,,,51,92
17262,note_on,14,0,3,,,,,,,,,0,,,51,0
17264,note_on,2,0,3,,,,,,,,,0,,,49,92
17278,note_on,94,0,2,,,,,,,,,0,,,68,0
17278,note_on,0,0,2,,,,,,,,,0,,,76,0
17278,note_on,14,0,3,,,,,,,,,0,,,49,0
17280,note_on,192,0,1,,,,,,,,,0,,,80,0
17280,note_on,2,0,3,,,,,,,,,0,,,48,127
17280,note_on,0,0,2,,,,,,,,,0,,,75,85
17280,note_on,2,0,2,,,,,,,,,0,,,69,85
17280,note_on,0,0,1,,,,,,,,,0,,,81,86
17280,note_on,0,0,1,,,,,,,,,0,,,78,86
17302,note_on,22,0,3,,,,,,,,,0,,,48,0
17304,note_on,2,0,3,,,,,,,,,0,,,47,93
17318,set_tempo,115,1,0,,,,,1500000,,,,,,,,
17326,note_on,22,0,3,,,,,,,,,0,,,47,0
17328,note_on,2,0,3,,,,,,,,,0,,,46,94
17350,note_on,22,0,3,,,,,,,,,0,,,46,0
17352,note_on,2,0,3,,,,,,,,,0,,,47,95
17374,note_on,94,0,2,,,,,,,,,0,,,69,0
17374,note_on,22,0,3,,,,,,,,,0,,,47,0
17374,note_on,0,0,2,,,,,,,,,0,,,75,0
17376,note_on,2,0,3,,,,,,,,,0,,,46,127
17376,note_on,2,0,2,,,,,,,,,0,,,69,90
17376,note_on,0,0,2,,,,,,,,,0,,,75,90
17398,note_on,22,0,3,,,,,,,,,0,,,46,0
17400,note_on,2,0,3,,,,,,,,,0,,,45,97
17422,note_on,22,0,3,,,,,,,,,0,,,45,0
17424,note_on,2,0,3,,,,,,,,,0,,,44,98
17433,set_tempo,115,1,0,,,,,1538461,,,,,,,,
17446,note_on,22,0,3,,,,,,,,,0,,,44,0
17448,note_on,2,0,3,,,,,,,,,0,,,45,99
17470,note_on,0,0,2,,,,,,,,,0,,,75,0
17470,note_on,22,0,3,,,,,,,,,0,,,45,0
17470,note_on,94,0,2,,,,,,,,,0,,,69,0
17472,note_on,2,0,2,,,,,,,,,0,,,69,96
17472,note_on,0,0,2,,,,,,,,,0,,,75,96
17472,note_on,2,0,3,,,,,,,,,0,,,44,127
17486,note_on,14,0,3,,,,,,,,,0,,,44,0
17488,note_on,2,0,3,,,,,,,,,0,,,43,100
17502,note_on,14,0,3,,,,,,,,,0,,,43,0
17504,note_on,2,0,3,,,,,,,,,0,,,42,100
17518,note_on,14,0,3,,,,,,,,,0,,,42,0
17520,note_on,2,0,3,,,,,,,,,0,,,43,100
17534,note_on,14,0,3,,,,,,,,,0,,,43,0
17536,note_on,2,0,3,,,,,,,,,0,,,42,100
17548,set_tempo,115,1,0,,,,,1578947,,,,,,,,
17550,note_on,14,0,3,,,,,,,,,0,,,42,0
17552,note_on,2,0,3,,,,,,,,,0,,,41,101
17566,note_on,94,0,2,,,,,,,,,0,,,69,0
17566,note_on,0,0,2,,,,,,,,,0,,,75,0
17566,note_on,14,0,3,,,,,,,,,0,,,41,0
17568,note_on,2,0,3,,,,,,,,,0,,,40,102
17568,note_on,2,0,2,,,,,,,,,0,,,69,102
17568,note_on,0,0,2,,,,,,,,,0,,,75,102
17582,note_on,14,0,3,,,,,,,,,0,,,40,0
17584,note_on,2,0,3,,,,,,,,,0,,,39,103
17598,note_on,14,0,3,,,,,,,,,0,,,39,0
17600,note_on,2,0,3,,,,,,,,,0,,,38,104
17614,note_on,14,0,3,,,,,,,,,0,,,38,0
17616,note_on,2,0,3,,,,,,,,,0,,,37,105
17630,note_on,14,0,3,,,,,,,,,0,,,37,0
17632,note_on,2,0,3,,,,,,,,,0,,,36,106
17646,note_on,14,0,3,,,,,,,,,0,,,36,0
17648,note_on,2,0,3,,,,,,,,,0,,,35,107
17662,note_on,14,0,3,,,,,,,,,0,,,35,0
17662,note_on,94,0,2,,,,,,,,,0,,,69,0
17662,note_on,0,0,2,,,,,,,,,0,,,75,0
17664,note_on,384,0,1,,,,,,,,,0,,,78,0
17664,note_on,2,0,3,,,,,,,,,0,,,34,108
17664,note_on,2,0,2,,,,,,,,,0,,,70,108
17664,note_on,0,0,2,,,,,,,,,0,,,75,108
17664,set_tempo,116,1,0,,,,,1621621,,,,,,,,
17664,set_tempo,0,1,0,,,,,800000,,,,,,,,
17664,note_on,0,0,1,,,,,,,,,0,,,79,108
17664,note_on,0,0,1,,,,,,,,,0,,,82,108
17664,note_on,0,0,1,,,,,,,,,0,,,81,0
17680,note_on,16,0,3,,,,,,,,,0,,,34,0
17680,note_on,0,0,3,,,,,,,,,0,,,33,108
17696,note_on,16,0,3,,,,,,,,,0,,,33,0
17696,note_on,0,0,3,,,,,,,,,0,,,34,108
17712,note_on,16,0,3,,,,,,,,,0,,,34,0
17712,note_on,0,0,3,,,,,,,,,0,,,36,108
17728,note_on,16,0,3,,,,,,,,,0,,,36,0
17728,note_on,0,0,3,,,,,,,,,0,,,38,108
17744,note_on,16,0,3,,,,,,,,,0,,,38,0
17744,note_on,0,0,3,,,,,,,,,0,,,39,108
17760,note_on,16,0,3,,,,,,,,,0,,,39,0
17760,note_on,0,0,3,,,,,,,,,0,,,41,108
17776,note_on,0,0,3,,,,,,,,,0,,,43,108
17776,note_on,16,0,3,,,,,,,,,0,,,41,0
17792,note_on,16,0,3,,,,,,,,,0,,,43,0
17792,note_on,0,0,3,,,,,,,,,0,,,44,108
17808,note_on,16,0,3,,,,,,,,,0,,,44,0
17808,note_on,0,0,3,,,,,,,,,0,,,46,108
17824,note_on,16,0,3,,,,,,,,,0,,,46,0
17824,note_on,0,0,3,,,,,,,,,0,,,48,108
17824,note_on,160,0,2,,,,,,,,,0,,,70,0
17824,note_on,0,0,2,,,,,,,,,0,,,75,0
17840,note_on,0,0,3,,,,,,,,,0,,,50,108
17840,note_on,16,0,3,,,,,,,,,0,,,48,0
17856,note_on,0,0,2,,,,,,,,,0,,,75,108
17856,note_on,32,0,2,,,,,,,,,0,,,70,108
17856,note_on,16,0,3,,,,,,,,,0,,,50,0
17856,note_on,0,0,3,,,,,,,,,0,,,51,108
17872,note_on,0,0,3,,,,,,,,,0,,,53,108
17872,note_on,16,0,3,,,,,,,,,0,,,51,0
17888,note_on,16,0,3,,,,,,,,,0,,,53,0
17888,note_on,0,0,3,,,,,,,,,0,,,55,108
17904,note_on,16,0,3,,,,,,,,,0,,,55,0
17904,note_on,0,0,3,,,,,,,,,0,,,56,108
17920,note_on,16,0,3,,,,,,,,,0,,,56,0
17920,note_on,0,0,3,,,,,,,,,0,,,58,108
17936,note_on,16,0,3,,,,,,,,,0,,,58,0
17936,note_on,0,0,3,,,,,,,,,0,,,60,108
17952,note_on,16,0,3,,,,,,,,,0,,,60,0
17952,note_on,0,0,3,,,,,,,,,0,,,62,108
17968,note_on,0,0,3,,,,,,,,,0,,,63,108
17968,note_on,16,0,3,,,,,,,,,0,,,62,0
17984,note_on,0,0,3,,,,,,,,,0,,,65,108
17984,note_on,16,0,3,,,,,,,,,0,,,63,0
18000,note_on,16,0,3,,,,,,,,,0,,,65,0
18000,note_on,0,0,3,,,,,,,,,0,,,67,108
18016,note_on,0,0,3,,,,,,,,,0,,,65,108
18016,note_on,0,0,2,,,,,,,,,0,,,75,0
18016,note_on,16,0,3,,,,,,,,,0,,,67,0
18016,note_on,160,0,2,,,,,,,,,0,,,70,0
18032,note_on,0,0,3,,,,,,,,,0,,,63,108
18032,note_on,16,0,3,,,,,,,,,0,,,65,0
18048,note_on,0,0,3,,,,,,,,,0,,,62,108
18048,note_on,16,0,3,,,,,,,,,0,,,63,0
18048,note_on,0,0,1,,,,,,,,,0,,,82,0
18048,note_on,32,0,2,,,,,,,,,0,,,67,108
18048,note_on,384,0,1,,,,,,,,,0,,,79,0
18048,note_on,0,0,1,,,,,,,,,0,,,79,108
18048,note_on,0,0,2,,,,,,,,,0,,,70,108
18048,note_on,0,0,1,,,,,,,,,0,,,75,108
18064,note_on,0,0,3,,,,,,,,,0,,,60,107
18064,note_on,16,0,3,,,,,,,,,0,,,62,0
18080,note_on,16,0,3,,,,,,,,,0,,,60,0
18080,note_on,0,0,3,,,,,,,,,0,,,58,106
18096,note_on,16,0,3,,,,,,,,,0,,,58,0
18096,note_on,0,0,3,,,,,,,,,0,,,57,105
18112,note_on,16,0,3,,,,,,,,,0,,,57,0
18112,note_on,0,0,3,,,,,,,,,0,,,60,104
18128,note_on,16,0,3,,,,,,,,,0,,,60,0
18128,note_on,0,0,3,,,,,,,,,0,,,58,103
