tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,data,note,velocity
6540,note_on,,,,,10,0,2,,,,,1,,,,65,44
6580,set_tempo,,,,,50,1,0,,533333,,,,,,,,
6590,note_on,,,,,50,0,2,,,,,1,,,,65,0
6592,note_on,,,,,2,0,2,,,,,1,,,,56,0
6600,note_on,,,,,60,0,1,,,,,0,,,,77,73
6605,set_tempo,,,,,25,1,0,,461538,,,,,,,,
6660,control_change,,,,,60,0,1,,,,,0,64,127,,,
6660,note_on,,,,,68,0,2,,,,,1,,,,45,48
6660,control_change,,,,,0,0,2,,,,,1,64,127,,,
6679,note_on,,,,,19,0,1,,,,,0,,,,77,0
6680,note_on,,,,,1,0,1,,,,,0,,,,78,74
6698,note_on,,,,,18,0,1,,,,,0,,,,78,0
6700,note_on,,,,,2,0,1,,,,,0,,,,77,78
6711,note_on,,,,,51,0,2,,,,,1,,,,45,0
6719,note_on,,,,,19,0,1,,,,,0,,,,77,0
6720,note_on,,,,,9,0,2,,,,,1,,,,63,52
6720,note_on,,,,,1,0,1,,,,,0,,,,76,75
6720,control_change,,,,,0,0,1,,,,,0,64,0,,,
6720,note_on,,,,,0,0,2,,,,,1,,,,60,48
6720,control_change,,,,,0,0,2,,,,,1,64,0,,,
6720,note_on,,,,,0,0,2,,,,,1,,,,53,51
6747,note_on,,,,,27,0,1,,,,,0,,,,76,0
6750,note_on,,,,,3,0,1,,,,,0,,,,77,79
6770,note_on,,,,,50,0,2,,,,,1,,,,60,0
6772,note_on,,,,,0,0,2,,,,,1,,,,63,0
6772,note_on,,,,,2,0,2,,,,,1,,,,53,0
6779,note_on,,,,,29,0,1,,,,,0,,,,77,0
6780,note_on,,,,,1,0,1,,,,,0,,,,80,76
6780,note_on,,,,,8,0,2,,,,,1,,,,60,48
6780,note_on,,,,,0,0,2,,,,,1,,,,63,53
6780,note_on,,,,,0,0,2,,,,,1,,,,53,50
6807,note_on,,,,,27,0,1,,,,,0,,,,80,0
6810,note_on,,,,,3,0,1,,,,,0,,,,78,82
6830,note_on,,,,,50,0,2,,,,,1,,,,60,0
6831,note_on,,,,,1,0,2,,,,,1,,,,53,0
6832,note_on,,,,,1,0,2,,,,,1,,,,63,0
6839,note_on,,,,,29,0,1,,,,,0,,,,78,0
6840,note_on,,,,,1,0,1,,,,,0,,,,77,81
6840,control_change,,,,,0,0,1,,,,,0,64,127,,,
6840,note_on,,,,,8,0,2,,,,,1,,,,46,56
6840,control_change,,,,,0,0,2,,,,,1,64,127,,,
6845,set_tempo,,,,,240,1,0,,433213,,,,,,,,
6868,note_on,,,,,28,0,1,,,,,0,,,,77,0
6870,note_on,,,,,2,0,1,,,,,0,,,,78,86
6893,note_on,,,,,53,0,2,,,,,1,,,,46,0
6900,note_on,,,,,7,0,2,,,,,1,,,,61,52
6900,control_change,,,,,0,0,2,,,,,1,64,0,,,
6900,control_change,,,,,0,0,1,,,,,0,64,0,,,
6900,note_on,,,,,0,0,1,,,,,0,,,,77,82
6900,note_on,,,,,30,0,1,,,,,0,,,,78,0
6900,note_on,,,,,0,0,2,,,,,1,,,,53,52
6927,note_on,,,,,27,0,1,,,,,0,,,,77,0
6930,note_on,,,,,3,0,1,,,,,0,,,,76,83
6950,note_on,,,,,50,0,2,,,,,1,,,,53,0
6950,note_on,,,,,0,0,2,,,,,1,,,,61,0
6957,note_on,,,,,27,0,1,,,,,0,,,,76,0
6960,note_on,,,,,3,0,1,,,,,0,,,,77,87
6960,note_on,,,,,0,0,2,,,,,1,,,,53,54
6960,note_on,,,,,10,0,2,,,,,1,,,,61,56
6989,note_on,,,,,29,0,1,,,,,0,,,,77,0
6990,note_on,,,,,1,0,1,,,,,0,,,,82,86
7011,note_on,,,,,51,0,2,,,,,1,,,,53,0
7012,note_on,,,,,1,0,2,,,,,1,,,,61,0
7018,note_on,,,,,28,0,1,,,,,0,,,,82,0
7020,control_change,,,,,0,0,1,,,,,0,64,127,,,
7020,note_on,,,,,2,0,1,,,,,0,,,,80,91
7020,note_on,,,,,8,0,2,,,,,1,,,,48,59
7020,control_change,,,,,0,0,2,,,,,1,64,127,,,
7039,note_on,,,,,19,0,1,,,,,0,,,,80,0
7040,note_on,,,,,1,0,1,,,,,0,,,,82,87
7057,note_on,,,,,17,0,1,,,,,0,,,,82,0
7060,note_on,,,,,3,0,1,,,,,0,,,,80,91
7072,note_on,,,,,52,0,2,,,,,1,,,,48,0
7079,note_on,,,,,19,0,1,,,,,0,,,,80,0
7080,control_change,,,,,0,0,2,,,,,1,64,0,,,
7080,note_on,,,,,0,0,2,,,,,1,,,,56,55
7080,note_on,,,,,0,0,2,,,,,1,,,,63,59
7080,note_on,,,,,8,0,2,,,,,1,,,,66,56
7080,note_on,,,,,1,0,1,,,,,0,,,,79,88
7080,control_change,,,,,0,0,1,,,,,0,64,0,,,
7107,note_on,,,,,27,0,1,,,,,0,,,,79,0
7110,note_on,,,,,3,0,1,,,,,0,,,,80,94
7130,note_on,,,,,0,0,2,,,,,1,,,,66,0
7130,note_on,,,,,50,0,2,,,,,1,,,,56,0
7132,note_on,,,,,2,0,2,,,,,1,,,,63,0
7139,note_on,,,,,29,0,1,,,,,0,,,,80,0
7140,note_on,,,,,8,0,2,,,,,1,,,,66,61
7140,note_on,,,,,0,0,2,,,,,1,,,,63,58
7140,note_on,,,,,1,0,1,,,,,0,,,,84,92
7140,note_on,,,,,0,0,2,,,,,1,,,,56,62
7168,note_on,,,,,28,0,1,,,,,0,,,,84,0
7170,note_on,,,,,2,0,1,,,,,0,,,,82,97
7191,note_on,,,,,51,0,2,,,,,1,,,,63,0
7192,note_on,,,,,1,0,2,,,,,1,,,,66,0
7193,note_on,,,,,1,0,2,,,,,1,,,,56,0
7200,note_on,,,,,0,0,1,,,,,0,,,,80,94
7200,control_change,,,,,0,0,1,,,,,0,64,127,,,
7200,note_on,,,,,30,0,1,,,,,0,,,,82,0
7200,note_on,,,,,7,0,2,,,,,1,,,,49,59
7200,control_change,,,,,0,0,2,,,,,1,64,127,,,
7227,note_on,,,,,27,0,1,,,,,0,,,,80,0
7230,note_on,,,,,3,0,1,,,,,0,,,,82,95
7250,note_on,,,,,50,0,2,,,,,1,,,,49,0
7257,note_on,,,,,27,0,1,,,,,0,,,,82,0
7260,control_change,,,,,0,0,2,,,,,1,64,0,,,
7260,note_on,,,,,0,0,2,,,,,1,,,,56,63
7260,note_on,,,,,10,0,2,,,,,1,,,,65,60
7260,control_change,,,,,0,0,1,,,,,0,64,0,,,
7260,note_on,,,,,3,0,1,,,,,0,,,,80,99
7289,note_on,,,,,29,0,1,,,,,0,,,,80,0
7290,note_on,,,,,1,0,1,,,,,0,,,,79,98
7310,note_on,,,,,50,0,2,,,,,1,,,,65,0
7312,note_on,,,,,2,0,2,,,,,1,,,,56,0
7318,note_on,,,,,28,0,1,,,,,0,,,,79,0
7320,note_on,,,,,2,0,1,,,,,0,,,,80,102
7320,set_tempo,,,,,475,1,0,,459770,,,,,,,,
7322,set_tempo,,,,,2,1,0,,547945,,,,,,,,
7349,note_on,,,,,29,0,1,,,,,0,,,,80,0
7350,note_on,,,,,1,0,1,,,,,0,,,,85,99
7377,note_on,,,,,27,0,1,,,,,0,,,,85,0
7380,control_change,,,,,0,0,1,,,,,0,64,127,,,
7380,control_change,,,,,0,0,2,,,,,1,64,127,,,
7380,note_on,,,,,68,0,2,,,,,1,,,,54,63
7380,note_on,,,,,3,0,1,,,,,0,,,,84,104
7405,set_tempo,,,,,83,1,0,,465116,,,,,,,,
7409,note_on,,,,,29,0,1,,,,,0,,,,84,0
7410,note_on,,,,,1,0,1,,,,,0,,,,82,98
7431,note_on,,,,,51,0,2,,,,,1,,,,54,0
7437,note_on,,,,,27,0,1,,,,,0,,,,82,0
7440,control_change,,,,,0,0,1,,,,,0,64,0,,,
7440,note_on,,,,,3,0,1,,,,,0,,,,80,101
7440,note_on,,,,,9,0,2,,,,,1,,,,63,64
7440,note_on,,,,,0,0,2,,,,,1,,,,58,60
7440,control_change,,,,,0,0,2,,,,,1,64,0,,,
7469,note_on,,,,,29,0,1,,,,,0,,,,80,0
7470,note_on,,,,,1,0,1,,,,,0,,,,78,95
7490,note_on,,,,,50,0,2,,,,,1,,,,58,0
7492,note_on,,,,,2,0,2,,,,,1,,,,63,0
7498,note_on,,,,,28,0,1,,,,,0,,,,78,0
7500,note_on,,,,,2,0,1,,,,,0,,,,77,97
7530,note_on,,,,,0,0,1,,,,,0,,,,75,89
7530,note_on,,,,,30,0,1,,,,,0,,,,77,0
7557,note_on,,,,,27,0,1,,,,,0,,,,75,0
7560,note_on,,,,,68,0,2,,,,,1,,,,44,57
7560,control_change,,,,,0,0,2,,,,,1,64,127,,,
7560,control_change,,,,,0,0,1,,,,,0,64,127,,,
7560,note_on,,,,,3,0,1,,,,,0,,,,73,87
7587,note_on,,,,,27,0,1,,,,,0,,,,73,0
7590,note_on,,,,,3,0,1,,,,,0,,,,72,87
7612,note_on,,,,,52,0,2,,,,,1,,,,44,0
7619,note_on,,,,,29,0,1,,,,,0,,,,72,0
7620,note_on,,,,,0,0,2,,,,,1,,,,56,55
7620,note_on,,,,,1,0,1,,,,,0,,,,70,83
7620,control_change,,,,,0,0,1,,,,,0,64,0,,,
7620,note_on,,,,,8,0,2,,,,,1,,,,61,50
7620,control_change,,,,,0,0,2,,,,,1,64,0,,,
7620,note_on,,,,,0,0,2,,,,,1,,,,53,52
7648,note_on,,,,,28,0,1,,,,,0,,,,70,0
7650,note_on,,,,,2,0,1,,,,,0,,,,68,84
7670,note_on,,,,,50,0,2,,,,,1,,,,61,0
7671,note_on,,,,,1,0,2,,,,,1,,,,53,0
7672,note_on,,,,,1,0,2,,,,,1,,,,56,0
7679,note_on,,,,,29,0,1,,,,,0,,,,68,0
7680,note_on,,,,,1,0,1,,,,,0,,,,66,77
7707,note_on,,,,,27,0,1,,,,,0,,,,66,0
7710,note_on,,,,,3,0,1,,,,,0,,,,65,78
7739,note_on,,,,,29,0,1,,,,,0,,,,65,0
7740,note_on,,,,,68,0,2,,,,,1,,,,44,50
7740,note_on,,,,,1,0,1,,,,,0,,,,63,71
7740,control_change,,,,,0,0,1,,,,,0,64,127,,,
7740,control_change,,,,,0,0,2,,,,,1,64,127,,,
7767,note_on,,,,,27,0,1,,,,,0,,,,63,0
7770,note_on,,,,,3,0,1,,,,,0,,,,61,74
7793,note_on,,,,,53,0,2,,,,,1,,,,44,0
7799,note_on,,,,,29,0,1,,,,,0,,,,61,0
7800,control_change,,,,,0,0,2,,,,,1,64,0,,,
7800,note_on,,,,,0,0,2,,,,,1,,,,54,42
7800,note_on,,,,,7,0,2,,,,,1,,,,56,42
7800,note_on,,,,,1,0,1,,,,,0,,,,60,69
7800,control_change,,,,,0,0,1,,,,,0,64,0,,,
7828,note_on,,,,,28,0,1,,,,,0,,,,60,0
7830,note_on,,,,,2,0,1,,,,,0,,,,63,74
7850,note_on,,,,,0,0,2,,,,,1,,,,56,0
7850,note_on,,,,,50,0,2,,,,,1,,,,54,0
7860,note_on,,,,,0,0,2,,,,,1,,,,56,44
7860,note_on,,,,,0,0,2,,,,,1,,,,54,47
7860,note_on,,,,,0,0,1,,,,,0,,,,70,70
7860,note_on,,,,,10,0,2,,,,,1,,,,60,46
7860,note_on,,,,,30,0,1,,,,,0,,,,63,0
7887,note_on,,,,,27,0,1,,,,,0,,,,70,0
7890,note_on,,,,,3,0,1,,,,,0,,,,68,71
7911,note_on,,,,,51,0,2,,,,,1,,,,56,0
7912,note_on,,,,,1,0,2,,,,,1,,,,54,0
7912,note_on,,,,,0,0,2,,,,,1,,,,60,0
7917,note_on,,,,,27,0,1,,,,,0,,,,68,0
7920,control_change,,,,,0,0,1,,,,,0,64,127,,,
7920,note_on,,,,,3,0,1,,,,,0,,,,67,75
7920,note_on,,,,,8,0,2,,,,,1,,,,49,44
7920,control_change,,,,,0,0,2,,,,,1,64,127,,,
7949,note_on,,,,,29,0,1,,,,,0,,,,67,0
7950,note_on,,,,,1,0,1,,,,,0,,,,68,74
7970,note_on,,,,,50,0,2,,,,,1,,,,49,0
7978,note_on,,,,,28,0,1,,,,,0,,,,68,0
7980,note_on,,,,,2,0,1,,,,,0,,,,70,78
7980,control_change,,,,,0,0,1,,,,,0,64,0,,,
7980,note_on,,,,,0,0,2,,,,,1,,,,56,49
7980,control_change,,,,,0,0,2,,,,,1,64,0,,,
7980,note_on,,,,,0,0,2,,,,,1,,,,65,44
7980,note_on,,,,,10,0,2,,,,,1,,,,61,48
8009,note_on,,,,,29,0,1,,,,,0,,,,70,0
8010,note_on,,,,,1,0,1,,,,,0,,,,72,75
8030,note_on,,,,,50,0,2,,,,,1,,,,65,0
8032,note_on,,,,,0,0,2,,,,,1,,,,61,0
8032,note_on,,,,,2,0,2,,,,,1,,,,56,0
8037,note_on,,,,,27,0,1,,,,,0,,,,72,0
8040,note_on,,,,,3,0,1,,,,,0,,,,73,79
8069,note_on,,,,,29,0,1,,,,,0,,,,73,0
8070,note_on,,,,,1,0,1,,,,,0,,,,75,76
8097,note_on,,,,,27,0,1,,,,,0,,,,75,0
8100,note_on,,,,,3,0,1,,,,,0,,,,77,82
8100,note_on,,,,,68,0,2,,,,,1,,,,56,49
8119,note_on,,,,,19,0,1,,,,,0,,,,77,0
8120,note_on,,,,,1,0,1,,,,,0,,,,78,80
8138,note_on,,,,,18,0,1,,,,,0,,,,78,0
8140,note_on,,,,,2,0,1,,,,,0,,,,77,85
8160,note_on,,,,,0,0,1,,,,,0,,,,76,80
8160,note_on,,,,,20,0,1,,,,,0,,,,77,0
8160,note_on,,,,,60,0,2,,,,,1,,,,65,54
8160,note_on,,,,,0,0,2,,,,,1,,,,63,49
8165,set_tempo,,,,,760,1,0,,431655,,,,,,,,
8187,note_on,,,,,27,0,1,,,,,0,,,,76,0
8190,note_on,,,,,3,0,1,,,,,0,,,,77,81
8210,note_on,,,,,50,0,2,,,,,1,,,,63,0
8213,note_on,,,,,3,0,2,,,,,1,,,,65,0
8217,note_on,,,,,27,0,1,,,,,0,,,,77,0
8220,note_on,,,,,3,0,1,,,,,0,,,,80,85
8220,note_on,,,,,7,0,2,,,,,1,,,,63,50
8220,note_on,,,,,0,0,2,,,,,1,,,,65,53
8249,note_on,,,,,29,0,1,,,,,0,,,,80,0
8250,note_on,,,,,1,0,1,,,,,0,,,,78,84
8270,note_on,,,,,50,0,2,,,,,1,,,,63,0
8271,note_on,,,,,1,0,2,,,,,1,,,,56,0
8272,note_on,,,,,1,0,2,,,,,1,,,,65,0
8278,note_on,,,,,28,0,1,,,,,0,,,,78,0
8280,note_on,,,,,2,0,1,,,,,0,,,,77,88
8280,note_on,,,,,8,0,2,,,,,1,,,,58,52
8309,note_on,,,,,29,0,1,,,,,0,,,,77,0
8310,note_on,,,,,1,0,1,,,,,0,,,,78,86
8337,note_on,,,,,27,0,1,,,,,0,,,,78,0
8340,note_on,,,,,3,0,1,,,,,0,,,,77,90
8340,note_on,,,,,0,0,2,,,,,1,,,,61,53
8340,note_on,,,,,60,0,2,,,,,1,,,,65,57
8369,note_on,,,,,29,0,1,,,,,0,,,,77,0
8370,note_on,,,,,1,0,1,,,,,0,,,,76,87
8390,note_on,,,,,50,0,2,,,,,1,,,,61,0
8392,note_on,,,,,2,0,2,,,,,1,,,,65,0
8397,note_on,,,,,27,0,1,,,,,0,,,,76,0
8400,note_on,,,,,8,0,2,,,,,1,,,,65,57
8400,note_on,,,,,0,0,2,,,,,1,,,,61,53
8400,note_on,,,,,3,0,1,,,,,0,,,,77,93
8429,note_on,,,,,29,0,1,,,,,0,,,,77,0
8430,note_on,,,,,1,0,1,,,,,0,,,,82,91
8450,note_on,,,,,50,0,2,,,,,1,,,,61,0
8451,note_on,,,,,1,0,2,,,,,1,,,,58,0
8452,note_on,,,,,1,0,2,,,,,1,,,,65,0
8458,note_on,,,,,28,0,1,,,,,0,,,,82,0
8460,note_on,,,,,8,0,2,,,,,1,,,,60,59
8460,note_on,,,,,2,0,1,,,,,0,,,,80,96
8480,note_on,,,,,0,0,1,,,,,0,,,,82,92
8480,note_on,,,,,20,0,1,,,,,0,,,,80,0
8497,note_on,,,,,17,0,1,,,,,0,,,,82,0
8500,note_on,,,,,3,0,1,,,,,0,,,,80,92
8517,note_on,,,,,17,0,1,,,,,0,,,,80,0
8520,note_on,,,,,3,0,1,,,,,0,,,,79,96
8520,note_on,,,,,0,0,2,,,,,1,,,,66,61
8520,note_on,,,,,60,0,2,,,,,1,,,,68,57
8549,note_on,,,,,29,0,1,,,,,0,,,,79,0
8550,note_on,,,,,1,0,1,,,,,0,,,,80,95
8571,note_on,,,,,51,0,2,,,,,1,,,,68,0
8573,note_on,,,,,2,0,2,,,,,1,,,,66,0
8578,note_on,,,,,28,0,1,,,,,0,,,,80,0
8580,note_on,,,,,7,0,2,,,,,1,,,,68,58
8580,note_on,,,,,2,0,1,,,,,0,,,,84,99
8580,note_on,,,,,0,0,2,,,,,1,,,,66,58
8609,note_on,,,,,29,0,1,,,,,0,,,,84,0
8610,note_on,,,,,1,0,1,,,,,0,,,,82,96
8630,note_on,,,,,50,0,2,,,,,1,,,,66,0
8630,note_on,,,,,0,0,2,,,,,1,,,,68,0
8633,note_on,,,,,3,0,2,,,,,1,,,,60,0
8637,note_on,,,,,27,0,1,,,,,0,,,,82,0
8640,note_on,,,,,3,0,1,,,,,0,,,,80,100
8640,note_on,,,,,7,0,2,,,,,1,,,,61,62
8669,note_on,,,,,29,0,1,,,,,0,,,,80,0
8670,note_on,,,,,1,0,1,,,,,0,,,,82,97
8692,note_on,,,,,52,0,2,,,,,1,,,,61,0
8697,note_on,,,,,27,0,1,,,,,0,,,,82,0
8700,note_on,,,,,3,0,1,,,,,0,,,,80,103
8700,note_on,,,,,8,0,2,,,,,1,,,,68,61
8700,note_on,,,,,0,0,2,,,,,1,,,,65,64
8729,note_on,,,,,29,0,1,,,,,0,,,,80,0
8730,note_on,,,,,1,0,1,,,,,0,,,,79,101
8750,set_tempo,,,,,585,1,0,,506329,,,,,,,,
8751,note_on,,,,,51,0,2,,,,,1,,,,68,0
8752,note_on,,,,,1,0,2,,,,,1,,,,65,0
8758,note_on,,,,,28,0,1,,,,,0,,,,79,0
8760,note_on,,,,,2,0,1,,,,,0,,,,80,106
8790,note_on,,,,,0,0,1,,,,,0,,,,89,102
8790,note_on,,,,,30,0,1,,,,,0,,,,80,0
8817,note_on,,,,,27,0,1,,,,,0,,,,89,0
8820,note_on,,,,,3,0,1,,,,,0,,,,87,103
8820,note_on,,,,,68,0,2,,,,,1,,,,54,63
8830,set_tempo,,,,,80,1,0,,489796,,,,,,,,
8847,note_on,,,,,27,0,1,,,,,0,,,,87,0
8850,note_on,,,,,3,0,1,,,,,0,,,,85,105
8870,note_on,,,,,50,0,2,,,,,1,,,,54,0
8879,note_on,,,,,29,0,1,,,,,0,,,,85,0
8880,note_on,,,,,0,0,2,,,,,1,,,,63,61
8880,note_on,,,,,0,0,2,,,,,1,,,,61,66
8880,note_on,,,,,1,0,1,,,,,0,,,,84,102
8880,note_on,,,,,10,0,2,,,,,1,,,,70,65
8885,set_tempo,,,,,55,1,0,,466926,,,,,,,,
8908,note_on,,,,,28,0,1,,,,,0,,,,84,0
8910,note_on,,,,,2,0,1,,,,,0,,,,82,103
8930,note_on,,,,,50,0,2,,,,,1,,,,63,0
8932,note_on,,,,,2,0,2,,,,,1,,,,61,0
8932,note_on,,,,,0,0,2,,,,,1,,,,70,0
8939,note_on,,,,,29,0,1,,,,,0,,,,82,0
8940,note_on,,,,,1,0,1,,,,,0,,,,80,98
8967,note_on,,,,,27,0,1,,,,,0,,,,80,0
8970,note_on,,,,,3,0,1,,,,,0,,,,78,100
8999,note_on,,,,,29,0,1,,,,,0,,,,78,0
9000,note_on,,,,,1,0,1,,,,,0,,,,77,94
9000,control_change,,,,,0,0,1,,,,,0,64,127,,,
9000,note_on,,,,,68,0,2,,,,,1,,,,44,60
9000,control_change,,,,,0,0,2,,,,,1,64,127,,,
9027,note_on,,,,,27,0,1,,,,,0,,,,77,0
9030,note_on,,,,,3,0,1,,,,,0,,,,75,98
9037,set_tempo,,,,,152,1,0,,466926,,,,,,,,
9051,note_on,,,,,51,0,2,,,,,1,,,,44,0
9059,note_on,,,,,29,0,1,,,,,0,,,,75,0
9060,control_change,,,,,0,0,1,,,,,0,64,0,,,
9060,note_on,,,,,9,0,2,,,,,1,,,,61,63
9060,note_on,,,,,0,0,2,,,,,1,,,,56,58
9060,note_on,,,,,1,0,1,,,,,0,,,,73,94
9060,control_change,,,,,0,0,2,,,,,1,64,0,,,
9060,note_on,,,,,0,0,2,,,,,1,,,,53,58
9088,note_on,,,,,28,0,1,,,,,0,,,,73,0
9090,note_on,,,,,2,0,1,,,,,0,,,,72,96
9110,note_on,,,,,50,0,2,,,,,1,,,,53,0
9110,note_on,,,,,0,0,2,,,,,1,,,,56,0
9113,note_on,,,,,3,0,2,,,,,1,,,,61,0
9120,note_on,,,,,30,0,1,,,,,0,,,,72,0
9120,note_on,,,,,0,0,1,,,,,0,,,,70,90
9147,note_on,,,,,27,0,1,,,,,0,,,,70,0
9150,note_on,,,,,3,0,1,,,,,0,,,,68,89
9177,note_on,,,,,27,0,1,,,,,0,,,,68,0
9180,note_on,,,,,67,0,2,,,,,1,,,,44,58
9180,note_on,,,,,3,0,1,,,,,0,,,,69,90
9187,set_tempo,,,,,150,1,0,,463320,,,,,,,,
9209,note_on,,,,,29,0,1,,,,,0,,,,69,0
9210,note_on,,,,,1,0,1,,,,,0,,,,72,87
9232,note_on,,,,,52,0,2,,,,,1,,,,44,0
9238,note_on,,,,,28,0,1,,,,,0,,,,72,0
9240,note_on,,,,,0,0,2,,,,,1,,,,54,57
9240,note_on,,,,,8,0,2,,,,,1,,,,56,54
9240,note_on,,,,,2,0,1,,,,,0,,,,70,89
9269,note_on,,,,,29,0,1,,,,,0,,,,70,0
9270,note_on,,,,,1,0,1,,,,,0,,,,65,83
9291,note_on,,,,,51,0,2,,,,,1,,,,56,0
9292,note_on,,,,,1,0,2,,,,,1,,,,54,0
9297,note_on,,,,,27,0,1,,,,,0,,,,65,0
9300,note_on,,,,,3,0,1,,,,,0,,,,66,85
9300,note_on,,,,,8,0,2,,,,,1,,,,56,52
9300,note_on,,,,,0,0,2,,,,,1,,,,54,55
9329,note_on,,,,,29,0,1,,,,,0,,,,66,0
9330,note_on,,,,,1,0,1,,,,,0,,,,60,80
9337,set_tempo,,,,,150,1,0,,606061,,,,,,,,
9350,note_on,,,,,50,0,2,,,,,1,,,,56,0
9352,note_on,,,,,2,0,2,,,,,1,,,,54,0
9357,note_on,,,,,27,0,1,,,,,0,,,,60,0
9360,note_on,,,,,8,0,2,,,,,1,,,,49,49
9360,note_on,,,,,3,0,1,,,,,0,,,,61,83
9367,set_tempo,,,,,30,1,0,,1212121,,,,,,,,
9410,note_on,,,,,50,0,2,,,,,1,,,,49,0
9419,note_on,,,,,59,0,1,,,,,0,,,,61,0
9420,note_on,,,,,0,0,2,,,,,1,,,,56,50
9420,note_on,,,,,10,0,2,,,,,1,,,,65,53
9445,set_tempo,,,,,78,1,0,,851064,,,,,,,,
9471,note_on,,,,,51,0,2,,,,,1,,,,56,0
9472,note_on,,,,,1,0,2,,,,,1,,,,65,0
9477,set_tempo,,,,,32,1,0,,754717,,,,,,,,
9480,note_on,,,,,61,0,1,,,,,0,,,,68,75
9540,control_change,,,,,60,0,1,,,,,0,64,127,,,
9540,control_change,,,,,0,0,2,,,,,1,64,127,,,
9540,note_on,,,,,68,0,2,,,,,1,,,,44,51
9593,note_on,,,,,53,0,2,,,,,1,,,,44,0
9600,note_on,,,,,0,0,2,,,,,1,,,,54,47
9600,note_on,,,,,0,0,2,,,,,1,,,,56,44
9600,note_on,,,,,7,0,2,,,,,1,,,,60,44
9651,note_on,,,,,0,0,2,,,,,1,,,,60,0
9651,note_on,,,,,51,0,2,,,,,1,,,,56,0
9652,note_on,,,,,1,0,2,,,,,1,,,,54,0
9657,note_on,,,,,117,0,1,,,,,0,,,,68,0
9660,note_on,,,,,8,0,2,,,,,1,,,,60,44
9660,note_on,,,,,0,0,2,,,,,1,,,,54,43
9660,note_on,,,,,0,0,2,,,,,1,,,,56,47
9660,note_on,,,,,3,0,1,,,,,0,,,,63,71
9711,note_on,,,,,0,0,2,,,,,1,,,,60,0
9711,note_on,,,,,51,0,2,,,,,1,,,,54,0
9713,note_on,,,,,2,0,2,,,,,1,,,,56,0
9720,note_on,,,,,0,0,1,,,,,0,,,,68,63
9720,note_on,,,,,60,0,1,,,,,0,,,,63,0
9720,note_on,,,,,0,0,2,,,,,1,,,,54,47
9720,note_on,,,,,7,0,2,,,,,1,,,,60,46
9720,note_on,,,,,0,0,2,,,,,1,,,,56,42
9722,set_tempo,,,,,245,1,0,,670391,,,,,,,,
9770,note_on,,,,,50,0,2,,,,,1,,,,56,0
9772,note_on,,,,,2,0,2,,,,,1,,,,60,0
9773,note_on,,,,,1,0,2,,,,,1,,,,54,0
9780,note_on,,,,,7,0,2,,,,,1,,,,60,45
9780,note_on,,,,,0,0,2,,,,,1,,,,56,49
9780,note_on,,,,,0,0,2,,,,,1,,,,54,44
9780,control_change,,,,,0,0,2,,,,,1,64,0,,,
9780,control_change,,,,,60,0,1,,,,,0,64,0,,,
9831,note_on,,,,,51,0,2,,,,,1,,,,54,0
9831,note_on,,,,,0,0,2,,,,,1,,,,60,0
9833,note_on,,,,,2,0,2,,,,,1,,,,56,0
9837,note_on,,,,,57,0,1,,,,,0,,,,68,0
9840,note_on,,,,,0,0,2,,,,,1,,,,54,47
9840,note_on,,,,,0,0,2,,,,,1,,,,56,49
9840,note_on,,,,,7,0,2,,,,,1,,,,60,46
9840,note_on,,,,,3,0,1,,,,,0,,,,64,66
9891,note_on,,,,,0,0,2,,,,,1,,,,60,0
9891,note_on,,,,,51,0,2,,,,,1,,,,54,0
9892,note_on,,,,,1,0,2,,,,,1,,,,56,0
9897,note_on,,,,,57,0,1,,,,,0,,,,64,0
9900,note_on,,,,,8,0,2,,,,,1,,,,49,51
9900,control_change,,,,,0,0,2,,,,,1,64,127,,,
9900,note_on,,,,,3,0,1,,,,,0,,,,68,71
9900,control_change,,,,,0,0,1,,,,,0,64,127,,,
9953,note_on,,,,,53,0,2,,,,,1,,,,49,0
9960,note_on,,,,,0,0,2,,,,,1,,,,56,52
9960,note_on,,,,,7,0,2,,,,,1,,,,61,49
10011,note_on,,,,,51,0,2,,,,,1,,,,61,0
10012,note_on,,,,,1,0,2,,,,,1,,,,56,0
10019,note_on,,,,,119,0,1,,,,,0,,,,68,0
10020,note_on,,,,,0,0,2,,,,,1,,,,56,54
10020,control_change,,,,,0,0,2,,,,,1,64,0,,,
10020,note_on,,,,,1,0,1,,,,,0,,,,65,73
10020,control_change,,,,,0,0,1,,,,,0,64,0,,,
10020,note_on,,,,,8,0,2,,,,,1,,,,61,49
10070,note_on,,,,,50,0,2,,,,,1,,,,61,0
10073,note_on,,,,,3,0,2,,,,,1,,,,56,0
10075,set_tempo,,,,,353,1,0,,603015,,,,,,,,
10078,note_on,,,,,58,0,1,,,,,0,,,,65,0
10080,note_on,,,,,7,0,2,,,,,1,,,,44,53
10080,control_change,,,,,0,0,2,,,,,1,64,127,,,
10080,note_on,,,,,2,0,1,,,,,0,,,,77,78
10080,control_change,,,,,0,0,1,,,,,0,64,127,,,
10131,note_on,,,,,51,0,2,,,,,1,,,,44,0
10140,note_on,,,,,0,0,2,,,,,1,,,,56,53
10140,note_on,,,,,0,0,2,,,,,1,,,,61,53
10140,note_on,,,,,9,0,2,,,,,1,,,,65,58
