tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,key,control,value,channel,data,program,note,velocity,pitch
287856,note_on,9,0,1,,,,,,,,,0,,,90,100,
287897,note_on,41,0,1,,,,,,,,,0,,,90,0,
287906,note_on,9,0,1,,,,,,,,,0,,,83,85,
287943,note_on,37,0,1,,,,,,,,,0,,,83,0,
287968,note_on,25,0,1,,,,,,,,,0,,,63,82,
287969,note_on,1,0,1,,,,,,,,,0,,,69,70,
287974,note_on,214,0,5,,,,,,,,,4,,,59,101,
287977,note_on,217,0,3,,,,,,,,,2,,,69,91,
287981,note_on,221,0,6,,,,,,,,,5,,,47,112,
287982,note_on,222,0,4,,,,,,,,,3,,,63,110,
287987,note_on,18,0,1,,,,,,,,,0,,,59,50,
287989,note_on,2,0,1,,,,,,,,,0,,,80,91,
288034,note_on,45,0,1,,,,,,,,,0,,,69,0,
288042,note_on,8,0,1,,,,,,,,,0,,,78,103,
288045,note_on,3,0,1,,,,,,,,,0,,,59,0,
288046,note_on,1,0,1,,,,,,,,,0,,,63,0,
288049,note_on,3,0,1,,,,,,,,,0,,,80,0,
288089,note_on,40,0,1,,,,,,,,,0,,,75,92,
288114,note_on,25,0,1,,,,,,,,,0,,,78,0,
288134,note_on,20,0,1,,,,,,,,,0,,,52,68,
288138,note_on,0,0,1,,,,,,,,,0,,,71,89,
288138,note_on,4,0,1,,,,,,,,,0,,,75,0,
288169,control_change,31,0,1,,,,,,,64,63,0,,,,,
288173,note_on,380,0,8,,,,,,,,,7,,,59,0,
288176,note_on,7,0,1,,,,,,,,,0,,,59,78,
288179,note_on,3,0,1,,,,,,,,,0,,,71,0,
288181,note_on,2,0,1,,,,,,,,,0,,,52,0,
288182,note_on,205,0,3,,,,,,,,,2,,,68,75,
288185,control_change,4,0,1,,,,,,,64,127,0,,,,,
288190,note_on,216,0,5,,,,,,,,,4,,,59,0,
288203,note_on,18,0,1,,,,,,,,,0,,,76,82,
288206,note_on,33,0,8,,,,,,,,,7,,,66,0,
288211,note_on,5,0,8,,,,,,,,,7,,,59,76,
288214,note_on,11,0,1,,,,,,,,,0,,,59,0,
288215,note_on,233,0,4,,,,,,,,,3,,,64,96,
288216,note_on,2,0,1,,,,,,,,,0,,,68,107,
288216,note_on,26,0,5,,,,,,,,,4,,,59,96,
288220,note_on,239,0,6,,,,,,,,,5,,,52,96,
288225,note_on,5,0,6,,,,,,,,,5,,,47,0,
288230,note_on,48,0,3,,,,,,,,,2,,,69,0,
288241,note_on,25,0,1,,,,,,,,,0,,,68,0,
288242,note_on,27,0,4,,,,,,,,,3,,,63,0,
288269,note_on,28,0,1,,,,,,,,,0,,,76,0,
288269,note_on,0,0,1,,,,,,,,,0,,,80,104,
288304,note_on,35,0,1,,,,,,,,,0,,,80,0,
288328,note_on,117,0,8,,,,,,,,,7,,,64,90,
288330,note_on,26,0,1,,,,,,,,,0,,,83,96,
288332,note_on,4,0,8,,,,,,,,,7,,,56,84,
288354,note_on,112,0,4,,,,,,,,,3,,,64,0,
288368,note_on,38,0,1,,,,,,,,,0,,,83,0,
288373,note_on,157,0,5,,,,,,,,,4,,,59,0,
288377,note_on,45,0,8,,,,,,,,,7,,,59,0,
288381,note_on,13,0,1,,,,,,,,,0,,,93,101,
288387,note_on,162,0,6,,,,,,,,,5,,,52,0,
288437,note_on,56,0,1,,,,,,,,,0,,,47,113,
288440,control_change,3,0,1,,,,,,,64,63,0,,,,,
288442,note_on,2,0,1,,,,,,,,,0,,,92,104,
288447,note_on,217,0,3,,,,,,,,,2,,,68,0,
288457,note_on,15,0,1,,,,,,,,,0,,,93,0,
288461,control_change,4,0,1,,,,,,,64,127,0,,,,,
288479,note_on,102,0,8,,,,,,,,,7,,,59,61,
288484,note_on,5,0,8,,,,,,,,,7,,,66,87,
288497,note_on,36,0,1,,,,,,,,,0,,,87,106,
288501,note_on,4,0,1,,,,,,,,,0,,,47,0,
288503,note_on,2,0,1,,,,,,,,,0,,,92,0,
288523,note_on,39,0,8,,,,,,,,,7,,,56,0,
288526,note_on,3,0,8,,,,,,,,,7,,,64,0,
288554,note_on,51,0,1,,,,,,,,,0,,,90,104,
288560,note_on,6,0,1,,,,,,,,,0,,,87,0,
288594,note_on,34,0,1,,,,,,,,,0,,,90,0,
288604,note_on,10,0,1,,,,,,,,,0,,,83,88,
288639,note_on,35,0,1,,,,,,,,,0,,,83,0,
288658,note_on,285,0,5,,,,,,,,,4,,,59,112,
288659,note_on,20,0,1,,,,,,,,,0,,,69,107,
288661,note_on,2,0,1,,,,,,,,,0,,,59,101,
288662,note_on,1,0,1,,,,,,,,,0,,,63,103,
288672,note_on,10,0,1,,,,,,,,,0,,,80,109,
288672,note_on,225,0,3,,,,,,,,,2,,,69,90,
288673,note_on,286,0,6,,,,,,,,,5,,,47,120,
288676,note_on,322,0,4,,,,,,,,,3,,,63,120,
288685,note_on,13,0,1,,,,,,,,,0,,,69,0,
288689,note_on,4,0,1,,,,,,,,,0,,,63,0,
288696,note_on,7,0,1,,,,,,,,,0,,,59,0,
288720,control_change,0,0,7,,,,,,,91,120,6,,,,,
288720,program_change,4213,0,7,,,,,,,,,6,,45,,,
288725,note_on,29,0,1,,,,,,,,,0,,,78,109,
288738,note_on,13,0,1,,,,,,,,,0,,,80,0,
288773,note_on,35,0,1,,,,,,,,,0,,,75,105,
288795,note_on,22,0,1,,,,,,,,,0,,,78,0,
288820,note_on,25,0,1,,,,,,,,,0,,,71,91,
288842,note_on,22,0,1,,,,,,,,,0,,,75,0,
288848,control_change,6,0,1,,,,,,,64,63,0,,,,,
288859,note_on,11,0,1,,,,,,,,,0,,,71,0,
288867,control_change,8,0,1,,,,,,,64,127,0,,,,,
288868,note_on,210,0,5,,,,,,,,,4,,,59,0,
288880,note_on,208,0,3,,,,,,,,,2,,,68,81,
288883,note_on,16,0,1,,,,,,,,,0,,,52,85,
288885,note_on,2,0,1,,,,,,,,,0,,,83,91,
288886,note_on,360,0,8,,,,,,,,,7,,,68,82,
288888,note_on,3,0,1,,,,,,,,,0,,,80,92,
288890,note_on,22,0,5,,,,,,,,,4,,,59,106,
288895,note_on,9,0,8,,,,,,,,,7,,,64,79,
288901,note_on,225,0,4,,,,,,,,,3,,,64,113,
288903,note_on,230,0,6,,,,,,,,,5,,,52,116,
288904,note_on,9,0,8,,,,,,,,,7,,,59,0,
288918,note_on,15,0,6,,,,,,,,,5,,,47,0,
288920,note_on,19,0,4,,,,,,,,,3,,,63,0,
288920,note_on,32,0,1,,,,,,,,,0,,,52,0,
288921,note_on,41,0,3,,,,,,,,,2,,,69,0,
288926,note_on,22,0,8,,,,,,,,,7,,,66,0,
288927,note_on,7,0,1,,,,,,,,,0,,,83,0,
288945,note_on,18,0,1,,,,,,,,,0,,,80,0,
288945,note_on,0,0,1,,,,,,,,,0,,,71,76,
288973,note_on,28,0,1,,,,,,,,,0,,,71,0,
288998,note_on,25,0,1,,,,,,,,,0,,,81,97,
289000,note_on,2,0,1,,,,,,,,,0,,,56,77,
289001,note_on,1,0,1,,,,,,,,,0,,,64,79,
289003,note_on,2,0,1,,,,,,,,,0,,,59,74,
289005,note_on,79,0,8,,,,,,,,,7,,,64,0,
289007,note_on,4,0,1,,,,,,,,,0,,,78,98,
289010,note_on,5,0,8,,,,,,,,,7,,,68,0,
289012,note_on,122,0,5,,,,,,,,,4,,,59,0,
289030,note_on,23,0,1,,,,,,,,,0,,,64,0,
289032,note_on,2,0,1,,,,,,,,,0,,,56,0,
289038,note_on,6,0,1,,,,,,,,,0,,,81,0,
289038,note_on,120,0,6,,,,,,,,,5,,,52,0,
289039,note_on,1,0,1,,,,,,,,,0,,,78,0,
289043,note_on,4,0,1,,,,,,,,,0,,,59,0,
289050,note_on,7,0,1,,,,,,,,,0,,,76,104,
289061,note_on,11,0,1,,,,,,,,,0,,,80,98,
289084,note_on,23,0,1,,,,,,,,,0,,,76,0,
289085,note_on,164,0,3,,,,,,,,,2,,,68,0,
289090,note_on,170,0,4,,,,,,,,,3,,,64,0,
289092,control_change,8,0,1,,,,,,,64,63,0,,,,,
289096,note_on,4,0,1,,,,,,,,,0,,,80,0,
289110,control_change,14,0,1,,,,,,,64,127,0,,,,,
289110,note_on,0,0,1,,,,,,,,,0,,,78,115,
289112,note_on,2,0,1,,,,,,,,,0,,,66,114,
289114,note_on,2,0,1,,,,,,,,,0,,,59,87,
289118,note_on,4,0,1,,,,,,,,,0,,,57,74,
289128,note_on,118,0,8,,,,,,,,,7,,,71,92,
289135,note_on,7,0,8,,,,,,,,,7,,,59,78,
289138,note_on,20,0,1,,,,,,,,,0,,,75,97,
289152,note_on,14,0,1,,,,,,,,,0,,,66,0,
289164,note_on,12,0,1,,,,,,,,,0,,,71,79,
289165,note_on,1,0,1,,,,,,,,,0,,,59,0,
289173,note_on,8,0,1,,,,,,,,,0,,,78,0,
289183,note_on,10,0,1,,,,,,,,,0,,,57,0,
289189,note_on,6,0,1,,,,,,,,,0,,,75,0,
289205,note_on,16,0,1,,,,,,,,,0,,,71,0,
289221,note_on,16,0,1,,,,,,,,,0,,,78,114,
289230,note_on,9,0,1,,,,,,,,,0,,,75,94,
289264,note_on,34,0,1,,,,,,,,,0,,,75,0,
289275,note_on,11,0,1,,,,,,,,,0,,,76,100,
289277,note_on,2,0,1,,,,,,,,,0,,,80,105,
289293,note_on,16,0,1,,,,,,,,,0,,,78,0,
289309,note_on,16,0,1,,,,,,,,,0,,,76,0,
289310,note_on,1,0,1,,,,,,,,,0,,,80,0,
289332,note_on,22,0,1,,,,,,,,,0,,,81,117,
289334,note_on,2,0,1,,,,,,,,,0,,,78,110,
289375,note_on,41,0,1,,,,,,,,,0,,,71,101,
289384,note_on,9,0,1,,,,,,,,,0,,,81,0,
289401,note_on,17,0,1,,,,,,,,,0,,,78,0,
289418,control_change,17,0,1,,,,,,,64,63,0,,,,,
289421,note_on,3,0,1,,,,,,,,,0,,,71,0,
289422,control_change,1,0,1,,,,,,,64,0,0,,,,,
289435,note_on,13,0,1,,,,,,,,,0,,,35,108,
289436,note_on,1,0,1,,,,,,,,,0,,,47,118,
289439,note_on,3,0,1,,,,,,,,,0,,,81,109,
289440,note_on,720,0,7,,,,,,,,,6,,,47,121,
289440,control_change,1,0,1,,,,,,,64,63,0,,,,,
289441,note_on,356,0,3,,,,,,,,,2,,,71,116,
289441,note_on,1,0,1,,,,,,,,,0,,,78,105,
289443,note_on,431,0,5,,,,,,,,,4,,,54,127,
289446,control_change,5,0,1,,,,,,,64,127,0,,,,,
289455,note_on,365,0,4,,,,,,,,,3,,,63,127,
289455,note_on,417,0,6,,,,,,,,,5,,,47,126,
289457,note_on,11,0,1,,,,,,,,,0,,,35,0,
289461,note_on,4,0,1,,,,,,,,,0,,,47,0,
289463,note_on,2,0,1,,,,,,,,,0,,,81,0,
289466,note_on,3,0,1,,,,,,,,,0,,,78,0,
289479,note_on,39,0,7,,,,,,,,,6,,,47,0,
289493,note_on,38,0,6,,,,,,,,,5,,,47,0,
289495,note_on,29,0,1,,,,,,,,,0,,,85,105,
289495,note_on,54,0,3,,,,,,,,,2,,,71,0,
289501,control_change,6,0,1,,,,,,,64,63,0,,,,,
289504,control_change,3,0,1,,,,,,,64,0,0,,,,,
289510,note_on,67,0,5,,,,,,,,,4,,,54,0,
289523,note_on,68,0,4,,,,,,,,,3,,,63,0,
289529,note_on,25,0,1,,,,,,,,,0,,,85,0,
289547,note_on,412,0,8,,,,,,,,,7,,,68,83,
289557,note_on,10,0,8,,,,,,,,,7,,,64,87,
289560,note_on,3,0,8,,,,,,,,,7,,,59,0,
289564,control_change,35,0,1,,,,,,,64,127,0,,,,,
289567,note_on,3,0,1,,,,,,,,,0,,,40,109,
289568,note_on,1,0,1,,,,,,,,,0,,,52,112,
289571,note_on,76,0,3,,,,,,,,,2,,,71,122,
289572,note_on,4,0,1,,,,,,,,,0,,,80,107,
289573,note_on,1,0,1,,,,,,,,,0,,,83,98,
289574,note_on,51,0,4,,,,,,,,,3,,,64,125,
289577,note_on,67,0,5,,,,,,,,,4,,,56,116,
289577,note_on,98,0,7,,,,,,,,,6,,,40,124,
289583,note_on,90,0,6,,,,,,,,,5,,,52,127,
289592,note_on,19,0,1,,,,,,,,,0,,,40,0,
289594,note_on,2,0,1,,,,,,,,,0,,,52,0,
289598,note_on,38,0,8,,,,,,,,,7,,,71,0,
289603,note_on,9,0,1,,,,,,,,,0,,,83,0,
289614,note_on,11,0,1,,,,,,,,,0,,,80,0,
289619,note_on,5,0,1,,,,,,,,,0,,,71,88,
289649,note_on,51,0,8,,,,,,,,,7,,,68,0,
289650,note_on,31,0,1,,,,,,,,,0,,,71,0,
289656,note_on,7,0,8,,,,,,,,,7,,,64,0,
289687,note_on,0,0,1,,,,,,,,,0,,,64,97,
289687,note_on,37,0,1,,,,,,,,,0,,,56,94,
289688,note_on,1,0,1,,,,,,,,,0,,,81,106,
289690,note_on,2,0,1,,,,,,,,,0,,,78,106,
289691,note_on,114,0,7,,,,,,,,,6,,,40,0,
289693,note_on,3,0,1,,,,,,,,,0,,,59,78,
289716,note_on,23,0,1,,,,,,,,,0,,,78,0,
289718,note_on,2,0,1,,,,,,,,,0,,,59,0,
289721,note_on,3,0,1,,,,,,,,,0,,,64,0,
289731,note_on,160,0,3,,,,,,,,,2,,,71,0,
289732,note_on,11,0,1,,,,,,,,,0,,,56,0,
289734,note_on,151,0,6,,,,,,,,,5,,,52,0,
289737,note_on,5,0,1,,,,,,,,,0,,,76,104,
289744,note_on,7,0,1,,,,,,,,,0,,,80,99,
289758,note_on,184,0,4,,,,,,,,,3,,,64,0,
289761,note_on,17,0,1,,,,,,,,,0,,,81,0,
289764,note_on,187,0,5,,,,,,,,,4,,,56,0,
289771,note_on,10,0,1,,,,,,,,,0,,,76,0,
289783,note_on,12,0,1,,,,,,,,,0,,,80,0,
289792,control_change,9,0,1,,,,,,,64,63,0,,,,,
289796,control_change,4,0,1,,,,,,,64,0,0,,,,,
289799,note_on,3,0,1,,,,,,,,,0,,,66,123,
289799,note_on,0,0,1,,,,,,,,,0,,,59,102,
289800,note_on,1,0,1,,,,,,,,,0,,,78,120,
289802,note_on,2,0,1,,,,,,,,,0,,,57,87,
289812,note_on,10,0,1,,,,,,,,,0,,,75,103,
289816,control_change,4,0,1,,,,,,,64,63,0,,,,,
289817,note_on,161,0,8,,,,,,,,,7,,,59,88,
289817,note_on,0,0,8,,,,,,,,,7,,,71,97,
289821,control_change,5,0,1,,,,,,,64,127,0,,,,,
289848,note_on,27,0,1,,,,,,,,,0,,,71,90,
289863,note_on,15,0,1,,,,,,,,,0,,,78,0,
289870,note_on,7,0,1,,,,,,,,,0,,,66,0,
289872,note_on,2,0,1,,,,,,,,,0,,,75,0,
289881,note_on,9,0,1,,,,,,,,,0,,,59,0,
289889,note_on,8,0,1,,,,,,,,,0,,,71,0,
289901,note_on,12,0,1,,,,,,,,,0,,,57,0,
289908,note_on,7,0,1,,,,,,,,,0,,,78,112,
289911,note_on,3,0,1,,,,,,,,,0,,,75,106,
289920,program_change,156,0,5,,,,,,,,,4,,49,,,
289920,control_change,0,0,4,,,,,,,91,60,3,,,,,
289920,program_change,162,0,4,,,,,,,,,3,,49,,,
289920,control_change,0,0,5,,,,,,,91,60,4,,,,,
289920,program_change,186,0,6,,,,,,,,,5,,49,,,
289920,control_change,0,0,3,,,,,,,91,60,2,,,,,
289920,program_change,189,0,3,,,,,,,,,2,,49,,,
289920,control_change,0,0,6,,,,,,,91,60,5,,,,,
289961,note_on,50,0,1,,,,,,,,,0,,,80,108,
289964,note_on,3,0,1,,,,,,,,,0,,,76,93,
289983,note_on,19,0,1,,,,,,,,,0,,,78,0,
289983,note_on,0,0,1,,,,,,,,,0,,,75,0,
290000,note_on,17,0,1,,,,,,,,,0,,,76,0,
290002,note_on,2,0,1,,,,,,,,,0,,,80,0,
290026,note_on,24,0,1,,,,,,,,,0,,,81,113,
290029,note_on,3,0,1,,,,,,,,,0,,,78,108,
290078,note_on,49,0,1,,,,,,,,,0,,,71,93,
290082,note_on,4,0,1,,,,,,,,,0,,,81,0,
290105,note_on,23,0,1,,,,,,,,,0,,,78,0,
290130,note_on,25,0,1,,,,,,,,,0,,,71,0,
290143,note_on,223,0,5,,,,,,,,,4,,,66,114,
290150,note_on,230,0,3,,,,,,,,,2,,,69,118,
290152,note_on,22,0,1,,,,,,,,,0,,,35,127,
290154,note_on,234,0,4,,,,,,,,,3,,,59,113,
290156,note_on,4,0,1,,,,,,,,,0,,,81,106,
290158,note_on,2,0,1,,,,,,,,,0,,,78,106,
290160,program_change,469,0,7,,,,,,,,,6,,49,,,
290160,control_change,0,0,7,,,,,,,91,60,6,,,,,
290166,note_on,246,0,6,,,,,,,,,5,,,47,124,
290185,note_on,27,0,1,,,,,,,,,0,,,81,0,
290192,note_on,7,0,1,,,,,,,,,0,,,78,0,
290193,note_on,1,0,1,,,,,,,,,0,,,35,0,
290228,note_on,35,0,1,,,,,,,,,0,,,85,114,
290258,note_on,30,0,1,,,,,,,,,0,,,85,0,
290344,note_on,194,0,3,,,,,,,,,2,,,68,106,
290344,note_on,86,0,1,,,,,,,,,0,,,38,127,
290345,note_on,179,0,6,,,,,,,,,5,,,47,0,
290349,note_on,4,0,6,,,,,,,,,5,,,38,125,
290352,note_on,8,0,1,,,,,,,,,0,,,80,109,
290354,note_on,2,0,1,,,,,,,,,0,,,83,106,
290354,note_on,0,0,1,,,,,,,,,0,,,71,109,
290355,note_on,1,0,1,,,,,,,,,0,,,78,103,
290361,control_change,6,0,1,,,,,,,64,63,0,,,,,
290365,control_change,4,0,1,,,,,,,64,0,0,,,,,
290378,note_on,34,0,3,,,,,,,,,2,,,69,0,
290395,note_on,241,0,4,,,,,,,,,3,,,57,84,
290467,note_on,102,0,1,,,,,,,,,0,,,42,81,
290480,control_change,13,0,1,,,,,,,64,127,0,,,,,
290487,note_on,92,0,4,,,,,,,,,3,,,57,0,
290492,note_on,12,0,1,,,,,,,,,0,,,38,0,
290521,note_on,29,0,1,,,,,,,,,0,,,44,80,
290532,note_on,11,0,1,,,,,,,,,0,,,42,0,
290556,note_on,24,0,1,,,,,,,,,0,,,44,0,
290564,note_on,8,0,1,,,,,,,,,0,,,50,81,
290605,note_on,41,0,1,,,,,,,,,0,,,50,0,
290620,note_on,15,0,1,,,,,,,,,0,,,54,100,
290654,note_on,0,0,8,,,,,,,,,7,,,71,0,
290654,note_on,837,0,8,,,,,,,,,7,,,59,0,
290675,note_on,55,0,1,,,,,,,,,0,,,56,95,
290688,note_on,13,0,1,,,,,,,,,0,,,83,0,
290694,note_on,6,0,1,,,,,,,,,0,,,54,0,
290696,note_on,2,0,1,,,,,,,,,0,,,78,0,
290701,note_on,5,0,1,,,,,,,,,0,,,80,0,
290707,note_on,6,0,1,,,,,,,,,0,,,71,0,
290720,note_on,13,0,1,,,,,,,,,0,,,62,91,
290721,note_on,1,0,1,,,,,,,,,0,,,56,0,
290757,note_on,36,0,1,,,,,,,,,0,,,62,0,
290769,note_on,12,0,1,,,,,,,,,0,,,50,88,
290778,note_on,9,0,1,,,,,,,,,0,,,52,51,
290796,note_on,18,0,1,,,,,,,,,0,,,52,0,
290804,note_on,8,0,1,,,,,,,,,0,,,50,0,
290814,control_change,10,0,1,,,,,,,64,63,0,,,,,
290815,control_change,1,0,1,,,,,,,64,0,0,,,,,
290827,note_on,0,0,1,,,,,,,,,0,,,77,107,
290827,note_on,12,0,1,,,,,,,,,0,,,71,107,
290827,note_on,0,0,1,,,,,,,,,0,,,83,107,
290838,note_on,460,0,3,,,,,,,,,2,,,73,112,
290841,note_on,14,0,1,,,,,,,,,0,,,49,104,
290844,note_on,495,0,6,,,,,,,,,5,,,37,124,
290850,control_change,9,0,1,,,,,,,64,63,0,,,,,
290854,control_change,4,0,1,,,,,,,64,127,0,,,,,
290855,note_on,17,0,3,,,,,,,,,2,,,68,0,
290864,note_on,20,0,6,,,,,,,,,5,,,38,0,
290871,note_on,728,0,5,,,,,,,,,4,,,66,0,
290873,note_on,2,0,5,,,,,,,,,4,,,65,111,
290893,note_on,39,0,1,,,,,,,,,0,,,49,0,
290894,note_on,1,0,1,,,,,,,,,0,,,48,93,
290944,note_on,50,0,1,,,,,,,,,0,,,49,98,
290952,note_on,8,0,1,,,,,,,,,0,,,48,0,
290960,note_on,8,0,1,,,,,,,,,0,,,83,0,
290963,note_on,3,0,1,,,,,,,,,0,,,77,0,
290977,note_on,14,0,1,,,,,,,,,0,,,71,0,
290982,note_on,5,0,1,,,,,,,,,0,,,49,0,
290994,note_on,12,0,1,,,,,,,,,0,,,61,108,
291023,note_on,29,0,1,,,,,,,,,0,,,61,0,
291033,note_on,178,0,3,,,,,,,,,2,,,73,0,
291059,note_on,26,0,3,,,,,,,,,2,,,73,110,
291062,note_on,39,0,1,,,,,,,,,0,,,83,104,
291063,note_on,1,0,1,,,,,,,,,0,,,71,106,
291063,note_on,0,0,1,,,,,,,,,0,,,55,116,
291064,note_on,1,0,1,,,,,,,,,0,,,76,103,
291073,control_change,9,0,1,,,,,,,64,63,0,,,,,
291080,note_on,207,0,5,,,,,,,,,4,,,64,117,
291080,note_on,216,0,6,,,,,,,,,5,,,43,116,
291082,control_change,9,0,1,,,,,,,64,0,0,,,,,
291092,control_change,10,0,1,,,,,,,64,63,0,,,,,
291102,note_on,22,0,6,,,,,,,,,5,,,37,0,
291107,control_change,15,0,1,,,,,,,64,127,0,,,,,
291115,note_on,35,0,5,,,,,,,,,4,,,65,0,
291149,note_on,42,0,1,,,,,,,,,0,,,55,0,
291176,note_on,27,0,1,,,,,,,,,0,,,67,93,
291228,note_on,52,0,1,,,,,,,,,0,,,67,0,
291230,note_on,2,0,1,,,,,,,,,0,,,61,100,
291271,note_on,41,0,1,,,,,,,,,0,,,59,96,
291276,note_on,5,0,1,,,,,,,,,0,,,61,0,
291295,note_on,19,0,1,,,,,,,,,0,,,59,0,
291329,note_on,34,0,1,,,,,,,,,0,,,55,94,
291381,note_on,52,0,1,,,,,,,,,0,,,49,104,
291382,note_on,1,0,1,,,,,,,,,0,,,55,0,
291411,note_on,29,0,1,,,,,,,,,0,,,83,0,
291426,note_on,15,0,1,,,,,,,,,0,,,71,0,
291433,note_on,7,0,1,,,,,,,,,0,,,47,93,
291437,note_on,4,0,1,,,,,,,,,0,,,76,0,
291437,note_on,0,0,1,,,,,,,,,0,,,49,0,
291476,note_on,39,0,1,,,,,,,,,0,,,43,98,
291487,note_on,11,0,1,,,,,,,,,0,,,47,0,
291516,note_on,414,0,6,,,,,,,,,5,,,43,0,
291517,note_on,1030,0,4,,,,,,,,,3,,,58,114,
291523,note_on,36,0,1,,,,,,,,,0,,,43,0,
291524,note_on,8,0,6,,,,,,,,,5,,,42,99,
291531,note_on,472,0,3,,,,,,,,,2,,,66,96,
291546,note_on,23,0,1,,,,,,,,,0,,,76,103,
291547,control_change,1,0,1,,,,,,,64,63,0,,,,,
291547,note_on,0,0,1,,,,,,,,,0,,,82,113,
291548,note_on,1,0,1,,,,,,,,,0,,,70,116,
291553,note_on,36,0,4,,,,,,,,,3,,,59,0,
291556,note_on,8,0,1,,,,,,,,,0,,,42,105,
291569,control_change,13,0,1,,,,,,,64,127,0,,,,,
291588,note_on,57,0,3,,,,,,,,,2,,,73,0,
291610,note_on,41,0,1,,,,,,,,,0,,,42,0,
291612,note_on,2,0,1,,,,,,,,,0,,,41,83,
291637,note_on,25,0,1,,,,,,,,,0,,,82,0,
291643,note_on,6,0,1,,,,,,,,,0,,,70,0,
291671,note_on,0,0,1,,,,,,,,,0,,,42,95,
291671,note_on,28,0,1,,,,,,,,,0,,,76,0,
291676,note_on,5,0,1,,,,,,,,,0,,,41,0,
291724,note_on,48,0,1,,,,,,,,,0,,,42,0,
291734,note_on,10,0,1,,,,,,,,,0,,,54,106,
291760,note_on,26,0,1,,,,,,,,,0,,,54,0,
291763,note_on,175,0,3,,,,,,,,,2,,,66,0,
291769,note_on,654,0,5,,,,,,,,,4,,,64,0,
291784,note_on,21,0,3,,,,,,,,,2,,,66,87,
291791,note_on,22,0,5,,,,,,,,,4,,,64,114,
291803,note_on,279,0,6,,,,,,,,,5,,,48,121,
291807,note_on,4,0,6,,,,,,,,,5,,,42,0,
291809,note_on,256,0,4,,,,,,,,,3,,,58,0,
291810,note_on,1,0,4,,,,,,,,,3,,,57,111,
291837,note_on,77,0,1,,,,,,,,,0,,,36,120,
291858,note_on,21,0,1,,,,,,,,,0,,,81,108,
291860,note_on,2,0,1,,,,,,,,,0,,,69,96,
291861,note_on,1,0,1,,,,,,,,,0,,,76,100,
291885,control_change,24,0,1,,,,,,,64,63,0,,,,,
291887,control_change,2,0,1,,,,,,,64,0,0,,,,,
291935,control_change,48,0,1,,,,,,,64,63,0,,,,,
291939,control_change,4,0,1,,,,,,,64,127,0,,,,,
291958,note_on,19,0,1,,,,,,,,,0,,,40,72,
291978,note_on,20,0,1,,,,,,,,,0,,,36,0,
292007,note_on,29,0,1,,,,,,,,,0,,,69,0,
292015,note_on,8,0,1,,,,,,,,,0,,,42,84,
292027,note_on,12,0,1,,,,,,,,,0,,,40,0,
292049,note_on,22,0,1,,,,,,,,,0,,,42,0,
292049,note_on,0,0,1,,,,,,,,,0,,,81,0,
292052,note_on,3,0,1,,,,,,,,,0,,,48,86,
292055,note_on,3,0,1,,,,,,,,,0,,,76,0,
292089,note_on,34,0,1,,,,,,,,,0,,,48,0,
292107,note_on,18,0,1,,,,,,,,,0,,,52,100,
292159,note_on,52,0,1,,,,,,,,,0,,,54,103,
292179,note_on,20,0,1,,,,,,,,,0,,,52,0,
292202,note_on,23,0,1,,,,,,,,,0,,,78,115,
292204,note_on,2,0,1,,,,,,,,,0,,,60,91,
292213,note_on,9,0,1,,,,,,,,,0,,,54,0,
292241,note_on,28,0,1,,,,,,,,,0,,,60,0,
292248,note_on,7,0,1,,,,,,,,,0,,,48,103,
292254,note_on,6,0,1,,,,,,,,,0,,,76,99,
292277,note_on,23,0,1,,,,,,,,,0,,,78,0,
292281,note_on,4,0,1,,,,,,,,,0,,,48,0,
292294,note_on,13,0,1,,,,,,,,,0,,,76,0,
292314,note_on,20,0,1,,,,,,,,,0,,,47,104,
292318,note_on,4,0,1,,,,,,,,,0,,,75,112,
292318,note_on,0,0,1,,,,,,,,,0,,,81,100,
292319,note_on,512,0,6,,,,,,,,,5,,,47,120,
292321,note_on,3,0,1,,,,,,,,,0,,,69,91,
292323,note_on,539,0,3,,,,,,,,,2,,,71,89,
292326,note_on,535,0,5,,,,,,,,,4,,,63,120,
292331,control_change,10,0,1,,,,,,,64,63,0,,,,,
292335,note_on,16,0,6,,,,,,,,,5,,,48,0,
292336,control_change,5,0,1,,,,,,,64,0,0,,,,,
292351,control_change,15,0,1,,,,,,,64,63,0,,,,,
292359,note_on,33,0,5,,,,,,,,,4,,,64,0,
292363,control_change,12,0,1,,,,,,,64,127,0,,,,,
292370,note_on,7,0,1,,,,,,,,,0,,,47,0,
292380,note_on,57,0,3,,,,,,,,,2,,,66,0,
292399,note_on,29,0,1,,,,,,,,,0,,,46,110,
292448,note_on,49,0,1,,,,,,,,,0,,,46,0,
292450,note_on,2,0,1,,,,,,,,,0,,,81,0,
292451,note_on,1,0,1,,,,,,,,,0,,,47,65,
292455,note_on,4,0,1,,,,,,,,,0,,,69,0,
292457,note_on,2,0,1,,,,,,,,,0,,,75,0,
292505,note_on,48,0,1,,,,,,,,,0,,,47,0,
292509,note_on,4,0,1,,,,,,,,,0,,,59,106,
292536,note_on,156,0,3,,,,,,,,,2,,,71,0,
292541,note_on,32,0,1,,,,,,,,,0,,,59,0,
292543,note_on,208,0,6,,,,,,,,,5,,,47,0,
