tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,note,velocity
24960,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
24960,set_tempo,20,1,0,,,,,,,402684,,,,,,,,,,,
24960,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,85
24960,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,66
25120,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,60
25120,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,60
25120,note_on,0,0,1,,,,,,,,,,,,,,2,,,72,63
25120,note_on,160,0,1,,,,,,,,,,,,,,2,,,63,63
25128,note_off,0,0,1,,,,,,,,,,,,,,2,,,70,64
25128,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
25128,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
25128,note_off,8,0,1,,,,,,,,,,,,,,2,,,55,64
25280,note_on,152,0,1,,,,,,,,,,,,,,2,,,61,70
25280,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,60
25280,note_on,0,0,1,,,,,,,,,,,,,,2,,,55,60
25280,note_on,0,0,1,,,,,,,,,,,,,,2,,,70,50
25288,note_off,8,0,1,,,,,,,,,,,,,,2,,,63,64
25288,note_off,0,0,1,,,,,,,,,,,,,,2,,,72,64
25288,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
25288,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
25440,note_on,0,0,1,,,,,,,,,,,,,,2,,,63,66
25440,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,60
25440,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,60
25440,note_on,152,0,1,,,,,,,,,,,,,,2,,,72,70
25448,note_off,8,0,1,,,,,,,,,,,,,,2,,,61,64
25448,note_off,0,0,1,,,,,,,,,,,,,,2,,,70,64
25448,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
25448,note_off,0,0,1,,,,,,,,,,,,,,2,,,55,64
25600,note_on,0,0,1,,,,,,,,,,,,,,2,,,55,60
25600,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,60
25600,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,55
25600,note_on,152,0,1,,,,,,,,,,,,,,2,,,70,66
25608,note_off,0,0,1,,,,,,,,,,,,,,2,,,63,64
25608,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
25608,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
25608,note_off,8,0,1,,,,,,,,,,,,,,2,,,72,64
25760,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,60
25760,note_on,152,0,1,,,,,,,,,,,,,,2,,,72,65
25760,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,60
25760,note_on,0,0,1,,,,,,,,,,,,,,2,,,63,66
25768,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
25768,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
25768,note_off,0,0,1,,,,,,,,,,,,,,2,,,55,64
25768,note_off,8,0,1,,,,,,,,,,,,,,2,,,70,64
25900,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
25900,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
25910,note_off,10,0,1,,,,,,,,,,,,,,2,,,72,64
25910,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
25910,note_off,0,0,1,,,,,,,,,,,,,,2,,,63,64
25910,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
25920,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,80
25920,note_on,0,0,1,,,,,,,,,,,,,,2,,,60,66
25920,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,80
25920,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
25920,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,66
25920,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
26080,note_on,160,0,1,,,,,,,,,,,,,,2,,,70,69
26080,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,66
26080,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,80
26080,note_on,0,0,1,,,,,,,,,,,,,,2,,,48,80
26088,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
26088,note_off,0,0,1,,,,,,,,,,,,,,2,,,60,64
26088,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
26088,note_off,8,0,1,,,,,,,,,,,,,,2,,,56,64
26240,note_on,152,0,1,,,,,,,,,,,,,,2,,,71,73
26240,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,60
26240,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,60
26240,note_on,0,0,1,,,,,,,,,,,,,,2,,,62,66
26248,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
26248,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
26248,note_off,8,0,1,,,,,,,,,,,,,,2,,,70,64
26248,note_off,0,0,1,,,,,,,,,,,,,,2,,,48,64
26400,note_on,0,0,1,,,,,,,,,,,,,,2,,,48,60
26400,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,60
26400,note_on,0,0,1,,,,,,,,,,,,,,2,,,65,66
26400,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,77
26400,control_change,152,0,1,,,,,,,,,,,,,,2,64,0,,
26408,note_off,8,0,1,,,,,,,,,,,,,,2,,,71,64
26408,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
26408,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
26408,note_off,0,0,1,,,,,,,,,,,,,,2,,,62,64
26557,note_off,0,0,1,,,,,,,,,,,,,,2,,,65,64
26557,note_off,149,0,1,,,,,,,,,,,,,,2,,,73,64
26560,control_change,3,0,1,,,,,,,,,,,,,,2,64,127,,
26560,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,60
26560,note_on,0,0,1,,,,,,,,,,,,,,2,,,63,66
26560,note_on,0,0,1,,,,,,,,,,,,,,2,,,72,66
26560,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,60
26568,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
26568,note_off,8,0,1,,,,,,,,,,,,,,2,,,48,64
26720,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,60
26720,note_on,152,0,1,,,,,,,,,,,,,,2,,,68,53
26720,note_on,0,0,1,,,,,,,,,,,,,,2,,,48,60
26720,note_on,0,0,1,,,,,,,,,,,,,,2,,,60,66
26728,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
26728,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
26728,note_off,0,0,1,,,,,,,,,,,,,,2,,,63,64
26728,note_off,8,0,1,,,,,,,,,,,,,,2,,,72,64
26860,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
26860,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
26870,note_off,0,0,1,,,,,,,,,,,,,,2,,,48,64
26870,note_off,0,0,1,,,,,,,,,,,,,,2,,,60,64
26870,note_off,10,0,1,,,,,,,,,,,,,,2,,,68,64
26870,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
26880,note_on,10,0,1,,,,,,,,,,,,,,2,,,72,47
26880,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,61
26880,note_on,0,0,1,,,,,,,,,,,,,,2,,,55,61
26880,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
26880,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
26880,note_on,0,0,1,,,,,,,,,,,,,,2,,,63,47
27040,note_on,0,0,1,,,,,,,,,,,,,,2,,,70,45
27040,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,44
27040,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,44
27040,note_on,160,0,1,,,,,,,,,,,,,,2,,,61,45
27048,note_off,8,0,1,,,,,,,,,,,,,,2,,,55,64
27048,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
27048,note_off,0,0,1,,,,,,,,,,,,,,2,,,63,64
27048,note_off,0,0,1,,,,,,,,,,,,,,2,,,72,64
27200,note_on,0,0,1,,,,,,,,,,,,,,2,,,55,44
27200,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,44
27200,note_on,0,0,1,,,,,,,,,,,,,,2,,,72,35
27200,note_on,152,0,1,,,,,,,,,,,,,,2,,,63,49
27208,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
27208,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
27208,note_off,0,0,1,,,,,,,,,,,,,,2,,,70,64
27208,note_off,8,0,1,,,,,,,,,,,,,,2,,,61,64
27360,note_on,0,0,1,,,,,,,,,,,,,,2,,,70,49
27360,note_on,152,0,1,,,,,,,,,,,,,,2,,,61,47
27360,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,44
27360,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,44
27368,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
27368,note_off,0,0,1,,,,,,,,,,,,,,2,,,55,64
27368,note_off,0,0,1,,,,,,,,,,,,,,2,,,72,64
27368,note_off,8,0,1,,,,,,,,,,,,,,2,,,63,64
27520,note_on,152,0,1,,,,,,,,,,,,,,2,,,63,39
27520,note_on,0,0,1,,,,,,,,,,,,,,2,,,72,47
27520,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,44
27520,note_on,0,0,1,,,,,,,,,,,,,,2,,,55,44
27528,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
27528,note_off,8,0,1,,,,,,,,,,,,,,2,,,61,64
27528,note_off,0,0,1,,,,,,,,,,,,,,2,,,70,64
27528,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
27680,note_on,152,0,1,,,,,,,,,,,,,,2,,,61,47
27680,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,44
27680,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,44
27680,note_on,0,0,1,,,,,,,,,,,,,,2,,,70,46
27688,note_off,8,0,1,,,,,,,,,,,,,,2,,,63,64
27688,note_off,0,0,1,,,,,,,,,,,,,,2,,,72,64
27688,note_off,0,0,1,,,,,,,,,,,,,,2,,,55,64
27688,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
27820,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
27820,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
27830,note_off,10,0,1,,,,,,,,,,,,,,2,,,61,64
27830,note_off,0,0,1,,,,,,,,,,,,,,2,,,70,64
27830,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
27830,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
27840,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
27840,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
27840,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,57
27840,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,47
27840,note_on,0,0,1,,,,,,,,,,,,,,2,,,60,47
27840,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
28000,note_on,0,0,1,,,,,,,,,,,,,,2,,,48,57
28000,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,57
28000,note_on,0,0,1,,,,,,,,,,,,,,2,,,70,49
28000,note_on,160,0,1,,,,,,,,,,,,,,2,,,61,47
28008,note_off,0,0,1,,,,,,,,,,,,,,2,,,60,64
28008,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
28008,note_off,8,0,1,,,,,,,,,,,,,,2,,,56,64
28008,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
28160,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,44
28160,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,44
28160,note_on,0,0,1,,,,,,,,,,,,,,2,,,71,52
28160,note_on,152,0,1,,,,,,,,,,,,,,2,,,62,47
28168,note_off,0,0,1,,,,,,,,,,,,,,2,,,48,64
28168,note_off,0,0,1,,,,,,,,,,,,,,2,,,70,64
28168,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
28168,note_off,8,0,1,,,,,,,,,,,,,,2,,,61,64
28320,note_on,0,0,1,,,,,,,,,,,,,,2,,,65,47
28320,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,56
28320,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,44
28320,note_on,0,0,1,,,,,,,,,,,,,,2,,,48,44
28320,control_change,152,0,1,,,,,,,,,,,,,,2,64,0,,
28328,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
28328,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
28328,note_off,0,0,1,,,,,,,,,,,,,,2,,,71,64
28328,note_off,8,0,1,,,,,,,,,,,,,,2,,,62,64
28477,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
28477,note_off,149,0,1,,,,,,,,,,,,,,2,,,65,64
28480,control_change,3,0,1,,,,,,,,,,,,,,2,64,127,,
28480,note_on,0,0,1,,,,,,,,,,,,,,2,,,72,47
28480,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,44
28480,note_on,0,0,1,,,,,,,,,,,,,,2,,,63,47
28480,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,44
28488,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
28488,note_off,8,0,1,,,,,,,,,,,,,,2,,,48,64
28640,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,44
28640,note_on,0,0,1,,,,,,,,,,,,,,2,,,48,44
28640,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,38
28640,note_on,152,0,1,,,,,,,,,,,,,,2,,,60,47
28648,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
28648,note_off,0,0,1,,,,,,,,,,,,,,2,,,72,64
28648,note_off,8,0,1,,,,,,,,,,,,,,2,,,63,64
28648,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
28780,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
28780,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
28790,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
28790,note_off,0,0,1,,,,,,,,,,,,,,2,,,48,64
28790,note_off,10,0,1,,,,,,,,,,,,,,2,,,60,64
28790,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
28800,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,85
28800,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,85
28800,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,66
28800,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
28800,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
28800,note_on,10,0,1,,,,,,,,,,,,,,2,,,66,66
28960,note_on,160,0,1,,,,,,,,,,,,,,2,,,68,63
28960,note_on,0,0,1,,,,,,,,,,,,,,2,,,54,61
28960,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,61
28960,note_on,0,0,1,,,,,,,,,,,,,,2,,,76,63
28968,note_off,8,0,1,,,,,,,,,,,,,,2,,,44,64
28968,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
28968,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
28968,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
29120,note_on,152,0,1,,,,,,,,,,,,,,2,,,66,69
29120,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,50
29120,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,61
29120,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,61
29128,note_off,8,0,1,,,,,,,,,,,,,,2,,,68,64
29128,note_off,0,0,1,,,,,,,,,,,,,,2,,,54,64
29128,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
29128,note_off,0,0,1,,,,,,,,,,,,,,2,,,76,64
29280,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,61
29280,note_on,0,0,1,,,,,,,,,,,,,,2,,,54,61
29280,note_on,0,0,1,,,,,,,,,,,,,,2,,,76,69
29280,note_on,152,0,1,,,,,,,,,,,,,,2,,,68,66
29288,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
29288,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
29288,note_off,8,0,1,,,,,,,,,,,,,,2,,,66,64
29288,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
29440,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,56
29440,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,61
29440,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,61
29440,note_on,152,0,1,,,,,,,,,,,,,,2,,,75,66
29448,note_off,0,0,1,,,,,,,,,,,,,,2,,,76,64
29448,note_off,0,0,1,,,,,,,,,,,,,,2,,,54,64
29448,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
29448,note_off,8,0,1,,,,,,,,,,,,,,2,,,68,64
29600,note_on,152,0,1,,,,,,,,,,,,,,2,,,68,66
29600,note_on,0,0,1,,,,,,,,,,,,,,2,,,76,65
29600,note_on,0,0,1,,,,,,,,,,,,,,2,,,54,61
29600,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,61
29608,note_off,8,0,1,,,,,,,,,,,,,,2,,,75,64
29608,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
29608,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
29608,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
29740,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
29740,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
29750,note_off,10,0,1,,,,,,,,,,,,,,2,,,68,64
29750,note_off,0,0,1,,,,,,,,,,,,,,2,,,54,64
29750,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
29750,note_off,0,0,1,,,,,,,,,,,,,,2,,,76,64
29760,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
29760,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,66
29760,note_on,0,0,1,,,,,,,,,,,,,,2,,,64,66
29760,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,81
29760,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
29760,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,81
29920,note_on,0,0,1,,,,,,,,,,,,,,2,,,52,81
29920,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,81
29920,note_on,0,0,1,,,,,,,,,,,,,,2,,,65,66
29920,note_on,160,0,1,,,,,,,,,,,,,,2,,,74,68
29928,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
29928,note_off,0,0,1,,,,,,,,,,,,,,2,,,64,64
29928,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
29928,note_off,8,0,1,,,,,,,,,,,,,,2,,,56,64
30080,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,61
30080,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,61
30080,note_on,152,0,1,,,,,,,,,,,,,,2,,,75,74
30080,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,66
30088,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
30088,note_off,0,0,1,,,,,,,,,,,,,,2,,,52,64
30088,note_off,0,0,1,,,,,,,,,,,,,,2,,,65,64
30088,note_off,8,0,1,,,,,,,,,,,,,,2,,,74,64
30240,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,61
30240,note_on,0,0,1,,,,,,,,,,,,,,2,,,69,66
30240,note_on,0,0,1,,,,,,,,,,,,,,2,,,52,61
30240,note_on,0,0,1,,,,,,,,,,,,,,2,,,78,77
30240,control_change,152,0,1,,,,,,,,,,,,,,2,64,0,,
30248,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
30248,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
30248,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
30248,note_off,8,0,1,,,,,,,,,,,,,,2,,,75,64
30397,note_off,149,0,1,,,,,,,,,,,,,,2,,,78,64
30397,note_off,0,0,1,,,,,,,,,,,,,,2,,,69,64
30400,note_on,0,0,1,,,,,,,,,,,,,,2,,,76,66
30400,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,66
30400,control_change,3,0,1,,,,,,,,,,,,,,2,64,127,,
30400,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,61
30400,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,61
30408,note_off,8,0,1,,,,,,,,,,,,,,2,,,52,64
30408,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
30560,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,61
30560,note_on,0,0,1,,,,,,,,,,,,,,2,,,52,61
30560,note_on,0,0,1,,,,,,,,,,,,,,2,,,64,66
30560,note_on,152,0,1,,,,,,,,,,,,,,2,,,73,54
30568,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
30568,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
30568,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
30568,note_off,8,0,1,,,,,,,,,,,,,,2,,,76,64
30700,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
30700,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
30710,note_off,10,0,1,,,,,,,,,,,,,,2,,,73,64
30710,note_off,0,0,1,,,,,,,,,,,,,,2,,,52,64
30710,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
30710,note_off,0,0,1,,,,,,,,,,,,,,2,,,64,64
30720,note_on,10,0,1,,,,,,,,,,,,,,2,,,75,47
30720,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
30720,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,47
30720,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,60
30720,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,60
30720,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
30880,note_on,160,0,1,,,,,,,,,,,,,,2,,,68,45
30880,note_on,0,0,1,,,,,,,,,,,,,,2,,,76,45
30880,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,43
30880,note_on,0,0,1,,,,,,,,,,,,,,2,,,54,43
30888,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
30888,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
30888,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
30888,note_off,8,0,1,,,,,,,,,,,,,,2,,,56,64
31040,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,43
31040,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,43
31040,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,36
31040,note_on,152,0,1,,,,,,,,,,,,,,2,,,66,49
31048,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
31048,note_off,0,0,1,,,,,,,,,,,,,,2,,,54,64
31048,note_off,0,0,1,,,,,,,,,,,,,,2,,,76,64
31048,note_off,8,0,1,,,,,,,,,,,,,,2,,,68,64
31200,note_on,0,0,1,,,,,,,,,,,,,,2,,,54,43
31200,note_on,152,0,1,,,,,,,,,,,,,,2,,,68,47
31200,note_on,0,0,1,,,,,,,,,,,,,,2,,,76,49
31200,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,43
31208,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
31208,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
31208,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
31208,note_off,8,0,1,,,,,,,,,,,,,,2,,,66,64
31360,note_on,152,0,1,,,,,,,,,,,,,,2,,,75,47
31360,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,39
31360,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,43
31360,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,43
31368,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
31368,note_off,8,0,1,,,,,,,,,,,,,,2,,,68,64
31368,note_off,0,0,1,,,,,,,,,,,,,,2,,,76,64
31368,note_off,0,0,1,,,,,,,,,,,,,,2,,,54,64
31520,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,43
31520,note_on,0,0,1,,,,,,,,,,,,,,2,,,54,43
31520,note_on,0,0,1,,,,,,,,,,,,,,2,,,76,46
31520,note_on,152,0,1,,,,,,,,,,,,,,2,,,68,47
31528,note_off,8,0,1,,,,,,,,,,,,,,2,,,75,64
31528,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
31528,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
31528,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
31660,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
31660,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
31670,note_off,0,0,1,,,,,,,,,,,,,,2,,,76,64
31670,note_off,0,0,1,,,,,,,,,,,,,,2,,,54,64
31670,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
31670,note_off,10,0,1,,,,,,,,,,,,,,2,,,68,64
31680,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
31680,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
31680,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,57
31680,note_on,0,0,1,,,,,,,,,,,,,,2,,,64,47
31680,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,47
31680,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
31840,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,57
31840,note_on,0,0,1,,,,,,,,,,,,,,2,,,52,57
31840,note_on,0,0,1,,,,,,,,,,,,,,2,,,65,47
31840,note_on,160,0,1,,,,,,,,,,,,,,2,,,74,48
31848,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
31848,note_off,0,0,1,,,,,,,,,,,,,,2,,,64,64
31848,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
31848,note_off,8,0,1,,,,,,,,,,,,,,2,,,56,64
32000,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,43
32000,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,43
32000,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,47
32000,note_on,152,0,1,,,,,,,,,,,,,,2,,,75,51
32008,note_off,0,0,1,,,,,,,,,,,,,,2,,,52,64
32008,note_off,8,0,1,,,,,,,,,,,,,,2,,,74,64
32008,note_off,0,0,1,,,,,,,,,,,,,,2,,,65,64
32008,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
32160,control_change,152,0,1,,,,,,,,,,,,,,2,64,0,,
32160,note_on,0,0,1,,,,,,,,,,,,,,2,,,78,55
32160,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,43
32160,note_on,0,0,1,,,,,,,,,,,,,,2,,,52,43
32160,note_on,0,0,1,,,,,,,,,,,,,,2,,,69,47
32168,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
32168,note_off,8,0,1,,,,,,,,,,,,,,2,,,75,64
32168,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
32168,note_off,0,0,1,,,,,,,,,,,,,,2,,,44,64
32317,note_off,149,0,1,,,,,,,,,,,,,,2,,,78,64
32317,note_off,0,0,1,,,,,,,,,,,,,,2,,,69,64
32320,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,43
32320,note_on,0,0,1,,,,,,,,,,,,,,2,,,76,47
32320,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,43
32320,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,47
32320,control_change,3,0,1,,,,,,,,,,,,,,2,64,127,,
32328,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
32328,note_off,8,0,1,,,,,,,,,,,,,,2,,,52,64
32480,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,43
