tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,note,velocity,pitch,control,value
57120,note_on,,,,,0,0,7,,,,,6,74,100,,,
57120,note_on,,,,,60,0,9,,,,,10,67,0,,,
57120,note_on,,,,,0,0,9,,,,,10,72,100,,,
57120,note_on,,,,,60,0,8,,,,,7,53,0,,,
57120,note_on,,,,,60,0,11,,,,,12,62,0,,,
57120,note_on,,,,,0,0,13,,,,,14,39,100,,,
57120,note_on,,,,,30,0,7,,,,,6,72,0,,,
57120,note_on,,,,,120,0,13,,,,,14,41,0,,,
57120,note_on,,,,,0,0,10,,,,,11,67,100,,,
57120,note_on,,,,,60,0,10,,,,,11,62,0,,,
57120,note_on,,,,,0,0,6,,,,,5,59,120,,,
57120,note_on,,,,,30,0,6,,,,,5,60,0,,,
57120,note_on,,,,,120,0,12,,,,,13,53,0,,,
57120,note_on,,,,,0,0,12,,,,,13,51,100,,,
57150,note_on,,,,,0,0,6,,,,,5,60,120,,,
57150,note_on,,,,,30,0,6,,,,,5,59,0,,,
57150,note_on,,,,,30,0,7,,,,,6,74,0,,,
57150,note_on,,,,,0,0,7,,,,,6,75,100,,,
57180,note_on,,,,,30,0,6,,,,,5,60,0,,,
57180,note_on,,,,,30,0,7,,,,,6,75,0,,,
57180,note_on,,,,,60,0,11,,,,,12,60,0,,,
57180,note_on,,,,,0,0,13,,,,,14,38,100,,,
57180,note_on,,,,,60,0,13,,,,,14,39,0,,,
57180,note_on,,,,,0,0,6,,,,,5,56,120,,,
57180,note_on,,,,,60,0,10,,,,,11,67,0,,,
57180,note_on,,,,,60,0,12,,,,,13,51,0,,,
57180,note_on,,,,,60,0,8,,,,,7,51,0,,,
57180,note_on,,,,,0,0,12,,,,,13,50,100,,,
57180,note_on,,,,,0,0,8,,,,,7,50,100,,,
57180,note_on,,,,,0,0,7,,,,,6,77,100,,,
57180,note_on,,,,,60,0,9,,,,,10,72,0,,,
57210,note_on,,,,,0,0,7,,,,,6,80,100,,,
57210,note_on,,,,,30,0,7,,,,,6,77,0,,,
57240,note_on,,,,,0,0,7,,,,,6,79,100,,,
57240,note_on,,,,,60,0,11,,,,,12,68,100,,,
57240,note_on,,,,,0,0,8,,,,,7,62,100,,,
57240,note_on,,,,,60,0,8,,,,,7,50,0,,,
57240,note_on,,,,,30,0,7,,,,,6,80,0,,,
57240,note_on,,,,,60,0,9,,,,,10,71,100,,,
57240,note_on,,,,,60,0,10,,,,,11,65,100,,,
57240,note_on,,,,,0,0,6,,,,,5,68,120,,,
57240,note_on,,,,,60,0,6,,,,,5,56,0,,,
57270,note_on,,,,,0,0,7,,,,,6,77,100,,,
57270,note_on,,,,,30,0,7,,,,,6,79,0,,,
57300,note_on,,,,,60,0,10,,,,,11,65,0,,,
57300,note_on,,,,,30,0,7,,,,,6,77,0,,,
57300,note_on,,,,,0,0,7,,,,,6,86,100,,,
57300,note_on,,,,,120,0,13,,,,,14,38,0,,,
57300,note_on,,,,,0,0,13,,,,,14,36,100,,,
57300,note_on,,,,,0,0,10,,,,,11,68,100,,,
57300,note_on,,,,,0,0,9,,,,,10,77,100,,,
57300,note_on,,,,,60,0,9,,,,,10,71,0,,,
57300,note_on,,,,,0,0,12,,,,,13,48,100,,,
57300,note_on,,,,,60,0,6,,,,,5,68,0,,,
57300,note_on,,,,,60,0,8,,,,,7,62,0,,,
57300,note_on,,,,,0,0,8,,,,,7,60,100,,,
57300,note_on,,,,,0,0,11,,,,,12,65,100,,,
57300,note_on,,,,,60,0,11,,,,,12,68,0,,,
57300,note_on,,,,,120,0,12,,,,,13,50,0,,,
57360,note_on,,,,,60,0,9,,,,,10,77,0,,,
57360,note_on,,,,,60,0,11,,,,,12,65,0,,,
57360,note_on,,,,,60,0,13,,,,,14,36,0,,,
57360,note_on,,,,,60,0,10,,,,,11,68,0,,,
57360,note_on,,,,,0,0,12,,,,,13,47,100,,,
57360,note_on,,,,,0,0,8,,,,,7,59,100,,,
57360,note_on,,,,,60,0,8,,,,,7,60,0,,,
57360,note_on,,,,,0,0,13,,,,,14,35,100,,,
57360,note_on,,,,,60,0,12,,,,,13,48,0,,,
57390,note_on,,,,,90,0,7,,,,,6,86,0,,,
57390,note_on,,,,,0,0,7,,,,,6,84,100,,,
57420,note_on,,,,,0,0,7,,,,,6,83,100,,,
57420,note_on,,,,,60,0,10,,,,,11,62,100,,,
57420,note_on,,,,,60,0,11,,,,,12,62,100,,,
57420,note_on,,,,,60,0,9,,,,,10,79,100,,,
57420,note_on,,,,,0,0,8,,,,,7,62,100,,,
57420,note_on,,,,,60,0,13,,,,,14,35,0,,,
57420,note_on,,,,,0,0,13,,,,,14,31,100,,,
57420,note_on,,,,,60,0,12,,,,,13,47,0,,,
57420,note_on,,,,,0,0,12,,,,,13,43,100,,,
57420,note_on,,,,,120,0,6,,,,,5,55,120,,,
57420,note_on,,,,,60,0,8,,,,,7,59,0,,,
57420,note_on,,,,,30,0,7,,,,,6,84,0,,,
57450,note_on,,,,,30,0,6,,,,,5,55,0,,,
57450,note_on,,,,,0,0,7,,,,,6,81,100,,,
57450,note_on,,,,,0,0,6,,,,,5,57,120,,,
57450,note_on,,,,,30,0,7,,,,,6,83,0,,,
57480,note_on,,,,,30,0,6,,,,,5,57,0,,,
57480,note_on,,,,,0,0,6,,,,,5,59,120,,,
57480,note_on,,,,,0,0,9,,,,,10,74,100,,,
57480,note_on,,,,,60,0,9,,,,,10,79,0,,,
57480,note_on,,,,,60,0,11,,,,,12,62,0,,,
57480,note_on,,,,,0,0,12,,,,,13,47,100,,,
57480,note_on,,,,,0,0,11,,,,,12,59,100,,,
57480,note_on,,,,,30,0,7,,,,,6,81,0,,,
57480,note_on,,,,,60,0,12,,,,,13,43,0,,,
57480,note_on,,,,,0,0,7,,,,,6,79,100,,,
57480,note_on,,,,,60,0,10,,,,,11,62,0,,,
57480,note_on,,,,,0,0,10,,,,,11,67,100,,,
57480,note_on,,,,,0,0,8,,,,,7,55,100,,,
57480,note_on,,,,,60,0,8,,,,,7,62,0,,,
57480,note_on,,,,,60,0,13,,,,,14,31,0,,,
57480,note_on,,,,,0,0,13,,,,,14,35,100,,,
57510,note_on,,,,,30,0,7,,,,,6,79,0,,,
57510,note_on,,,,,0,0,7,,,,,6,77,100,,,
57510,note_on,,,,,0,0,6,,,,,5,55,120,,,
57510,note_on,,,,,30,0,6,,,,,5,59,0,,,
57540,note_on,,,,,60,0,12,,,,,13,47,0,,,
57540,note_on,,,,,0,0,7,,,,,6,75,100,,,
57540,note_on,,,,,30,0,7,,,,,6,77,0,,,
57540,note_on,,,,,60,0,10,,,,,11,67,0,,,
57540,note_on,,,,,60,0,9,,,,,10,74,0,,,
57540,note_on,,,,,480,0,5,,,,,4,79,120,,,
57540,note_on,,,,,60,0,8,,,,,7,55,0,,,
57540,note_on,,,,,0,0,12,,,,,13,48,100,,,
57540,note_on,,,,,0,0,13,,,,,14,36,100,,,
57540,note_on,,,,,30,0,6,,,,,5,55,0,,,
57540,note_on,,,,,60,0,11,,,,,12,59,0,,,
57540,note_on,,,,,0,0,6,,,,,5,60,120,,,
57540,note_on,,,,,0,0,8,,,,,7,60,100,,,
57540,note_on,,,,,60,0,13,,,,,14,35,0,,,
57547,note_on,,,,,7,0,5,,,,,4,80,120,,,
57548,note_on,,,,,1,0,5,,,,,4,79,0,,,
57555,note_on,,,,,7,0,5,,,,,4,80,0,,,
57555,note_on,,,,,0,0,5,,,,,4,79,120,,,
57570,note_on,,,,,30,0,7,,,,,6,75,0,,,
57570,note_on,,,,,30,0,6,,,,,5,60,0,,,
57570,note_on,,,,,0,0,6,,,,,5,59,120,,,
57570,note_on,,,,,0,0,7,,,,,6,67,100,,,
57600,note_on,,,,,60,0,8,,,,,7,60,0,,,
57600,note_on,,,,,60,0,9,,,,,10,75,100,,,
57600,note_on,,,,,0,0,7,,,,,6,65,100,,,
57600,note_on,,,,,60,0,10,,,,,11,67,100,,,
57600,note_on,,,,,60,0,11,,,,,12,55,100,,,
57600,note_on,,,,,30,0,6,,,,,5,59,0,,,
57600,note_on,,,,,0,0,6,,,,,5,60,120,,,
57600,note_on,,,,,0,0,8,,,,,7,48,100,,,
57600,note_on,,,,,30,0,7,,,,,6,67,0,,,
57630,note_on,,,,,0,0,6,,,,,5,55,120,,,
57630,note_on,,,,,0,0,7,,,,,6,63,100,,,
57630,note_on,,,,,30,0,7,,,,,6,65,0,,,
57630,note_on,,,,,30,0,6,,,,,5,60,0,,,
57660,note_on,,,,,30,0,6,,,,,5,55,0,,,
57660,note_on,,,,,0,0,6,,,,,5,62,120,,,
57660,note_on,,,,,0,0,10,,,,,11,65,100,,,
57660,note_on,,,,,60,0,10,,,,,11,67,0,,,
57660,note_on,,,,,30,0,7,,,,,6,63,0,,,
57660,note_on,,,,,0,0,7,,,,,6,62,100,,,
57660,note_on,,,,,60,0,8,,,,,7,48,0,,,
57660,note_on,,,,,60,0,9,,,,,10,75,0,,,
57660,note_on,,,,,0,0,9,,,,,10,71,100,,,
57660,note_on,,,,,60,0,11,,,,,12,55,0,,,
57660,note_on,,,,,0,0,11,,,,,12,62,100,,,
57660,note_on,,,,,0,0,8,,,,,7,50,100,,,
57660,note_on,,,,,0,0,13,,,,,14,38,100,,,
57660,note_on,,,,,0,0,12,,,,,13,50,100,,,
57660,note_on,,,,,120,0,12,,,,,13,48,0,,,
57660,note_on,,,,,120,0,13,,,,,14,36,0,,,
57690,note_on,,,,,30,0,7,,,,,6,62,0,,,
57690,note_on,,,,,0,0,7,,,,,6,60,100,,,
57690,note_on,,,,,30,0,6,,,,,5,62,0,,,
57690,note_on,,,,,0,0,6,,,,,5,55,120,,,
57720,note_on,,,,,60,0,10,,,,,11,65,0,,,
57720,note_on,,,,,60,0,11,,,,,12,62,0,,,
57720,note_on,,,,,60,0,12,,,,,13,50,0,,,
57720,note_on,,,,,30,0,6,,,,,5,55,0,,,
57720,note_on,,,,,0,0,6,,,,,5,63,120,,,
57720,note_on,,,,,60,0,13,,,,,14,38,0,,,
57720,note_on,,,,,60,0,9,,,,,10,71,0,,,
57720,note_on,,,,,0,0,13,,,,,14,39,100,,,
57720,note_on,,,,,0,0,8,,,,,7,51,100,,,
57720,note_on,,,,,60,0,8,,,,,7,50,0,,,
57720,note_on,,,,,30,0,7,,,,,6,60,0,,,
57720,note_on,,,,,0,0,12,,,,,13,51,100,,,
57720,note_on,,,,,0,0,7,,,,,6,72,100,,,
57750,note_on,,,,,195,0,5,,,,,4,79,0,,,
57750,note_on,,,,,0,0,5,,,,,4,80,120,,,
57780,note_on,,,,,60,0,6,,,,,5,63,0,,,
57780,note_on,,,,,0,0,6,,,,,5,51,120,,,
57780,note_on,,,,,0,0,8,,,,,7,48,100,,,
57780,note_on,,,,,60,0,8,,,,,7,51,0,,,
57780,note_on,,,,,60,0,10,,,,,11,67,100,,,
57780,note_on,,,,,60,0,11,,,,,12,60,100,,,
57780,note_on,,,,,0,0,5,,,,,4,79,120,,,
57780,note_on,,,,,60,0,9,,,,,10,72,100,,,
57780,note_on,,,,,30,0,5,,,,,4,80,0,,,
57780,note_on,,,,,60,0,7,,,,,6,72,0,,,
57810,note_on,,,,,0,0,5,,,,,4,77,120,,,
57810,note_on,,,,,30,0,5,,,,,4,79,0,,,
57840,note_on,,,,,0,0,9,,,,,10,68,100,,,
57840,note_on,,,,,60,0,9,,,,,10,72,0,,,
57840,note_on,,,,,60,0,8,,,,,7,48,0,,,
57840,note_on,,,,,0,0,8,,,,,7,56,100,,,
57840,note_on,,,,,120,0,13,,,,,14,39,0,,,
57840,note_on,,,,,0,0,6,,,,,5,53,120,,,
57840,note_on,,,,,60,0,6,,,,,5,51,0,,,
57840,note_on,,,,,60,0,11,,,,,12,60,0,,,
57840,note_on,,,,,0,0,5,,,,,4,79,120,,,
57840,note_on,,,,,0,0,12,,,,,13,53,100,,,
57840,note_on,,,,,0,0,10,,,,,11,65,100,,,
57840,note_on,,,,,60,0,10,,,,,11,67,0,,,
57840,note_on,,,,,0,0,13,,,,,14,41,100,,,
57840,note_on,,,,,120,0,12,,,,,13,51,0,,,
57840,note_on,,,,,0,0,11,,,,,12,60,100,,,
57840,note_on,,,,,30,0,5,,,,,4,77,0,,,
57870,note_on,,,,,0,0,5,,,,,4,80,120,,,
57870,note_on,,,,,30,0,5,,,,,4,79,0,,,
57900,note_on,,,,,60,0,13,,,,,14,41,0,,,
57900,note_on,,,,,60,0,8,,,,,7,56,0,,,
57900,note_on,,,,,0,0,13,,,,,14,31,100,,,
57900,note_on,,,,,0,0,8,,,,,7,55,100,,,
57900,note_on,,,,,60,0,12,,,,,13,53,0,,,
57900,note_on,,,,,0,0,12,,,,,13,43,100,,,
57900,note_on,,,,,0,0,5,,,,,4,71,120,,,
57900,note_on,,,,,60,0,10,,,,,11,65,0,,,
57900,note_on,,,,,0,0,6,,,,,5,55,120,,,
57900,note_on,,,,,60,0,6,,,,,5,53,0,,,
57900,note_on,,,,,60,0,9,,,,,10,68,0,,,
57900,note_on,,,,,30,0,5,,,,,4,80,0,,,
57900,note_on,,,,,60,0,11,,,,,12,60,0,,,
57929,note_on,,,,,29,0,6,,,,,5,55,0,,,
57930,note_on,,,,,1,0,6,,,,,5,59,120,,,
57930,note_on,,,,,150,0,7,,,,,6,74,100,,,
57959,note_on,,,,,59,0,8,,,,,7,55,0,,,
57959,note_on,,,,,29,0,6,,,,,5,59,0,,,
57959,note_on,,,,,29,0,7,,,,,6,74,0,,,
57960,note_on,,,,,60,0,10,,,,,11,62,100,,,
57960,note_on,,,,,60,0,9,,,,,10,67,100,,,
57960,note_on,,,,,60,0,11,,,,,12,55,100,,,
57960,note_on,,,,,1,0,6,,,,,5,62,120,,,
57960,note_on,,,,,1,0,7,,,,,6,72,100,,,
57989,note_on,,,,,29,0,6,,,,,5,62,0,,,
57989,note_on,,,,,29,0,7,,,,,6,72,0,,,
57990,note_on,,,,,1,0,7,,,,,6,71,100,,,
57990,note_on,,,,,1,0,6,,,,,5,67,120,,,
58019,note_on,,,,,29,0,6,,,,,5,67,0,,,
58019,note_on,,,,,119,0,13,,,,,14,31,0,,,
58019,note_on,,,,,29,0,7,,,,,6,71,0,,,
58019,note_on,,,,,119,0,12,,,,,13,43,0,,,
58019,note_on,,,,,59,0,11,,,,,12,55,0,,,
58019,note_on,,,,,59,0,10,,,,,11,62,0,,,
58019,note_on,,,,,59,0,9,,,,,10,67,0,,,
58020,note_on,,,,,1,0,7,,,,,6,69,100,,,
58020,note_on,,,,,1,0,11,,,,,12,62,100,,,
58020,note_on,,,,,1,0,12,,,,,13,55,100,,,
58020,note_on,,,,,1,0,13,,,,,14,43,100,,,
58020,note_on,,,,,1,0,10,,,,,11,65,100,,,
58020,note_on,,,,,1,0,9,,,,,10,71,100,,,
58020,note_on,,,,,1,0,6,,,,,5,65,120,,,
58049,note_on,,,,,29,0,7,,,,,6,69,0,,,
58049,note_on,,,,,29,0,6,,,,,5,65,0,,,
58050,note_on,,,,,1,0,7,,,,,6,67,100,,,
58050,note_on,,,,,1,0,6,,,,,5,63,120,,,
58079,note_on,,,,,59,0,11,,,,,12,62,0,,,
58079,note_on,,,,,59,0,13,,,,,14,43,0,,,
58079,note_on,,,,,59,0,9,,,,,10,71,0,,,
58079,note_on,,,,,59,0,10,,,,,11,65,0,,,
58079,note_on,,,,,29,0,7,,,,,6,67,0,,,
58079,note_on,,,,,59,0,12,,,,,13,55,0,,,
58079,note_on,,,,,29,0,6,,,,,5,63,0,,,
58080,note_on,,,,,1,0,6,,,,,5,65,120,,,
58080,note_on,,,,,1,0,12,,,,,13,53,100,,,
58080,note_on,,,,,1,0,13,,,,,14,41,100,,,
58080,note_on,,,,,1,0,7,,,,,6,79,100,,,
58109,note_on,,,,,209,0,5,,,,,4,71,0,,,
58110,note_on,,,,,151,0,8,,,,,7,62,100,,,
58110,note_on,,,,,1,0,5,,,,,4,69,120,,,
58139,note_on,,,,,59,0,6,,,,,5,65,0,,,
58139,note_on,,,,,29,0,5,,,,,4,69,0,,,
58139,note_on,,,,,29,0,8,,,,,7,62,0,,,
58139,note_on,,,,,59,0,7,,,,,6,79,0,,,
58140,note_on,,,,,1,0,5,,,,,4,71,120,,,
58140,note_on,,,,,61,0,10,,,,,11,67,100,,,
58140,note_on,,,,,61,0,11,,,,,12,67,100,,,
58140,note_on,,,,,61,0,9,,,,,10,74,100,,,
58140,note_on,,,,,1,0,8,,,,,7,55,100,,,
58140,note_on,,,,,1,0,6,,,,,5,53,120,,,
58169,note_on,,,,,29,0,8,,,,,7,55,0,,,
58169,note_on,,,,,29,0,5,,,,,4,71,0,,,
58170,note_on,,,,,1,0,5,,,,,4,72,120,,,
58170,note_on,,,,,1,0,8,,,,,7,57,100,,,
58199,note_on,,,,,59,0,10,,,,,11,67,0,,,
58199,note_on,,,,,119,0,12,,,,,13,53,0,,,
58199,note_on,,,,,119,0,13,,,,,14,41,0,,,
58199,note_on,,,,,59,0,6,,,,,5,53,0,,,
58199,note_on,,,,,29,0,5,,,,,4,72,0,,,
58199,note_on,,,,,59,0,11,,,,,12,67,0,,,
58199,note_on,,,,,59,0,9,,,,,10,74,0,,,
58199,note_on,,,,,29,0,8,,,,,7,57,0,,,
58200,note_on,,,,,1,0,13,,,,,14,39,100,,,
58200,note_on,,,,,1,0,11,,,,,12,55,100,,,
58200,note_on,,,,,1,0,8,,,,,7,59,100,,,
58200,note_on,,,,,1,0,9,,,,,10,79,100,,,
58200,note_on,,,,,1,0,10,,,,,11,60,100,,,
58200,note_on,,,,,1,0,12,,,,,13,51,100,,,
58200,note_on,,,,,1,0,5,,,,,4,74,120,,,
58200,note_on,,,,,1,0,6,,,,,5,51,120,,,
58229,note_on,,,,,29,0,8,,,,,7,59,0,,,
58229,note_on,,,,,29,0,5,,,,,4,74,0,,,
58230,note_on,,,,,1,0,5,,,,,4,75,120,,,
58230,note_on,,,,,1,0,8,,,,,7,60,100,,,
58259,note_on,,,,,59,0,12,,,,,13,51,0,,,
58259,note_on,,,,,29,0,5,,,,,4,75,0,,,
58259,note_on,,,,,59,0,13,,,,,14,39,0,,,
58259,note_on,,,,,59,0,10,,,,,11,60,0,,,
58259,note_on,,,,,59,0,9,,,,,10,79,0,,,
58259,note_on,,,,,29,0,8,,,,,7,60,0,,,
58259,note_on,,,,,59,0,6,,,,,5,51,0,,,
58259,note_on,,,,,59,0,11,,,,,12,55,0,,,
58260,note_on,,,,,1,0,13,,,,,14,38,100,,,
58260,note_on,,,,,1,0,5,,,,,4,77,120,,,
58260,note_on,,,,,1,0,12,,,,,13,50,100,,,
58260,note_on,,,,,1,0,8,,,,,7,62,100,,,
58260,note_on,,,,,1,0,6,,,,,5,50,120,,,
58289,note_on,,,,,29,0,5,,,,,4,77,0,,,
58290,note_on,,,,,1,0,5,,,,,4,80,120,,,
58319,note_on,,,,,29,0,5,,,,,4,80,0,,,
58319,note_on,,,,,59,0,6,,,,,5,50,0,,,
58319,note_on,,,,,59,0,8,,,,,7,62,0,,,
58320,note_on,,,,,1,0,8,,,,,7,50,100,,,
58320,note_on,,,,,61,0,11,,,,,12,65,100,,,
58320,note_on,,,,,1,0,5,,,,,4,79,120,,,
58320,note_on,,,,,61,0,9,,,,,10,80,100,,,
58320,note_on,,,,,181,0,7,,,,,6,62,100,,,
58320,note_on,,,,,61,0,10,,,,,11,62,100,,,
58320,note_on,,,,,1,0,6,,,,,5,62,120,,,
58349,note_on,,,,,29,0,5,,,,,4,79,0,,,
58350,note_on,,,,,1,0,5,,,,,4,77,120,,,
58379,note_on,,,,,119,0,12,,,,,13,50,0,,,
58379,note_on,,,,,59,0,8,,,,,7,50,0,,,
58379,note_on,,,,,59,0,9,,,,,10,80,0,,,
58379,note_on,,,,,59,0,11,,,,,12,65,0,,,
58379,note_on,,,,,59,0,10,,,,,11,62,0,,,
58379,note_on,,,,,59,0,6,,,,,5,62,0,,,
58379,note_on,,,,,59,0,7,,,,,6,62,0,,,
58379,note_on,,,,,29,0,5,,,,,4,77,0,,,
58379,note_on,,,,,119,0,13,,,,,14,38,0,,,
58380,note_on,,,,,1,0,7,,,,,6,65,100,,,
58380,note_on,,,,,1,0,9,,,,,10,77,100,,,
58380,note_on,,,,,1,0,5,,,,,4,86,120,,,
58380,note_on,,,,,1,0,13,,,,,14,36,100,,,
58380,note_on,,,,,1,0,6,,,,,5,60,120,,,
58380,note_on,,,,,1,0,12,,,,,13,48,100,,,
58380,note_on,,,,,1,0,10,,,,,11,68,100,,,
58380,note_on,,,,,1,0,11,,,,,12,62,100,,,
58439,note_on,,,,,59,0,6,,,,,5,60,0,,,
58439,note_on,,,,,59,0,11,,,,,12,62,0,,,
58439,note_on,,,,,59,0,12,,,,,13,48,0,,,
58439,note_on,,,,,59,0,10,,,,,11,68,0,,,
58439,note_on,,,,,59,0,13,,,,,14,36,0,,,
58439,note_on,,,,,59,0,9,,,,,10,77,0,,,
58439,note_on,,,,,59,0,7,,,,,6,65,0,,,
58440,note_on,,,,,1,0,6,,,,,5,59,120,,,
58440,note_on,,,,,1,0,7,,,,,6,68,100,,,
58440,note_on,,,,,1,0,12,,,,,13,47,100,,,
58440,note_on,,,,,1,0,13,,,,,14,35,100,,,
58469,note_on,,,,,89,0,5,,,,,4,86,0,,,
58470,note_on,,,,,1,0,5,,,,,4,84,120,,,
58499,note_on,,,,,59,0,6,,,,,5,59,0,,,
58499,note_on,,,,,59,0,7,,,,,6,68,0,,,
58499,note_on,,,,,59,0,12,,,,,13,47,0,,,
58499,note_on,,,,,59,0,13,,,,,14,35,0,,,
58499,note_on,,,,,29,0,5,,,,,4,84,0,,,
58500,note_on,,,,,1,0,12,,,,,13,43,100,,,
58500,note_on,,,,,61,0,10,,,,,11,67,100,,,
58500,note_on,,,,,121,0,8,,,,,7,43,100,,,
58500,note_on,,,,,1,0,5,,,,,4,83,120,,,
58500,note_on,,,,,1,0,7,,,,,6,75,100,,,
58500,note_on,,,,,1,0,13,,,,,14,31,100,,,
58500,note_on,,,,,61,0,11,,,,,12,62,100,,,
58500,note_on,,,,,1,0,6,,,,,5,55,120,,,
58500,note_on,,,,,61,0,9,,,,,10,74,100,,,
58529,note_on,,,,,29,0,8,,,,,7,43,0,,,
58529,note_on,,,,,29,0,5,,,,,4,83,0,,,
58529,note_on,,,,,29,0,7,,,,,6,75,0,,,
58530,note_on,,,,,1,0,7,,,,,6,74,100,,,
58530,note_on,,,,,1,0,5,,,,,4,81,120,,,
58530,note_on,,,,,1,0,8,,,,,7,45,100,,,
58559,note_on,,,,,59,0,6,,,,,5,55,0,,,
58559,note_on,,,,,59,0,12,,,,,13,43,0,,,
58559,note_on,,,,,59,0,11,,,,,12,62,0,,,
58559,note_on,,,,,59,0,10,,,,,11,67,0,,,
58559,note_on,,,,,29,0,5,,,,,4,81,0,,,
58559,note_on,,,,,59,0,9,,,,,10,74,0,,,
58559,note_on,,,,,59,0,13,,,,,14,31,0,,,
58559,note_on,,,,,29,0,8,,,,,7,45,0,,,
58560,note_on,,,,,1,0,10,,,,,11,74,100,,,
58560,note_on,,,,,1,0,5,,,,,4,79,120,,,
58560,note_on,,,,,1,0,13,,,,,14,35,100,,,
58560,note_on,,,,,1,0,11,,,,,12,59,100,,,
58560,note_on,,,,,1,0,8,,,,,7,47,100,,,
58560,note_on,,,,,1,0,9,,,,,10,79,100,,,
58560,note_on,,,,,1,0,6,,,,,5,59,120,,,
58560,note_on,,,,,1,0,12,,,,,13,47,100,,,
58589,note_on,,,,,29,0,5,,,,,4,79,0,,,
58589,note_on,,,,,29,0,8,,,,,7,47,0,,,
58590,note_on,,,,,1,0,8,,,,,7,43,100,,,
58590,note_on,,,,,1,0,5,,,,,4,77,120,,,
58619,note_on,,,,,59,0,6,,,,,5,59,0,,,
58619,note_on,,,,,59,0,10,,,,,11,74,0,,,
58619,note_on,,,,,29,0,8,,,,,7,43,0,,,
58619,note_on,,,,,59,0,13,,,,,14,35,0,,,
58619,note_on,,,,,59,0,11,,,,,12,59,0,,,
58619,note_on,,,,,59,0,9,,,,,10,79,0,,,
58619,note_on,,,,,29,0,5,,,,,4,77,0,,,
58619,note_on,,,,,59,0,12,,,,,13,47,0,,,
58620,note_on,,,,,1,0,8,,,,,7,48,100,,,
58620,note_on,,,,,1,0,13,,,,,14,36,100,,,
58620,note_on,,,,,1,0,5,,,,,4,75,120,,,
58620,note_on,,,,,1,0,12,,,,,13,48,100,,,
58620,note_on,,,,,1,0,6,,,,,5,60,120,,,
58649,note_on,,,,,119,0,7,,,,,6,74,0,,,
58650,note_on,,,,,1,0,7,,,,,6,75,100,,,
58679,note_on,,,,,29,0,7,,,,,6,75,0,,,
58679,note_on,,,,,59,0,8,,,,,7,48,0,,,
58679,note_on,,,,,59,0,6,,,,,5,60,0,,,
58680,note_on,,,,,61,0,9,,,,,10,79,100,,,
58680,note_on,,,,,1,0,7,,,,,6,74,100,,,
58680,note_on,,,,,61,0,10,,,,,11,75,100,,,
58680,note_on,,,,,1,0,6,,,,,5,48,120,,,
58680,note_on,,,,,1,0,8,,,,,7,60,100,,,
58680,note_on,,,,,61,0,11,,,,,12,55,100,,,
58709,note_on,,,,,29,0,7,,,,,6,74,0,,,
58710,note_on,,,,,1,0,7,,,,,6,72,100,,,
58739,note_on,,,,,59,0,6,,,,,5,48,0,,,
58739,note_on,,,,,119,0,12,,,,,13,48,0,,,
58739,note_on,,,,,59,0,10,,,,,11,75,0,,,
58739,note_on,,,,,29,0,7,,,,,6,72,0,,,
58739,note_on,,,,,119,0,13,,,,,14,36,0,,,
58739,note_on,,,,,59,0,11,,,,,12,55,0,,,
58739,note_on,,,,,59,0,8,,,,,7,60,0,,,
58739,note_on,,,,,59,0,9,,,,,10,79,0,,,
58740,note_on,,,,,1,0,7,,,,,6,74,100,,,
58740,note_on,,,,,1,0,8,,,,,7,58,100,,,
58740,note_on,,,,,1,0,13,,,,,14,34,100,,,
58740,note_on,,,,,1,0,6,,,,,5,46,120,,,
58740,note_on,,,,,1,0,10,,,,,11,74,100,,,
58740,note_on,,,,,1,0,11,,,,,12,58,100,,,
58740,note_on,,,,,1,0,9,,,,,10,67,100,,,
58740,note_on,,,,,1,0,12,,,,,13,46,100,,,
58769,note_on,,,,,29,0,7,,,,,6,74,0,,,
58770,note_on,,,,,1,0,7,,,,,6,75,100,,,
58799,note_on,,,,,59,0,12,,,,,13,46,0,,,
58799,note_on,,,,,59,0,10,,,,,11,74,0,,,
58799,note_on,,,,,59,0,11,,,,,12,58,0,,,
58799,note_on,,,,,59,0,8,,,,,7,58,0,,,
58799,note_on,,,,,59,0,9,,,,,10,67,0,,,
58799,note_on,,,,,29,0,7,,,,,6,75,0,,,
58799,note_on,,,,,59,0,6,,,,,5,46,0,,,
58799,note_on,,,,,59,0,13,,,,,14,34,0,,,
58800,note_on,,,,,1,0,13,,,,,14,32,100,,,
58800,note_on,,,,,1,0,12,,,,,13,44,100,,,
58800,note_on,,,,,1,0,6,,,,,5,44,120,,,
58800,note_on,,,,,1,0,8,,,,,7,56,100,,,
58800,note_on,,,,,1,0,7,,,,,6,72,100,,,
58829,note_on,,,,,209,0,5,,,,,4,75,0,,,
58830,note_on,,,,,1,0,5,,,,,4,77,120,,,
58859,note_on,,,,,29,0,5,,,,,4,77,0,,,
58859,note_on,,,,,59,0,8,,,,,7,56,0,,,
58859,note_on,,,,,59,0,6,,,,,5,44,0,,,
58860,note_on,,,,,61,0,9,,,,,10,72,100,,,
58860,note_on,,,,,1,0,8,,,,,7,44,100,,,
58860,note_on,,,,,61,0,10,,,,,11,72,100,,,
58860,note_on,,,,,61,0,11,,,,,12,60,100,,,
58860,note_on,,,,,1,0,5,,,,,4,75,120,,,
