tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,note,velocity,channel
8900,note_on,,,,,20,0,3,,,,55,0,2
8919,note_on,,,,,39,0,2,,,,70,0,1
8919,note_on,,,,,19,0,3,,,,53,0,2
8919,note_on,,,,,0,0,3,,,,52,70,2
8940,note_on,,,,,180,0,1,,,,74,0,0
8940,note_on,,,,,0,0,3,,,,50,70,2
8940,note_on,,,,,21,0,3,,,,52,0,2
8940,note_on,,,,,21,0,2,,,,74,70,1
8960,note_on,,,,,0,0,3,,,,52,70,2
8960,note_on,,,,,20,0,3,,,,50,0,2
8979,note_on,,,,,39,0,2,,,,74,0,1
8979,note_on,,,,,0,0,3,,,,53,70,2
8979,note_on,,,,,19,0,3,,,,52,0,2
9000,note_on,,,,,21,0,2,,,,67,70,1
9000,note_on,,,,,0,0,3,,,,52,70,2
9000,note_on,,,,,60,0,1,,,,79,70,0
9000,note_on,,,,,21,0,3,,,,53,0,2
9020,note_on,,,,,0,0,1,,,,77,70,0
9020,note_on,,,,,20,0,1,,,,79,0,0
9039,note_on,,,,,0,0,1,,,,76,70,0
9039,note_on,,,,,19,0,1,,,,77,0,0
9039,note_on,,,,,39,0,3,,,,52,0,2
9039,note_on,,,,,39,0,2,,,,67,0,1
9060,note_on,,,,,21,0,2,,,,71,70,1
9060,note_on,,,,,21,0,3,,,,55,70,2
9060,note_on,,,,,0,0,1,,,,74,70,0
9060,note_on,,,,,21,0,1,,,,76,0,0
9080,note_on,,,,,0,0,1,,,,76,70,0
9080,note_on,,,,,20,0,1,,,,74,0,0
9099,note_on,,,,,0,0,1,,,,77,70,0
9099,note_on,,,,,39,0,3,,,,55,0,2
9099,note_on,,,,,19,0,1,,,,76,0,0
9120,note_on,,,,,21,0,1,,,,77,0,0
9120,note_on,,,,,0,0,2,,,,72,70,1
9120,note_on,,,,,60,0,2,,,,71,0,1
9120,note_on,,,,,0,0,1,,,,76,70,0
9120,note_on,,,,,21,0,3,,,,60,70,2
9140,note_on,,,,,0,0,3,,,,58,70,2
9140,note_on,,,,,20,0,3,,,,60,0,2
9159,note_on,,,,,39,0,1,,,,76,0,0
9159,note_on,,,,,19,0,3,,,,58,0,2
9159,note_on,,,,,0,0,3,,,,57,70,2
9180,note_on,,,,,0,0,3,,,,55,70,2
9180,note_on,,,,,60,0,2,,,,72,0,1
9180,note_on,,,,,21,0,1,,,,79,70,0
9180,note_on,,,,,21,0,3,,,,57,0,2
9200,note_on,,,,,20,0,3,,,,55,0,2
9200,note_on,,,,,0,0,3,,,,57,70,2
9219,note_on,,,,,39,0,1,,,,79,0,0
9219,note_on,,,,,0,0,3,,,,58,70,2
9219,note_on,,,,,19,0,3,,,,57,0,2
9240,note_on,,,,,21,0,3,,,,58,0,2
9240,note_on,,,,,0,0,3,,,,57,70,2
9240,note_on,,,,,60,0,2,,,,72,70,1
9240,note_on,,,,,21,0,1,,,,72,70,0
9260,note_on,,,,,0,0,2,,,,70,70,1
9260,note_on,,,,,20,0,2,,,,72,0,1
9279,note_on,,,,,19,0,2,,,,70,0,1
9279,note_on,,,,,39,0,3,,,,57,0,2
9279,note_on,,,,,39,0,1,,,,72,0,0
9279,note_on,,,,,0,0,2,,,,69,70,1
9300,note_on,,,,,21,0,2,,,,69,0,1
9300,note_on,,,,,0,0,2,,,,67,70,1
9300,note_on,,,,,21,0,3,,,,60,70,2
9320,note_on,,,,,20,0,2,,,,67,0,1
9320,note_on,,,,,0,0,2,,,,69,70,1
9339,note_on,,,,,0,0,2,,,,70,70,1
9339,note_on,,,,,19,0,2,,,,69,0,1
9339,note_on,,,,,39,0,3,,,,60,0,2
9360,note_on,,,,,21,0,3,,,,53,70,2
9360,note_on,,,,,21,0,2,,,,70,0,1
9360,note_on,,,,,0,0,2,,,,69,70,1
9380,note_on,,,,,20,0,3,,,,53,0,2
9380,note_on,,,,,0,0,3,,,,51,70,2
9399,note_on,,,,,19,0,3,,,,51,0,2
9399,note_on,,,,,0,0,3,,,,50,70,2
9399,note_on,,,,,39,0,2,,,,69,0,1
9420,note_on,,,,,21,0,3,,,,50,0,2
9420,note_on,,,,,21,0,2,,,,72,70,1
9420,note_on,,,,,0,0,3,,,,48,70,2
9440,note_on,,,,,0,0,3,,,,50,70,2
9440,note_on,,,,,20,0,3,,,,48,0,2
9459,note_on,,,,,0,0,3,,,,51,70,2
9459,note_on,,,,,19,0,3,,,,50,0,2
9459,note_on,,,,,39,0,2,,,,72,0,1
9480,note_on,,,,,201,0,1,,,,77,70,0
9480,note_on,,,,,21,0,2,,,,65,70,1
9480,note_on,,,,,21,0,3,,,,51,0,2
9480,note_on,,,,,0,0,3,,,,50,70,2
9500,note_on,,,,,0,0,1,,,,75,70,0
9500,note_on,,,,,20,0,1,,,,77,0,0
9519,note_on,,,,,0,0,1,,,,74,70,0
9519,note_on,,,,,39,0,3,,,,50,0,2
9519,note_on,,,,,39,0,2,,,,65,0,1
9519,note_on,,,,,19,0,1,,,,75,0,0
9540,note_on,,,,,21,0,3,,,,53,70,2
9540,note_on,,,,,0,0,1,,,,72,70,0
9540,note_on,,,,,21,0,1,,,,74,0,0
9540,note_on,,,,,21,0,2,,,,69,70,1
9560,note_on,,,,,0,0,1,,,,74,70,0
9560,note_on,,,,,20,0,1,,,,72,0,0
9579,note_on,,,,,39,0,3,,,,53,0,2
9579,note_on,,,,,0,0,1,,,,75,70,0
9579,note_on,,,,,19,0,1,,,,74,0,0
9600,note_on,,,,,21,0,1,,,,75,0,0
9600,note_on,,,,,0,0,1,,,,74,70,0
9600,note_on,,,,,21,0,3,,,,58,70,2
9600,note_on,,,,,60,0,2,,,,69,0,1
9600,note_on,,,,,0,0,2,,,,70,70,1
9620,note_on,,,,,20,0,3,,,,58,0,2
9620,note_on,,,,,0,0,3,,,,57,70,2
9639,note_on,,,,,0,0,3,,,,55,70,2
9639,note_on,,,,,19,0,3,,,,57,0,2
9660,note_on,,,,,0,0,3,,,,54,70,2
9660,note_on,,,,,0,0,2,,,,69,70,1
9660,note_on,,,,,21,0,3,,,,55,0,2
9660,note_on,,,,,60,0,2,,,,70,0,1
9680,note_on,,,,,20,0,3,,,,54,0,2
9680,note_on,,,,,0,0,3,,,,55,70,2
9699,note_on,,,,,19,0,3,,,,55,0,2
9699,note_on,,,,,0,0,3,,,,57,70,2
9720,note_on,,,,,21,0,3,,,,57,0,2
9720,note_on,,,,,0,0,1,,,,73,70,0
9720,note_on,,,,,120,0,1,,,,74,0,0
9720,note_on,,,,,0,0,3,,,,55,70,2
9740,note_on,,,,,0,0,1,,,,74,70,0
9740,note_on,,,,,0,0,3,,,,53,70,2
9740,note_on,,,,,20,0,3,,,,55,0,2
9740,note_on,,,,,20,0,1,,,,73,0,0
9759,note_on,,,,,0,0,3,,,,52,70,2
9759,note_on,,,,,19,0,3,,,,53,0,2
9759,note_on,,,,,19,0,1,,,,74,0,0
9759,note_on,,,,,0,0,1,,,,76,70,0
9780,note_on,,,,,0,0,3,,,,50,70,2
9780,note_on,,,,,21,0,1,,,,76,0,0
9780,note_on,,,,,0,0,1,,,,77,70,0
9780,note_on,,,,,21,0,3,,,,52,0,2
9800,note_on,,,,,0,0,3,,,,52,70,2
9800,note_on,,,,,20,0,3,,,,50,0,2
9800,note_on,,,,,0,0,1,,,,76,70,0
9800,note_on,,,,,20,0,1,,,,77,0,0
9819,note_on,,,,,19,0,1,,,,76,0,0
9819,note_on,,,,,0,0,1,,,,74,70,0
9819,note_on,,,,,0,0,3,,,,53,70,2
9819,note_on,,,,,19,0,3,,,,52,0,2
9840,note_on,,,,,21,0,1,,,,74,0,0
9840,note_on,,,,,0,0,1,,,,76,70,0
9840,note_on,,,,,0,0,3,,,,52,70,2
9840,note_on,,,,,21,0,3,,,,53,0,2
9860,note_on,,,,,0,0,3,,,,50,70,2
9860,note_on,,,,,20,0,1,,,,76,0,0
9860,note_on,,,,,0,0,1,,,,77,70,0
9860,note_on,,,,,20,0,3,,,,52,0,2
9879,note_on,,,,,19,0,3,,,,50,0,2
9879,note_on,,,,,0,0,1,,,,79,70,0
9879,note_on,,,,,19,0,1,,,,77,0,0
9879,note_on,,,,,0,0,3,,,,48,70,2
9900,note_on,,,,,21,0,3,,,,48,0,2
9900,note_on,,,,,0,0,1,,,,81,70,0
9900,note_on,,,,,21,0,1,,,,79,0,0
9900,note_on,,,,,0,0,3,,,,47,70,2
9920,note_on,,,,,0,0,1,,,,79,70,0
9920,note_on,,,,,20,0,1,,,,81,0,0
9920,note_on,,,,,20,0,3,,,,47,0,2
9920,note_on,,,,,0,0,3,,,,49,70,2
9939,note_on,,,,,0,0,3,,,,50,70,2
9939,note_on,,,,,19,0,3,,,,49,0,2
9939,note_on,,,,,19,0,1,,,,79,0,0
9939,note_on,,,,,0,0,1,,,,77,70,0
9960,note_on,,,,,0,0,1,,,,79,70,0
9960,note_on,,,,,21,0,3,,,,50,0,2
9960,note_on,,,,,0,0,3,,,,49,70,2
9960,note_on,,,,,21,0,1,,,,77,0,0
9990,note_on,,,,,30,0,3,,,,49,0,2
9990,note_on,,,,,0,0,3,,,,45,70,2
9990,note_on,,,,,0,0,2,,,,69,70,1
9990,note_on,,,,,330,0,2,,,,69,0,1
10020,note_on,,,,,0,0,3,,,,50,70,2
10020,note_on,,,,,60,0,1,,,,79,0,0
10020,note_on,,,,,0,0,1,,,,77,70,0
10020,note_on,,,,,0,0,2,,,,70,70,1
10020,note_on,,,,,30,0,2,,,,69,0,1
10020,note_on,,,,,30,0,3,,,,45,0,2
10050,note_on,,,,,30,0,2,,,,70,0,1
10050,note_on,,,,,0,0,2,,,,69,70,1
10080,note_on,,,,,30,0,2,,,,69,0,1
10080,note_on,,,,,0,0,1,,,,76,70,0
10080,note_on,,,,,60,0,1,,,,77,0,0
10080,note_on,,,,,0,0,2,,,,67,70,1
10110,note_on,,,,,0,0,2,,,,70,70,1
10110,note_on,,,,,30,0,2,,,,67,0,1
10140,note_on,,,,,0,0,3,,,,49,70,2
10140,note_on,,,,,0,0,2,,,,69,70,1
10140,note_on,,,,,30,0,2,,,,70,0,1
10140,note_on,,,,,120,0,3,,,,50,0,2
10170,note_on,,,,,30,0,2,,,,69,0,1
10170,note_on,,,,,0,0,2,,,,67,70,1
10200,note_on,,,,,60,0,3,,,,49,0,2
10200,note_on,,,,,0,0,3,,,,50,70,2
10200,note_on,,,,,30,0,2,,,,67,0,1
10200,note_on,,,,,0,0,2,,,,65,70,1
10230,note_on,,,,,0,0,1,,,,74,70,0
10230,note_on,,,,,150,0,1,,,,76,0,0
10239,note_on,,,,,39,0,3,,,,50,0,2
10239,note_on,,,,,39,0,2,,,,65,0,1
10260,note_on,,,,,0,0,1,,,,75,70,0
10260,note_on,,,,,30,0,1,,,,74,0,0
10260,note_on,,,,,21,0,3,,,,55,70,2
10260,note_on,,,,,21,0,2,,,,58,70,1
10290,note_on,,,,,0,0,1,,,,74,70,0
10290,note_on,,,,,30,0,1,,,,75,0,0
10320,note_on,,,,,0,0,2,,,,57,70,1
10320,note_on,,,,,60,0,2,,,,58,0,1
10320,note_on,,,,,30,0,1,,,,74,0,0
10320,note_on,,,,,0,0,1,,,,73,70,0
10350,note_on,,,,,0,0,1,,,,76,70,0
10350,note_on,,,,,30,0,1,,,,73,0,0
10380,note_on,,,,,120,0,3,,,,55,0,2
10380,note_on,,,,,0,0,3,,,,54,70,2
10380,note_on,,,,,30,0,1,,,,76,0,0
10380,note_on,,,,,0,0,1,,,,74,70,0
10410,note_on,,,,,30,0,1,,,,74,0,0
10410,note_on,,,,,0,0,1,,,,72,70,0
10440,note_on,,,,,0,0,3,,,,55,70,2
10440,note_on,,,,,60,0,3,,,,54,0,2
10440,note_on,,,,,0,0,1,,,,71,70,0
10440,note_on,,,,,0,0,2,,,,55,70,1
10440,note_on,,,,,120,0,2,,,,57,0,1
10440,note_on,,,,,30,0,1,,,,72,0,0
10470,note_on,,,,,0,0,3,,,,53,70,2
10470,note_on,,,,,30,0,3,,,,55,0,2
10479,note_on,,,,,39,0,2,,,,55,0,1
10500,note_on,,,,,30,0,3,,,,53,0,2
10500,note_on,,,,,21,0,2,,,,67,70,1
10500,note_on,,,,,0,0,1,,,,70,70,0
10500,note_on,,,,,60,0,1,,,,71,0,0
10500,note_on,,,,,0,0,3,,,,52,70,2
10530,note_on,,,,,30,0,3,,,,52,0,2
10530,note_on,,,,,0,0,3,,,,50,70,2
10560,note_on,,,,,60,0,1,,,,70,0,0
10560,note_on,,,,,0,0,3,,,,49,70,2
10560,note_on,,,,,30,0,3,,,,50,0,2
10560,note_on,,,,,0,0,1,,,,69,70,0
10590,note_on,,,,,30,0,3,,,,49,0,2
10590,note_on,,,,,0,0,3,,,,52,70,2
10620,note_on,,,,,0,0,2,,,,65,70,1
10620,note_on,,,,,120,0,2,,,,67,0,1
10620,note_on,,,,,30,0,3,,,,52,0,2
10620,note_on,,,,,0,0,3,,,,50,70,2
10650,note_on,,,,,30,0,3,,,,50,0,2
10650,note_on,,,,,30,0,2,,,,65,0,1
10650,note_on,,,,,0,0,2,,,,64,70,1
10650,note_on,,,,,0,0,3,,,,48,70,2
10680,note_on,,,,,30,0,2,,,,64,0,1
10680,note_on,,,,,0,0,2,,,,62,70,1
10680,note_on,,,,,0,0,3,,,,47,70,2
10680,note_on,,,,,30,0,3,,,,48,0,2
10710,note_on,,,,,30,0,2,,,,62,0,1
10710,note_on,,,,,0,0,2,,,,65,70,1
10740,note_on,,,,,180,0,1,,,,69,0,0
10740,note_on,,,,,0,0,1,,,,67,70,0
10740,note_on,,,,,30,0,2,,,,65,0,1
10740,note_on,,,,,0,0,3,,,,46,70,2
10740,note_on,,,,,60,0,3,,,,47,0,2
10740,note_on,,,,,0,0,2,,,,64,70,1
10770,note_on,,,,,30,0,2,,,,64,0,1
10770,note_on,,,,,0,0,2,,,,62,70,1
10800,note_on,,,,,60,0,3,,,,46,0,2
10800,note_on,,,,,0,0,3,,,,45,70,2
10800,note_on,,,,,0,0,2,,,,61,70,1
10800,note_on,,,,,30,0,2,,,,62,0,1
10830,note_on,,,,,30,0,3,,,,45,0,2
10830,note_on,,,,,0,0,3,,,,57,70,2
10860,note_on,,,,,30,0,3,,,,57,0,2
10860,note_on,,,,,0,0,3,,,,58,70,2
10860,note_on,,,,,0,0,2,,,,62,70,1
10860,note_on,,,,,60,0,2,,,,61,0,1
10860,note_on,,,,,0,0,1,,,,65,70,0
10860,note_on,,,,,120,0,1,,,,67,0,0
10890,note_on,,,,,0,0,3,,,,57,70,2
10890,note_on,,,,,30,0,3,,,,58,0,2
10920,note_on,,,,,60,0,1,,,,65,0,0
10920,note_on,,,,,0,0,1,,,,64,70,0
10920,note_on,,,,,30,0,3,,,,57,0,2
10920,note_on,,,,,0,0,3,,,,55,70,2
10950,note_on,,,,,30,0,3,,,,55,0,2
10950,note_on,,,,,0,0,3,,,,58,70,2
10980,note_on,,,,,30,0,3,,,,58,0,2
10980,note_on,,,,,0,0,3,,,,57,70,2
10980,note_on,,,,,120,0,2,,,,62,0,1
10980,note_on,,,,,0,0,2,,,,61,70,1
11010,note_on,,,,,30,0,3,,,,57,0,2
11010,note_on,,,,,0,0,3,,,,55,70,2
11040,note_on,,,,,60,0,2,,,,61,0,1
11040,note_on,,,,,0,0,1,,,,62,70,0
11040,note_on,,,,,30,0,3,,,,55,0,2
11040,note_on,,,,,0,0,3,,,,53,70,2
11040,note_on,,,,,120,0,1,,,,64,0,0
11070,note_on,,,,,30,0,3,,,,53,0,2
11070,note_on,,,,,0,0,3,,,,57,70,2
11070,note_on,,,,,30,0,2,,,,60,70,1
11100,note_on,,,,,30,0,3,,,,57,0,2
11100,note_on,,,,,0,0,3,,,,55,70,2
11100,note_on,,,,,0,0,2,,,,58,70,1
11100,note_on,,,,,30,0,2,,,,60,0,1
11130,note_on,,,,,30,0,3,,,,55,0,2
11130,note_on,,,,,0,0,3,,,,53,70,2
11130,note_on,,,,,0,0,2,,,,57,70,1
11130,note_on,,,,,30,0,2,,,,58,0,1
11160,note_on,,,,,0,0,2,,,,55,70,1
11160,note_on,,,,,30,0,2,,,,57,0,1
11160,note_on,,,,,120,0,1,,,,62,0,0
11160,note_on,,,,,0,0,3,,,,52,70,2
11160,note_on,,,,,30,0,3,,,,53,0,2
11190,note_on,,,,,30,0,2,,,,55,0,1
11190,note_on,,,,,0,0,3,,,,50,70,2
11190,note_on,,,,,30,0,3,,,,52,0,2
11190,note_on,,,,,0,0,2,,,,58,70,1
11220,note_on,,,,,0,0,3,,,,49,70,2
11220,note_on,,,,,30,0,3,,,,50,0,2
11220,note_on,,,,,0,0,2,,,,57,70,1
11220,note_on,,,,,30,0,2,,,,58,0,1
11250,note_on,,,,,30,0,3,,,,49,0,2
11250,note_on,,,,,30,0,2,,,,57,0,1
11250,note_on,,,,,0,0,2,,,,55,70,1
11250,note_on,,,,,0,0,3,,,,52,70,2
11280,note_on,,,,,30,0,2,,,,55,0,1
11280,note_on,,,,,0,0,2,,,,53,70,1
11280,note_on,,,,,30,0,3,,,,52,0,2
11280,note_on,,,,,0,0,3,,,,50,70,2
11310,note_on,,,,,0,0,2,,,,57,70,1
11310,note_on,,,,,30,0,2,,,,53,0,1
11310,note_on,,,,,30,0,3,,,,50,0,2
11310,note_on,,,,,0,0,3,,,,48,70,2
11340,note_on,,,,,0,0,2,,,,55,70,1
11340,note_on,,,,,30,0,2,,,,57,0,1
11340,note_on,,,,,0,0,3,,,,46,70,2
11340,note_on,,,,,30,0,3,,,,48,0,2
11370,note_on,,,,,30,0,3,,,,46,0,2
11370,note_on,,,,,30,0,2,,,,55,0,1
11370,note_on,,,,,0,0,2,,,,53,70,1
11370,note_on,,,,,0,0,3,,,,45,70,2
11400,note_on,,,,,30,0,3,,,,45,0,2
11400,note_on,,,,,0,0,2,,,,52,70,1
11400,note_on,,,,,0,0,3,,,,43,70,2
11400,note_on,,,,,30,0,2,,,,53,0,1
11430,note_on,,,,,30,0,3,,,,43,0,2
11430,note_on,,,,,0,0,2,,,,50,70,1
11430,note_on,,,,,0,0,3,,,,46,70,2
11430,note_on,,,,,30,0,2,,,,52,0,1
11460,note_on,,,,,30,0,2,,,,50,0,1
11460,note_on,,,,,0,0,2,,,,49,70,1
11460,note_on,,,,,0,0,3,,,,45,70,2
11460,note_on,,,,,30,0,3,,,,46,0,2
11490,note_on,,,,,0,0,3,,,,43,70,2
11490,note_on,,,,,30,0,2,,,,49,0,1
11490,note_on,,,,,0,0,2,,,,52,70,1
11490,note_on,,,,,30,0,3,,,,45,0,2
11520,note_on,,,,,30,0,2,,,,52,0,1
11520,note_on,,,,,0,0,2,,,,50,70,1
11520,note_on,,,,,30,0,3,,,,43,0,2
11520,note_on,,,,,0,0,3,,,,41,70,2
11540,note_on,,,,,20,0,2,,,,50,0,1
11540,note_on,,,,,0,0,2,,,,52,70,1
11559,note_on,,,,,19,0,2,,,,52,0,1
11559,note_on,,,,,0,0,2,,,,53,70,1
11580,note_on,,,,,0,0,3,,,,46,70,2
11580,note_on,,,,,21,0,2,,,,53,0,1
11580,note_on,,,,,0,0,2,,,,55,70,1
11580,note_on,,,,,60,0,3,,,,41,0,2
11600,note_on,,,,,0,0,2,,,,53,70,1
11600,note_on,,,,,20,0,2,,,,55,0,1
11619,note_on,,,,,0,0,2,,,,52,70,1
11619,note_on,,,,,19,0,2,,,,53,0,1
11640,note_on,,,,,0,0,2,,,,53,70,1
11640,note_on,,,,,21,0,2,,,,52,0,1
11640,note_on,,,,,0,0,3,,,,45,70,2
11640,note_on,,,,,60,0,3,,,,46,0,2
11660,note_on,,,,,20,0,2,,,,53,0,1
11660,note_on,,,,,0,0,3,,,,43,70,2
11660,note_on,,,,,20,0,3,,,,45,0,2
11660,note_on,,,,,0,0,2,,,,55,70,1
11679,note_on,,,,,19,0,3,,,,43,0,2
11679,note_on,,,,,0,0,3,,,,41,70,2
11679,note_on,,,,,0,0,2,,,,57,70,1
11679,note_on,,,,,19,0,2,,,,55,0,1
11700,note_on,,,,,21,0,2,,,,57,0,1
11700,note_on,,,,,21,0,3,,,,41,0,2
11700,note_on,,,,,0,0,2,,,,58,70,1
11700,note_on,,,,,0,0,3,,,,40,70,2
11720,note_on,,,,,0,0,2,,,,57,70,1
11720,note_on,,,,,0,0,3,,,,41,70,2
11720,note_on,,,,,20,0,2,,,,58,0,1
11720,note_on,,,,,20,0,3,,,,40,0,2
11739,note_on,,,,,19,0,3,,,,41,0,2
11739,note_on,,,,,0,0,3,,,,43,70,2
11739,note_on,,,,,0,0,2,,,,55,70,1
11739,note_on,,,,,19,0,2,,,,57,0,1
11760,note_on,,,,,21,0,3,,,,43,0,2
11760,note_on,,,,,0,0,3,,,,41,70,2
11760,note_on,,,,,600,0,1,,,,62,70,0
11760,note_on,,,,,21,0,2,,,,55,0,1
11760,note_on,,,,,0,0,2,,,,57,70,1
11780,note_on,,,,,20,0,1,,,,62,0,0
11780,note_on,,,,,0,0,1,,,,64,70,0
11780,note_on,,,,,0,0,3,,,,40,70,2
11780,note_on,,,,,20,0,3,,,,41,0,2
11799,note_on,,,,,19,0,1,,,,64,0,0
11799,note_on,,,,,0,0,1,,,,65,70,0
11799,note_on,,,,,19,0,3,,,,40,0,2
11799,note_on,,,,,0,0,3,,,,38,70,2
11820,note_on,,,,,0,0,3,,,,37,70,2
11820,note_on,,,,,21,0,3,,,,38,0,2
11820,note_on,,,,,0,0,1,,,,67,70,0
11820,note_on,,,,,21,0,1,,,,65,0,0
11840,note_on,,,,,0,0,3,,,,38,70,2
11840,note_on,,,,,20,0,1,,,,67,0,0
11840,note_on,,,,,20,0,3,,,,37,0,2
11840,note_on,,,,,0,0,1,,,,65,70,0
11859,note_on,,,,,0,0,1,,,,64,70,0
11859,note_on,,,,,19,0,3,,,,38,0,2
11859,note_on,,,,,0,0,3,,,,40,70,2
11859,note_on,,,,,19,0,1,,,,65,0,0
11880,note_on,,,,,0,0,3,,,,38,70,2
11880,note_on,,,,,21,0,3,,,,40,0,2
11880,note_on,,,,,0,0,1,,,,65,70,0
11880,note_on,,,,,21,0,1,,,,64,0,0
11900,note_on,,,,,140,0,2,,,,57,0,1
11900,note_on,,,,,0,0,2,,,,55,70,1
11900,note_on,,,,,0,0,1,,,,67,70,0
11900,note_on,,,,,20,0,1,,,,65,0,0
11919,note_on,,,,,0,0,1,,,,69,70,0
11919,note_on,,,,,19,0,1,,,,67,0,0
11919,note_on,,,,,19,0,2,,,,55,0,1
11919,note_on,,,,,0,0,2,,,,53,70,1
11940,note_on,,,,,0,0,2,,,,52,70,1
11940,note_on,,,,,0,0,1,,,,70,70,0
11940,note_on,,,,,60,0,3,,,,38,0,2
11940,note_on,,,,,21,0,2,,,,53,0,1
11940,note_on,,,,,21,0,1,,,,69,0,0
11960,note_on,,,,,20,0,1,,,,70,0,0
11960,note_on,,,,,0,0,1,,,,69,70,0
11960,note_on,,,,,20,0,2,,,,52,0,1
11960,note_on,,,,,0,0,2,,,,53,70,1
11979,note_on,,,,,19,0,1,,,,69,0,0
11979,note_on,,,,,0,0,1,,,,67,70,0
11979,note_on,,,,,19,0,2,,,,53,0,1
11979,note_on,,,,,0,0,2,,,,55,70,1
12000,note_on,,,,,0,0,1,,,,69,70,0
12000,note_on,,,,,21,0,2,,,,55,0,1
12000,note_on,,,,,21,0,1,,,,67,0,0
12000,note_on,,,,,0,0,2,,,,53,70,1
12030,note_on,,,,,90,0,3,,,,40,70,2
12060,note_on,,,,,60,0,2,,,,53,0,1
12060,note_on,,,,,0,0,2,,,,65,70,1
12060,note_on,,,,,0,0,1,,,,74,70,0
12060,note_on,,,,,30,0,3,,,,40,0,2
12060,note_on,,,,,0,0,3,,,,41,70,2
12060,note_on,,,,,60,0,1,,,,69,0,0
12090,note_on,,,,,30,0,3,,,,41,0,2
12090,note_on,,,,,0,0,3,,,,43,70,2
12120,note_on,,,,,60,0,2,,,,65,0,1
12120,note_on,,,,,0,0,3,,,,45,70,2
12120,note_on,,,,,0,0,2,,,,64,70,1
12120,note_on,,,,,0,0,1,,,,73,70,0
12120,note_on,,,,,60,0,1,,,,74,0,0
12120,note_on,,,,,30,0,3,,,,43,0,2
12150,note_on,,,,,30,0,3,,,,45,0,2
12150,note_on,,,,,0,0,3,,,,47,70,2
12180,note_on,,,,,30,0,3,,,,47,0,2
12180,note_on,,,,,60,0,1,,,,73,0,0
12180,note_on,,,,,0,0,1,,,,72,70,0
12180,note_on,,,,,0,0,3,,,,48,70,2
12180,note_on,,,,,60,0,2,,,,64,0,1
12180,note_on,,,,,0,0,2,,,,69,70,1
12210,note_on,,,,,30,0,3,,,,48,0,2
12210,note_on,,,,,0,0,3,,,,45,70,2
12240,note_on,,,,,30,0,3,,,,45,0,2
12240,note_on,,,,,0,0,3,,,,50,70,2
12240,note_on,,,,,60,0,1,,,,72,0,0
12240,note_on,,,,,0,0,1,,,,71,70,0
12270,note_on,,,,,30,0,3,,,,50,0,2
12270,note_on,,,,,0,0,3,,,,49,70,2
12300,note_on,,,,,0,0,1,,,,70,70,0
12300,note_on,,,,,30,0,3,,,,49,0,2
12300,note_on,,,,,0,0,3,,,,50,70,2
12300,note_on,,,,,60,0,1,,,,71,0,0
12330,note_on,,,,,30,0,3,,,,50,0,2
12330,note_on,,,,,0,0,3,,,,52,70,2
12330,note_on,,,,,0,0,2,,,,67,70,1
12330,note_on,,,,,150,0,2,,,,69,0,1
12360,note_on,,,,,60,0,1,,,,70,0,0
12360,note_on,,,,,0,0,3,,,,53,70,2
12360,note_on,,,,,30,0,3,,,,52,0,2
12360,note_on,,,,,0,0,1,,,,69,70,0
12367,set_tempo,,,,,12367,1,0,,851064,,,,
12382,set_tempo,,,,,15,1,0,,857143,,,,
12390,note_on,,,,,30,0,3,,,,53,0,2
12390,note_on,,,,,0,0,3,,,,47,70,2
12390,note_on,,,,,0,0,2,,,,65,70,1
12390,note_on,,,,,60,0,2,,,,67,0,1
12395,set_tempo,,,,,13,1,0,,863309,,,,
12407,set_tempo,,,,,12,1,0,,869565,,,,
12420,set_tempo,,,,,13,1,0,,875912,,,,
12420,note_on,,,,,60,0,1,,,,69,0,0
12420,note_on,,,,,30,0,3,,,,47,0,2
12420,note_on,,,,,0,0,3,,,,52,70,2
12420,note_on,,,,,0,0,1,,,,67,70,0
12432,set_tempo,,,,,12,1,0,,882353,,,,
12447,set_tempo,,,,,15,1,0,,888889,,,,
12450,note_on,,,,,0,0,2,,,,65,70,1
12450,note_on,,,,,60,0,2,,,,65,0,1
12450,note_on,,,,,30,0,3,,,,52,0,2
12450,note_on,,,,,0,0,3,,,,50,70,2
12460,set_tempo,,,,,13,1,0,,895522,,,,
12472,set_tempo,,,,,12,1,0,,902256,,,,
12480,note_on,,,,,0,0,2,,,,64,70,1
12480,note_on,,,,,30,0,2,,,,65,0,1
12480,note_on,,,,,30,0,3,,,,50,0,2
12480,note_on,,,,,0,0,3,,,,49,70,2
12485,set_tempo,,,,,13,1,0,,909091,,,,
12497,set_tempo,,,,,12,1,0,,916031,,,,
12510,note_on,,,,,90,0,1,,,,67,0,0
12510,note_on,,,,,30,0,3,,,,49,0,2
12510,note_on,,,,,0,0,1,,,,67,70,0
12510,note_on,,,,,0,0,3,,,,45,70,2
12512,set_tempo,,,,,15,1,0,,923077,,,,
12525,set_tempo,,,,,13,1,0,,930233,,,,
12537,set_tempo,,,,,12,1,0,,937500,,,,
12540,note_on,,,,,60,0,2,,,,64,0,1
12540,note_on,,,,,30,0,3,,,,45,0,2
12540,note_on,,,,,0,0,2,,,,62,70,1
12540,note_on,,,,,30,0,1,,,,67,0,0
12540,note_on,,,,,0,0,1,,,,65,70,0
12540,note_on,,,,,0,0,3,,,,50,70,2
