tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,pitch,note,velocity
158236,note_on,117,0,7,,,,,,,,,,,,,,,6,,,,66,100
158375,note_on,5036,0,1,,,,,,,,,,,,,,,0,,,,60,100
158513,note_on,138,0,1,,,,,,,,,,,,,,,0,,,,60,0
158538,note_on,765,0,2,,,,,,,,,,,,,,,1,,,,61,100
158572,note_on,336,0,7,,,,,,,,,,,,,,,6,,,,66,0
159155,note_on,583,0,7,,,,,,,,,,,,,,,6,,,,54,0
159155,note_on,1380,0,11,,,,,,,,,,,,,,,11,,,,70,0
159155,note_on,0,0,7,,,,,,,,,,,,,,,6,,,,42,0
159162,note_on,624,0,2,,,,,,,,,,,,,,,1,,,,61,0
159557,note_on,6218,0,4,,,,,,,,,,,,,,,3,,,,51,100
159557,note_on,395,0,2,,,,,,,,,,,,,,,1,,,,73,100
159557,note_on,24590,0,8,,,,,,,,,,,,,,,7,,,,67,100
159654,note_on,499,0,11,,,,,,,,,,,,,,,11,,,,58,100
159750,note_on,96,0,11,,,,,,,,,,,,,,,11,,,,58,0
159752,note_on,195,0,4,,,,,,,,,,,,,,,3,,,,63,100
159842,note_on,90,0,4,,,,,,,,,,,,,,,3,,,,51,0
159849,note_on,292,0,8,,,,,,,,,,,,,,,7,,,,67,0
159850,note_on,1846,0,9,,,,,,,,,,,,,,,8,,,,68,100
159850,note_on,1615,0,6,,,,,,,,,,,,,,,5,,,,53,100
159946,note_on,96,0,6,,,,,,,,,,,,,,,5,,,,53,0
159946,note_on,96,0,9,,,,,,,,,,,,,,,8,,,,68,0
159948,note_on,99,0,8,,,,,,,,,,,,,,,7,,,,55,100
159948,note_on,198,0,11,,,,,,,,,,,,,,,11,,,,70,100
160045,note_on,488,0,2,,,,,,,,,,,,,,,1,,,,73,0
160046,note_on,1,0,2,,,,,,,,,,,,,,,1,,,,73,100
160139,note_on,297,0,4,,,,,,,,,,,,,,,3,,,,63,0
160142,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,73,0
160142,note_on,194,0,11,,,,,,,,,,,,,,,11,,,,70,0
160142,note_on,194,0,8,,,,,,,,,,,,,,,7,,,,55,0
160144,note_on,5,0,4,,,,,,,,,,,,,,,3,,,,75,100
160144,note_on,2,0,8,,,,,,,,,,,,,,,7,,,,55,100
160144,note_on,0,0,4,,,,,,,,,,,,,,,3,,,,63,100
160144,note_on,2,0,11,,,,,,,,,,,,,,,11,,,,70,100
160235,note_on,91,0,11,,,,,,,,,,,,,,,11,,,,70,0
160240,note_on,96,0,4,,,,,,,,,,,,,,,3,,,,75,0
160242,note_on,7,0,11,,,,,,,,,,,,,,,11,,,,70,100
160338,note_on,96,0,11,,,,,,,,,,,,,,,11,,,,70,0
160338,note_on,194,0,8,,,,,,,,,,,,,,,7,,,,55,0
160338,note_on,98,0,4,,,,,,,,,,,,,,,3,,,,63,0
160340,note_on,2567,0,12,,,,,,,,,,,,,,,12,,,,71,100
160340,note_on,2,0,4,,,,,,,,,,,,,,,3,,,,63,100
160340,note_on,0,0,9,,,,,,,,,,,,,,,8,,,,56,100
160340,note_on,394,0,9,,,,,,,,,,,,,,,8,,,,68,100
160436,note_on,96,0,12,,,,,,,,,,,,,,,12,,,,71,0
160438,note_on,98,0,4,,,,,,,,,,,,,,,3,,,,75,100
160534,note_on,96,0,4,,,,,,,,,,,,,,,3,,,,75,0
160536,note_on,196,0,9,,,,,,,,,,,,,,,8,,,,80,100
160632,note_on,96,0,9,,,,,,,,,,,,,,,8,,,,80,0
160634,note_on,100,0,4,,,,,,,,,,,,,,,3,,,,75,100
160727,note_on,0,0,9,,,,,,,,,,,,,,,8,,,,68,0
160727,note_on,93,0,4,,,,,,,,,,,,,,,3,,,,63,0
160727,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
160730,note_on,3,0,4,,,,,,,,,,,,,,,3,,,,75,0
160732,note_on,296,0,12,,,,,,,,,,,,,,,12,,,,71,100
160828,note_on,96,0,12,,,,,,,,,,,,,,,12,,,,71,0
160829,note_on,99,0,4,,,,,,,,,,,,,,,3,,,,75,100
160925,note_on,96,0,4,,,,,,,,,,,,,,,3,,,,75,0
160927,note_on,200,0,9,,,,,,,,,,,,,,,8,,,,68,100
161023,note_on,96,0,9,,,,,,,,,,,,,,,8,,,,68,0
161025,note_on,197,0,12,,,,,,,,,,,,,,,12,,,,71,100
161072,note_on,47,0,12,,,,,,,,,,,,,,,12,,,,71,0
161074,note_on,736,0,11,,,,,,,,,,,,,,,11,,,,70,100
161121,note_on,47,0,11,,,,,,,,,,,,,,,11,,,,70,0
161123,note_on,1177,0,6,,,,,,,,,,,,,,,5,,,,65,100
161123,note_on,981,0,2,,,,,,,,,,,,,,,1,,,,49,100
161123,note_on,51,0,12,,,,,,,,,,,,,,,12,,,,71,100
161221,note_on,198,0,9,,,,,,,,,,,,,,,8,,,,56,100
161317,note_on,96,0,9,,,,,,,,,,,,,,,8,,,,56,0
161319,note_on,196,0,2,,,,,,,,,,,,,,,1,,,,61,100
161408,note_on,285,0,6,,,,,,,,,,,,,,,5,,,,65,0
161415,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,49,0
161417,note_on,2262,0,7,,,,,,,,,,,,,,,6,,,,66,100
161417,note_on,492,0,4,,,,,,,,,,,,,,,3,,,,51,100
161513,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,66,0
161513,note_on,96,0,4,,,,,,,,,,,,,,,3,,,,51,0
161515,note_on,198,0,9,,,,,,,,,,,,,,,8,,,,68,100
161515,note_on,107,0,6,,,,,,,,,,,,,,,5,,,,53,100
161611,note_on,488,0,12,,,,,,,,,,,,,,,12,,,,71,0
161613,note_on,2,0,12,,,,,,,,,,,,,,,12,,,,71,100
161706,note_on,291,0,2,,,,,,,,,,,,,,,1,,,,61,0
161709,note_on,194,0,9,,,,,,,,,,,,,,,8,,,,68,0
161709,note_on,96,0,12,,,,,,,,,,,,,,,12,,,,71,0
161709,note_on,194,0,6,,,,,,,,,,,,,,,5,,,,53,0
161711,note_on,5,0,2,,,,,,,,,,,,,,,1,,,,73,100
161711,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,61,100
161711,note_on,2,0,9,,,,,,,,,,,,,,,8,,,,68,100
161711,note_on,2,0,6,,,,,,,,,,,,,,,5,,,,53,100
161802,note_on,91,0,9,,,,,,,,,,,,,,,8,,,,68,0
161807,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,73,0
161809,note_on,7,0,9,,,,,,,,,,,,,,,8,,,,68,100
161905,note_on,96,0,9,,,,,,,,,,,,,,,8,,,,68,0
161905,note_on,194,0,6,,,,,,,,,,,,,,,5,,,,53,0
161905,note_on,98,0,2,,,,,,,,,,,,,,,1,,,,61,0
161907,note_on,4594,0,10,,,,,,,,,,,,,,,10,,,,69,100
161907,note_on,394,0,7,,,,,,,,,,,,,,,6,,,,66,100
161907,note_on,0,0,7,,,,,,,,,,,,,,,6,,,,54,100
161907,note_on,2,0,2,,,,,,,,,,,,,,,1,,,,61,100
162003,note_on,96,0,10,,,,,,,,,,,,,,,10,,,,69,0
162005,note_on,98,0,2,,,,,,,,,,,,,,,1,,,,73,100
162101,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,73,0
162102,note_on,195,0,7,,,,,,,,,,,,,,,6,,,,78,100
162198,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,78,0
162200,note_on,99,0,2,,,,,,,,,,,,,,,1,,,,73,100
162294,note_on,0,0,7,,,,,,,,,,,,,,,6,,,,66,0
162294,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,54,0
162294,note_on,94,0,2,,,,,,,,,,,,,,,1,,,,61,0
162296,note_on,2,0,2,,,,,,,,,,,,,,,1,,,,73,0
162298,note_on,295,0,10,,,,,,,,,,,,,,,10,,,,69,100
162394,note_on,96,0,10,,,,,,,,,,,,,,,10,,,,69,0
162396,note_on,100,0,2,,,,,,,,,,,,,,,1,,,,73,100
162492,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,73,0
162494,note_on,200,0,7,,,,,,,,,,,,,,,6,,,,66,100
162590,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,66,0
162592,note_on,198,0,10,,,,,,,,,,,,,,,10,,,,69,100
162639,note_on,47,0,10,,,,,,,,,,,,,,,10,,,,69,0
162641,note_on,2303,0,8,,,,,,,,,,,,,,,7,,,,67,100
162688,note_on,47,0,8,,,,,,,,,,,,,,,7,,,,67,0
162690,note_on,51,0,10,,,,,,,,,,,,,,,10,,,,45,100
162690,note_on,2,0,8,,,,,,,,,,,,,,,7,,,,67,100
162690,note_on,198,0,2,,,,,,,,,,,,,,,1,,,,61,100
162788,note_on,6387,0,5,,,,,,,,,,,,,,,4,,,,52,100
162884,note_on,96,0,5,,,,,,,,,,,,,,,4,,,,52,0
162886,note_on,196,0,10,,,,,,,,,,,,,,,10,,,,57,100
162975,note_on,285,0,2,,,,,,,,,,,,,,,1,,,,61,0
162982,note_on,96,0,10,,,,,,,,,,,,,,,10,,,,45,0
162984,note_on,1275,0,12,,,,,,,,,,,,,,,12,,,,47,100
162984,note_on,6252,0,3,,,,,,,,,,,,,,,2,,,,62,100
163080,note_on,96,0,12,,,,,,,,,,,,,,,12,,,,47,0
163080,note_on,96,0,3,,,,,,,,,,,,,,,2,,,,62,0
163082,note_on,198,0,5,,,,,,,,,,,,,,,4,,,,64,100
163082,note_on,107,0,2,,,,,,,,,,,,,,,1,,,,49,100
163178,note_on,488,0,8,,,,,,,,,,,,,,,7,,,,67,0
163180,note_on,2,0,8,,,,,,,,,,,,,,,7,,,,67,100
163273,note_on,291,0,10,,,,,,,,,,,,,,,10,,,,57,0
163276,note_on,96,0,8,,,,,,,,,,,,,,,7,,,,67,0
163276,note_on,194,0,5,,,,,,,,,,,,,,,4,,,,64,0
163276,note_on,194,0,2,,,,,,,,,,,,,,,1,,,,49,0
163277,note_on,1,0,2,,,,,,,,,,,,,,,1,,,,49,100
163277,note_on,4,0,10,,,,,,,,,,,,,,,10,,,,69,100
163277,note_on,1,0,5,,,,,,,,,,,,,,,4,,,,64,100
163277,note_on,0,0,10,,,,,,,,,,,,,,,10,,,,57,100
163368,note_on,91,0,5,,,,,,,,,,,,,,,4,,,,64,0
163373,note_on,96,0,10,,,,,,,,,,,,,,,10,,,,69,0
163375,note_on,7,0,5,,,,,,,,,,,,,,,4,,,,64,100
163471,note_on,98,0,10,,,,,,,,,,,,,,,10,,,,57,0
163471,note_on,96,0,5,,,,,,,,,,,,,,,4,,,,64,0
163471,note_on,194,0,2,,,,,,,,,,,,,,,1,,,,49,0
163473,note_on,0,0,3,,,,,,,,,,,,,,,2,,,,50,100
163473,note_on,2,0,10,,,,,,,,,,,,,,,10,,,,57,100
163473,note_on,883,0,7,,,,,,,,,,,,,,,6,,,,66,100
163473,note_on,393,0,3,,,,,,,,,,,,,,,2,,,,62,100
163569,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,66,0
163571,note_on,98,0,10,,,,,,,,,,,,,,,10,,,,69,100
163667,note_on,96,0,10,,,,,,,,,,,,,,,10,,,,69,0
163669,note_on,196,0,3,,,,,,,,,,,,,,,2,,,,74,100
163765,note_on,96,0,3,,,,,,,,,,,,,,,2,,,,74,0
163767,note_on,100,0,10,,,,,,,,,,,,,,,10,,,,69,100
163860,note_on,0,0,3,,,,,,,,,,,,,,,2,,,,62,0
163860,note_on,93,0,10,,,,,,,,,,,,,,,10,,,,57,0
163860,note_on,95,0,3,,,,,,,,,,,,,,,2,,,,50,0
163863,note_on,3,0,10,,,,,,,,,,,,,,,10,,,,69,0
163865,note_on,296,0,7,,,,,,,,,,,,,,,6,,,,66,100
163961,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,66,0
163963,note_on,100,0,10,,,,,,,,,,,,,,,10,,,,69,100
164059,note_on,96,0,10,,,,,,,,,,,,,,,10,,,,69,0
164061,note_on,201,0,3,,,,,,,,,,,,,,,2,,,,62,100
164157,note_on,96,0,3,,,,,,,,,,,,,,,2,,,,62,0
164159,note_on,100,0,10,,,,,,,,,,,,,,,10,,,,69,100
164206,note_on,47,0,10,,,,,,,,,,,,,,,10,,,,69,0
164208,note_on,2303,0,9,,,,,,,,,,,,,,,8,,,,68,100
164255,note_on,47,0,9,,,,,,,,,,,,,,,8,,,,68,0
164257,note_on,1177,0,12,,,,,,,,,,,,,,,12,,,,47,100
164257,note_on,51,0,10,,,,,,,,,,,,,,,10,,,,69,100
164257,note_on,2744,0,4,,,,,,,,,,,,,,,3,,,,63,100
164355,note_on,394,0,7,,,,,,,,,,,,,,,6,,,,54,100
164451,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,54,0
164453,note_on,196,0,12,,,,,,,,,,,,,,,12,,,,59,100
164542,note_on,285,0,4,,,,,,,,,,,,,,,3,,,,63,0
164549,note_on,96,0,12,,,,,,,,,,,,,,,12,,,,47,0
164550,note_on,1079,0,5,,,,,,,,,,,,,,,4,,,,64,100
164550,note_on,1079,0,2,,,,,,,,,,,,,,,1,,,,49,100
164646,note_on,96,0,5,,,,,,,,,,,,,,,4,,,,64,0
164646,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,49,0
164648,note_on,106,0,4,,,,,,,,,,,,,,,3,,,,51,100
164648,note_on,197,0,7,,,,,,,,,,,,,,,6,,,,66,100
164745,note_on,488,0,10,,,,,,,,,,,,,,,10,,,,69,0
164746,note_on,1,0,10,,,,,,,,,,,,,,,10,,,,69,100
164840,note_on,291,0,12,,,,,,,,,,,,,,,12,,,,59,0
164842,note_on,194,0,4,,,,,,,,,,,,,,,3,,,,51,0
164842,note_on,96,0,10,,,,,,,,,,,,,,,10,,,,69,0
164842,note_on,194,0,7,,,,,,,,,,,,,,,6,,,,66,0
164844,note_on,0,0,12,,,,,,,,,,,,,,,12,,,,59,100
164844,note_on,4,0,12,,,,,,,,,,,,,,,12,,,,71,100
164844,note_on,2,0,7,,,,,,,,,,,,,,,6,,,,66,100
164844,note_on,2,0,4,,,,,,,,,,,,,,,3,,,,51,100
164935,note_on,91,0,7,,,,,,,,,,,,,,,6,,,,66,0
164940,note_on,96,0,12,,,,,,,,,,,,,,,12,,,,71,0
164942,note_on,7,0,7,,,,,,,,,,,,,,,6,,,,66,100
165038,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,66,0
165038,note_on,98,0,12,,,,,,,,,,,,,,,12,,,,59,0
165038,note_on,194,0,4,,,,,,,,,,,,,,,3,,,,51,0
165040,note_on,394,0,5,,,,,,,,,,,,,,,4,,,,64,100
165040,note_on,0,0,5,,,,,,,,,,,,,,,4,,,,52,100
165040,note_on,2,0,12,,,,,,,,,,,,,,,12,,,,59,100
165040,note_on,785,0,9,,,,,,,,,,,,,,,8,,,,68,100
165136,note_on,96,0,9,,,,,,,,,,,,,,,8,,,,68,0
165138,note_on,98,0,12,,,,,,,,,,,,,,,12,,,,71,100
165234,note_on,96,0,12,,,,,,,,,,,,,,,12,,,,71,0
165236,note_on,196,0,5,,,,,,,,,,,,,,,4,,,,76,100
165332,note_on,96,0,5,,,,,,,,,,,,,,,4,,,,76,0
165334,note_on,100,0,12,,,,,,,,,,,,,,,12,,,,71,100
165427,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,52,0
165427,note_on,0,0,5,,,,,,,,,,,,,,,4,,,,64,0
165427,note_on,93,0,12,,,,,,,,,,,,,,,12,,,,59,0
165430,note_on,3,0,12,,,,,,,,,,,,,,,12,,,,71,0
165432,note_on,296,0,9,,,,,,,,,,,,,,,8,,,,68,100
165528,note_on,96,0,9,,,,,,,,,,,,,,,8,,,,68,0
165530,note_on,100,0,12,,,,,,,,,,,,,,,12,,,,71,100
165626,note_on,96,0,12,,,,,,,,,,,,,,,12,,,,71,0
165628,note_on,201,0,5,,,,,,,,,,,,,,,4,,,,64,100
165724,note_on,96,0,5,,,,,,,,,,,,,,,4,,,,64,0
165725,note_on,99,0,12,,,,,,,,,,,,,,,12,,,,71,100
165772,note_on,47,0,12,,,,,,,,,,,,,,,12,,,,71,0
165774,note_on,4653,0,11,,,,,,,,,,,,,,,11,,,,70,100
165821,note_on,47,0,11,,,,,,,,,,,,,,,11,,,,70,0
165823,note_on,51,0,12,,,,,,,,,,,,,,,12,,,,71,100
165823,note_on,3918,0,6,,,,,,,,,,,,,,,5,,,,65,100
165823,note_on,1177,0,2,,,,,,,,,,,,,,,1,,,,49,100
165921,note_on,393,0,9,,,,,,,,,,,,,,,8,,,,56,100
166017,note_on,96,0,9,,,,,,,,,,,,,,,8,,,,56,0
166019,note_on,196,0,2,,,,,,,,,,,,,,,1,,,,61,100
166108,note_on,285,0,6,,,,,,,,,,,,,,,5,,,,65,0
166115,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,49,0
166117,note_on,1079,0,4,,,,,,,,,,,,,,,3,,,,51,100
166117,note_on,1079,0,7,,,,,,,,,,,,,,,6,,,,66,100
166213,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,66,0
166213,note_on,96,0,4,,,,,,,,,,,,,,,3,,,,51,0
166215,note_on,198,0,9,,,,,,,,,,,,,,,8,,,,68,100
166215,note_on,107,0,6,,,,,,,,,,,,,,,5,,,,53,100
166311,note_on,488,0,12,,,,,,,,,,,,,,,12,,,,71,0
166313,note_on,2,0,12,,,,,,,,,,,,,,,12,,,,71,100
166406,note_on,291,0,2,,,,,,,,,,,,,,,1,,,,61,0
166409,note_on,194,0,9,,,,,,,,,,,,,,,8,,,,68,0
166409,note_on,194,0,6,,,,,,,,,,,,,,,5,,,,53,0
166409,note_on,96,0,12,,,,,,,,,,,,,,,12,,,,71,0
166411,note_on,2,0,6,,,,,,,,,,,,,,,5,,,,53,100
166411,note_on,5,0,2,,,,,,,,,,,,,,,1,,,,73,100
166411,note_on,2,0,9,,,,,,,,,,,,,,,8,,,,68,100
166411,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,61,100
166502,note_on,91,0,9,,,,,,,,,,,,,,,8,,,,68,0
166507,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,73,0
166509,note_on,7,0,9,,,,,,,,,,,,,,,8,,,,68,100
166605,note_on,98,0,2,,,,,,,,,,,,,,,1,,,,61,0
166605,note_on,194,0,6,,,,,,,,,,,,,,,5,,,,53,0
166605,note_on,96,0,9,,,,,,,,,,,,,,,8,,,,68,0
166607,note_on,1765,0,10,,,,,,,,,,,,,,,10,,,,69,100
166607,note_on,394,0,7,,,,,,,,,,,,,,,6,,,,66,100
166607,note_on,0,0,7,,,,,,,,,,,,,,,6,,,,54,100
166607,note_on,2,0,2,,,,,,,,,,,,,,,1,,,,61,100
166703,note_on,96,0,10,,,,,,,,,,,,,,,10,,,,69,0
166705,note_on,98,0,2,,,,,,,,,,,,,,,1,,,,73,100
166801,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,73,0
166803,note_on,196,0,7,,,,,,,,,,,,,,,6,,,,78,100
166899,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,78,0
166901,note_on,100,0,2,,,,,,,,,,,,,,,1,,,,73,100
166994,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
166994,note_on,93,0,2,,,,,,,,,,,,,,,1,,,,61,0
166994,note_on,0,0,7,,,,,,,,,,,,,,,6,,,,66,0
166997,note_on,3,0,2,,,,,,,,,,,,,,,1,,,,73,0
166998,note_on,295,0,10,,,,,,,,,,,,,,,10,,,,69,100
167094,note_on,96,0,10,,,,,,,,,,,,,,,10,,,,69,0
167096,note_on,99,0,2,,,,,,,,,,,,,,,1,,,,73,100
167192,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,73,0
167194,note_on,200,0,7,,,,,,,,,,,,,,,6,,,,66,100
167290,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,66,0
167292,note_on,2,0,7,,,,,,,,,,,,,,,6,,,,78,100
167339,note_on,47,0,7,,,,,,,,,,,,,,,6,,,,78,0
167341,note_on,1617,0,5,,,,,,,,,,,,,,,4,,,,76,100
167388,note_on,47,0,5,,,,,,,,,,,,,,,4,,,,76,0
167390,note_on,1569,0,11,,,,,,,,,,,,,,,11,,,,70,100
167390,note_on,2,0,5,,,,,,,,,,,,,,,4,,,,76,100
167390,note_on,51,0,7,,,,,,,,,,,,,,,6,,,,54,100
167486,note_on,294,0,2,,,,,,,,,,,,,,,1,,,,61,100
167581,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
167582,note_on,192,0,7,,,,,,,,,,,,,,,6,,,,66,100
167670,note_on,280,0,11,,,,,,,,,,,,,,,11,,,,70,0
167677,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
167678,note_on,1269,0,12,,,,,,,,,,,,,,,12,,,,71,100
167678,note_on,1073,0,9,,,,,,,,,,,,,,,8,,,,56,100
167773,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,71,0
167773,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
167774,note_on,104,0,11,,,,,,,,,,,,,,,11,,,,58,100
167774,note_on,193,0,2,,,,,,,,,,,,,,,1,,,,73,100
167869,note_on,479,0,5,,,,,,,,,,,,,,,4,,,,76,0
167870,note_on,1,0,5,,,,,,,,,,,,,,,4,,,,76,100
167962,note_on,285,0,7,,,,,,,,,,,,,,,6,,,,66,0
167965,note_on,191,0,11,,,,,,,,,,,,,,,11,,,,58,0
167965,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,76,0
167965,note_on,191,0,2,,,,,,,,,,,,,,,1,,,,73,0
167966,note_on,1,0,11,,,,,,,,,,,,,,,11,,,,58,100
167966,note_on,4,0,7,,,,,,,,,,,,,,,6,,,,78,100
167966,note_on,1,0,2,,,,,,,,,,,,,,,1,,,,73,100
167966,note_on,0,0,7,,,,,,,,,,,,,,,6,,,,66,100
168056,note_on,90,0,2,,,,,,,,,,,,,,,1,,,,73,0
168061,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,78,0
168062,note_on,6,0,2,,,,,,,,,,,,,,,1,,,,73,100
168157,note_on,191,0,11,,,,,,,,,,,,,,,11,,,,58,0
168157,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
168157,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,66,0
168158,note_on,4001,0,3,,,,,,,,,,,,,,,2,,,,74,100
168158,note_on,1,0,7,,,,,,,,,,,,,,,6,,,,66,100
168158,note_on,0,0,12,,,,,,,,,,,,,,,12,,,,59,100
168158,note_on,385,0,12,,,,,,,,,,,,,,,12,,,,71,100
168253,note_on,95,0,3,,,,,,,,,,,,,,,2,,,,74,0
168254,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,78,100
168349,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,78,0
168350,note_on,192,0,12,,,,,,,,,,,,,,,12,,,,83,100
168445,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,83,0
168446,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,78,100
168538,note_on,0,0,12,,,,,,,,,,,,,,,12,,,,71,0
168538,note_on,93,0,12,,,,,,,,,,,,,,,12,,,,59,0
168538,note_on,92,0,7,,,,,,,,,,,,,,,6,,,,66,0
168541,note_on,3,0,7,,,,,,,,,,,,,,,6,,,,78,0
168542,note_on,289,0,3,,,,,,,,,,,,,,,2,,,,74,100
168637,note_on,95,0,3,,,,,,,,,,,,,,,2,,,,74,0
168638,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,78,100
168733,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,78,0
168734,note_on,196,0,12,,,,,,,,,,,,,,,12,,,,71,100
168829,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,71,0
168830,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,78,100
168877,note_on,47,0,7,,,,,,,,,,,,,,,6,,,,78,0
168878,note_on,2273,0,6,,,,,,,,,,,,,,,5,,,,77,100
168925,note_on,47,0,6,,,,,,,,,,,,,,,5,,,,77,0
168926,note_on,1153,0,9,,,,,,,,,,,,,,,8,,,,56,100
168926,note_on,10413,0,1,,,,,,,,,,,,,,,0,,,,72,100
168926,note_on,49,0,7,,,,,,,,,,,,,,,6,,,,78,100
169022,note_on,2809,0,4,,,,,,,,,,,,,,,3,,,,63,100
169117,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,63,0
169118,note_on,192,0,9,,,,,,,,,,,,,,,8,,,,68,100
169206,note_on,280,0,1,,,,,,,,,,,,,,,0,,,,72,0
169213,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
169214,note_on,1057,0,2,,,,,,,,,,,,,,,1,,,,73,100
169214,note_on,1057,0,11,,,,,,,,,,,,,,,11,,,,58,100
169309,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
169309,note_on,95,0,11,,,,,,,,,,,,,,,11,,,,58,0
169310,note_on,104,0,1,,,,,,,,,,,,,,,0,,,,60,100
169310,note_on,193,0,4,,,,,,,,,,,,,,,3,,,,75,100
169405,note_on,479,0,7,,,,,,,,,,,,,,,6,,,,78,0
169406,note_on,1,0,7,,,,,,,,,,,,,,,6,,,,78,100
169498,note_on,285,0,9,,,,,,,,,,,,,,,8,,,,68,0
169501,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,78,0
169501,note_on,191,0,1,,,,,,,,,,,,,,,0,,,,60,0
169501,note_on,191,0,4,,,,,,,,,,,,,,,3,,,,75,0
169502,note_on,1,0,4,,,,,,,,,,,,,,,3,,,,75,100
169502,note_on,4,0,9,,,,,,,,,,,,,,,8,,,,80,100
169502,note_on,0,0,9,,,,,,,,,,,,,,,8,,,,68,100
169502,note_on,1,0,1,,,,,,,,,,,,,,,0,,,,60,100
169592,note_on,90,0,4,,,,,,,,,,,,,,,3,,,,75,0
169597,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,80,0
169598,note_on,6,0,4,,,,,,,,,,,,,,,3,,,,75,100
169693,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,75,0
169693,note_on,96,0,9,,,,,,,,,,,,,,,8,,,,68,0
169693,note_on,191,0,1,,,,,,,,,,,,,,,0,,,,60,0
169694,note_on,1,0,9,,,,,,,,,,,,,,,8,,,,68,100
169694,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,61,100
169694,note_on,1729,0,5,,,,,,,,,,,,,,,4,,,,76,100
169694,note_on,385,0,2,,,,,,,,,,,,,,,1,,,,73,100
169789,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
169790,note_on,96,0,5,,,,,,,,,,,,,,,4,,,,64,100
169884,note_on,190,0,9,,,,,,,,,,,,,,,8,,,,68,0
169885,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,64,0
169886,note_on,2,0,9,,,,,,,,,,,,,,,8,,,,68,100
169982,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,64,100
170074,note_on,92,0,5,,,,,,,,,,,,,,,4,,,,76,0
170074,note_on,285,0,2,,,,,,,,,,,,,,,1,,,,73,0
170076,note_on,190,0,9,,,,,,,,,,,,,,,8,,,,68,0
170077,note_on,3,0,5,,,,,,,,,,,,,,,4,,,,64,0
170078,note_on,4,0,2,,,,,,,,,,,,,,,1,,,,61,100
170173,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
170174,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,64,100
170269,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,64,0
170270,note_on,194,0,9,,,,,,,,,,,,,,,8,,,,56,100
170365,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
170366,note_on,193,0,2,,,,,,,,,,,,,,,1,,,,61,100
170413,note_on,47,0,2,,,,,,,,,,,,,,,1,,,,61,0
