tick,type,key,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,data,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
48840,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,75,127
48840,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,127
49037,note_on,,197,0,1,,,,,,,,,,,,,,,3,,,71,0
49043,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,57,0
49050,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,66,0
49070,note_on,,20,0,1,,,,,,,,,,,,,,,3,,,75,0
49080,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,57,127
49200,note_on,,120,0,1,,,,,,,,,,,,,,,3,,,75,127
49283,note_on,,83,0,1,,,,,,,,,,,,,,,3,,,57,0
49313,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,75,0
49320,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,45,127
49320,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
49320,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,83,127
49320,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,66,127
49469,note_on,,149,0,1,,,,,,,,,,,,,,,3,,,83,0
49500,note_on,,31,0,1,,,,,,,,,,,,,,,3,,,75,127
49523,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,71,0
49523,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,45,0
49536,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,66,0
49554,note_on,,18,0,1,,,,,,,,,,,,,,,3,,,75,0
49560,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,76,127
49560,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
49560,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
49560,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,43,127
49668,note_on,,108,0,1,,,,,,,,,,,,,,,3,,,76,0
49680,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,75,127
49763,note_on,,83,0,1,,,,,,,,,,,,,,,3,,,43,0
49793,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,75,0
49800,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,76,127
49800,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
49997,note_on,,197,0,1,,,,,,,,,,,,,,,3,,,71,0
50003,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,76,0
50003,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,0
50010,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,64,0
50040,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
50040,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,76,127
50144,note_on,,104,0,1,,,,,,,,,,,,,,,3,,,76,0
50160,note_on,,16,0,1,,,,,,,,,,,,,,,3,,,78,127
50219,note_on,,59,0,1,,,,,,,,,,,,,,,3,,,78,0
50220,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,79,127
50243,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,55,0
50279,note_on,,36,0,1,,,,,,,,,,,,,,,3,,,79,0
50280,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,76,127
50280,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
50280,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
50280,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,43,127
50451,note_on,,171,0,1,,,,,,,,,,,,,,,3,,,76,0
50460,note_on,,9,0,1,,,,,,,,,,,,,,,3,,,79,127
50483,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,64,0
50483,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,43,0
50501,note_on,,18,0,1,,,,,,,,,,,,,,,3,,,71,0
50514,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,79,0
50520,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,127
50520,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,73,127
50520,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
50520,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,43,127
50628,note_on,,108,0,1,,,,,,,,,,,,,,,3,,,73,0
50640,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,71,127
50723,note_on,,83,0,1,,,,,,,,,,,,,,,3,,,43,0
50748,note_on,,25,0,1,,,,,,,,,,,,,,,3,,,71,0
50760,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,73,127
50760,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
50963,note_on,,203,0,1,,,,,,,,,,,,,,,3,,,73,0
50963,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,0
50966,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,69,0
50970,note_on,,4,0,1,,,,,,,,,,,,,,,3,,,64,0
51000,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,81,127
51000,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
51203,note_on,,203,0,1,,,,,,,,,,,,,,,3,,,55,0
51240,note_on,,37,0,1,,,,,,,,,,,,,,,3,,,73,127
51240,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
51240,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,43,127
51443,note_on,,203,0,1,,,,,,,,,,,,,,,3,,,43,0
51456,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,73,0
51461,note_on,,5,0,1,,,,,,,,,,,,,,,3,,,64,0
51480,note_on,,19,0,1,,,,,,,,,,,,,,,3,,,75,127
51480,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,66,127
51480,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,42,127
51540,note_on,,60,0,1,,,,,,,,,,,,,,,3,,,81,0
51600,note_on,,60,0,1,,,,,,,,,,,,,,,3,,,83,127
51659,note_on,,59,0,1,,,,,,,,,,,,,,,3,,,83,0
51660,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,84,127
51683,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,42,0
51714,note_on,,31,0,1,,,,,,,,,,,,,,,3,,,84,0
51720,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,81,127
51720,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,54,127
51882,note_on,,162,0,1,,,,,,,,,,,,,,,3,,,81,0
51900,note_on,,18,0,1,,,,,,,,,,,,,,,3,,,84,127
51923,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,54,0
51926,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,75,0
51926,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,66,0
51959,note_on,,33,0,1,,,,,,,,,,,,,,,3,,,84,0
51960,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,75,127
51960,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,87,127
51960,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,54,127
52109,note_on,,149,0,1,,,,,,,,,,,,,,,3,,,75,0
52118,note_on,,9,0,1,,,,,,,,,,,,,,,3,,,87,0
52140,note_on,,22,0,1,,,,,,,,,,,,,,,3,,,81,127
52163,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,54,0
52194,note_on,,31,0,1,,,,,,,,,,,,,,,3,,,81,0
52200,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,79,127
52200,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,75,127
52200,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,66,127
52200,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,127
52362,note_on,,162,0,1,,,,,,,,,,,,,,,3,,,79,0
52380,note_on,,18,0,1,,,,,,,,,,,,,,,3,,,78,127
52403,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,47,0
52421,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,66,0
52421,note_on,,18,0,1,,,,,,,,,,,,,,,3,,,75,0
52439,note_on,,18,0,1,,,,,,,,,,,,,,,3,,,78,0
52440,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,79,127
52440,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,76,127
52440,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
52440,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,40,127
52643,note_on,,203,0,1,,,,,,,,,,,,,,,3,,,40,0
52680,note_on,,37,0,1,,,,,,,,,,,,,,,3,,,52,127
52883,note_on,,203,0,1,,,,,,,,,,,,,,,3,,,52,0
52890,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,0
52895,note_on,,5,0,1,,,,,,,,,,,,,,,3,,,64,0
52920,note_on,,25,0,1,,,,,,,,,,,,,,,3,,,52,127
52989,note_on,,69,0,1,,,,,,,,,,,,,,,3,,,76,0
53040,note_on,,51,0,1,,,,,,,,,,,,,,,3,,,78,127
53123,note_on,,83,0,1,,,,,,,,,,,,,,,3,,,52,0
53148,note_on,,25,0,1,,,,,,,,,,,,,,,3,,,78,0
53160,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,79,127
53160,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
53160,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
53160,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,40,127
53327,note_on,,167,0,1,,,,,,,,,,,,,,,3,,,79,0
53340,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,81,127
53363,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,40,0
53381,note_on,,18,0,1,,,,,,,,,,,,,,,3,,,71,0
53381,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,0
53387,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,81,0
53400,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,127
53400,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,127
53400,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,77,127
53400,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,45,127
53412,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,77,0
53415,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,76,127
53427,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,76,0
53430,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,77,127
53552,note_on,,122,0,1,,,,,,,,,,,,,,,3,,,77,0
53580,note_on,,28,0,1,,,,,,,,,,,,,,,3,,,76,127
53603,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,45,0
53627,note_on,,24,0,1,,,,,,,,,,,,,,,3,,,76,0
53640,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,77,127
53640,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,127
53652,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,77,0
53655,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,76,127
53667,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,76,0
53670,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,77,127
53792,note_on,,122,0,1,,,,,,,,,,,,,,,3,,,77,0
53820,note_on,,28,0,1,,,,,,,,,,,,,,,3,,,76,127
53843,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,57,0
53846,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,69,0
53850,note_on,,4,0,1,,,,,,,,,,,,,,,3,,,60,0
53867,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,76,0
53880,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,77,127
53880,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,127
53903,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,77,0
53910,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,76,127
53933,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,76,0
53940,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,77,127
53952,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,77,0
53955,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,76,127
53967,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,76,0
53970,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,77,127
53982,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,77,0
53985,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,76,127
53997,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,76,0
54000,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,77,127
54047,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,77,0
54060,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,76,127
54083,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,57,0
54119,note_on,,36,0,1,,,,,,,,,,,,,,,3,,,76,0
54120,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,77,127
54120,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,127
54120,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,127
54120,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,45,127
54180,note_on,,60,0,1,,,,,,,,,,,,,,,3,,,79,127
54183,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,77,0
54234,note_on,,51,0,1,,,,,,,,,,,,,,,3,,,79,0
54240,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,81,127
54299,note_on,,59,0,1,,,,,,,,,,,,,,,3,,,81,0
54300,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,75,127
54323,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,45,0
54341,note_on,,18,0,1,,,,,,,,,,,,,,,3,,,69,0
54345,note_on,,4,0,1,,,,,,,,,,,,,,,3,,,60,0
54347,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,75,0
54360,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,61,127
54360,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
54360,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,76,127
54360,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,46,127
54509,note_on,,149,0,1,,,,,,,,,,,,,,,3,,,76,0
54540,note_on,,31,0,1,,,,,,,,,,,,,,,3,,,75,127
54563,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,46,0
54587,note_on,,24,0,1,,,,,,,,,,,,,,,3,,,75,0
54600,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,76,127
54600,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,58,127
54749,note_on,,149,0,1,,,,,,,,,,,,,,,3,,,76,0
54780,note_on,,31,0,1,,,,,,,,,,,,,,,3,,,75,127
54803,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,58,0
54806,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,67,0
54810,note_on,,4,0,1,,,,,,,,,,,,,,,3,,,61,0
54827,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,75,0
54840,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,76,127
54840,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,58,127
54989,note_on,,149,0,1,,,,,,,,,,,,,,,3,,,76,0
55020,note_on,,31,0,1,,,,,,,,,,,,,,,3,,,75,127
55043,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,58,0
55067,note_on,,24,0,1,,,,,,,,,,,,,,,3,,,75,0
55080,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,76,127
55080,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
55080,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,61,127
55080,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,46,127
55229,note_on,,149,0,1,,,,,,,,,,,,,,,3,,,76,0
55260,note_on,,31,0,1,,,,,,,,,,,,,,,3,,,75,127
55283,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,67,0
55283,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,46,0
55305,note_on,,22,0,1,,,,,,,,,,,,,,,3,,,61,0
55307,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,75,0
55320,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,76,127
55320,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
55320,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,127
55320,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
55428,note_on,,108,0,1,,,,,,,,,,,,,,,3,,,67,0
55433,note_on,,5,0,1,,,,,,,,,,,,,,,3,,,76,0
55440,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
55440,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,78,127
55490,note_on,,50,0,1,,,,,,,,,,,,,,,3,,,78,0
55500,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,79,127
55523,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,47,0
55553,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,71,0
55554,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,79,0
55560,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,127
55560,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
55560,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,78,127
55668,note_on,,108,0,1,,,,,,,,,,,,,,,3,,,78,0
55673,note_on,,5,0,1,,,,,,,,,,,,,,,3,,,69,0
55680,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
55680,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,72,127
55739,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,79,0
55739,note_on,,59,0,1,,,,,,,,,,,,,,,3,,,59,0
55740,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,81,127
55799,note_on,,59,0,1,,,,,,,,,,,,,,,3,,,59,0
55799,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,81,0
55800,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,75,127
55800,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,66,127
55800,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
55802,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,72,0
55854,note_on,,52,0,1,,,,,,,,,,,,,,,3,,,75,0
55860,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,76,127
55887,note_on,,27,0,1,,,,,,,,,,,,,,,3,,,76,0
55890,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,75,127
55902,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,75,0
55905,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,76,127
55917,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,76,0
55920,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,75,127
55932,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,75,0
55935,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,76,127
55947,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,76,0
55950,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,75,127
55962,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,75,0
55965,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,76,127
55977,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,76,0
55980,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,75,127
56003,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,0
56003,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,66,0
56040,note_on,,37,0,1,,,,,,,,,,,,,,,3,,,66,127
56040,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
56040,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,127
56129,note_on,,89,0,1,,,,,,,,,,,,,,,3,,,75,0
56160,note_on,,31,0,1,,,,,,,,,,,,,,,3,,,76,127
56241,note_on,,81,0,1,,,,,,,,,,,,,,,3,,,76,0
56243,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,0
56243,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,59,0
56270,note_on,,27,0,1,,,,,,,,,,,,,,,3,,,66,0
56280,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,76,127
56280,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,68,127
56280,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,40,127
56280,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
56483,note_on,,203,0,1,,,,,,,,,,,,,,,3,,,40,0
56520,note_on,,37,0,1,,,,,,,,,,,,,,,3,,,52,127
56721,note_on,,201,0,1,,,,,,,,,,,,,,,3,,,68,0
56723,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,52,0
56726,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,59,0
56730,note_on,,4,0,1,,,,,,,,,,,,,,,3,,,76,0
56760,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,52,127
56880,note_on,,120,0,1,,,,,,,,,,,,,,,3,,,78,127
56963,note_on,,83,0,1,,,,,,,,,,,,,,,3,,,52,0
56993,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,78,0
57000,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,50,127
57000,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
57000,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
57000,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
57167,note_on,,167,0,1,,,,,,,,,,,,,,,3,,,79,0
57180,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,78,127
57203,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,50,0
57203,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,64,0
57225,note_on,,22,0,1,,,,,,,,,,,,,,,3,,,71,0
57234,note_on,,9,0,1,,,,,,,,,,,,,,,3,,,78,0
57240,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,79,127
57240,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,127
57240,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
57240,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,49,127
57407,note_on,,167,0,1,,,,,,,,,,,,,,,3,,,79,0
57420,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,76,127
57443,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,49,0
57474,note_on,,31,0,1,,,,,,,,,,,,,,,3,,,76,0
57480,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,69,127
57480,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,61,127
57618,note_on,,138,0,1,,,,,,,,,,,,,,,3,,,69,0
57660,note_on,,42,0,1,,,,,,,,,,,,,,,3,,,76,127
57683,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,61,0
57690,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,64,0
57714,note_on,,24,0,1,,,,,,,,,,,,,,,3,,,76,0
57720,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,79,127
57720,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,61,127
57723,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,69,0
57828,note_on,,105,0,1,,,,,,,,,,,,,,,3,,,79,0
57840,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,81,127
57894,note_on,,54,0,1,,,,,,,,,,,,,,,3,,,81,0
57900,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,82,127
57923,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,61,0
57959,note_on,,36,0,1,,,,,,,,,,,,,,,3,,,82,0
57960,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,81,127
57960,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
57960,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,49,127
57960,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,127
58100,note_on,,140,0,1,,,,,,,,,,,,,,,3,,,81,0
58140,note_on,,40,0,1,,,,,,,,,,,,,,,3,,,79,127
58163,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,69,0
58163,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,0
58163,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,49,0
58187,note_on,,24,0,1,,,,,,,,,,,,,,,3,,,79,0
58200,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,79,127
58200,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,127
58200,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
58200,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,50,127
58308,note_on,,108,0,1,,,,,,,,,,,,,,,3,,,79,0
58320,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,77,127
58403,note_on,,83,0,1,,,,,,,,,,,,,,,3,,,50,0
58415,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,77,0
58430,note_on,,15,0,1,,,,,,,,,,,,,,,3,,,64,0
58440,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,77,127
58440,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,127
58440,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,127
58641,note_on,,201,0,1,,,,,,,,,,,,,,,3,,,69,0
58643,note_on,,2,0,1,,,,,,,,,,,,,,,3,,,62,0
58674,note_on,,31,0,1,,,,,,,,,,,,,,,3,,,77,0
58674,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,0
58680,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,62,127
58800,note_on,,120,0,1,,,,,,,,,,,,,,,3,,,76,127
58883,note_on,,83,0,1,,,,,,,,,,,,,,,3,,,62,0
58913,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,76,0
58920,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,50,127
58920,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,77,127
58920,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,127
58920,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,127
59087,note_on,,167,0,1,,,,,,,,,,,,,,,3,,,77,0
59100,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,76,127
59123,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,62,0
59123,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,50,0
59150,note_on,,27,0,1,,,,,,,,,,,,,,,3,,,69,0
59159,note_on,,9,0,1,,,,,,,,,,,,,,,3,,,76,0
59160,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,127
59160,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,127
59160,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,77,127
59160,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
59331,note_on,,171,0,1,,,,,,,,,,,,,,,3,,,77,0
59340,note_on,,9,0,1,,,,,,,,,,,,,,,3,,,74,127
59363,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,47,0
59399,note_on,,36,0,1,,,,,,,,,,,,,,,3,,,74,0
59400,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,67,127
59400,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
59543,note_on,,143,0,1,,,,,,,,,,,,,,,3,,,67,0
59580,note_on,,37,0,1,,,,,,,,,,,,,,,3,,,74,127
59603,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,59,0
59625,note_on,,22,0,1,,,,,,,,,,,,,,,3,,,67,0
59628,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,62,0
59634,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,74,0
59640,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,77,127
59640,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
59748,note_on,,108,0,1,,,,,,,,,,,,,,,3,,,77,0
59760,note_on,,12,0,1,,,,,,,,,,,,,,,3,,,79,127
