tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,control,value,channel,program,pitch,note,velocity
476364,note_on,,,,,204,0,2,,,,,,1,,,63,0
476400,note_on,,,,,120,0,1,,,,,,0,,,71,0
476400,note_on,,,,,120,0,4,,,,,,3,,,66,41
476400,note_on,,,,,36,0,2,,,,,,1,,,63,40
476520,note_on,,,,,120,0,1,,,,,,0,,,72,40
476520,note_on,,,,,120,0,4,,,,,,3,,,66,0
476604,note_on,,,,,204,0,2,,,,,,1,,,63,0
476640,note_on,,,,,36,0,2,,,,,,1,,,63,41
476640,note_on,,,,,120,0,4,,,,,,3,,,66,43
476640,note_on,,,,,120,0,1,,,,,,0,,,72,0
476760,note_on,,,,,120,0,1,,,,,,0,,,71,42
476760,note_on,,,,,120,0,4,,,,,,3,,,66,0
476844,note_on,,,,,204,0,2,,,,,,1,,,63,0
476880,note_on,,,,,120,0,4,,,,,,3,,,66,44
476880,note_on,,,,,36,0,2,,,,,,1,,,63,42
476880,note_on,,,,,120,0,1,,,,,,0,,,71,0
477000,note_on,,,,,120,0,4,,,,,,3,,,66,0
477000,note_on,,,,,120,0,1,,,,,,0,,,72,43
477084,note_on,,,,,204,0,2,,,,,,1,,,63,0
477120,note_on,,,,,120,0,4,,,,,,3,,,66,45
477120,note_on,,,,,36,0,2,,,,,,1,,,63,44
477120,note_on,,,,,120,0,1,,,,,,0,,,72,0
477240,note_on,,,,,120,0,1,,,,,,0,,,72,44
477240,note_on,,,,,120,0,4,,,,,,3,,,66,0
477324,note_on,,,,,204,0,2,,,,,,1,,,63,0
477330,set_tempo,,,,,1890,1,0,,434783,,,,,,,,
477360,note_on,,,,,120,0,4,,,,,,3,,,67,46
477360,note_on,,,,,120,0,1,,,,,,0,,,72,0
477360,set_tempo,,,,,30,1,0,,428571,,,,,,,,
477360,note_on,,,,,36,0,2,,,,,,1,,,63,45
477480,note_on,,,,,120,0,1,,,,,,0,,,73,46
477480,note_on,,,,,120,0,4,,,,,,3,,,67,0
477564,note_on,,,,,204,0,2,,,,,,1,,,63,0
477600,note_on,,,,,120,0,4,,,,,,3,,,67,47
477600,note_on,,,,,36,0,2,,,,,,1,,,63,46
477600,note_on,,,,,120,0,1,,,,,,0,,,73,0
477720,note_on,,,,,120,0,4,,,,,,3,,,67,0
477720,note_on,,,,,120,0,1,,,,,,0,,,72,47
477804,note_on,,,,,204,0,2,,,,,,1,,,63,0
477840,note_on,,,,,120,0,1,,,,,,0,,,72,0
477840,note_on,,,,,36,0,2,,,,,,1,,,63,48
477840,note_on,,,,,120,0,4,,,,,,3,,,67,49
477960,note_on,,,,,120,0,4,,,,,,3,,,67,0
477960,note_on,,,,,120,0,1,,,,,,0,,,73,48
478044,note_on,,,,,204,0,2,,,,,,1,,,63,0
478080,note_on,,,,,120,0,1,,,,,,0,,,73,0
478080,note_on,,,,,36,0,2,,,,,,1,,,63,49
478080,note_on,,,,,120,0,4,,,,,,3,,,67,50
478200,note_on,,,,,120,0,1,,,,,,0,,,72,50
478200,note_on,,,,,120,0,4,,,,,,3,,,67,0
478284,note_on,,,,,204,0,2,,,,,,1,,,63,0
478320,note_on,,,,,120,0,4,,,,,,3,,,67,51
478320,note_on,,,,,120,0,1,,,,,,0,,,72,0
478320,note_on,,,,,36,0,2,,,,,,1,,,63,50
478440,note_on,,,,,120,0,1,,,,,,0,,,73,51
478440,note_on,,,,,120,0,4,,,,,,3,,,67,0
478524,note_on,,,,,204,0,2,,,,,,1,,,63,0
478560,note_on,,,,,120,0,1,,,,,,0,,,73,0
478560,note_on,,,,,36,0,2,,,,,,1,,,63,51
478560,note_on,,,,,120,0,4,,,,,,3,,,67,52
478680,note_on,,,,,120,0,1,,,,,,0,,,72,52
478680,note_on,,,,,120,0,4,,,,,,3,,,67,0
478764,note_on,,,,,204,0,2,,,,,,1,,,63,0
478800,note_on,,,,,36,0,2,,,,,,1,,,63,53
478800,note_on,,,,,120,0,1,,,,,,0,,,72,0
478800,note_on,,,,,120,0,4,,,,,,3,,,67,53
478920,note_on,,,,,120,0,4,,,,,,3,,,67,0
478920,note_on,,,,,120,0,1,,,,,,0,,,73,53
479004,note_on,,,,,204,0,2,,,,,,1,,,63,0
479040,note_on,,,,,120,0,4,,,,,,3,,,67,75
479040,note_on,,,,,120,0,1,,,,,,0,,,73,0
479040,note_on,,,,,36,0,2,,,,,,1,,,63,54
479160,set_tempo,,,,,1800,1,0,,434783,,,,,,,,
479160,note_on,,,,,120,0,1,,,,,,0,,,73,66
479244,note_on,,,,,204,0,2,,,,,,1,,,63,0
479280,set_tempo,,,,,120,1,0,,428571,,,,,,,,
479280,note_on,,,,,120,0,1,,,,,,0,,,73,0
479280,note_on,,,,,240,0,4,,,,,,3,,,67,0
479280,note_on,,,,,0,0,4,,,,,,3,,,68,56
479280,note_on,,,,,36,0,2,,,,,,1,,,63,55
479400,note_on,,,,,120,0,1,,,,,,0,,,73,56
479400,note_on,,,,,120,0,4,,,,,,3,,,68,0
479484,note_on,,,,,204,0,2,,,,,,1,,,63,0
479520,note_on,,,,,120,0,1,,,,,,0,,,73,0
479520,note_on,,,,,120,0,4,,,,,,3,,,56,57
479520,note_on,,,,,36,0,2,,,,,,1,,,63,57
479640,note_on,,,,,120,0,1,,,,,,0,,,72,57
479640,note_on,,,,,120,0,4,,,,,,3,,,56,0
479724,note_on,,,,,204,0,2,,,,,,1,,,63,0
479760,note_on,,,,,36,0,2,,,,,,1,,,63,58
479760,note_on,,,,,120,0,1,,,,,,0,,,72,0
479880,note_on,,,,,120,0,1,,,,,,0,,,73,59
479964,note_on,,,,,204,0,2,,,,,,1,,,63,0
480000,note_on,,,,,120,0,1,,,,,,0,,,73,0
480000,note_on,,,,,36,0,2,,,,,,1,,,63,59
480000,note_on,,,,,360,0,4,,,,,,3,,,67,79
480120,note_on,,,,,120,0,1,,,,,,0,,,73,68
480120,set_tempo,,,,,840,1,0,,434783,,,,,,,,
480204,note_on,,,,,204,0,2,,,,,,1,,,63,0
480240,set_tempo,,,,,120,1,0,,428571,,,,,,,,
480240,note_on,,,,,240,0,4,,,,,,3,,,67,0
480240,note_on,,,,,120,0,1,,,,,,0,,,73,0
480240,note_on,,,,,36,0,2,,,,,,1,,,63,61
480240,note_on,,,,,0,0,4,,,,,,3,,,68,61
480360,note_on,,,,,120,0,4,,,,,,3,,,68,0
480360,note_on,,,,,120,0,1,,,,,,0,,,73,61
480444,note_on,,,,,204,0,2,,,,,,1,,,63,0
480480,note_on,,,,,120,0,4,,,,,,3,,,56,62
480480,note_on,,,,,36,0,2,,,,,,1,,,63,62
480480,note_on,,,,,120,0,1,,,,,,0,,,73,0
480600,note_on,,,,,120,0,4,,,,,,3,,,56,0
480600,note_on,,,,,120,0,1,,,,,,0,,,72,63
480684,note_on,,,,,204,0,2,,,,,,1,,,63,0
480720,note_on,,,,,36,0,2,,,,,,1,,,63,63
480720,note_on,,,,,120,0,1,,,,,,0,,,72,0
480840,note_on,,,,,120,0,1,,,,,,0,,,73,64
480924,note_on,,,,,204,0,2,,,,,,1,,,63,0
480960,note_on,,,,,36,0,2,,,,,,1,,,63,65
480960,note_on,,,,,120,0,1,,,,,,0,,,73,0
480960,note_on,,,,,360,0,4,,,,,,3,,,67,84
481080,set_tempo,,,,,840,1,0,,434783,,,,,,,,
481080,note_on,,,,,120,0,1,,,,,,0,,,73,71
481164,note_on,,,,,204,0,2,,,,,,1,,,63,0
481200,set_tempo,,,,,120,1,0,,428571,,,,,,,,
481200,note_on,,,,,120,0,1,,,,,,0,,,73,0
481200,note_on,,,,,0,0,4,,,,,,3,,,68,74
481200,note_on,,,,,36,0,2,,,,,,1,,,63,66
481200,note_on,,,,,240,0,4,,,,,,3,,,67,0
481320,note_on,,,,,120,0,1,,,,,,0,,,73,67
481320,note_on,,,,,120,0,4,,,,,,3,,,68,0
481404,note_on,,,,,204,0,2,,,,,,1,,,63,0
481440,note_on,,,,,120,0,4,,,,,,3,,,56,75
481440,note_on,,,,,36,0,2,,,,,,1,,,63,67
481440,note_on,,,,,120,0,1,,,,,,0,,,73,0
481560,note_on,,,,,120,0,4,,,,,,3,,,56,0
481560,note_on,,,,,120,0,1,,,,,,0,,,72,68
481644,note_on,,,,,204,0,2,,,,,,1,,,63,0
481680,note_on,,,,,120,0,4,,,,,,3,,,66,76
481680,note_on,,,,,120,0,1,,,,,,0,,,72,0
481680,note_on,,,,,36,0,2,,,,,,1,,,63,68
481800,note_on,,,,,120,0,1,,,,,,0,,,72,69
481800,note_on,,,,,120,0,4,,,,,,3,,,66,0
481884,note_on,,,,,204,0,2,,,,,,1,,,63,0
481920,note_on,,,,,120,0,1,,,,,,0,,,72,0
481920,note_on,,,,,36,0,2,,,,,,1,,,63,70
481920,note_on,,,,,120,0,4,,,,,,3,,,54,77
482040,note_on,,,,,120,0,4,,,,,,3,,,54,0
482040,note_on,,,,,120,0,1,,,,,,0,,,72,70
482124,note_on,,,,,204,0,2,,,,,,1,,,63,0
482160,note_on,,,,,120,0,4,,,,,,3,,,67,78
482160,note_on,,,,,120,0,1,,,,,,0,,,72,0
482160,note_on,,,,,36,0,2,,,,,,1,,,62,71
482280,note_on,,,,,120,0,4,,,,,,3,,,67,0
482280,note_on,,,,,120,0,1,,,,,,0,,,72,72
482364,note_on,,,,,204,0,2,,,,,,1,,,62,0
482400,note_on,,,,,36,0,2,,,,,,1,,,62,72
482400,note_on,,,,,120,0,4,,,,,,3,,,55,79
482400,note_on,,,,,120,0,1,,,,,,0,,,72,0
482520,note_on,,,,,120,0,4,,,,,,3,,,55,0
482520,note_on,,,,,120,0,1,,,,,,0,,,71,73
482604,note_on,,,,,204,0,2,,,,,,1,,,62,0
482640,note_on,,,,,120,0,4,,,,,,3,,,64,80
482640,note_on,,,,,120,0,1,,,,,,0,,,71,0
482640,note_on,,,,,36,0,2,,,,,,1,,,61,74
482760,note_on,,,,,120,0,1,,,,,,0,,,70,74
482760,note_on,,,,,120,0,4,,,,,,3,,,64,0
482844,note_on,,,,,204,0,2,,,,,,1,,,61,0
482880,note_on,,,,,120,0,1,,,,,,0,,,70,0
482880,note_on,,,,,120,0,4,,,,,,3,,,52,81
482880,note_on,,,,,36,0,2,,,,,,1,,,61,75
483000,note_on,,,,,120,0,4,,,,,,3,,,52,0
483000,note_on,,,,,120,0,1,,,,,,0,,,70,76
483084,note_on,,,,,204,0,2,,,,,,1,,,61,0
483120,note_on,,,,,120,0,1,,,,,,0,,,70,0
483120,note_on,,,,,120,0,4,,,,,,3,,,65,82
483120,note_on,,,,,36,0,2,,,,,,1,,,60,76
483240,note_on,,,,,120,0,4,,,,,,3,,,65,0
483240,note_on,,,,,120,0,1,,,,,,0,,,70,77
483324,note_on,,,,,204,0,2,,,,,,1,,,60,0
483360,note_on,,,,,120,0,1,,,,,,0,,,70,0
483360,note_on,,,,,36,0,2,,,,,,1,,,60,78
483360,note_on,,,,,120,0,4,,,,,,3,,,53,83
483480,note_on,,,,,120,0,4,,,,,,3,,,53,0
483480,note_on,,,,,120,0,1,,,,,,0,,,69,78
483564,note_on,,,,,204,0,2,,,,,,1,,,60,0
483600,note_on,,,,,120,0,4,,,,,,3,,,62,84
483600,note_on,,,,,36,0,2,,,,,,1,,,59,79
483600,note_on,,,,,120,0,1,,,,,,0,,,69,0
483720,note_on,,,,,120,0,2,,,,,,1,,,65,80
483720,note_on,,,,,120,0,1,,,,,,0,,,68,80
483720,note_on,,,,,120,0,4,,,,,,3,,,62,0
483804,note_on,,,,,84,0,2,,,,,,1,,,59,0
483840,note_on,,,,,36,0,2,,,,,,1,,,65,0
483840,note_on,,,,,0,0,2,,,,,,1,,,59,80
483840,note_on,,,,,120,0,4,,,,,,3,,,50,85
483840,note_on,,,,,120,0,1,,,,,,0,,,68,0
483960,note_on,,,,,120,0,2,,,,,,1,,,65,81
483960,note_on,,,,,120,0,1,,,,,,0,,,68,81
483960,note_on,,,,,120,0,4,,,,,,3,,,50,0
484044,note_on,,,,,84,0,2,,,,,,1,,,59,0
484080,note_on,,,,,0,0,2,,,,,,1,,,62,82
484080,note_on,,,,,36,0,2,,,,,,1,,,65,0
484080,note_on,,,,,120,0,1,,,,,,0,,,68,0
484080,note_on,,,,,120,0,4,,,,,,3,,,59,86
484200,note_on,,,,,120,0,1,,,,,,0,,,68,82
484200,note_on,,,,,120,0,4,,,,,,3,,,59,0
484200,note_on,,,,,120,0,2,,,,,,1,,,65,82
484284,note_on,,,,,84,0,2,,,,,,1,,,62,0
484320,note_on,,,,,36,0,2,,,,,,1,,,62,83
484320,note_on,,,,,120,0,1,,,,,,0,,,68,0
484320,note_on,,,,,120,0,4,,,,,,3,,,47,87
484332,note_on,,,,,12,0,2,,,,,,1,,,65,0
484440,note_on,,,,,120,0,1,,,,,,0,,,67,84
484440,note_on,,,,,108,0,2,,,,,,1,,,65,84
484440,note_on,,,,,120,0,4,,,,,,3,,,47,0
484560,note_on,,,,,0,0,2,,,,,,1,,,62,0
484560,note_on,,,,,0,0,2,,,,,,1,,,63,84
484560,note_on,,,,,120,0,2,,,,,,1,,,65,0
484560,note_on,,,,,120,0,4,,,,,,3,,,60,88
484560,note_on,,,,,120,0,1,,,,,,0,,,67,0
484680,note_on,,,,,120,0,4,,,,,,3,,,60,0
484680,note_on,,,,,120,0,1,,,,,,0,,,67,85
484788,note_on,,,,,228,0,2,,,,,,1,,,63,0
484800,note_on,,,,,12,0,2,,,,,,1,,,63,85
484800,note_on,,,,,120,0,4,,,,,,3,,,48,89
484800,note_on,,,,,120,0,1,,,,,,0,,,67,0
484920,note_on,,,,,120,0,4,,,,,,3,,,48,0
484920,note_on,,,,,120,0,1,,,,,,0,,,66,86
485028,note_on,,,,,228,0,2,,,,,,1,,,63,0
485040,note_on,,,,,120,0,1,,,,,,0,,,66,0
485040,note_on,,,,,120,0,4,,,,,,3,,,57,90
485040,note_on,,,,,12,0,2,,,,,,1,,,60,87
485160,note_on,,,,,120,0,4,,,,,,3,,,57,0
485160,note_on,,,,,120,0,2,,,,,,1,,,63,87
485160,note_on,,,,,120,0,1,,,,,,0,,,66,87
485256,note_on,,,,,96,0,2,,,,,,1,,,60,0
485280,note_on,,,,,120,0,4,,,,,,3,,,45,91
485280,note_on,,,,,120,0,1,,,,,,0,,,66,0
485280,note_on,,,,,24,0,2,,,,,,1,,,63,0
485280,note_on,,,,,0,0,2,,,,,,1,,,60,88
485400,note_on,,,,,120,0,1,,,,,,0,,,65,89
485400,note_on,,,,,120,0,2,,,,,,1,,,63,89
485400,note_on,,,,,120,0,4,,,,,,3,,,45,0
485496,note_on,,,,,96,0,2,,,,,,1,,,60,0
485520,note_on,,,,,0,0,2,,,,,,1,,,62,89
485520,note_on,,,,,120,0,1,,,,,,0,,,65,0
485520,note_on,,,,,24,0,2,,,,,,1,,,63,0
485520,note_on,,,,,120,0,4,,,,,,3,,,58,92
485640,note_on,,,,,120,0,1,,,,,,0,,,65,90
485640,note_on,,,,,120,0,4,,,,,,3,,,58,0
485736,note_on,,,,,216,0,2,,,,,,1,,,62,0
485760,note_on,,,,,120,0,1,,,,,,0,,,65,0
485760,note_on,,,,,0,0,2,,,,,,1,,,58,91
485760,note_on,,,,,24,0,2,,,,,,1,,,62,91
485760,note_on,,,,,120,0,4,,,,,,3,,,46,93
485880,note_on,,,,,120,0,4,,,,,,3,,,46,0
485880,note_on,,,,,120,0,1,,,,,,0,,,65,91
485976,note_on,,,,,216,0,2,,,,,,1,,,58,0
485976,note_on,,,,,0,0,2,,,,,,1,,,62,0
486000,note_on,,,,,120,0,1,,,,,,0,,,65,0
486000,note_on,,,,,0,0,2,,,,,,1,,,60,92
486000,note_on,,,,,120,0,4,,,,,,3,,,51,94
486000,note_on,,,,,24,0,2,,,,,,1,,,55,92
486120,note_on,,,,,120,0,4,,,,,,3,,,51,0
486120,note_on,,,,,120,0,1,,,,,,0,,,65,93
486216,note_on,,,,,216,0,2,,,,,,1,,,60,0
486216,note_on,,,,,0,0,2,,,,,,1,,,55,0
486240,note_on,,,,,120,0,4,,,,,,3,,,39,95
486240,note_on,,,,,24,0,2,,,,,,1,,,55,93
486240,note_on,,,,,0,0,2,,,,,,1,,,60,93
486240,note_on,,,,,120,0,1,,,,,,0,,,65,0
486360,note_on,,,,,120,0,4,,,,,,3,,,39,0
486360,note_on,,,,,120,0,1,,,,,,0,,,63,94
486456,note_on,,,,,0,0,2,,,,,,1,,,55,0
486456,note_on,,,,,216,0,2,,,,,,1,,,60,0
486480,note_on,,,,,120,0,1,,,,,,0,,,63,0
486480,note_on,,,,,0,0,2,,,,,,1,,,51,95
486480,note_on,,,,,24,0,2,,,,,,1,,,57,95
486480,note_on,,,,,120,0,4,,,,,,3,,,29,96
486600,note_on,,,,,120,0,1,,,,,,0,,,60,95
486600,note_on,,,,,120,0,4,,,,,,3,,,29,0
486696,note_on,,,,,216,0,2,,,,,,1,,,51,0
486696,note_on,,,,,0,0,2,,,,,,1,,,57,0
486720,note_on,,,,,0,0,2,,,,,,1,,,51,96
486720,set_tempo,,,,,5520,1,0,,434783,,,,,,,,
486720,note_on,,,,,120,0,1,,,,,,0,,,60,0
486720,note_on,,,,,120,0,4,,,,,,3,,,41,97
486720,note_on,,,,,24,0,2,,,,,,1,,,57,96
486840,note_on,,,,,120,0,1,,,,,,0,,,60,97
486840,set_tempo,,,,,120,1,0,,454545,,,,,,,,
486840,note_on,,,,,120,0,4,,,,,,3,,,41,0
486936,note_on,,,,,216,0,2,,,,,,1,,,51,0
486936,note_on,,,,,0,0,2,,,,,,1,,,57,0
486960,note_on,,,,,24,0,2,,,,,,1,,,50,97
486960,note_on,,,,,120,0,1,,,,,,0,,,60,0
486960,note_on,,,,,120,0,4,,,,,,3,,,34,72
486960,note_on,,,,,0,0,1,,,,,,0,,,58,97
487020,set_tempo,,,,,180,1,0,,428571,,,,,,,,
487080,note_on,,,,,120,0,1,,,,,,0,,,58,0
487080,note_on,,,,,120,0,2,,,,,,1,,,50,0
487080,note_on,,,,,28332,0,3,,,,,,2,,,46,72
487200,note_on,,,,,120,0,1,,,,,,0,,,58,76
487200,note_on,,,,,0,0,3,,,,,,2,,,50,72
487200,note_on,,,,,120,0,3,,,,,,2,,,46,0
487320,note_on,,,,,0,0,3,,,,,,2,,,46,72
487320,note_on,,,,,120,0,3,,,,,,2,,,50,0
487440,note_on,,,,,240,0,1,,,,,,0,,,58,0
487440,note_on,,,,,0,0,3,,,,,,2,,,50,73
487440,note_on,,,,,120,0,3,,,,,,2,,,46,0
487440,note_on,,,,,0,0,1,,,,,,0,,,62,81
487560,note_on,,,,,0,0,3,,,,,,2,,,46,73
487560,note_on,,,,,120,0,3,,,,,,2,,,50,0
487680,note_on,,,,,120,0,3,,,,,,2,,,46,0
487680,note_on,,,,,0,0,1,,,,,,0,,,65,86
487680,note_on,,,,,240,0,1,,,,,,0,,,62,0
487680,note_on,,,,,0,0,3,,,,,,2,,,50,73
487800,note_on,,,,,0,0,3,,,,,,2,,,46,73
487800,note_on,,,,,120,0,3,,,,,,2,,,50,0
487920,note_on,,,,,120,0,3,,,,,,2,,,46,0
487920,note_on,,,,,0,0,3,,,,,,2,,,50,74
487920,note_on,,,,,0,0,1,,,,,,0,,,70,93
487920,note_on,,,,,240,0,1,,,,,,0,,,65,0
488040,note_on,,,,,120,0,3,,,,,,2,,,50,0
488040,note_on,,,,,0,0,3,,,,,,2,,,46,74
488160,note_on,,,,,240,0,1,,,,,,0,,,70,0
488160,note_on,,,,,120,0,3,,,,,,2,,,46,0
488160,note_on,,,,,0,0,3,,,,,,2,,,50,74
488160,note_on,,,,,0,0,1,,,,,,0,,,65,90
488280,note_on,,,,,120,0,3,,,,,,2,,,50,0
488280,note_on,,,,,0,0,3,,,,,,2,,,46,74
488400,note_on,,,,,240,0,1,,,,,,0,,,65,0
488400,note_on,,,,,120,0,3,,,,,,2,,,46,0
488400,note_on,,,,,0,0,3,,,,,,2,,,50,75
488400,note_on,,,,,0,0,1,,,,,,0,,,62,87
488520,note_on,,,,,120,0,3,,,,,,2,,,50,0
488520,note_on,,,,,0,0,3,,,,,,2,,,46,75
488640,note_on,,,,,0,0,3,,,,,,2,,,50,75
488640,note_on,,,,,0,0,1,,,,,,0,,,58,84
488640,note_on,,,,,240,0,1,,,,,,0,,,62,0
488640,note_on,,,,,120,0,3,,,,,,2,,,46,0
488760,note_on,,,,,120,0,3,,,,,,2,,,50,0
488760,note_on,,,,,0,0,3,,,,,,2,,,46,75
488819,note_on,,,,,1859,0,4,,,,,,3,,,34,0
488830,set_tempo,,,,,1810,1,0,,434783,,,,,,,,
488880,note_on,,,,,240,0,1,,,,,,0,,,58,0
488880,note_on,,,,,61,0,4,,,,,,3,,,34,75
488880,note_on,,,,,120,0,3,,,,,,2,,,46,0
488930,set_tempo,,,,,100,1,0,,428571,,,,,,,,
489000,note_on,,,,,120,0,3,,,,,,2,,,46,76
489120,note_on,,,,,0,0,3,,,,,,2,,,53,76
489120,note_on,,,,,0,0,3,,,,,,2,,,50,76
489120,note_on,,,,,120,0,3,,,,,,2,,,46,0
489120,note_on,,,,,240,0,1,,,,,,0,,,62,85
489240,note_on,,,,,0,0,3,,,,,,2,,,46,76
489240,note_on,,,,,0,0,3,,,,,,2,,,50,0
489240,note_on,,,,,120,0,3,,,,,,2,,,53,0
489360,note_on,,,,,240,0,1,,,,,,0,,,62,0
489360,note_on,,,,,0,0,1,,,,,,0,,,65,89
489360,note_on,,,,,0,0,3,,,,,,2,,,50,76
489360,note_on,,,,,0,0,3,,,,,,2,,,53,76
489360,note_on,,,,,120,0,3,,,,,,2,,,46,0
489480,note_on,,,,,0,0,3,,,,,,2,,,46,77
489480,note_on,,,,,120,0,3,,,,,,2,,,50,0
489480,note_on,,,,,0,0,3,,,,,,2,,,53,0
489600,note_on,,,,,0,0,3,,,,,,2,,,53,77
489600,note_on,,,,,0,0,1,,,,,,0,,,70,93
489600,note_on,,,,,240,0,1,,,,,,0,,,65,0
489600,note_on,,,,,0,0,3,,,,,,2,,,50,77
489600,note_on,,,,,120,0,3,,,,,,2,,,46,0
489720,note_on,,,,,120,0,3,,,,,,2,,,50,0
489720,note_on,,,,,0,0,3,,,,,,2,,,53,0
489720,note_on,,,,,0,0,3,,,,,,2,,,46,77
489840,note_on,,,,,0,0,3,,,,,,2,,,53,77
489840,note_on,,,,,0,0,3,,,,,,2,,,50,77
489840,note_on,,,,,240,0,1,,,,,,0,,,70,0
489840,note_on,,,,,0,0,1,,,,,,0,,,74,103
489840,note_on,,,,,120,0,3,,,,,,2,,,46,0
489960,note_on,,,,,0,0,3,,,,,,2,,,50,0
489960,note_on,,,,,120,0,3,,,,,,2,,,53,0
489960,note_on,,,,,0,0,3,,,,,,2,,,46,77
490080,note_on,,,,,0,0,1,,,,,,0,,,70,99
490080,note_on,,,,,0,0,3,,,,,,2,,,50,78
490080,note_on,,,,,120,0,3,,,,,,2,,,46,0
490080,note_on,,,,,0,0,3,,,,,,2,,,53,78
490080,note_on,,,,,240,0,1,,,,,,0,,,74,0
490200,note_on,,,,,120,0,3,,,,,,2,,,50,0
490200,note_on,,,,,0,0,3,,,,,,2,,,53,0
490200,note_on,,,,,0,0,3,,,,,,2,,,46,78
490320,note_on,,,,,0,0,3,,,,,,2,,,50,78
490320,note_on,,,,,240,0,1,,,,,,0,,,70,0
490320,note_on,,,,,0,0,1,,,,,,0,,,65,95
490320,note_on,,,,,120,0,3,,,,,,2,,,46,0
490320,note_on,,,,,0,0,3,,,,,,2,,,53,78
490440,note_on,,,,,0,0,3,,,,,,2,,,50,0
490440,note_on,,,,,0,0,3,,,,,,2,,,46,78
490440,note_on,,,,,120,0,3,,,,,,2,,,53,0
490560,note_on,,,,,240,0,1,,,,,,0,,,65,0
490560,note_on,,,,,0,0,1,,,,,,0,,,62,91
490560,note_on,,,,,0,0,3,,,,,,2,,,53,79
490560,note_on,,,,,0,0,3,,,,,,2,,,50,79
490560,note_on,,,,,120,0,3,,,,,,2,,,46,0
490680,note_on,,,,,120,0,3,,,,,,2,,,50,0
490680,note_on,,,,,0,0,3,,,,,,2,,,53,0
490680,note_on,,,,,0,0,3,,,,,,2,,,46,79
490739,note_on,,,,,1859,0,4,,,,,,3,,,34,0
490750,set_tempo,,,,,1820,1,0,,434783,,,,,,,,
490800,note_on,,,,,120,0,3,,,,,,2,,,46,0
490800,note_on,,,,,240,0,1,,,,,,0,,,62,0
490800,note_on,,,,,61,0,4,,,,,,3,,,34,79
490850,set_tempo,,,,,100,1,0,,428571,,,,,,,,
490920,note_on,,,,,120,0,3,,,,,,2,,,46,79
491040,note_on,,,,,0,0,3,,,,,,2,,,50,80
491040,note_on,,,,,0,0,3,,,,,,2,,,53,80
491040,note_on,,,,,120,0,3,,,,,,2,,,46,0
491040,note_on,,,,,3960,0,2,,,,,,1,,,65,95
491040,note_on,,,,,240,0,1,,,,,,0,,,77,95
491160,note_on,,,,,0,0,3,,,,,,2,,,50,0
491160,note_on,,,,,0,0,3,,,,,,2,,,46,80
491160,note_on,,,,,120,0,3,,,,,,2,,,53,0
491160,note_on,,,,,120,0,1,,,,,,0,,,77,0
491160,note_on,,,,,120,0,2,,,,,,1,,,65,0
491280,note_on,,,,,120,0,2,,,,,,1,,,70,98
491280,note_on,,,,,120,0,1,,,,,,0,,,82,98
491280,note_on,,,,,0,0,3,,,,,,2,,,53,80
491280,note_on,,,,,0,0,3,,,,,,2,,,50,80
491280,note_on,,,,,120,0,3,,,,,,2,,,46,0
491400,note_on,,,,,120,0,2,,,,,,1,,,70,0
491400,note_on,,,,,120,0,1,,,,,,0,,,82,0
491400,note_on,,,,,120,0,3,,,,,,2,,,50,0
491400,note_on,,,,,0,0,3,,,,,,2,,,53,0
491400,note_on,,,,,0,0,3,,,,,,2,,,46,80
491520,note_on,,,,,120,0,2,,,,,,1,,,74,101
491520,note_on,,,,,120,0,3,,,,,,2,,,46,0
491520,note_on,,,,,0,0,3,,,,,,2,,,50,80
491520,note_on,,,,,0,0,3,,,,,,2,,,53,80
491520,note_on,,,,,120,0,1,,,,,,0,,,86,101
491640,note_on,,,,,120,0,3,,,,,,2,,,53,0
491640,note_on,,,,,0,0,3,,,,,,2,,,50,0
491640,note_on,,,,,0,0,3,,,,,,2,,,46,81
491640,note_on,,,,,120,0,2,,,,,,1,,,74,0
491640,note_on,,,,,120,0,1,,,,,,0,,,86,0
491760,note_on,,,,,120,0,3,,,,,,2,,,46,0
491760,note_on,,,,,120,0,1,,,,,,0,,,89,109
491760,note_on,,,,,0,0,3,,,,,,2,,,50,81
491760,note_on,,,,,120,0,2,,,,,,1,,,77,109
491760,note_on,,,,,0,0,3,,,,,,2,,,53,81
491880,note_on,,,,,120,0,3,,,,,,2,,,50,0
491880,note_on,,,,,0,0,3,,,,,,2,,,46,81
491880,note_on,,,,,0,0,3,,,,,,2,,,53,0
492000,note_on,,,,,240,0,2,,,,,,1,,,77,0
492000,note_on,,,,,240,0,1,,,,,,0,,,89,0
492000,note_on,,,,,0,0,2,,,,,,1,,,74,106
492000,note_on,,,,,0,0,1,,,,,,0,,,86,106
492000,note_on,,,,,0,0,3,,,,,,2,,,50,81
492000,note_on,,,,,0,0,3,,,,,,2,,,53,81
492000,note_on,,,,,120,0,3,,,,,,2,,,46,0
492120,note_on,,,,,120,0,1,,,,,,0,,,86,0
492120,note_on,,,,,0,0,3,,,,,,2,,,46,81
492120,note_on,,,,,120,0,3,,,,,,2,,,50,0
492120,note_on,,,,,120,0,2,,,,,,1,,,74,0
492120,note_on,,,,,0,0,3,,,,,,2,,,53,0
492240,note_on,,,,,120,0,2,,,,,,1,,,70,104
492240,note_on,,,,,120,0,3,,,,,,2,,,46,0
