tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,pitch,program,note,velocity
27600,note_on,0,0,4,,,,,,,,,3,,,75,76
27600,note_on,120,0,4,,,,,,,,,3,,,72,0
27680,note_on,320,0,5,,,,,,,,,4,,,67,0
27720,note_on,40,0,5,,,,,,,,,4,,,63,76
27720,note_on,0,0,4,,,,,,,,,3,,,79,76
27720,note_on,120,0,4,,,,,,,,,3,,,75,0
27790,note_on,430,0,6,,,,,,,,,5,,,63,0
27790,note_on,430,0,7,,,,,,,,,6,,,51,0
27790,note_on,0,0,2,,,,,,,,,1,,,58,0
27790,note_on,430,0,2,,,,,,,,,1,,,67,0
27790,note_on,430,0,8,,,,,,,,,7,,,39,0
27790,note_on,430,0,1,,,,,,,,,0,,,84,0
27790,note_on,0,0,1,,,,,,,,,0,,,75,0
27820,note_on,100,0,5,,,,,,,,,4,,,63,0
27820,note_on,100,0,4,,,,,,,,,3,,,79,0
27840,note_on,50,0,6,,,,,,,,,5,,,65,76
27840,note_on,50,0,8,,,,,,,,,7,,,41,76
27840,note_on,20,0,5,,,,,,,,,4,,,62,76
27840,note_on,50,0,2,,,,,,,,,1,,,65,76
27840,note_on,20,0,4,,,,,,,,,3,,,70,76
27840,note_on,50,0,7,,,,,,,,,6,,,53,76
27840,note_on,50,0,1,,,,,,,,,0,,,82,76
27840,note_on,0,0,1,,,,,,,,,0,,,74,76
28270,note_on,430,0,7,,,,,,,,,6,,,53,0
28270,note_on,0,0,1,,,,,,,,,0,,,74,0
28270,note_on,430,0,1,,,,,,,,,0,,,82,0
28270,note_on,430,0,8,,,,,,,,,7,,,41,0
28270,note_on,430,0,4,,,,,,,,,3,,,70,0
28270,note_on,430,0,5,,,,,,,,,4,,,62,0
28270,note_on,430,0,2,,,,,,,,,1,,,65,0
28270,note_on,430,0,6,,,,,,,,,5,,,65,0
28320,note_on,50,0,4,,,,,,,,,3,,,74,83
28320,note_on,50,0,7,,,,,,,,,6,,,41,76
28320,note_on,50,0,1,,,,,,,,,0,,,81,76
28320,note_on,50,0,2,,,,,,,,,1,,,65,76
28320,note_on,0,0,1,,,,,,,,,0,,,75,76
28320,note_on,50,0,8,,,,,,,,,7,,,29,76
28320,note_on,50,0,5,,,,,,,,,4,,,65,83
28320,note_on,50,0,6,,,,,,,,,5,,,57,76
28420,note_on,100,0,4,,,,,,,,,3,,,74,0
28420,note_on,100,0,5,,,,,,,,,4,,,65,0
28440,note_on,20,0,4,,,,,,,,,3,,,72,76
28440,note_on,20,0,5,,,,,,,,,4,,,63,76
28680,note_on,0,0,5,,,,,,,,,4,,,62,76
28680,note_on,240,0,4,,,,,,,,,3,,,72,0
28680,note_on,240,0,5,,,,,,,,,4,,,63,0
28680,note_on,0,0,4,,,,,,,,,3,,,70,76
28750,note_on,430,0,8,,,,,,,,,7,,,29,0
28750,note_on,430,0,7,,,,,,,,,6,,,41,0
28750,note_on,430,0,2,,,,,,,,,1,,,65,0
28750,note_on,430,0,1,,,,,,,,,0,,,81,0
28750,note_on,430,0,6,,,,,,,,,5,,,57,0
28750,note_on,0,0,1,,,,,,,,,0,,,75,0
28780,note_on,100,0,4,,,,,,,,,3,,,70,0
28780,note_on,100,0,5,,,,,,,,,4,,,62,0
28800,note_on,50,0,7,,,,,,,,,6,,,46,76
28800,note_on,20,0,5,,,,,,,,,4,,,62,76
28800,note_on,50,0,8,,,,,,,,,7,,,34,76
28800,note_on,50,0,2,,,,,,,,,1,,,65,76
28800,note_on,0,0,2,,,,,,,,,1,,,58,76
28800,note_on,50,0,1,,,,,,,,,0,,,82,76
28800,note_on,0,0,1,,,,,,,,,0,,,74,76
28800,note_on,50,0,6,,,,,,,,,5,,,58,76
28800,note_on,20,0,4,,,,,,,,,3,,,70,76
29230,note_on,430,0,2,,,,,,,,,1,,,65,0
29230,note_on,430,0,5,,,,,,,,,4,,,62,0
29230,note_on,430,0,4,,,,,,,,,3,,,70,0
29230,note_on,0,0,2,,,,,,,,,1,,,58,0
29230,note_on,430,0,8,,,,,,,,,7,,,34,0
29230,note_on,0,0,1,,,,,,,,,0,,,74,0
29230,note_on,430,0,6,,,,,,,,,5,,,58,0
29230,note_on,430,0,7,,,,,,,,,6,,,46,0
29230,note_on,430,0,1,,,,,,,,,0,,,82,0
29280,note_on,50,0,6,,,,,,,,,5,,,58,76
29280,note_on,50,0,5,,,,,,,,,4,,,58,76
29280,note_on,50,0,4,,,,,,,,,3,,,58,76
29280,note_on,50,0,1,,,,,,,,,0,,,70,76
29710,note_on,430,0,6,,,,,,,,,5,,,58,0
29710,note_on,430,0,1,,,,,,,,,0,,,70,0
29710,note_on,430,0,4,,,,,,,,,3,,,58,0
29710,note_on,430,0,5,,,,,,,,,4,,,58,0
30240,note_on,1010,0,7,,,,,,,,,6,,,53,51
30240,note_on,1010,0,8,,,,,,,,,7,,,41,51
30240,note_on,14880,0,3,,,,,,,,,2,,,65,88
30480,note_on,770,0,6,,,,,,,,,5,,,53,51
30480,note_on,770,0,4,,,,,,,,,3,,,65,51
30480,note_on,770,0,5,,,,,,,,,4,,,57,51
30670,note_on,430,0,8,,,,,,,,,7,,,41,0
30670,note_on,430,0,7,,,,,,,,,6,,,53,0
30690,note_on,210,0,4,,,,,,,,,3,,,65,0
30690,note_on,210,0,5,,,,,,,,,4,,,57,0
30690,note_on,210,0,6,,,,,,,,,5,,,53,0
30720,note_on,30,0,5,,,,,,,,,4,,,57,51
30720,note_on,30,0,4,,,,,,,,,3,,,65,51
30720,note_on,30,0,6,,,,,,,,,5,,,53,51
30880,note_on,640,0,3,,,,,,,,,2,,,65,0
30930,note_on,210,0,4,,,,,,,,,3,,,65,0
30930,note_on,210,0,6,,,,,,,,,5,,,53,0
30930,note_on,210,0,5,,,,,,,,,4,,,57,0
30960,note_on,30,0,5,,,,,,,,,4,,,57,51
30960,note_on,30,0,4,,,,,,,,,3,,,65,51
30960,note_on,80,0,3,,,,,,,,,2,,,67,88
30960,note_on,30,0,6,,,,,,,,,5,,,53,51
31080,note_on,0,0,3,,,,,,,,,2,,,65,88
31080,note_on,120,0,3,,,,,,,,,2,,,67,0
31170,note_on,210,0,6,,,,,,,,,5,,,53,0
31170,note_on,210,0,5,,,,,,,,,4,,,57,0
31170,note_on,210,0,4,,,,,,,,,3,,,65,0
31200,note_on,120,0,3,,,,,,,,,2,,,65,0
31200,note_on,0,0,3,,,,,,,,,2,,,65,88
31200,note_on,30,0,4,,,,,,,,,3,,,65,51
31200,note_on,30,0,6,,,,,,,,,5,,,53,51
31200,note_on,30,0,5,,,,,,,,,4,,,57,51
31410,note_on,210,0,4,,,,,,,,,3,,,65,0
31410,note_on,210,0,6,,,,,,,,,5,,,53,0
31410,note_on,210,0,3,,,,,,,,,2,,,65,0
31410,note_on,210,0,5,,,,,,,,,4,,,57,0
31440,note_on,30,0,6,,,,,,,,,5,,,53,51
31440,note_on,30,0,3,,,,,,,,,2,,,65,88
31440,note_on,30,0,4,,,,,,,,,3,,,65,51
31440,note_on,30,0,5,,,,,,,,,4,,,57,51
31650,note_on,210,0,6,,,,,,,,,5,,,53,0
31650,note_on,210,0,5,,,,,,,,,4,,,57,0
31650,note_on,210,0,3,,,,,,,,,2,,,65,0
31650,note_on,210,0,4,,,,,,,,,3,,,65,0
31680,note_on,1010,0,7,,,,,,,,,6,,,53,51
31680,note_on,1010,0,8,,,,,,,,,7,,,41,51
31680,note_on,30,0,3,,,,,,,,,2,,,65,88
31920,note_on,270,0,6,,,,,,,,,5,,,55,51
31920,note_on,270,0,5,,,,,,,,,4,,,58,51
31920,note_on,240,0,3,,,,,,,,,2,,,65,0
31920,note_on,0,0,3,,,,,,,,,2,,,64,88
31920,note_on,270,0,4,,,,,,,,,3,,,64,51
32110,note_on,430,0,8,,,,,,,,,7,,,41,0
32110,note_on,430,0,7,,,,,,,,,6,,,53,0
32130,note_on,210,0,6,,,,,,,,,5,,,55,0
32130,note_on,210,0,4,,,,,,,,,3,,,64,0
32130,note_on,210,0,5,,,,,,,,,4,,,58,0
32160,note_on,0,0,3,,,,,,,,,2,,,64,88
32160,note_on,240,0,3,,,,,,,,,2,,,64,0
32160,note_on,30,0,5,,,,,,,,,4,,,58,51
32160,note_on,30,0,6,,,,,,,,,5,,,55,51
32160,note_on,30,0,4,,,,,,,,,3,,,64,51
32370,note_on,210,0,4,,,,,,,,,3,,,64,0
32370,note_on,210,0,6,,,,,,,,,5,,,55,0
32370,note_on,210,0,5,,,,,,,,,4,,,58,0
32400,note_on,30,0,4,,,,,,,,,3,,,64,51
32400,note_on,30,0,6,,,,,,,,,5,,,55,51
32400,note_on,30,0,5,,,,,,,,,4,,,58,51
32610,note_on,210,0,5,,,,,,,,,4,,,58,0
32610,note_on,210,0,6,,,,,,,,,5,,,55,0
32610,note_on,210,0,4,,,,,,,,,3,,,64,0
32640,note_on,30,0,5,,,,,,,,,4,,,58,51
32640,note_on,30,0,6,,,,,,,,,5,,,55,51
32640,note_on,30,0,4,,,,,,,,,3,,,64,51
32850,note_on,210,0,4,,,,,,,,,3,,,64,0
32850,note_on,210,0,6,,,,,,,,,5,,,55,0
32850,note_on,210,0,5,,,,,,,,,4,,,58,0
32880,note_on,30,0,4,,,,,,,,,3,,,64,51
32880,note_on,30,0,6,,,,,,,,,5,,,55,51
32880,note_on,30,0,5,,,,,,,,,4,,,58,51
33020,note_on,860,0,3,,,,,,,,,2,,,64,0
33090,note_on,210,0,4,,,,,,,,,3,,,64,0
33090,note_on,210,0,6,,,,,,,,,5,,,55,0
33090,note_on,210,0,5,,,,,,,,,4,,,58,0
33120,note_on,1010,0,7,,,,,,,,,6,,,53,51
33120,note_on,1010,0,8,,,,,,,,,7,,,41,51
33120,note_on,100,0,3,,,,,,,,,2,,,65,88
33360,note_on,270,0,6,,,,,,,,,5,,,57,51
33360,note_on,270,0,5,,,,,,,,,4,,,60,51
33360,note_on,0,0,3,,,,,,,,,2,,,63,88
33360,note_on,240,0,3,,,,,,,,,2,,,65,0
33360,note_on,270,0,4,,,,,,,,,3,,,63,51
33550,note_on,430,0,8,,,,,,,,,7,,,41,0
33550,note_on,430,0,7,,,,,,,,,6,,,53,0
33570,note_on,210,0,5,,,,,,,,,4,,,60,0
33570,note_on,210,0,4,,,,,,,,,3,,,63,0
33570,note_on,210,0,6,,,,,,,,,5,,,57,0
33600,note_on,30,0,5,,,,,,,,,4,,,60,51
33600,note_on,0,0,3,,,,,,,,,2,,,63,88
33600,note_on,240,0,3,,,,,,,,,2,,,63,0
33600,note_on,30,0,6,,,,,,,,,5,,,57,51
33600,note_on,30,0,4,,,,,,,,,3,,,63,51
33810,note_on,210,0,4,,,,,,,,,3,,,63,0
33810,note_on,210,0,6,,,,,,,,,5,,,57,0
33810,note_on,210,0,5,,,,,,,,,4,,,60,0
33840,note_on,30,0,6,,,,,,,,,5,,,57,51
33840,note_on,30,0,5,,,,,,,,,4,,,60,51
33840,note_on,30,0,4,,,,,,,,,3,,,63,51
34050,note_on,210,0,4,,,,,,,,,3,,,63,0
34050,note_on,210,0,6,,,,,,,,,5,,,57,0
34050,note_on,210,0,5,,,,,,,,,4,,,60,0
34080,note_on,30,0,6,,,,,,,,,5,,,57,51
34080,note_on,30,0,5,,,,,,,,,4,,,72,51
34080,note_on,30,0,4,,,,,,,,,3,,,75,51
34240,note_on,640,0,3,,,,,,,,,2,,,63,0
34320,note_on,240,0,6,,,,,,,,,5,,,57,0
34320,note_on,0,0,6,,,,,,,,,5,,,60,51
34320,note_on,240,0,5,,,,,,,,,4,,,72,0
34320,note_on,240,0,4,,,,,,,,,3,,,75,0
34320,note_on,0,0,4,,,,,,,,,3,,,69,51
34320,note_on,80,0,3,,,,,,,,,2,,,62,88
34320,note_on,0,0,5,,,,,,,,,4,,,63,51
34440,note_on,120,0,3,,,,,,,,,2,,,62,0
34440,note_on,0,0,3,,,,,,,,,2,,,60,88
34560,note_on,240,0,4,,,,,,,,,3,,,69,0
34560,note_on,0,0,4,,,,,,,,,3,,,70,51
34560,note_on,1010,0,8,,,,,,,,,7,,,41,51
34560,note_on,0,0,5,,,,,,,,,4,,,65,51
34560,note_on,120,0,3,,,,,,,,,2,,,60,0
34560,note_on,1010,0,7,,,,,,,,,6,,,53,51
34560,note_on,240,0,6,,,,,,,,,5,,,60,0
34560,note_on,0,0,6,,,,,,,,,5,,,62,51
34560,note_on,0,0,3,,,,,,,,,2,,,58,88
34560,note_on,240,0,5,,,,,,,,,4,,,63,0
34720,note_on,0,0,3,,,,,,,,,2,,,60,88
34720,note_on,160,0,3,,,,,,,,,2,,,58,0
34800,note_on,240,0,4,,,,,,,,,3,,,70,0
34800,note_on,0,0,4,,,,,,,,,3,,,74,51
34800,note_on,0,0,6,,,,,,,,,5,,,58,51
34800,note_on,240,0,6,,,,,,,,,5,,,62,0
34800,note_on,240,0,5,,,,,,,,,4,,,65,0
34800,note_on,0,0,5,,,,,,,,,4,,,70,51
34880,note_on,0,0,3,,,,,,,,,2,,,62,88
34880,note_on,160,0,3,,,,,,,,,2,,,60,0
34990,note_on,430,0,7,,,,,,,,,6,,,53,0
34990,note_on,430,0,8,,,,,,,,,7,,,41,0
35040,note_on,0,0,6,,,,,,,,,5,,,65,51
35040,note_on,240,0,6,,,,,,,,,5,,,58,0
35040,note_on,160,0,3,,,,,,,,,2,,,62,0
35040,note_on,0,0,3,,,,,,,,,2,,,60,88
35040,note_on,50,0,8,,,,,,,,,7,,,29,51
35040,note_on,50,0,7,,,,,,,,,6,,,41,51
35040,note_on,240,0,5,,,,,,,,,4,,,70,0
35040,note_on,0,0,5,,,,,,,,,4,,,69,51
35040,note_on,240,0,4,,,,,,,,,3,,,74,0
35040,note_on,0,0,4,,,,,,,,,3,,,72,51
35250,note_on,210,0,5,,,,,,,,,4,,,69,0
35250,note_on,210,0,4,,,,,,,,,3,,,72,0
35280,note_on,30,0,5,,,,,,,,,4,,,65,51
35280,note_on,30,0,4,,,,,,,,,3,,,77,51
35470,note_on,430,0,8,,,,,,,,,7,,,29,0
35470,note_on,430,0,7,,,,,,,,,6,,,41,0
35470,note_on,430,0,6,,,,,,,,,5,,,65,0
35470,note_on,430,0,3,,,,,,,,,2,,,60,0
35520,note_on,0,0,4,,,,,,,,,3,,,76,51
35520,note_on,240,0,4,,,,,,,,,3,,,77,0
35520,note_on,240,0,5,,,,,,,,,4,,,65,0
35520,note_on,0,0,5,,,,,,,,,4,,,64,51
35760,note_on,240,0,4,,,,,,,,,3,,,76,0
35760,note_on,0,0,4,,,,,,,,,3,,,77,51
35760,note_on,240,0,5,,,,,,,,,4,,,64,0
35760,note_on,0,0,5,,,,,,,,,4,,,65,51
36000,note_on,240,0,4,,,,,,,,,3,,,77,0
36000,note_on,530,0,3,,,,,,,,,2,,,65,88
36000,note_on,530,0,7,,,,,,,,,6,,,53,51
36000,note_on,530,0,8,,,,,,,,,7,,,41,51
36000,note_on,240,0,5,,,,,,,,,4,,,65,0
36240,note_on,240,0,4,,,,,,,,,3,,,65,51
36240,note_on,770,0,6,,,,,,,,,5,,,53,51
36240,note_on,240,0,5,,,,,,,,,4,,,57,51
36430,note_on,430,0,7,,,,,,,,,6,,,53,0
36430,note_on,430,0,8,,,,,,,,,7,,,41,0
36450,note_on,210,0,5,,,,,,,,,4,,,57,0
36450,note_on,210,0,6,,,,,,,,,5,,,53,0
36450,note_on,210,0,4,,,,,,,,,3,,,65,0
36480,note_on,30,0,6,,,,,,,,,5,,,53,51
36480,note_on,30,0,4,,,,,,,,,3,,,65,51
36480,note_on,30,0,5,,,,,,,,,4,,,57,51
36640,note_on,640,0,3,,,,,,,,,2,,,65,0
36690,note_on,210,0,5,,,,,,,,,4,,,57,0
36690,note_on,210,0,4,,,,,,,,,3,,,65,0
36690,note_on,210,0,6,,,,,,,,,5,,,53,0
36720,note_on,80,0,3,,,,,,,,,2,,,67,88
36720,note_on,30,0,4,,,,,,,,,3,,,65,51
36720,note_on,30,0,6,,,,,,,,,5,,,53,51
36720,note_on,30,0,5,,,,,,,,,4,,,57,51
36840,note_on,120,0,3,,,,,,,,,2,,,67,0
36840,note_on,0,0,3,,,,,,,,,2,,,65,88
36930,note_on,210,0,4,,,,,,,,,3,,,65,0
36930,note_on,210,0,6,,,,,,,,,5,,,53,0
36930,note_on,210,0,5,,,,,,,,,4,,,57,0
36960,note_on,0,0,3,,,,,,,,,2,,,65,88
36960,note_on,30,0,6,,,,,,,,,5,,,53,51
36960,note_on,120,0,3,,,,,,,,,2,,,65,0
36960,note_on,30,0,4,,,,,,,,,3,,,65,51
36960,note_on,30,0,5,,,,,,,,,4,,,57,51
37170,note_on,210,0,6,,,,,,,,,5,,,53,0
37170,note_on,210,0,3,,,,,,,,,2,,,65,0
37170,note_on,210,0,4,,,,,,,,,3,,,65,0
37170,note_on,210,0,5,,,,,,,,,4,,,57,0
37200,note_on,30,0,6,,,,,,,,,5,,,53,51
37200,note_on,30,0,5,,,,,,,,,4,,,57,51
37200,note_on,30,0,3,,,,,,,,,2,,,65,88
37200,note_on,30,0,4,,,,,,,,,3,,,65,51
37410,note_on,210,0,3,,,,,,,,,2,,,65,0
37410,note_on,210,0,4,,,,,,,,,3,,,65,0
37410,note_on,210,0,5,,,,,,,,,4,,,57,0
37410,note_on,210,0,6,,,,,,,,,5,,,53,0
37440,note_on,1010,0,7,,,,,,,,,6,,,53,51
37440,note_on,1010,0,8,,,,,,,,,7,,,41,51
37440,note_on,30,0,3,,,,,,,,,2,,,70,88
37680,note_on,270,0,6,,,,,,,,,5,,,55,51
37680,note_on,240,0,3,,,,,,,,,2,,,70,0
37680,note_on,270,0,4,,,,,,,,,3,,,64,51
37680,note_on,270,0,5,,,,,,,,,4,,,58,51
37680,note_on,0,0,3,,,,,,,,,2,,,67,88
37870,note_on,430,0,8,,,,,,,,,7,,,41,0
37870,note_on,430,0,7,,,,,,,,,6,,,53,0
37890,note_on,210,0,4,,,,,,,,,3,,,64,0
37890,note_on,210,0,5,,,,,,,,,4,,,58,0
37890,note_on,210,0,6,,,,,,,,,5,,,55,0
37920,note_on,0,0,3,,,,,,,,,2,,,64,88
37920,note_on,240,0,3,,,,,,,,,2,,,67,0
37920,note_on,30,0,5,,,,,,,,,4,,,58,51
37920,note_on,30,0,6,,,,,,,,,5,,,55,51
37920,note_on,30,0,4,,,,,,,,,3,,,64,51
38130,note_on,210,0,6,,,,,,,,,5,,,55,0
38130,note_on,210,0,5,,,,,,,,,4,,,58,0
38130,note_on,210,0,4,,,,,,,,,3,,,64,0
38160,note_on,30,0,6,,,,,,,,,5,,,55,51
38160,note_on,30,0,5,,,,,,,,,4,,,58,51
38160,note_on,30,0,4,,,,,,,,,3,,,64,51
38370,note_on,210,0,6,,,,,,,,,5,,,55,0
38370,note_on,210,0,5,,,,,,,,,4,,,58,0
38370,note_on,210,0,4,,,,,,,,,3,,,64,0
38400,note_on,30,0,5,,,,,,,,,4,,,58,51
38400,note_on,30,0,6,,,,,,,,,5,,,55,51
38400,note_on,30,0,4,,,,,,,,,3,,,64,51
38610,note_on,210,0,6,,,,,,,,,5,,,55,0
38610,note_on,210,0,4,,,,,,,,,3,,,64,0
38610,note_on,210,0,5,,,,,,,,,4,,,58,0
38640,note_on,30,0,5,,,,,,,,,4,,,58,51
38640,note_on,30,0,6,,,,,,,,,5,,,55,51
38640,note_on,30,0,4,,,,,,,,,3,,,64,51
38780,note_on,860,0,3,,,,,,,,,2,,,64,0
38850,note_on,210,0,6,,,,,,,,,5,,,55,0
38850,note_on,210,0,5,,,,,,,,,4,,,58,0
38850,note_on,210,0,4,,,,,,,,,3,,,64,0
38880,note_on,1010,0,7,,,,,,,,,6,,,53,51
38880,note_on,1010,0,8,,,,,,,,,7,,,41,51
38880,note_on,100,0,3,,,,,,,,,2,,,65,88
39090,note_on,210,0,3,,,,,,,,,2,,,65,0
39120,note_on,270,0,4,,,,,,,,,3,,,63,51
39120,note_on,270,0,6,,,,,,,,,5,,,57,51
39120,note_on,270,0,5,,,,,,,,,4,,,60,51
39120,note_on,30,0,3,,,,,,,,,2,,,63,88
39310,note_on,430,0,7,,,,,,,,,6,,,53,0
39310,note_on,430,0,8,,,,,,,,,7,,,41,0
39330,note_on,210,0,4,,,,,,,,,3,,,63,0
39330,note_on,210,0,5,,,,,,,,,4,,,60,0
39330,note_on,210,0,6,,,,,,,,,5,,,57,0
39360,note_on,30,0,4,,,,,,,,,3,,,63,51
39360,note_on,30,0,6,,,,,,,,,5,,,57,51
39360,note_on,30,0,5,,,,,,,,,4,,,60,51
39550,note_on,430,0,3,,,,,,,,,2,,,63,0
39570,note_on,210,0,6,,,,,,,,,5,,,57,0
39570,note_on,210,0,5,,,,,,,,,4,,,60,0
39570,note_on,210,0,4,,,,,,,,,3,,,63,0
39600,note_on,30,0,6,,,,,,,,,5,,,57,51
39600,note_on,30,0,5,,,,,,,,,4,,,72,51
39600,note_on,30,0,4,,,,,,,,,3,,,75,51
39600,note_on,50,0,3,,,,,,,,,2,,,65,88
39720,note_on,0,0,3,,,,,,,,,2,,,63,88
39720,note_on,120,0,3,,,,,,,,,2,,,65,0
39840,note_on,240,0,5,,,,,,,,,4,,,72,0
39840,note_on,0,0,4,,,,,,,,,3,,,74,51
39840,note_on,240,0,4,,,,,,,,,3,,,75,0
39840,note_on,0,0,5,,,,,,,,,4,,,70,51
39840,note_on,120,0,3,,,,,,,,,2,,,63,0
39840,note_on,0,0,3,,,,,,,,,2,,,62,88
39840,note_on,0,0,6,,,,,,,,,5,,,58,51
39840,note_on,240,0,6,,,,,,,,,5,,,57,0
40050,note_on,210,0,3,,,,,,,,,2,,,62,0
40080,note_on,240,0,6,,,,,,,,,5,,,58,0
40080,note_on,0,0,4,,,,,,,,,3,,,72,51
40080,note_on,240,0,5,,,,,,,,,4,,,70,0
40080,note_on,0,0,5,,,,,,,,,4,,,69,51
40080,note_on,240,0,4,,,,,,,,,3,,,74,0
40080,note_on,0,0,6,,,,,,,,,5,,,63,51
40080,note_on,30,0,3,,,,,,,,,2,,,60,88
40290,note_on,210,0,3,,,,,,,,,2,,,60,0
40320,note_on,240,0,4,,,,,,,,,3,,,72,0
40320,note_on,0,0,4,,,,,,,,,3,,,70,51
40320,note_on,30,0,3,,,,,,,,,2,,,58,88
40320,note_on,0,0,6,,,,,,,,,5,,,62,51
40320,note_on,240,0,6,,,,,,,,,5,,,63,0
40320,note_on,0,0,5,,,,,,,,,4,,,70,51
40320,note_on,240,0,5,,,,,,,,,4,,,69,0
40320,note_on,1010,0,8,,,,,,,,,7,,,41,51
40320,note_on,1010,0,7,,,,,,,,,6,,,53,51
40480,note_on,0,0,3,,,,,,,,,2,,,60,88
40480,note_on,160,0,3,,,,,,,,,2,,,58,0
40560,note_on,0,0,6,,,,,,,,,5,,,58,51
40560,note_on,240,0,6,,,,,,,,,5,,,62,0
40560,note_on,240,0,4,,,,,,,,,3,,,70,0
40560,note_on,0,0,4,,,,,,,,,3,,,74,51
40640,note_on,160,0,3,,,,,,,,,2,,,60,0
40640,note_on,0,0,3,,,,,,,,,2,,,62,88
40750,note_on,430,0,8,,,,,,,,,7,,,41,0
40750,note_on,430,0,7,,,,,,,,,6,,,53,0
40800,note_on,480,0,5,,,,,,,,,4,,,70,0
40800,note_on,0,0,5,,,,,,,,,4,,,69,51
40800,note_on,50,0,8,,,,,,,,,7,,,29,51
40800,note_on,240,0,4,,,,,,,,,3,,,74,0
40800,note_on,0,0,4,,,,,,,,,3,,,72,51
40800,note_on,160,0,3,,,,,,,,,2,,,62,0
40800,note_on,0,0,3,,,,,,,,,2,,,60,88
40800,note_on,50,0,7,,,,,,,,,6,,,41,51
40800,note_on,240,0,6,,,,,,,,,5,,,58,0
40800,note_on,0,0,6,,,,,,,,,5,,,65,51
41010,note_on,210,0,4,,,,,,,,,3,,,72,0
41040,note_on,240,0,5,,,,,,,,,4,,,69,0
41040,note_on,0,0,5,,,,,,,,,4,,,65,51
41040,note_on,30,0,4,,,,,,,,,3,,,77,51
41230,note_on,430,0,3,,,,,,,,,2,,,60,0
41230,note_on,430,0,6,,,,,,,,,5,,,65,0
41230,note_on,430,0,7,,,,,,,,,6,,,41,0
41230,note_on,430,0,8,,,,,,,,,7,,,29,0
41280,note_on,240,0,4,,,,,,,,,3,,,77,0
41280,note_on,0,0,4,,,,,,,,,3,,,76,51
41280,note_on,0,0,5,,,,,,,,,4,,,64,51
41280,note_on,240,0,5,,,,,,,,,4,,,65,0
41520,note_on,0,0,5,,,,,,,,,4,,,65,51
41520,note_on,240,0,5,,,,,,,,,4,,,64,0
41520,note_on,0,0,4,,,,,,,,,3,,,77,51
41520,note_on,240,0,4,,,,,,,,,3,,,76,0
41760,note_on,530,0,7,,,,,,,,,6,,,46,51
41760,note_on,240,0,5,,,,,,,,,4,,,65,0
41760,note_on,240,0,4,,,,,,,,,3,,,77,0
41760,note_on,530,0,3,,,,,,,,,2,,,62,88
41760,note_on,530,0,8,,,,,,,,,7,,,34,51
42000,note_on,240,0,4,,,,,,,,,3,,,62,51
42000,note_on,770,0,6,,,,,,,,,5,,,53,51
42000,note_on,240,0,5,,,,,,,,,4,,,58,51
42190,note_on,430,0,3,,,,,,,,,2,,,62,0
42210,note_on,210,0,6,,,,,,,,,5,,,53,0
42210,note_on,210,0,5,,,,,,,,,4,,,58,0
42210,note_on,210,0,4,,,,,,,,,3,,,62,0
42240,note_on,480,0,8,,,,,,,,,7,,,34,0
42240,note_on,0,0,8,,,,,,,,,7,,,31,51
42240,note_on,0,0,7,,,,,,,,,6,,,43,51
42240,note_on,50,0,3,,,,,,,,,2,,,64,88
42240,note_on,480,0,7,,,,,,,,,6,,,46,0
42480,note_on,270,0,4,,,,,,,,,3,,,64,51
42480,note_on,270,0,6,,,,,,,,,5,,,55,51
42480,note_on,270,0,5,,,,,,,,,4,,,58,51
42670,note_on,430,0,3,,,,,,,,,2,,,64,0
42690,note_on,210,0,5,,,,,,,,,4,,,58,0
42690,note_on,210,0,4,,,,,,,,,3,,,64,0
42690,note_on,210,0,6,,,,,,,,,5,,,55,0
42720,note_on,50,0,3,,,,,,,,,2,,,65,88
42720,note_on,0,0,7,,,,,,,,,6,,,45,51
42720,note_on,0,0,8,,,,,,,,,7,,,33,51
42720,note_on,480,0,8,,,,,,,,,7,,,31,0
42720,note_on,480,0,7,,,,,,,,,6,,,43,0
42960,note_on,270,0,6,,,,,,,,,5,,,48,51
42960,note_on,270,0,5,,,,,,,,,4,,,60,51
42960,note_on,270,0,4,,,,,,,,,3,,,65,51
43150,note_on,430,0,3,,,,,,,,,2,,,65,0
43170,note_on,210,0,4,,,,,,,,,3,,,65,0
43170,note_on,210,0,5,,,,,,,,,4,,,60,0
43170,note_on,210,0,6,,,,,,,,,5,,,48,0
43200,note_on,480,0,8,,,,,,,,,7,,,33,0
43200,note_on,0,0,8,,,,,,,,,7,,,36,51
43200,note_on,50,0,3,,,,,,,,,2,,,66,88
43200,note_on,480,0,7,,,,,,,,,6,,,45,0
43200,note_on,0,0,7,,,,,,,,,6,,,48,51
43440,note_on,270,0,5,,,,,,,,,4,,,63,51
43440,note_on,270,0,6,,,,,,,,,5,,,57,51
43440,note_on,270,0,4,,,,,,,,,3,,,66,51
43630,note_on,430,0,3,,,,,,,,,2,,,66,0
43650,note_on,210,0,4,,,,,,,,,3,,,66,0
43650,note_on,210,0,6,,,,,,,,,5,,,57,0
43650,note_on,210,0,5,,,,,,,,,4,,,63,0
43680,note_on,480,0,7,,,,,,,,,6,,,48,0
43680,note_on,0,0,7,,,,,,,,,6,,,46,51
43680,note_on,50,0,3,,,,,,,,,2,,,67,88
43680,note_on,480,0,8,,,,,,,,,7,,,36,0
