tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity,pitch
816480,note_on,0,0,4,,,,,,,,,3,,46,47,
816480,note_on,0,0,1,,,,,,,,,0,,62,37,
816720,note_off,0,0,4,,,,,,,,,3,,34,0,
816720,note_on,0,0,1,,,,,,,,,0,,65,36,
816720,note_off,0,0,1,,,,,,,,,0,,62,0,
816720,note_off,240,0,1,,,,,,,,,0,,70,0,
816720,note_off,240,0,4,,,,,,,,,3,,46,0,
816960,note_off,240,0,1,,,,,,,,,0,,65,0,
816960,note_on,0,0,1,,,,,,,,,0,,62,35,
817200,note_off,240,0,1,,,,,,,,,0,,62,0,
817200,note_on,0,0,1,,,,,,,,,0,,58,34,
817440,note_off,240,0,1,,,,,,,,,0,,58,0,
817440,note_on,0,0,1,,,,,,,,,0,,53,33,
817680,note_off,240,0,1,,,,,,,,,0,,53,0,
817680,note_on,0,0,1,,,,,,,,,0,,50,32,
817920,note_on,1200,0,4,,,,,,,,,3,,34,37,
817920,note_off,240,0,1,,,,,,,,,0,,50,0,
817920,note_on,0,0,1,,,,,,,,,0,,46,31,
818160,note_off,240,0,1,,,,,,,,,0,,46,0,
818160,note_off,240,0,4,,,,,,,,,3,,34,0,
818385,set_tempo,4785,1,0,,,,,,324324,,,,,,,
819360,control_change,15600,0,2,,,,,,,64,0,1,,,,
819360,note_on,0,0,2,,,,,,,,,1,,63,46,
819360,note_on,0,0,2,,,,,,,,,1,,58,46,
819360,note_on,0,0,2,,,,,,,,,1,,67,46,
819360,note_on,0,0,1,,,,,,,,,0,,70,46,
819360,control_change,1200,0,4,,,,,,,64,0,3,,,,
819360,set_tempo,975,1,0,,,,,,295566,,,,,,,
819360,control_change,8400,0,3,,,,,,,64,0,2,,,,
819360,control_change,1200,0,1,,,,,,,64,0,0,,,,
819840,note_on,480,0,4,,,,,,,,,3,,51,45,
820320,note_on,0,0,4,,,,,,,,,3,,55,46,
820320,note_off,480,0,4,,,,,,,,,3,,51,0,
820320,note_off,0,0,2,,,,,,,,,1,,63,0,
820320,note_off,960,0,1,,,,,,,,,0,,70,0,
820320,note_on,0,0,1,,,,,,,,,0,,67,49,
820320,note_off,0,0,2,,,,,,,,,1,,58,0,
820320,note_off,960,0,2,,,,,,,,,1,,67,0,
820800,note_on,0,0,1,,,,,,,,,0,,63,50,
820800,note_off,480,0,1,,,,,,,,,0,,67,0,
820800,note_on,0,0,4,,,,,,,,,3,,58,47,
820800,note_off,480,0,4,,,,,,,,,3,,55,0,
821280,note_on,0,0,1,,,,,,,,,0,,67,51,
821280,note_off,480,0,1,,,,,,,,,0,,63,0,
821280,note_on,480,0,4,,,,,,,,,3,,55,48,
821760,note_on,0,0,4,,,,,,,,,3,,51,49,
821760,note_off,480,0,4,,,,,,,,,3,,55,0,
821760,note_on,480,0,1,,,,,,,,,0,,70,53,
822240,note_on,0,0,4,,,,,,,,,3,,46,55,
822240,note_off,480,0,1,,,,,,,,,0,,70,0,
822240,note_on,0,0,1,,,,,,,,,0,,75,57,
822240,note_off,480,0,4,,,,,,,,,3,,51,0,
822720,note_on,0,0,1,,,,,,,,,0,,79,56,
822720,note_off,480,0,1,,,,,,,,,0,,75,0,
823200,note_off,0,0,1,,,,,,,,,0,,67,0,
823200,note_on,0,0,4,,,,,,,,,3,,56,52,
823200,note_on,2880,0,2,,,,,,,,,1,,65,54,
823200,note_off,480,0,1,,,,,,,,,0,,79,0,
823200,note_on,0,0,1,,,,,,,,,0,,77,54,
823200,note_off,960,0,4,,,,,,,,,3,,58,0,
823440,note_off,240,0,1,,,,,,,,,0,,77,0,
823440,note_on,0,0,1,,,,,,,,,0,,74,54,
823680,note_on,0,0,1,,,,,,,,,0,,75,53,
823680,note_off,240,0,1,,,,,,,,,0,,74,0,
823680,note_on,0,0,4,,,,,,,,,3,,55,51,
823680,note_on,0,0,4,,,,,,,,,3,,51,51,
823680,note_off,480,0,4,,,,,,,,,3,,56,0,
823680,note_off,480,0,2,,,,,,,,,1,,65,0,
823680,note_on,0,0,2,,,,,,,,,1,,67,53,
823680,note_off,0,0,4,,,,,,,,,3,,46,0,
823920,note_on,0,0,1,,,,,,,,,0,,79,52,
823920,note_off,240,0,1,,,,,,,,,0,,75,0,
824160,note_off,0,0,4,,,,,,,,,3,,51,0,
824160,note_off,480,0,4,,,,,,,,,3,,55,0,
824160,note_off,240,0,1,,,,,,,,,0,,79,0,
824160,note_on,0,0,1,,,,,,,,,0,,70,51,
824160,note_off,480,0,2,,,,,,,,,1,,67,0,
824520,note_off,360,0,1,,,,,,,,,0,,70,0,
825015,set_tempo,5655,1,0,,,,,,303030,,,,,,,
825120,note_on,600,0,1,,,,,,,,,0,,72,48,
825120,note_on,960,0,4,,,,,,,,,3,,56,47,
825120,note_on,0,0,4,,,,,,,,,3,,63,47,
825150,set_tempo,135,1,0,,,,,,295566,,,,,,,
825360,note_on,0,0,1,,,,,,,,,0,,75,47,
825360,note_off,240,0,1,,,,,,,,,0,,72,0,
825600,note_on,0,0,1,,,,,,,,,0,,70,47,
825600,note_off,240,0,1,,,,,,,,,0,,75,0,
825600,note_on,0,0,4,,,,,,,,,3,,55,45,
825600,note_off,480,0,4,,,,,,,,,3,,56,0,
825960,note_off,360,0,1,,,,,,,,,0,,70,0,
825960,note_off,360,0,4,,,,,,,,,3,,55,0,
826080,note_off,120,0,4,,,,,,,,,3,,63,0,
826440,set_tempo,1290,1,0,,,,,,303030,,,,,,,
826560,note_on,600,0,1,,,,,,,,,0,,68,44,
826560,note_on,2400,0,2,,,,,,,,,1,,65,44,
826560,note_on,0,0,4,,,,,,,,,3,,58,42,
826560,note_on,480,0,4,,,,,,,,,3,,50,42,
826560,set_tempo,120,1,0,,,,,,295566,,,,,,,
826800,note_off,240,0,1,,,,,,,,,0,,68,0,
826800,note_on,0,0,1,,,,,,,,,0,,70,43,
827040,note_off,480,0,4,,,,,,,,,3,,50,0,
827040,note_on,0,0,1,,,,,,,,,0,,67,42,
827040,note_on,0,0,4,,,,,,,,,3,,51,41,
827040,note_off,240,0,1,,,,,,,,,0,,70,0,
827040,note_on,0,0,2,,,,,,,,,1,,63,42,
827040,note_off,480,0,2,,,,,,,,,1,,65,0,
827400,note_off,360,0,2,,,,,,,,,1,,63,0,
827400,note_off,360,0,1,,,,,,,,,0,,67,0,
827400,note_off,360,0,4,,,,,,,,,3,,51,0,
827520,note_off,120,0,4,,,,,,,,,3,,58,0,
827520,set_tempo,960,1,0,,,,,,309278,,,,,,,
828000,note_on,600,0,2,,,,,,,,,1,,62,39,
828000,note_on,480,0,4,,,,,,,,,3,,58,38,
828000,note_on,0,0,4,,,,,,,,,3,,46,38,
828000,note_on,600,0,1,,,,,,,,,0,,65,39,
828000,set_tempo,480,1,0,,,,,,298507,,,,,,,
828480,note_on,0,0,2,,,,,,,,,1,,65,37,
828480,note_on,0,0,1,,,,,,,,,0,,68,37,
828480,note_off,480,0,1,,,,,,,,,0,,65,0,
828480,note_off,480,0,2,,,,,,,,,1,,62,0,
828480,note_off,480,0,4,,,,,,,,,3,,46,0,
828480,note_on,0,0,4,,,,,,,,,3,,58,36,
828480,note_off,0,0,4,,,,,,,,,3,,58,0,
828480,note_on,0,0,4,,,,,,,,,3,,50,36,
828672,note_off,0,0,4,,,,,,,,,3,,50,0,
828672,note_off,192,0,1,,,,,,,,,0,,68,0,
828672,note_off,192,0,4,,,,,,,,,3,,58,0,
828672,note_off,192,0,2,,,,,,,,,1,,65,0,
828960,note_on,288,0,1,,,,,,,,,0,,67,36,
828960,note_on,288,0,4,,,,,,,,,3,,58,35,
828960,note_on,288,0,2,,,,,,,,,1,,63,36,
828960,note_on,0,0,4,,,,,,,,,3,,51,35,
829152,note_off,192,0,1,,,,,,,,,0,,67,0,
829152,note_off,192,0,2,,,,,,,,,1,,63,0,
829152,note_off,0,0,4,,,,,,,,,3,,58,0,
829152,note_off,192,0,4,,,,,,,,,3,,51,0,
829335,set_tempo,1335,1,0,,,,,,306122,,,,,,,
829440,note_on,0,0,4,,,,,,,,,3,,46,33,
829440,note_on,288,0,2,,,,,,,,,1,,62,34,
829440,note_on,288,0,4,,,,,,,,,3,,58,33,
829440,note_on,288,0,1,,,,,,,,,0,,65,34,
829800,note_off,0,0,4,,,,,,,,,3,,58,0,
829800,note_off,360,0,2,,,,,,,,,1,,62,0,
829800,note_off,360,0,1,,,,,,,,,0,,65,0,
829800,note_off,360,0,4,,,,,,,,,3,,46,0,
829920,set_tempo,585,1,0,,,,,,312500,,,,,,,
830880,set_tempo,960,1,0,,,,,,295566,,,,,,,
830880,note_on,0,0,2,,,,,,,,,1,,58,42,
830880,note_on,1080,0,1,,,,,,,,,0,,70,42,
830880,note_on,1080,0,2,,,,,,,,,1,,63,42,
830880,note_on,0,0,2,,,,,,,,,1,,67,42,
831360,note_on,1560,0,4,,,,,,,,,3,,51,44,
831840,note_off,480,0,4,,,,,,,,,3,,51,0,
831840,note_on,0,0,4,,,,,,,,,3,,55,45,
831840,note_off,960,0,2,,,,,,,,,1,,58,0,
831840,note_off,960,0,1,,,,,,,,,0,,70,0,
831840,note_on,0,0,1,,,,,,,,,0,,67,45,
831840,note_off,0,0,2,,,,,,,,,1,,67,0,
831840,note_off,0,0,2,,,,,,,,,1,,63,0,
832320,note_on,0,0,4,,,,,,,,,3,,58,46,
832320,note_off,480,0,4,,,,,,,,,3,,55,0,
832320,note_off,480,0,1,,,,,,,,,0,,67,0,
832320,note_on,0,0,1,,,,,,,,,0,,63,46,
832800,note_off,480,0,1,,,,,,,,,0,,63,0,
832800,note_on,0,0,1,,,,,,,,,0,,67,47,
832800,note_on,480,0,4,,,,,,,,,3,,55,47,
833280,note_on,480,0,1,,,,,,,,,0,,70,48,
833280,note_on,0,0,4,,,,,,,,,3,,51,48,
833280,note_off,480,0,4,,,,,,,,,3,,55,0,
833760,note_off,480,0,4,,,,,,,,,3,,51,0,
833760,note_off,0,0,4,,,,,,,,,3,,58,0,
833760,note_on,0,0,4,,,,,,,,,3,,58,51,
833760,note_on,0,0,4,,,,,,,,,3,,46,51,
833760,note_off,480,0,1,,,,,,,,,0,,70,0,
833760,note_on,0,0,1,,,,,,,,,0,,75,51,
834240,note_on,0,0,1,,,,,,,,,0,,79,49,
834240,note_off,480,0,1,,,,,,,,,0,,75,0,
834720,note_on,2880,0,2,,,,,,,,,1,,65,48,
834720,note_on,0,0,4,,,,,,,,,3,,59,48,
834720,note_off,0,0,4,,,,,,,,,3,,58,0,
834720,note_off,960,0,4,,,,,,,,,3,,46,0,
834720,note_on,0,0,1,,,,,,,,,0,,77,48,
834720,note_off,0,0,1,,,,,,,,,0,,67,0,
834720,note_off,480,0,1,,,,,,,,,0,,79,0,
834720,note_on,0,0,4,,,,,,,,,3,,47,48,
834960,note_off,0,0,4,,,,,,,,,3,,59,0,
834960,note_off,240,0,4,,,,,,,,,3,,47,0,
834960,note_off,240,0,1,,,,,,,,,0,,77,0,
834960,note_on,0,0,1,,,,,,,,,0,,74,47,
835200,note_on,0,0,4,,,,,,,,,3,,48,46,
835200,note_off,480,0,2,,,,,,,,,1,,65,0,
835200,note_on,0,0,2,,,,,,,,,1,,67,46,
835200,note_on,240,0,4,,,,,,,,,3,,60,46,
835200,note_off,240,0,1,,,,,,,,,0,,74,0,
835200,note_on,0,0,1,,,,,,,,,0,,75,46,
835560,note_off,360,0,2,,,,,,,,,1,,67,0,
835560,note_off,0,0,4,,,,,,,,,3,,60,0,
835560,note_off,360,0,4,,,,,,,,,3,,48,0,
835560,note_off,360,0,1,,,,,,,,,0,,75,0,
836520,set_tempo,5640,1,0,,,,,,298507,,,,,,,
836640,set_tempo,120,1,0,,,,,,295566,,,,,,,
837120,note_on,1560,0,1,,,,,,,,,0,,77,39,
837600,note_on,2040,0,4,,,,,,,,,3,,53,37,
837600,note_off,480,0,1,,,,,,,,,0,,77,0,
837600,note_on,0,0,1,,,,,,,,,0,,75,37,
837600,note_on,2040,0,2,,,,,,,,,1,,65,37,
837600,note_on,0,0,4,,,,,,,,,3,,57,37,
837600,note_on,0,0,4,,,,,,,,,3,,45,37,
837840,note_off,240,0,1,,,,,,,,,0,,75,0,
837840,note_on,0,0,1,,,,,,,,,0,,72,36,
838080,note_off,0,0,4,,,,,,,,,3,,57,0,
838080,note_on,0,0,4,,,,,,,,,3,,58,35,
838080,note_on,0,0,4,,,,,,,,,3,,46,35,
838080,note_off,240,0,1,,,,,,,,,0,,72,0,
838080,note_on,0,0,1,,,,,,,,,0,,74,35,
838080,note_off,480,0,4,,,,,,,,,3,,45,0,
838320,note_off,240,0,4,,,,,,,,,3,,53,0,
838320,note_off,720,0,2,,,,,,,,,1,,65,0,
838440,note_off,120,0,4,,,,,,,,,3,,46,0,
838440,note_off,0,0,4,,,,,,,,,3,,58,0,
838440,note_off,360,0,1,,,,,,,,,0,,74,0,
839400,set_tempo,2760,1,0,,,,,,298507,,,,,,,
839520,set_tempo,120,1,0,,,,,,295566,,,,,,,
840480,note_on,2040,0,4,,,,,,,,,3,,60,30,
840480,note_on,0,0,4,,,,,,,,,3,,65,30,
840480,note_on,0,0,4,,,,,,,,,3,,57,30,
840480,note_on,2040,0,1,,,,,,,,,0,,87,32,
840720,note_on,0,0,1,,,,,,,,,0,,84,33,
840720,note_off,240,0,1,,,,,,,,,0,,87,0,
840960,note_on,0,0,4,,,,,,,,,3,,58,33,
840960,note_on,0,0,4,,,,,,,,,3,,62,33,
840960,note_off,0,0,4,,,,,,,,,3,,60,0,
840960,note_off,0,0,4,,,,,,,,,3,,65,0,
840960,note_off,480,0,4,,,,,,,,,3,,57,0,
840960,note_on,0,0,1,,,,,,,,,0,,86,34,
840960,note_off,240,0,1,,,,,,,,,0,,84,0,
840960,note_on,0,0,4,,,,,,,,,3,,65,33,
841200,note_off,0,0,4,,,,,,,,,3,,62,0,
841200,note_off,0,0,4,,,,,,,,,3,,65,0,
841200,note_on,0,0,1,,,,,,,,,0,,89,35,
841200,note_off,240,0,1,,,,,,,,,0,,86,0,
841200,note_off,240,0,4,,,,,,,,,3,,58,0,
841440,note_on,240,0,4,,,,,,,,,3,,63,53,
841440,note_on,0,0,4,,,,,,,,,3,,60,53,
841440,note_on,22080,0,3,,,,,,,,,2,,65,51,
841440,note_on,0,0,1,,,,,,,,,0,,77,46,
841440,note_off,240,0,1,,,,,,,,,0,,89,0,
841680,note_off,240,0,1,,,,,,,,,0,,77,0,
841920,note_on,240,0,1,,,,,,,,,0,,87,38,
841920,note_on,0,0,4,,,,,,,,,3,,57,39,
841920,note_on,0,0,4,,,,,,,,,3,,60,39,
841920,note_off,0,0,4,,,,,,,,,3,,63,0,
841920,note_off,480,0,4,,,,,,,,,3,,60,0,
842160,note_off,240,0,1,,,,,,,,,0,,87,0,
842160,note_on,0,0,1,,,,,,,,,0,,84,38,
842400,note_on,0,0,4,,,,,,,,,3,,58,42,
842400,note_on,0,0,1,,,,,,,,,0,,86,39,
842400,note_on,0,0,4,,,,,,,,,3,,62,42,
842400,note_off,240,0,1,,,,,,,,,0,,84,0,
842400,note_off,0,0,4,,,,,,,,,3,,60,0,
842400,note_off,480,0,4,,,,,,,,,3,,57,0,
842640,note_off,0,0,4,,,,,,,,,3,,62,0,
842640,note_off,240,0,4,,,,,,,,,3,,58,0,
842640,note_off,1200,0,3,,,,,,,,,2,,65,0,
842640,note_on,0,0,1,,,,,,,,,0,,89,40,
842640,note_off,240,0,1,,,,,,,,,0,,86,0,
842880,note_on,0,0,4,,,,,,,,,3,,63,59,
842880,note_on,240,0,3,,,,,,,,,2,,65,54,
842880,note_on,0,0,1,,,,,,,,,0,,77,51,
842880,note_off,240,0,1,,,,,,,,,0,,89,0,
842880,note_on,240,0,4,,,,,,,,,3,,60,59,
843120,note_off,240,0,1,,,,,,,,,0,,77,0,
843360,note_on,0,0,4,,,,,,,,,3,,60,47,
843360,note_off,0,0,4,,,,,,,,,3,,60,0,
843360,note_on,0,0,4,,,,,,,,,3,,57,47,
843360,note_on,240,0,1,,,,,,,,,0,,87,43,
843360,note_off,480,0,4,,,,,,,,,3,,63,0,
843600,note_on,0,0,1,,,,,,,,,0,,84,44,
843600,note_off,240,0,1,,,,,,,,,0,,87,0,
843840,note_off,480,0,4,,,,,,,,,3,,60,0,
843840,note_off,0,0,4,,,,,,,,,3,,57,0,
843840,note_on,0,0,4,,,,,,,,,3,,58,50,
843840,note_on,0,0,4,,,,,,,,,3,,62,50,
843840,note_on,0,0,1,,,,,,,,,0,,86,45,
843840,note_off,240,0,1,,,,,,,,,0,,84,0,
844080,note_off,1200,0,3,,,,,,,,,2,,65,0,
844080,note_off,0,0,4,,,,,,,,,3,,58,0,
844080,note_off,240,0,4,,,,,,,,,3,,62,0,
844080,note_off,240,0,1,,,,,,,,,0,,86,0,
844080,note_on,0,0,1,,,,,,,,,0,,89,46,
844320,note_on,240,0,3,,,,,,,,,2,,65,59,
844320,note_off,240,0,1,,,,,,,,,0,,89,0,
844320,note_on,0,0,1,,,,,,,,,0,,77,59,
844320,note_on,240,0,4,,,,,,,,,3,,60,73,
844320,note_on,0,0,4,,,,,,,,,3,,63,73,
844560,note_off,240,0,1,,,,,,,,,0,,77,0,
844800,note_on,240,0,1,,,,,,,,,0,,87,48,
844800,note_off,480,0,4,,,,,,,,,3,,63,0,
844800,note_off,0,0,4,,,,,,,,,3,,60,0,
844800,note_on,0,0,4,,,,,,,,,3,,60,56,
844800,note_on,0,0,4,,,,,,,,,3,,57,56,
845040,note_off,240,0,1,,,,,,,,,0,,87,0,
845040,note_on,0,0,1,,,,,,,,,0,,84,52,
845160,set_tempo,5640,1,0,,,,,,298507,,,,,,,
845280,note_on,0,0,1,,,,,,,,,0,,86,57,
845280,note_off,480,0,4,,,,,,,,,3,,60,0,
845280,note_off,0,0,4,,,,,,,,,3,,57,0,
845280,note_on,0,0,4,,,,,,,,,3,,58,59,
845280,note_on,0,0,4,,,,,,,,,3,,62,59,
845280,set_tempo,120,1,0,,,,,,292682,,,,,,,
845280,note_off,240,0,1,,,,,,,,,0,,84,0,
845520,note_off,240,0,1,,,,,,,,,0,,86,0,
845520,note_off,1200,0,3,,,,,,,,,2,,65,0,
845520,note_off,240,0,4,,,,,,,,,3,,62,0,
845520,note_off,0,0,4,,,,,,,,,3,,58,0,
845520,note_on,0,0,1,,,,,,,,,0,,89,61,
845760,note_off,240,0,1,,,,,,,,,0,,89,0,
845760,note_on,0,0,1,,,,,,,,,0,,87,60,
846000,note_off,240,0,1,,,,,,,,,0,,87,0,
846000,note_on,0,0,1,,,,,,,,,0,,86,59,
846240,note_off,240,0,1,,,,,,,,,0,,86,0,
846240,note_on,720,0,4,,,,,,,,,3,,52,78,
846240,note_on,0,0,1,,,,,,,,,0,,84,58,
846480,note_off,240,0,1,,,,,,,,,0,,84,0,
846480,note_on,0,0,1,,,,,,,,,0,,82,57,
846720,note_on,0,0,4,,,,,,,,,3,,53,58,
846720,note_off,480,0,4,,,,,,,,,3,,52,0,
846720,note_on,0,0,1,,,,,,,,,0,,81,56,
846720,note_off,240,0,1,,,,,,,,,0,,82,0,
846960,note_on,0,0,1,,,,,,,,,0,,82,55,
846960,note_off,240,0,1,,,,,,,,,0,,81,0,
846960,note_off,240,0,4,,,,,,,,,3,,53,0,
847200,note_off,240,0,1,,,,,,,,,0,,82,0,
847200,note_on,0,0,1,,,,,,,,,0,,86,54,
847440,note_on,0,0,1,,,,,,,,,0,,77,53,
847440,note_off,240,0,1,,,,,,,,,0,,86,0,
847680,note_on,0,0,1,,,,,,,,,0,,84,52,
847680,note_off,240,0,1,,,,,,,,,0,,77,0,
847680,note_on,720,0,4,,,,,,,,,3,,41,59,
847920,note_on,0,0,1,,,,,,,,,0,,75,51,
847920,note_off,240,0,4,,,,,,,,,3,,41,0,
847920,note_off,240,0,1,,,,,,,,,0,,84,0,
848040,set_tempo,2760,1,0,,,,,,295566,,,,,,,
848160,note_off,240,0,1,,,,,,,,,0,,75,0,
848160,note_on,0,0,1,,,,,,,,,0,,82,50,
848160,note_on,240,0,4,,,,,,,,,3,,46,56,
848160,note_on,0,0,1,,,,,,,,,0,,74,50,
848160,set_tempo,120,1,0,,,,,,292682,,,,,,,
848400,note_off,240,0,4,,,,,,,,,3,,46,0,
848400,note_off,240,0,1,,,,,,,,,0,,74,0,
848400,note_off,0,0,1,,,,,,,,,0,,82,0,
848400,note_on,0,0,1,,,,,,,,,0,,77,49,
848640,note_on,0,0,1,,,,,,,,,0,,75,48,
848640,note_off,240,0,1,,,,,,,,,0,,77,0,
848880,note_off,240,0,1,,,,,,,,,0,,75,0,
848880,note_on,0,0,1,,,,,,,,,0,,74,47,
849120,note_on,720,0,4,,,,,,,,,3,,40,74,
849120,note_off,240,0,1,,,,,,,,,0,,74,0,
849120,note_on,0,0,1,,,,,,,,,0,,72,46,
849360,note_off,240,0,1,,,,,,,,,0,,72,0,
849360,note_on,0,0,1,,,,,,,,,0,,70,45,
849600,note_on,0,0,1,,,,,,,,,0,,69,44,
849600,note_on,0,0,4,,,,,,,,,3,,41,47,
849600,note_off,480,0,4,,,,,,,,,3,,40,0,
849600,note_off,240,0,1,,,,,,,,,0,,70,0,
849840,note_on,0,0,1,,,,,,,,,0,,70,42,
849840,note_off,240,0,1,,,,,,,,,0,,69,0,
849840,note_off,240,0,4,,,,,,,,,3,,41,0,
850080,note_off,240,0,1,,,,,,,,,0,,70,0,
850080,note_on,0,0,1,,,,,,,,,0,,74,41,
850320,note_off,240,0,1,,,,,,,,,0,,74,0,
850320,note_on,0,0,1,,,,,,,,,0,,65,40,
850560,note_on,0,0,4,,,,,,,,,3,,29,49,
850560,note_on,720,0,4,,,,,,,,,3,,41,49,
850560,note_off,240,0,1,,,,,,,,,0,,65,0,
850560,note_on,0,0,1,,,,,,,,,0,,72,39,
850800,note_off,240,0,4,,,,,,,,,3,,29,0,
850800,note_on,0,0,1,,,,,,,,,0,,63,38,
850800,note_off,0,0,4,,,,,,,,,3,,41,0,
850800,note_off,240,0,1,,,,,,,,,0,,72,0,
851040,note_off,240,0,1,,,,,,,,,0,,63,0,
851040,note_on,0,0,1,,,,,,,,,0,,70,37,
851040,note_on,0,0,1,,,,,,,,,0,,62,37,
851040,note_on,240,0,4,,,,,,,,,3,,46,47,
851040,note_on,0,0,4,,,,,,,,,3,,34,47,
851280,note_off,0,0,4,,,,,,,,,3,,46,0,
851280,note_off,240,0,4,,,,,,,,,3,,34,0,
851280,note_off,240,0,1,,,,,,,,,0,,62,0,
851280,note_off,0,0,1,,,,,,,,,0,,70,0,
851280,note_on,0,0,1,,,,,,,,,0,,65,36,
851520,note_off,240,0,1,,,,,,,,,0,,65,0,
851520,note_on,0,0,1,,,,,,,,,0,,62,35,
851760,note_off,240,0,1,,,,,,,,,0,,62,0,
851760,note_on,0,0,1,,,,,,,,,0,,58,34,
852000,note_on,0,0,1,,,,,,,,,0,,53,33,
852000,note_off,240,0,1,,,,,,,,,0,,58,0,
852240,note_on,0,0,1,,,,,,,,,0,,50,32,
852240,note_off,240,0,1,,,,,,,,,0,,53,0,
852480,note_on,0,0,1,,,,,,,,,0,,46,31,
852480,note_off,240,0,1,,,,,,,,,0,,50,0,
852480,note_on,1200,0,4,,,,,,,,,3,,34,37,
852720,note_off,240,0,1,,,,,,,,,0,,46,0,
852720,note_off,240,0,4,,,,,,,,,3,,34,0,
852945,set_tempo,4785,1,0,,,,,,324324,,,,,,,
853920,control_change,15600,0,2,,,,,,,64,0,1,,,,
853920,set_tempo,975,1,0,,,,,,295566,,,,,,,
853920,control_change,1200,0,4,,,,,,,64,0,3,,,,
853920,note_on,0,0,4,,,,,,,,,3,,58,40,
853920,control_change,1200,0,1,,,,,,,64,0,0,,,,
853920,control_change,8400,0,3,,,,,,,64,0,2,,,,
854880,note_off,960,0,4,,,,,,,,,3,,58,0,
854880,note_on,0,0,4,,,,,,,,,3,,55,32,
855360,note_off,480,0,4,,,,,,,,,3,,55,0,
855360,note_on,0,0,4,,,,,,,,,3,,52,30,
855360,note_on,1440,0,1,,,,,,,,,0,,70,38,
855840,note_on,0,0,4,,,,,,,,,3,,55,34,
855840,note_off,480,0,4,,,,,,,,,3,,52,0,
856320,note_off,960,0,1,,,,,,,,,0,,70,0,
856320,note_on,0,0,4,,,,,,,,,3,,58,37,
856320,note_off,480,0,4,,,,,,,,,3,,55,0,
856320,note_on,0,0,1,,,,,,,,,0,,67,35,
856800,note_off,480,0,4,,,,,,,,,3,,58,0,
856800,note_on,0,0,4,,,,,,,,,3,,61,45,
856800,note_off,480,0,1,,,,,,,,,0,,67,0,
856800,note_on,0,0,1,,,,,,,,,0,,64,34,
857280,note_on,0,0,1,,,,,,,,,0,,67,37,
857280,note_off,480,0,1,,,,,,,,,0,,64,0,
857760,note_off,960,0,4,,,,,,,,,3,,61,0,
857760,note_on,0,0,4,,,,,,,,,3,,58,36,
857760,note_off,480,0,1,,,,,,,,,0,,67,0,
857760,note_on,0,0,1,,,,,,,,,0,,70,40,
858240,note_off,480,0,1,,,,,,,,,0,,70,0,
858240,note_on,0,0,1,,,,,,,,,0,,73,47,
858240,note_on,0,0,4,,,,,,,,,3,,55,35,
858240,note_off,480,0,4,,,,,,,,,3,,58,0,
858720,note_off,480,0,4,,,,,,,,,3,,55,0,
858720,note_on,0,0,4,,,,,,,,,3,,58,38,
859200,note_off,960,0,1,,,,,,,,,0,,73,0,
859200,note_off,480,0,4,,,,,,,,,3,,58,0,
859200,note_on,0,0,4,,,,,,,,,3,,61,41,
859200,note_on,0,0,1,,,,,,,,,0,,70,39,
859680,note_off,480,0,4,,,,,,,,,3,,61,0,
859680,note_on,0,0,1,,,,,,,,,0,,67,36,
859680,note_off,480,0,1,,,,,,,,,0,,70,0,
859680,note_on,0,0,4,,,,,,,,,3,,64,48,
860160,note_on,0,0,1,,,,,,,,,0,,70,39,
860160,note_off,480,0,1,,,,,,,,,0,,67,0,
860640,note_off,480,0,1,,,,,,,,,0,,70,0,
860640,note_off,960,0,4,,,,,,,,,3,,64,0,
860640,note_on,0,0,4,,,,,,,,,3,,61,41,
860640,note_on,0,0,1,,,,,,,,,0,,73,42,
861120,note_on,0,0,1,,,,,,,,,0,,76,46,
861120,note_off,480,0,4,,,,,,,,,3,,61,0,
861120,note_on,0,0,4,,,,,,,,,3,,58,38,
861120,note_off,480,0,1,,,,,,,,,0,,73,0,
861600,note_off,480,0,4,,,,,,,,,3,,58,0,
861600,note_on,0,0,4,,,,,,,,,3,,61,41,
862080,note_on,0,0,4,,,,,,,,,3,,64,45,
862080,note_off,480,0,4,,,,,,,,,3,,61,0,
862080,note_off,960,0,1,,,,,,,,,0,,76,0,
862080,note_on,0,0,1,,,,,,,,,0,,73,42,
862560,note_on,0,0,4,,,,,,,,,3,,67,48,
862560,note_off,480,0,1,,,,,,,,,0,,73,0,
862560,note_on,0,0,1,,,,,,,,,0,,70,40,
862560,note_on,0,0,4,,,,,,,,,3,,70,48,
862560,note_off,480,0,4,,,,,,,,,3,,64,0,
863040,note_off,480,0,1,,,,,,,,,0,,70,0,
863040,note_on,0,0,1,,,,,,,,,0,,73,44,
863520,note_off,480,0,1,,,,,,,,,0,,73,0,
863520,note_on,0,0,1,,,,,,,,,0,,76,48,
863880,set_tempo,9960,1,0,,,,,,298507,,,,,,,
864000,note_off,480,0,1,,,,,,,,,0,,76,0,
864000,note_on,0,0,1,,,,,,,,,0,,79,56,
864000,set_tempo,120,1,0,,,,,,295566,,,,,,,
864480,note_off,480,0,1,,,,,,,,,0,,79,0,
864480,note_on,0,0,1,,,,,,,,,0,,77,50,
864960,note_on,0,0,1,,,,,,,,,0,,76,49,
864960,note_off,480,0,1,,,,,,,,,0,,77,0,
