tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,control,value,channel,program,note,velocity
21120,note_on,120,0,1,,,,,,,,,,,0,,71,70
21120,note_on,0,0,1,,,,,,,,,,,0,,78,70
21120,note_on,120,0,2,,,,,,,,,,,1,,66,70
21120,note_on,0,0,2,,,,,,,,,,,1,,63,70
21123,note_on,3,0,2,,,,,,,,,,,1,,61,0
21123,note_on,0,0,2,,,,,,,,,,,1,,64,0
21123,note_on,3,0,1,,,,,,,,,,,0,,80,0
21123,note_on,0,0,1,,,,,,,,,,,0,,70,0
21180,note_on,57,0,2,,,,,,,,,,,1,,66,0
21180,note_on,0,0,2,,,,,,,,,,,1,,63,0
21180,note_on,0,0,1,,,,,,,,,,,0,,78,0
21180,note_on,57,0,1,,,,,,,,,,,0,,71,0
21240,note_on,60,0,2,,,,,,,,,,,1,,49,70
21240,note_on,0,0,2,,,,,,,,,,,1,,61,70
21240,note_on,60,0,1,,,,,,,,,,,0,,83,70
21240,note_on,0,0,1,,,,,,,,,,,0,,71,70
21240,note_on,0,0,1,,,,,,,,,,,0,,76,70
21300,note_on,0,0,1,,,,,,,,,,,0,,83,0
21300,note_on,0,0,1,,,,,,,,,,,0,,76,0
21300,note_on,60,0,1,,,,,,,,,,,0,,71,0
21300,note_on,60,0,2,,,,,,,,,,,1,,61,0
21300,note_on,0,0,2,,,,,,,,,,,1,,49,0
21360,note_on,0,0,1,,,,,,,,,,,0,,73,70
21360,note_on,0,0,1,,,,,,,,,,,0,,76,70
21360,note_on,60,0,2,,,,,,,,,,,1,,54,70
21360,note_on,0,0,1,,,,,,,,,,,0,,83,70
21360,note_on,0,0,2,,,,,,,,,,,1,,66,70
21360,note_on,60,0,1,,,,,,,,,,,0,,71,70
21420,note_on,60,0,2,,,,,,,,,,,1,,66,0
21420,note_on,0,0,1,,,,,,,,,,,0,,71,0
21420,note_on,0,0,2,,,,,,,,,,,1,,54,0
21420,note_on,60,0,1,,,,,,,,,,,0,,83,0
21420,note_on,0,0,1,,,,,,,,,,,0,,76,0
21420,note_on,0,0,1,,,,,,,,,,,0,,73,0
21480,note_on,0,0,1,,,,,,,,,,,0,,73,100
21480,note_on,0,0,1,,,,,,,,,,,0,,76,100
21480,note_on,60,0,2,,,,,,,,,,,1,,42,100
21480,note_on,0,0,2,,,,,,,,,,,1,,54,100
21480,note_on,0,0,1,,,,,,,,,,,0,,70,100
21480,note_on,60,0,1,,,,,,,,,,,0,,82,100
21540,note_on,0,0,2,,,,,,,,,,,1,,42,0
21540,note_on,60,0,2,,,,,,,,,,,1,,54,0
21540,note_on,0,0,1,,,,,,,,,,,0,,73,0
21540,note_on,0,0,1,,,,,,,,,,,0,,76,0
21540,note_on,0,0,1,,,,,,,,,,,0,,82,0
21540,note_on,60,0,1,,,,,,,,,,,0,,70,0
21600,note_on,0,0,1,,,,,,,,,,,0,,83,100
21600,note_on,60,0,2,,,,,,,,,,,1,,35,100
21600,note_on,0,0,1,,,,,,,,,,,0,,75,100
21600,note_on,60,0,1,,,,,,,,,,,0,,71,100
21600,note_on,0,0,2,,,,,,,,,,,1,,47,100
22080,note_on,0,0,2,,,,,,,,,,,1,,47,70
22080,note_on,0,0,1,,,,,,,,,,,0,,75,120
22080,note_on,480,0,1,,,,,,,,,,,0,,71,120
22080,note_on,480,0,2,,,,,,,,,,,1,,35,70
22080,note_on,0,0,1,,,,,,,,,,,0,,83,120
22084,note_on,0,0,1,,,,,,,,,,,0,,71,0
22084,note_on,0,0,1,,,,,,,,,,,0,,75,0
22084,note_on,4,0,2,,,,,,,,,,,1,,47,0
22084,note_on,4,0,1,,,,,,,,,,,0,,83,0
22084,note_on,0,0,2,,,,,,,,,,,1,,35,0
22240,set_tempo,22240,1,0,,,,,,,535714,,,,,,,
22246,set_tempo,6,1,0,,,,,,,540541,,,,,,,
22250,set_tempo,4,1,0,,,,,,,545455,,,,,,,
22253,set_tempo,3,1,0,,,,,,,550459,,,,,,,
22260,set_tempo,7,1,0,,,,,,,555556,,,,,,,
22263,set_tempo,3,1,0,,,,,,,560748,,,,,,,
22266,set_tempo,3,1,0,,,,,,,566038,,,,,,,
22273,set_tempo,7,1,0,,,,,,,571429,,,,,,,
22276,set_tempo,3,1,0,,,,,,,576923,,,,,,,
22280,set_tempo,4,1,0,,,,,,,582524,,,,,,,
22286,set_tempo,6,1,0,,,,,,,588235,,,,,,,
22290,set_tempo,4,1,0,,,,,,,594059,,,,,,,
22293,set_tempo,3,1,0,,,,,,,600000,,,,,,,
22300,set_tempo,7,1,0,,,,,,,606061,,,,,,,
22303,set_tempo,3,1,0,,,,,,,612245,,,,,,,
22306,set_tempo,3,1,0,,,,,,,618557,,,,,,,
22313,set_tempo,7,1,0,,,,,,,625000,,,,,,,
22316,set_tempo,3,1,0,,,,,,,631579,,,,,,,
22320,note_on,0,0,2,,,,,,,,,,,1,,66,70
22320,set_tempo,4,1,0,,,,,,,638298,,,,,,,
22320,note_on,236,0,2,,,,,,,,,,,1,,54,70
22320,note_on,236,0,1,,,,,,,,,,,0,,71,55
22320,note_on,0,0,1,,,,,,,,,,,0,,74,55
22320,note_on,0,0,1,,,,,,,,,,,0,,83,55
22326,set_tempo,6,1,0,,,,,,,645161,,,,,,,
22326,note_on,6,0,1,,,,,,,,,,,0,,71,0
22326,note_on,0,0,1,,,,,,,,,,,0,,83,0
22326,note_on,6,0,2,,,,,,,,,,,1,,35,0
22326,note_on,0,0,2,,,,,,,,,,,1,,47,0
22326,note_on,0,0,1,,,,,,,,,,,0,,75,0
22330,set_tempo,4,1,0,,,,,,,652174,,,,,,,
22333,set_tempo,3,1,0,,,,,,,659341,,,,,,,
22336,set_tempo,3,1,0,,,,,,,666667,,,,,,,
22343,set_tempo,7,1,0,,,,,,,674157,,,,,,,
22346,set_tempo,3,1,0,,,,,,,681818,,,,,,,
22350,set_tempo,4,1,0,,,,,,,689655,,,,,,,
22356,set_tempo,6,1,0,,,,,,,697674,,,,,,,
22360,set_tempo,4,1,0,,,,,,,705882,,,,,,,
22363,set_tempo,3,1,0,,,,,,,714286,,,,,,,
22370,set_tempo,7,1,0,,,,,,,722892,,,,,,,
22373,set_tempo,3,1,0,,,,,,,731707,,,,,,,
22376,set_tempo,3,1,0,,,,,,,740741,,,,,,,
22380,note_on,0,0,1,,,,,,,,,,,0,,83,0
22380,note_on,0,0,1,,,,,,,,,,,0,,74,0
22380,note_on,54,0,1,,,,,,,,,,,0,,71,0
22380,note_on,54,0,2,,,,,,,,,,,1,,54,0
22380,note_on,0,0,2,,,,,,,,,,,1,,66,0
22383,set_tempo,7,1,0,,,,,,,750000,,,,,,,
22386,set_tempo,3,1,0,,,,,,,759494,,,,,,,
22390,set_tempo,4,1,0,,,,,,,769231,,,,,,,
22396,set_tempo,6,1,0,,,,,,,779221,,,,,,,
22400,set_tempo,4,1,0,,,,,,,789474,,,,,,,
22403,set_tempo,3,1,0,,,,,,,800000,,,,,,,
22410,set_tempo,7,1,0,,,,,,,810811,,,,,,,
22413,set_tempo,3,1,0,,,,,,,821918,,,,,,,
22416,set_tempo,3,1,0,,,,,,,833333,,,,,,,
22423,set_tempo,7,1,0,,,,,,,845070,,,,,,,
22426,set_tempo,3,1,0,,,,,,,857143,,,,,,,
22430,set_tempo,4,1,0,,,,,,,869565,,,,,,,
22433,set_tempo,3,1,0,,,,,,,882353,,,,,,,
22440,note_on,0,0,2,,,,,,,,,,,1,,54,70
22440,set_tempo,7,1,0,,,,,,,895522,,,,,,,
22440,note_on,0,0,1,,,,,,,,,,,0,,70,55
22440,note_on,0,0,1,,,,,,,,,,,0,,73,55
22440,note_on,60,0,2,,,,,,,,,,,1,,42,70
22440,note_on,60,0,1,,,,,,,,,,,0,,82,55
22443,set_tempo,3,1,0,,,,,,,909091,,,,,,,
22446,set_tempo,3,1,0,,,,,,,923077,,,,,,,
22453,set_tempo,7,1,0,,,,,,,937500,,,,,,,
22456,set_tempo,3,1,0,,,,,,,952381,,,,,,,
22460,set_tempo,4,1,0,,,,,,,967742,,,,,,,
22466,set_tempo,6,1,0,,,,,,,983607,,,,,,,
22470,set_tempo,4,1,0,,,,,,,1000000,,,,,,,
22473,set_tempo,3,1,0,,,,,,,1016949,,,,,,,
22480,set_tempo,7,1,0,,,,,,,1034483,,,,,,,
22483,set_tempo,3,1,0,,,,,,,1052632,,,,,,,
22486,set_tempo,3,1,0,,,,,,,1071429,,,,,,,
22493,set_tempo,7,1,0,,,,,,,1090909,,,,,,,
22496,set_tempo,3,1,0,,,,,,,1111111,,,,,,,
22500,end_of_track,0,1,2,,,,,,,,,,,,,,
22500,note_on,0,0,1,,,,,,,,,,,0,,82,0
22500,note_on,0,0,2,,,,,,,,,,,1,,42,0
22500,note_on,60,0,1,,,,,,,,,,,0,,70,0
22500,note_on,60,0,2,,,,,,,,,,,1,,54,0
22500,end_of_track,0,1,1,,,,,,,,,,,,,,
22500,note_on,0,0,1,,,,,,,,,,,0,,73,0
22500,set_tempo,4,1,0,,,,,,,1132075,,,,,,,
22506,set_tempo,6,1,0,,,,,,,1153846,,,,,,,
22510,set_tempo,4,1,0,,,,,,,1176471,,,,,,,
22513,set_tempo,3,1,0,,,,,,,1200000,,,,,,,
22516,set_tempo,3,1,0,,,,,,,1224490,,,,,,,
22523,set_tempo,7,1,0,,,,,,,1250000,,,,,,,
22526,set_tempo,3,1,0,,,,,,,1276596,,,,,,,
22530,set_tempo,4,1,0,,,,,,,1304348,,,,,,,
22536,set_tempo,6,1,0,,,,,,,1333333,,,,,,,
22540,set_tempo,4,1,0,,,,,,,1363636,,,,,,,
22543,set_tempo,3,1,0,,,,,,,1395349,,,,,,,
22550,set_tempo,7,1,0,,,,,,,1428571,,,,,,,
22553,set_tempo,3,1,0,,,,,,,1463415,,,,,,,
22556,set_tempo,3,1,0,,,,,,,1500000,,,,,,,
22563,set_tempo,7,1,0,,,,,,,1538462,,,,,,,
22566,set_tempo,3,1,0,,,,,,,1578947,,,,,,,
22570,set_tempo,4,1,0,,,,,,,1621622,,,,,,,
22576,set_tempo,6,1,0,,,,,,,1666667,,,,,,,
22580,set_tempo,4,1,0,,,,,,,1714286,,,,,,,
22583,set_tempo,3,1,0,,,,,,,1764706,,,,,,,
22590,set_tempo,7,1,0,,,,,,,1818182,,,,,,,
22593,set_tempo,3,1,0,,,,,,,1875000,,,,,,,
22596,set_tempo,3,1,0,,,,,,,1935484,,,,,,,
22603,set_tempo,7,1,0,,,,,,,2000000,,,,,,,
22606,set_tempo,3,1,0,,,,,,,2068966,,,,,,,
22610,set_tempo,4,1,0,,,,,,,2142857,,,,,,,
22613,set_tempo,3,1,0,,,,,,,2222222,,,,,,,
22620,set_tempo,7,1,0,,,,,,,2307692,,,,,,,
22623,set_tempo,3,1,0,,,,,,,2400000,,,,,,,
22626,set_tempo,3,1,0,,,,,,,2500000,,,,,,,
22633,set_tempo,7,1,0,,,,,,,2608696,,,,,,,
22636,set_tempo,3,1,0,,,,,,,2727273,,,,,,,
22640,set_tempo,4,1,0,,,,,,,2857143,,,,,,,
22646,set_tempo,6,1,0,,,,,,,3000000,,,,,,,
22650,set_tempo,4,1,0,,,,,,,3157895,,,,,,,
22653,set_tempo,3,1,0,,,,,,,3333333,,,,,,,
22660,set_tempo,7,1,0,,,,,,,3529412,,,,,,,
22663,set_tempo,3,1,0,,,,,,,3750000,,,,,,,
22666,set_tempo,3,1,0,,,,,,,4000000,,,,,,,
22673,set_tempo,7,1,0,,,,,,,4285714,,,,,,,
22676,set_tempo,3,1,0,,,,,,,4615385,,,,,,,
22680,set_tempo,4,1,0,,,,,,,5000000,,,,,,,
22686,set_tempo,6,1,0,,,,,,,5454545,,,,,,,
22690,set_tempo,4,1,0,,,,,,,6000000,,,,,,,
22693,set_tempo,3,1,0,,,,,,,6666667,,,,,,,
22696,end_of_track,0,1,0,,,,,,,,,,,,,,
22696,set_tempo,3,1,0,,,,,,,7500000,,,,,,,
