tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,data,control,value,channel,program,note,velocity
10560,note_on,,,,,48,0,3,,,,,,,1,,48,0
10560,note_on,,,,,0,0,3,,,,,,,1,,52,0
10560,note_on,,,,,0,0,3,,,,,,,1,,58,0
10560,note_on,,,,,0,0,3,,,,,,,1,,57,38
10560,note_on,,,,,0,0,3,,,,,,,1,,53,45
10560,set_tempo,,,,,12,1,0,,1333333,,,,,,,,
10562,control_change,,,,,2,0,4,,,,,64,0,0,,,
10562,control_change,,,,,2,0,5,,,,,64,0,1,,,
10584,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
10600,note_on,,,,,40,0,3,,,,,,,1,,53,0
10600,note_on,,,,,40,0,2,,,,,,,0,,65,0
10600,note_on,,,,,0,0,2,,,,,,,0,,77,0
10600,note_on,,,,,0,0,3,,,,,,,1,,57,0
10608,note_on,,,,,8,0,2,,,,,,,0,,69,100
10608,note_on,,,,,0,0,3,,,,,,,1,,45,100
10608,note_on,,,,,8,0,3,,,,,,,1,,57,80
10608,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
10612,control_change,,,,,50,0,4,,,,,64,127,0,,,
10612,control_change,,,,,50,0,5,,,,,64,127,1,,,
10650,note_on,,,,,42,0,3,,,,,,,1,,45,0
10650,note_on,,,,,0,0,3,,,,,,,1,,45,95
10650,note_on,,,,,0,0,3,,,,,,,1,,57,0
10650,set_tempo,,,,,42,1,0,,1153846,,,,,,,,
10650,note_on,,,,,0,0,3,,,,,,,1,,57,78
10650,note_on,,,,,0,0,2,,,,,,,0,,69,95
10650,note_on,,,,,42,0,2,,,,,,,0,,69,0
10656,set_tempo,,,,,6,1,0,,1176470,,,,,,,,
10656,note_on,,,,,6,0,3,,,,,,,1,,50,75
10656,note_on,,,,,6,0,2,,,,,,,0,,62,105
10656,note_on,,,,,0,0,3,,,,,,,1,,38,105
10658,note_on,,,,,2,0,2,,,,,,,0,,69,0
10658,note_on,,,,,0,0,3,,,,,,,1,,57,0
10658,note_on,,,,,2,0,3,,,,,,,1,,45,0
10660,control_change,,,,,48,0,4,,,,,64,0,0,,,
10660,control_change,,,,,48,0,5,,,,,64,0,1,,,
10696,note_on,,,,,38,0,2,,,,,,,0,,62,0
10696,note_on,,,,,0,0,3,,,,,,,1,,50,0
10696,note_on,,,,,38,0,3,,,,,,,1,,38,0
10704,note_on,,,,,8,0,3,,,,,,,1,,62,80
10704,note_on,,,,,8,0,2,,,,,,,0,,86,100
10704,note_on,,,,,0,0,3,,,,,,,1,,50,100
10704,note_on,,,,,0,0,2,,,,,,,0,,74,80
10704,set_tempo,,,,,48,1,0,,1304347,,,,,,,,
10708,control_change,,,,,48,0,5,,,,,64,127,1,,,
10708,control_change,,,,,48,0,4,,,,,64,127,0,,,
10746,note_on,,,,,42,0,2,,,,,,,0,,74,0
10746,note_on,,,,,0,0,2,,,,,,,0,,74,78
10746,note_on,,,,,0,0,2,,,,,,,0,,86,95
10746,note_on,,,,,0,0,2,,,,,,,0,,86,0
10746,note_on,,,,,0,0,3,,,,,,,1,,62,0
10746,note_on,,,,,42,0,3,,,,,,,1,,50,0
10746,note_on,,,,,0,0,3,,,,,,,1,,50,95
10746,set_tempo,,,,,42,1,0,,1176470,,,,,,,,
10746,note_on,,,,,0,0,3,,,,,,,1,,62,78
10752,control_change,,,,,44,0,4,,,,,64,127,0,,,
10752,set_tempo,,,,,6,1,0,,1250000,,,,,,,,
10752,note_on,,,,,0,0,2,,,,,,,0,,67,75
10752,note_on,,,,,6,0,2,,,,,,,0,,79,105
10752,note_on,,,,,0,0,3,,,,,,,1,,43,105
10752,note_on,,,,,6,0,3,,,,,,,1,,55,75
10752,control_change,,,,,44,0,5,,,,,64,127,1,,,
10754,note_on,,,,,0,0,2,,,,,,,0,,86,0
10754,note_on,,,,,2,0,2,,,,,,,0,,74,0
10754,note_on,,,,,0,0,3,,,,,,,1,,62,0
10754,note_on,,,,,2,0,3,,,,,,,1,,50,0
10756,control_change,,,,,4,0,5,,,,,64,0,1,,,
10756,control_change,,,,,4,0,4,,,,,64,0,0,,,
10792,note_on,,,,,38,0,3,,,,,,,1,,43,0
10792,note_on,,,,,0,0,2,,,,,,,0,,79,0
10792,note_on,,,,,38,0,2,,,,,,,0,,67,0
10792,note_on,,,,,0,0,3,,,,,,,1,,55,0
10800,note_on,,,,,0,0,2,,,,,,,0,,70,80
10800,note_on,,,,,8,0,2,,,,,,,0,,82,100
10800,set_tempo,,,,,48,1,0,,1224489,,,,,,,,
10800,note_on,,,,,0,0,3,,,,,,,1,,46,100
10800,note_on,,,,,8,0,3,,,,,,,1,,58,80
10804,control_change,,,,,48,0,4,,,,,64,127,0,,,
10804,control_change,,,,,48,0,5,,,,,64,127,1,,,
10842,note_on,,,,,0,0,3,,,,,,,1,,46,95
10842,note_on,,,,,0,0,3,,,,,,,1,,58,78
10842,note_on,,,,,0,0,3,,,,,,,1,,58,0
10842,note_on,,,,,0,0,2,,,,,,,0,,82,95
10842,note_on,,,,,42,0,3,,,,,,,1,,46,0
10842,set_tempo,,,,,42,1,0,,1176470,,,,,,,,
10842,note_on,,,,,0,0,2,,,,,,,0,,82,0
10842,note_on,,,,,0,0,2,,,,,,,0,,70,75
10842,note_on,,,,,42,0,2,,,,,,,0,,70,0
10848,note_on,,,,,6,0,2,,,,,,,0,,82,0
10848,set_tempo,,,,,6,1,0,,1250000,,,,,,,,
10848,note_on,,,,,0,0,2,,,,,,,0,,82,60
10848,note_on,,,,,0,0,2,,,,,,,0,,76,80
10848,note_on,,,,,6,0,3,,,,,,,1,,48,75
10848,note_on,,,,,0,0,3,,,,,,,1,,36,105
10848,note_on,,,,,0,0,2,,,,,,,0,,88,105
10850,note_on,,,,,2,0,2,,,,,,,0,,70,0
10850,note_on,,,,,0,0,3,,,,,,,1,,58,0
10850,note_on,,,,,2,0,3,,,,,,,1,,46,0
10852,control_change,,,,,48,0,4,,,,,64,0,0,,,
10852,control_change,,,,,48,0,5,,,,,64,0,1,,,
10888,note_on,,,,,38,0,3,,,,,,,1,,36,0
10888,note_on,,,,,38,0,2,,,,,,,0,,76,0
10888,note_on,,,,,0,0,2,,,,,,,0,,82,0
10888,note_on,,,,,0,0,2,,,,,,,0,,88,0
10888,note_on,,,,,0,0,3,,,,,,,1,,48,0
10896,note_on,,,,,0,0,3,,,,,,,1,,37,95
10896,note_on,,,,,8,0,2,,,,,,,0,,89,95
10896,note_on,,,,,8,0,3,,,,,,,1,,49,68
10896,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
10896,note_on,,,,,0,0,2,,,,,,,0,,77,70
10896,note_on,,,,,0,0,2,,,,,,,0,,80,58
10932,note_on,,,,,36,0,2,,,,,,,0,,77,0
10932,note_on,,,,,0,0,3,,,,,,,1,,49,0
10932,note_on,,,,,36,0,3,,,,,,,1,,37,0
10932,note_on,,,,,0,0,2,,,,,,,0,,80,0
10932,note_on,,,,,0,0,2,,,,,,,0,,89,0
10938,set_tempo,,,,,42,1,0,,1621621,,,,,,,,
10944,set_tempo,,,,,6,1,0,,1224489,,,,,,,,
10944,note_on,,,,,0,0,3,,,,,,,1,,34,70
10944,control_change,,,,,92,0,5,,,,,64,127,1,,,
10944,note_on,,,,,12,0,2,,,,,,,0,,79,80
10944,note_on,,,,,0,0,2,,,,,,,0,,77,65
10944,note_on,,,,,0,0,2,,,,,,,0,,67,70
10944,note_on,,,,,0,0,2,,,,,,,0,,73,45
10944,note_on,,,,,12,0,3,,,,,,,1,,46,55
10944,control_change,,,,,92,0,4,,,,,64,127,0,,,
10946,control_change,,,,,2,0,5,,,,,64,0,1,,,
10946,control_change,,,,,2,0,4,,,,,64,0,0,,,
10948,control_change,,,,,2,0,5,,,,,64,127,1,,,
10948,control_change,,,,,2,0,4,,,,,64,127,0,,,
10992,note_on,,,,,0,0,3,,,,,,,1,,55,50
10992,note_on,,,,,48,0,2,,,,,,,0,,74,45
10992,note_on,,,,,48,0,3,,,,,,,1,,46,0
10992,note_on,,,,,0,0,3,,,,,,,1,,53,42
10992,note_on,,,,,0,0,3,,,,,,,1,,46,38
10992,note_on,,,,,0,0,3,,,,,,,1,,50,25
10994,note_on,,,,,2,0,2,,,,,,,0,,73,0
10994,note_on,,,,,2,0,3,,,,,,,1,,34,0
11004,note_on,,,,,0,0,2,,,,,,,0,,68,68
11004,note_on,,,,,10,0,2,,,,,,,0,,80,82
11006,note_on,,,,,2,0,2,,,,,,,0,,67,0
11006,note_on,,,,,0,0,2,,,,,,,0,,74,0
11006,note_on,,,,,0,0,2,,,,,,,0,,77,0
11006,note_on,,,,,0,0,2,,,,,,,0,,79,0
11016,note_on,,,,,10,0,2,,,,,,,0,,82,76
11016,note_on,,,,,0,0,2,,,,,,,0,,70,66
11016,set_tempo,,,,,72,1,0,,1250000,,,,,,,,
11018,note_on,,,,,0,0,2,,,,,,,0,,80,0
11018,note_on,,,,,2,0,2,,,,,,,0,,68,0
11028,note_on,,,,,10,0,2,,,,,,,0,,85,73
11028,note_on,,,,,0,0,2,,,,,,,0,,73,64
11030,note_on,,,,,2,0,2,,,,,,,0,,70,0
11030,note_on,,,,,0,0,2,,,,,,,0,,82,0
11038,note_on,,,,,8,0,2,,,,,,,0,,73,0
11038,note_on,,,,,0,0,2,,,,,,,0,,85,0
11040,note_on,,,,,46,0,3,,,,,,,1,,46,0
11040,note_on,,,,,0,0,3,,,,,,,1,,50,0
11040,note_on,,,,,0,0,3,,,,,,,1,,53,0
11040,note_on,,,,,0,0,3,,,,,,,1,,55,0
11040,note_on,,,,,0,0,3,,,,,,,1,,56,58
11040,note_on,,,,,0,0,3,,,,,,,1,,53,35
11040,note_on,,,,,0,0,3,,,,,,,1,,48,60
11040,note_on,,,,,0,0,2,,,,,,,0,,73,60
11040,note_on,,,,,2,0,2,,,,,,,0,,85,68
11042,control_change,,,,,94,0,5,,,,,64,0,1,,,
11042,control_change,,,,,94,0,4,,,,,64,0,0,,,
11044,control_change,,,,,2,0,4,,,,,64,127,0,,,
11044,control_change,,,,,2,0,5,,,,,64,127,1,,,
11052,note_on,,,,,12,0,2,,,,,,,0,,84,72
11052,note_on,,,,,0,0,2,,,,,,,0,,72,62
11054,note_on,,,,,2,0,2,,,,,,,0,,73,0
11054,note_on,,,,,0,0,2,,,,,,,0,,85,0
11064,note_on,,,,,24,0,3,,,,,,,1,,60,53
11064,set_tempo,,,,,48,1,0,,1276595,,,,,,,,
11064,note_on,,,,,0,0,2,,,,,,,0,,70,64
11064,note_on,,,,,10,0,2,,,,,,,0,,82,75
11066,note_on,,,,,2,0,2,,,,,,,0,,72,0
11066,note_on,,,,,2,0,3,,,,,,,1,,56,0
11066,note_on,,,,,0,0,2,,,,,,,0,,84,0
11076,note_on,,,,,10,0,2,,,,,,,0,,80,77
11076,note_on,,,,,0,0,2,,,,,,,0,,68,66
11078,note_on,,,,,0,0,2,,,,,,,0,,82,0
11078,note_on,,,,,2,0,2,,,,,,,0,,70,0
11086,note_on,,,,,8,0,2,,,,,,,0,,68,0
11086,note_on,,,,,0,0,2,,,,,,,0,,80,0
11088,note_on,,,,,2,0,2,,,,,,,0,,80,74
11088,note_on,,,,,22,0,3,,,,,,,1,,48,0
11088,note_on,,,,,0,0,3,,,,,,,1,,58,55
11088,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
11088,note_on,,,,,0,0,2,,,,,,,0,,68,63
11088,note_on,,,,,0,0,3,,,,,,,1,,52,43
11088,note_on,,,,,0,0,3,,,,,,,1,,48,52
11090,control_change,,,,,46,0,4,,,,,64,0,0,,,
11090,note_on,,,,,2,0,3,,,,,,,1,,60,0
11090,note_on,,,,,0,0,3,,,,,,,1,,53,0
11090,control_change,,,,,46,0,5,,,,,64,0,1,,,
11092,control_change,,,,,2,0,4,,,,,64,127,0,,,
11092,control_change,,,,,2,0,5,,,,,64,127,1,,,
11100,note_on,,,,,0,0,2,,,,,,,0,,67,65
11100,note_on,,,,,12,0,2,,,,,,,0,,79,76
11100,set_tempo,,,,,12,1,0,,1304347,,,,,,,,
11102,note_on,,,,,2,0,2,,,,,,,0,,68,0
11102,note_on,,,,,0,0,2,,,,,,,0,,80,0
11112,note_on,,,,,10,0,2,,,,,,,0,,82,72
11112,note_on,,,,,0,0,2,,,,,,,0,,70,58
11112,note_on,,,,,22,0,3,,,,,,,1,,55,46
11112,set_tempo,,,,,12,1,0,,1276595,,,,,,,,
11114,note_on,,,,,2,0,3,,,,,,,1,,52,0
11114,note_on,,,,,0,0,2,,,,,,,0,,79,0
11114,note_on,,,,,2,0,2,,,,,,,0,,67,0
11124,note_on,,,,,0,0,2,,,,,,,0,,64,60
11124,note_on,,,,,10,0,2,,,,,,,0,,76,75
11124,set_tempo,,,,,12,1,0,,1463414,,,,,,,,
11126,note_on,,,,,0,0,2,,,,,,,0,,82,0
11126,note_on,,,,,2,0,2,,,,,,,0,,70,0
11133,note_on,,,,,7,0,2,,,,,,,0,,77,90
11136,note_on,,,,,3,0,2,,,,,,,0,,89,115
11136,set_tempo,,,,,12,1,0,,1304347,,,,,,,,
11136,note_on,,,,,0,0,3,,,,,,,1,,53,65
11136,note_on,,,,,0,0,3,,,,,,,1,,41,90
11136,control_change,,,,,44,0,4,,,,,64,0,0,,,
11136,control_change,,,,,44,0,5,,,,,64,0,1,,,
11136,note_on,,,,,22,0,3,,,,,,,1,,48,0
11138,note_on,,,,,0,0,3,,,,,,,1,,58,0
11138,note_on,,,,,2,0,2,,,,,,,0,,64,0
11138,note_on,,,,,0,0,2,,,,,,,0,,76,0
11138,note_on,,,,,2,0,3,,,,,,,1,,55,0
11140,control_change,,,,,4,0,4,,,,,64,127,0,,,
11140,control_change,,,,,4,0,5,,,,,64,127,1,,,
11148,note_on,,,,,0,0,3,,,,,,,1,,53,0
11148,note_on,,,,,0,0,3,,,,,,,1,,56,50
11148,note_on,,,,,0,0,3,,,,,,,1,,65,43
11148,note_on,,,,,10,0,3,,,,,,,1,,41,0
11148,note_on,,,,,0,0,3,,,,,,,1,,60,35
11154,note_on,,,,,6,0,3,,,,,,,1,,56,0
11154,note_on,,,,,0,0,3,,,,,,,1,,60,0
11160,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
11160,note_on,,,,,0,0,3,,,,,,,1,,56,44
11160,note_on,,,,,0,0,3,,,,,,,1,,60,28
11160,note_on,,,,,0,0,3,,,,,,,1,,65,37
11160,note_on,,,,,6,0,3,,,,,,,1,,65,0
11168,note_on,,,,,0,0,3,,,,,,,1,,65,0
11168,note_on,,,,,0,0,3,,,,,,,1,,60,0
11168,note_on,,,,,8,0,3,,,,,,,1,,56,0
11172,note_on,,,,,0,0,3,,,,,,,1,,56,37
11172,note_on,,,,,4,0,3,,,,,,,1,,65,32
11172,note_on,,,,,0,0,3,,,,,,,1,,60,25
11178,note_on,,,,,0,0,3,,,,,,,1,,65,0
11178,note_on,,,,,0,0,3,,,,,,,1,,60,0
11178,note_on,,,,,6,0,3,,,,,,,1,,56,0
11184,note_on,,,,,6,0,3,,,,,,,1,,53,48
11196,note_on,,,,,0,0,3,,,,,,,1,,60,32
11196,note_on,,,,,12,0,3,,,,,,,1,,65,25
11196,note_on,,,,,0,0,3,,,,,,,1,,56,28
11202,note_on,,,,,6,0,3,,,,,,,1,,56,0
11202,note_on,,,,,0,0,3,,,,,,,1,,60,0
11202,note_on,,,,,0,0,3,,,,,,,1,,65,0
11208,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
11208,note_on,,,,,6,0,3,,,,,,,1,,53,0
11208,note_on,,,,,0,0,3,,,,,,,1,,65,25
11208,note_on,,,,,0,0,3,,,,,,,1,,60,34
11208,note_on,,,,,0,0,3,,,,,,,1,,56,23
11216,note_on,,,,,0,0,3,,,,,,,1,,60,0
11216,note_on,,,,,8,0,3,,,,,,,1,,56,0
11216,note_on,,,,,0,0,3,,,,,,,1,,65,0
11220,note_on,,,,,0,0,3,,,,,,,1,,60,29
11220,note_on,,,,,4,0,3,,,,,,,1,,65,20
11220,note_on,,,,,0,0,3,,,,,,,1,,56,25
11226,note_on,,,,,0,0,3,,,,,,,1,,65,0
11226,note_on,,,,,0,0,3,,,,,,,1,,60,0
11226,note_on,,,,,6,0,3,,,,,,,1,,56,0
11229,note_on,,,,,91,0,2,,,,,,,0,,77,0
11232,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
11232,note_on,,,,,3,0,2,,,,,,,0,,84,70
11232,note_on,,,,,0,0,2,,,,,,,0,,72,55
11232,note_on,,,,,6,0,3,,,,,,,1,,53,45
11234,control_change,,,,,94,0,5,,,,,64,0,1,,,
11234,control_change,,,,,94,0,4,,,,,64,0,0,,,
11234,note_on,,,,,2,0,2,,,,,,,0,,89,0
11236,control_change,,,,,2,0,4,,,,,64,127,0,,,
11236,control_change,,,,,2,0,5,,,,,64,127,1,,,
11244,note_on,,,,,0,0,3,,,,,,,1,,56,35
11244,note_on,,,,,0,0,3,,,,,,,1,,60,20
11244,note_on,,,,,12,0,3,,,,,,,1,,65,28
11250,note_on,,,,,6,0,3,,,,,,,1,,56,0
11250,note_on,,,,,0,0,3,,,,,,,1,,65,0
11250,note_on,,,,,0,0,3,,,,,,,1,,60,0
11256,note_on,,,,,6,0,3,,,,,,,1,,53,0
11256,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
11256,note_on,,,,,0,0,3,,,,,,,1,,65,30
11256,note_on,,,,,0,0,3,,,,,,,1,,56,37
11256,note_on,,,,,0,0,3,,,,,,,1,,60,18
11264,note_on,,,,,0,0,3,,,,,,,1,,65,0
11264,note_on,,,,,8,0,3,,,,,,,1,,56,0
11264,note_on,,,,,0,0,3,,,,,,,1,,60,0
11268,note_on,,,,,0,0,3,,,,,,,1,,56,32
11268,note_on,,,,,0,0,3,,,,,,,1,,60,20
11268,note_on,,,,,4,0,3,,,,,,,1,,65,27
11274,note_on,,,,,0,0,3,,,,,,,1,,60,0
11274,note_on,,,,,6,0,3,,,,,,,1,,56,0
11274,note_on,,,,,0,0,3,,,,,,,1,,65,0
11280,note_on,,,,,6,0,3,,,,,,,1,,53,50
11292,note_on,,,,,12,0,3,,,,,,,1,,65,25
11292,note_on,,,,,0,0,3,,,,,,,1,,60,15
11292,note_on,,,,,0,0,3,,,,,,,1,,56,32
11298,note_on,,,,,6,0,3,,,,,,,1,,56,0
11298,note_on,,,,,0,0,3,,,,,,,1,,60,0
11298,note_on,,,,,0,0,3,,,,,,,1,,65,0
11304,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
11304,note_on,,,,,6,0,3,,,,,,,1,,53,0
11304,note_on,,,,,0,0,3,,,,,,,1,,65,27
11304,note_on,,,,,0,0,3,,,,,,,1,,60,18
11304,note_on,,,,,0,0,3,,,,,,,1,,56,34
11304,note_on,,,,,70,0,2,,,,,,,0,,80,60
11304,note_on,,,,,0,0,2,,,,,,,0,,68,45
11306,note_on,,,,,2,0,2,,,,,,,0,,72,0
11306,note_on,,,,,0,0,2,,,,,,,0,,84,0
11312,note_on,,,,,8,0,3,,,,,,,1,,56,0
11312,note_on,,,,,0,0,3,,,,,,,1,,60,0
11312,note_on,,,,,0,0,3,,,,,,,1,,65,0
11316,note_on,,,,,0,0,3,,,,,,,1,,56,37
11316,note_on,,,,,0,0,2,,,,,,,0,,65,48
11316,note_on,,,,,10,0,2,,,,,,,0,,77,62
11316,note_on,,,,,4,0,3,,,,,,,1,,60,32
11318,note_on,,,,,0,0,2,,,,,,,0,,80,0
11318,note_on,,,,,2,0,2,,,,,,,0,,68,0
11322,note_on,,,,,0,0,3,,,,,,,1,,60,0
11322,note_on,,,,,6,0,3,,,,,,,1,,56,0
11328,control_change,,,,,92,0,4,,,,,64,127,0,,,
11328,note_on,,,,,10,0,2,,,,,,,0,,76,65
11328,note_on,,,,,0,0,2,,,,,,,0,,64,50
11328,note_on,,,,,6,0,3,,,,,,,1,,41,55
11328,control_change,,,,,92,0,5,,,,,64,127,1,,,
11328,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
11330,control_change,,,,,2,0,5,,,,,64,0,1,,,
11330,control_change,,,,,2,0,4,,,,,64,0,0,,,
11330,note_on,,,,,2,0,2,,,,,,,0,,65,0
11330,note_on,,,,,0,0,2,,,,,,,0,,77,0
11332,control_change,,,,,2,0,4,,,,,64,127,0,,,
11332,control_change,,,,,2,0,5,,,,,64,127,1,,,
11340,note_on,,,,,0,0,3,,,,,,,1,,55,35
11340,note_on,,,,,0,0,3,,,,,,,1,,58,20
11340,note_on,,,,,12,0,3,,,,,,,1,,61,28
11346,note_on,,,,,6,0,3,,,,,,,1,,55,0
11346,note_on,,,,,0,0,3,,,,,,,1,,58,0
11346,note_on,,,,,0,0,3,,,,,,,1,,61,0
11352,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
11352,note_on,,,,,0,0,3,,,,,,,1,,55,39
11352,note_on,,,,,0,0,3,,,,,,,1,,58,23
11352,note_on,,,,,0,0,3,,,,,,,1,,61,32
11352,note_on,,,,,6,0,3,,,,,,,1,,41,0
11360,note_on,,,,,8,0,3,,,,,,,1,,55,0
11360,note_on,,,,,0,0,3,,,,,,,1,,61,0
11360,note_on,,,,,0,0,3,,,,,,,1,,58,0
11364,note_on,,,,,0,0,2,,,,,,,0,,65,48
11364,note_on,,,,,34,0,2,,,,,,,0,,77,62
11364,note_on,,,,,4,0,3,,,,,,,1,,61,30
11364,note_on,,,,,0,0,3,,,,,,,1,,58,23
11364,note_on,,,,,0,0,3,,,,,,,1,,55,35
11366,note_on,,,,,2,0,2,,,,,,,0,,64,0
11366,note_on,,,,,0,0,2,,,,,,,0,,76,0
11370,note_on,,,,,0,0,3,,,,,,,1,,61,0
11370,note_on,,,,,0,0,3,,,,,,,1,,58,0
11370,note_on,,,,,6,0,3,,,,,,,1,,55,0
11374,note_on,,,,,0,0,2,,,,,,,0,,77,0
11374,note_on,,,,,8,0,2,,,,,,,0,,65,0
11376,note_on,,,,,6,0,3,,,,,,,1,,53,48
11376,note_on,,,,,0,0,2,,,,,,,0,,67,52
11376,note_on,,,,,2,0,2,,,,,,,0,,79,67
11378,control_change,,,,,46,0,4,,,,,64,0,0,,,
11378,control_change,,,,,46,0,5,,,,,64,0,1,,,
11380,control_change,,,,,2,0,4,,,,,64,127,0,,,
11380,control_change,,,,,2,0,5,,,,,64,127,1,,,
11388,note_on,,,,,0,0,3,,,,,,,1,,58,22
11388,note_on,,,,,12,0,3,,,,,,,1,,64,25
11388,note_on,,,,,0,0,3,,,,,,,1,,61,18
11388,note_on,,,,,0,0,3,,,,,,,1,,55,32
11394,note_on,,,,,6,0,3,,,,,,,1,,55,0
11394,note_on,,,,,0,0,3,,,,,,,1,,58,0
11394,note_on,,,,,0,0,3,,,,,,,1,,61,0
11394,note_on,,,,,0,0,3,,,,,,,1,,64,0
11400,note_on,,,,,0,0,3,,,,,,,1,,55,34
11400,note_on,,,,,0,0,3,,,,,,,1,,58,20
11400,note_on,,,,,6,0,3,,,,,,,1,,53,0
11400,note_on,,,,,0,0,3,,,,,,,1,,64,30
11400,note_on,,,,,0,0,3,,,,,,,1,,61,25
11400,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
11408,note_on,,,,,0,0,3,,,,,,,1,,58,0
11408,note_on,,,,,0,0,3,,,,,,,1,,61,0
11408,note_on,,,,,0,0,3,,,,,,,1,,64,0
11408,note_on,,,,,8,0,3,,,,,,,1,,55,0
11412,note_on,,,,,0,0,3,,,,,,,1,,58,15
11412,note_on,,,,,4,0,3,,,,,,,1,,64,25
11412,note_on,,,,,0,0,3,,,,,,,1,,55,29
11412,note_on,,,,,0,0,2,,,,,,,0,,68,58
11412,note_on,,,,,36,0,2,,,,,,,0,,80,72
11412,note_on,,,,,0,0,3,,,,,,,1,,61,20
11414,note_on,,,,,0,0,2,,,,,,,0,,79,0
11414,note_on,,,,,2,0,2,,,,,,,0,,67,0
11418,note_on,,,,,0,0,3,,,,,,,1,,58,0
11418,note_on,,,,,6,0,3,,,,,,,1,,55,0
11418,note_on,,,,,0,0,3,,,,,,,1,,61,0
11418,note_on,,,,,0,0,3,,,,,,,1,,64,0
11422,note_on,,,,,8,0,2,,,,,,,0,,68,0
11422,note_on,,,,,0,0,2,,,,,,,0,,80,0
11424,note_on,,,,,2,0,2,,,,,,,0,,82,77
11424,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
11424,note_on,,,,,6,0,3,,,,,,,1,,53,55
11424,note_on,,,,,0,0,2,,,,,,,0,,70,62
11426,control_change,,,,,46,0,4,,,,,64,0,0,,,
11426,control_change,,,,,46,0,5,,,,,64,0,1,,,
11428,control_change,,,,,2,0,5,,,,,64,127,1,,,
11428,control_change,,,,,2,0,4,,,,,64,127,0,,,
11436,note_on,,,,,12,0,3,,,,,,,1,,64,38
11436,note_on,,,,,0,0,3,,,,,,,1,,61,30
11436,note_on,,,,,0,0,3,,,,,,,1,,58,25
11436,note_on,,,,,0,0,3,,,,,,,1,,55,45
11442,note_on,,,,,0,0,3,,,,,,,1,,64,0
11442,note_on,,,,,0,0,3,,,,,,,1,,61,0
11442,note_on,,,,,6,0,3,,,,,,,1,,55,0
11442,note_on,,,,,0,0,3,,,,,,,1,,58,0
11448,note_on,,,,,6,0,3,,,,,,,1,,53,0
11448,note_on,,,,,0,0,3,,,,,,,1,,64,40
11448,note_on,,,,,0,0,3,,,,,,,1,,61,32
11448,note_on,,,,,0,0,3,,,,,,,1,,58,28
11448,note_on,,,,,0,0,3,,,,,,,1,,55,47
11448,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
11456,note_on,,,,,8,0,3,,,,,,,1,,55,0
11456,note_on,,,,,0,0,3,,,,,,,1,,64,0
11456,note_on,,,,,0,0,3,,,,,,,1,,58,0
11456,note_on,,,,,0,0,3,,,,,,,1,,61,0
11460,note_on,,,,,0,0,3,,,,,,,1,,55,42
11460,note_on,,,,,0,0,3,,,,,,,1,,58,30
11460,note_on,,,,,0,0,3,,,,,,,1,,61,32
11460,note_on,,,,,4,0,3,,,,,,,1,,64,37
11460,note_on,,,,,0,0,2,,,,,,,0,,72,73
11460,note_on,,,,,36,0,2,,,,,,,0,,84,87
11462,note_on,,,,,2,0,2,,,,,,,0,,70,0
11462,note_on,,,,,0,0,2,,,,,,,0,,82,0
11466,note_on,,,,,0,0,3,,,,,,,1,,61,0
11466,note_on,,,,,6,0,3,,,,,,,1,,55,0
11466,note_on,,,,,0,0,3,,,,,,,1,,58,0
11466,note_on,,,,,0,0,3,,,,,,,1,,64,0
11470,note_on,,,,,8,0,2,,,,,,,0,,72,0
11470,note_on,,,,,0,0,2,,,,,,,0,,84,0
11472,note_on,,,,,6,0,3,,,,,,,1,,53,60
11472,note_on,,,,,0,0,2,,,,,,,0,,73,69
11472,note_on,,,,,2,0,2,,,,,,,0,,85,84
11474,control_change,,,,,46,0,5,,,,,64,0,1,,,
11474,control_change,,,,,46,0,4,,,,,64,0,0,,,
11476,control_change,,,,,2,0,4,,,,,64,127,0,,,
11476,control_change,,,,,2,0,5,,,,,64,127,1,,,
11484,note_on,,,,,0,0,3,,,,,,,1,,58,25
11484,note_on,,,,,0,0,3,,,,,,,1,,55,42
11484,note_on,,,,,12,0,3,,,,,,,1,,64,35
11484,note_on,,,,,0,0,3,,,,,,,1,,61,28
11490,note_on,,,,,0,0,3,,,,,,,1,,61,0
11490,note_on,,,,,0,0,3,,,,,,,1,,64,0
11490,note_on,,,,,6,0,3,,,,,,,1,,55,0
11490,note_on,,,,,0,0,3,,,,,,,1,,58,0
11496,note_on,,,,,0,0,3,,,,,,,1,,58,28
11496,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
11496,note_on,,,,,6,0,3,,,,,,,1,,53,0
