tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,pitch,program,note,velocity
15130,set_tempo,10,1,0,,,,,,,402685,,,,,,,
15140,set_tempo,10,1,0,,,,,,,405405,,,,,,,
15150,set_tempo,10,1,0,,,,,,,408163,,,,,,,
15170,set_tempo,20,1,0,,,,,,,410959,,,,,,,
15180,note_on,0,0,1,,,,,,,,,,0,,,80,80
15180,note_on,60,0,1,,,,,,,,,,0,,,68,0
15180,set_tempo,10,1,0,,,,,,,413793,,,,,,,
15190,set_tempo,10,1,0,,,,,,,416667,,,,,,,
15200,set_tempo,10,1,0,,,,,,,419580,,,,,,,
15210,set_tempo,10,1,0,,,,,,,422535,,,,,,,
15220,set_tempo,10,1,0,,,,,,,425532,,,,,,,
15230,set_tempo,10,1,0,,,,,,,428571,,,,,,,
15240,note_on,120,0,2,,,,,,,,,,1,,,46,0
15240,note_on,0,0,1,,,,,,,,,,0,,,77,80
15240,note_on,60,0,1,,,,,,,,,,0,,,80,0
15240,note_on,0,0,2,,,,,,,,,,1,,,58,80
15250,set_tempo,20,1,0,,,,,,,431655,,,,,,,
15260,set_tempo,10,1,0,,,,,,,434783,,,,,,,
15270,set_tempo,10,1,0,,,,,,,437956,,,,,,,
15280,set_tempo,10,1,0,,,,,,,441176,,,,,,,
15290,set_tempo,10,1,0,,,,,,,444444,,,,,,,
15300,set_tempo,10,1,0,,,,,,,447761,,,,,,,
15300,note_on,60,0,1,,,,,,,,,,0,,,77,0
15300,note_on,0,0,1,,,,,,,,,,0,,,74,80
15310,set_tempo,10,1,0,,,,,,,451128,,,,,,,
15330,set_tempo,20,1,0,,,,,,,454545,,,,,,,
15340,set_tempo,10,1,0,,,,,,,458015,,,,,,,
15350,set_tempo,10,1,0,,,,,,,461538,,,,,,,
15360,note_on,120,0,2,,,,,,,,,,1,,,58,0
15360,note_on,0,0,2,,,,,,,,,,1,,,51,79
15360,note_on,0,0,1,,,,,,,,,,0,,,75,80
15360,note_on,60,0,1,,,,,,,,,,0,,,74,0
15360,set_tempo,10,1,0,,,,,,,465116,,,,,,,
15370,set_tempo,10,1,0,,,,,,,465116,,,,,,,
15380,set_tempo,10,1,0,,,,,,,582524,,,,,,,
15480,note_on,0,0,2,,,,,,,,,,1,,,39,72
15480,note_on,120,0,2,,,,,,,,,,1,,,51,0
15480,note_on,120,0,1,,,,,,,,,,0,,,75,0
15500,set_tempo,120,1,0,,,,,,,375000,,,,,,,
15600,note_on,120,0,1,,,,,,,,,,0,,,75,51
15600,marker,100,1,0,,,,,,,,,,,,,,
15600,note_on,0,0,1,,,,,,,,,,0,,,63,51
15600,note_on,0,0,1,,,,,,,,,,0,,,67,51
15600,note_on,120,0,2,,,,,,,,,,1,,,39,0
15600,note_on,0,0,2,,,,,,,,,,1,,,39,51
15600,note_on,0,0,1,,,,,,,,,,0,,,70,51
15720,note_on,120,0,2,,,,,,,,,,1,,,39,0
15720,note_on,0,0,2,,,,,,,,,,1,,,55,51
15720,note_on,0,0,2,,,,,,,,,,1,,,51,51
15720,note_on,0,0,1,,,,,,,,,,0,,,74,51
15720,note_on,120,0,1,,,,,,,,,,0,,,63,0
15720,note_on,0,0,1,,,,,,,,,,0,,,75,0
15720,note_on,0,0,1,,,,,,,,,,0,,,70,0
15720,note_on,0,0,1,,,,,,,,,,0,,,67,0
15720,note_on,0,0,1,,,,,,,,,,0,,,70,51
15780,note_on,0,0,1,,,,,,,,,,0,,,68,51
15780,note_on,60,0,1,,,,,,,,,,0,,,74,0
15780,note_on,0,0,1,,,,,,,,,,0,,,70,0
15780,note_on,0,0,1,,,,,,,,,,0,,,72,51
15840,note_on,120,0,2,,,,,,,,,,1,,,51,0
15840,note_on,0,0,1,,,,,,,,,,0,,,67,51
15840,note_on,0,0,1,,,,,,,,,,0,,,70,51
15840,note_on,60,0,1,,,,,,,,,,0,,,72,0
15840,note_on,0,0,2,,,,,,,,,,1,,,55,0
15840,note_on,0,0,1,,,,,,,,,,0,,,68,0
15840,note_on,0,0,2,,,,,,,,,,1,,,39,51
15960,note_on,0,0,2,,,,,,,,,,1,,,55,51
15960,note_on,0,0,1,,,,,,,,,,0,,,70,51
15960,note_on,0,0,2,,,,,,,,,,1,,,51,51
15960,note_on,120,0,2,,,,,,,,,,1,,,39,0
15960,note_on,120,0,1,,,,,,,,,,0,,,67,0
15960,note_on,0,0,1,,,,,,,,,,0,,,70,0
15960,note_on,0,0,1,,,,,,,,,,0,,,67,51
16080,note_on,0,0,2,,,,,,,,,,1,,,55,0
16080,note_on,120,0,1,,,,,,,,,,0,,,67,0
16080,note_on,0,0,1,,,,,,,,,,0,,,70,0
16080,note_on,0,0,1,,,,,,,,,,0,,,72,51
16080,note_on,0,0,1,,,,,,,,,,0,,,68,51
16080,note_on,0,0,2,,,,,,,,,,1,,,39,51
16080,note_on,120,0,2,,,,,,,,,,1,,,51,0
16140,note_on,60,0,1,,,,,,,,,,0,,,68,0
16140,note_on,0,0,1,,,,,,,,,,0,,,72,0
16140,note_on,0,0,1,,,,,,,,,,0,,,70,51
16140,note_on,0,0,1,,,,,,,,,,0,,,67,51
16150,set_tempo,550,1,0,,,,,,,375000,,,,,,,
16200,note_on,60,0,1,,,,,,,,,,0,,,67,0
16200,note_on,0,0,1,,,,,,,,,,0,,,68,51
16200,note_on,0,0,1,,,,,,,,,,0,,,70,0
16200,note_on,0,0,1,,,,,,,,,,0,,,72,51
16200,note_on,0,0,2,,,,,,,,,,1,,,56,51
16200,note_on,120,0,2,,,,,,,,,,1,,,39,0
16200,note_on,0,0,2,,,,,,,,,,1,,,51,51
16260,note_on,60,0,1,,,,,,,,,,0,,,68,0
16260,note_on,0,0,1,,,,,,,,,,0,,,72,0
16260,note_on,0,0,1,,,,,,,,,,0,,,66,54
16260,note_on,0,0,1,,,,,,,,,,0,,,69,54
16320,note_on,60,0,1,,,,,,,,,,0,,,69,0
16320,note_on,0,0,1,,,,,,,,,,0,,,66,0
16320,note_on,0,0,1,,,,,,,,,,0,,,70,54
16320,note_on,120,0,2,,,,,,,,,,1,,,51,0
16320,note_on,0,0,2,,,,,,,,,,1,,,56,0
16320,note_on,0,0,2,,,,,,,,,,1,,,39,51
16320,note_on,0,0,1,,,,,,,,,,0,,,67,54
16440,note_on,0,0,2,,,,,,,,,,1,,,51,51
16440,note_on,120,0,2,,,,,,,,,,1,,,39,0
16440,note_on,0,0,2,,,,,,,,,,1,,,55,51
16440,note_on,120,0,1,,,,,,,,,,0,,,67,0
16440,note_on,0,0,1,,,,,,,,,,0,,,70,0
16440,note_on,0,0,1,,,,,,,,,,0,,,70,54
16440,note_on,0,0,1,,,,,,,,,,0,,,67,54
16560,note_on,0,0,2,,,,,,,,,,1,,,34,51
16560,note_on,0,0,2,,,,,,,,,,1,,,55,0
16560,note_on,120,0,2,,,,,,,,,,1,,,51,0
16560,note_on,120,0,1,,,,,,,,,,0,,,67,0
16560,note_on,0,0,1,,,,,,,,,,0,,,70,0
16560,note_on,0,0,1,,,,,,,,,,0,,,68,54
16560,note_on,0,0,1,,,,,,,,,,0,,,65,54
16680,note_on,120,0,1,,,,,,,,,,0,,,65,0
16680,note_on,0,0,2,,,,,,,,,,1,,,46,51
16680,note_on,0,0,2,,,,,,,,,,1,,,50,51
16680,note_on,120,0,2,,,,,,,,,,1,,,34,0
16680,note_on,0,0,1,,,,,,,,,,0,,,68,0
16680,note_on,0,0,1,,,,,,,,,,0,,,80,54
16680,note_on,0,0,1,,,,,,,,,,0,,,77,54
16740,note_on,0,0,1,,,,,,,,,,0,,,79,55
16740,note_on,0,0,1,,,,,,,,,,0,,,75,55
16740,note_on,0,0,1,,,,,,,,,,0,,,77,0
16740,note_on,60,0,1,,,,,,,,,,0,,,80,0
16800,note_on,60,0,1,,,,,,,,,,0,,,79,0
16800,note_on,0,0,1,,,,,,,,,,0,,,75,0
16800,note_on,0,0,2,,,,,,,,,,1,,,34,51
16800,note_on,0,0,2,,,,,,,,,,1,,,50,0
16800,note_on,120,0,2,,,,,,,,,,1,,,46,0
16800,note_on,0,0,1,,,,,,,,,,0,,,74,55
16800,note_on,0,0,1,,,,,,,,,,0,,,77,55
16920,note_on,120,0,1,,,,,,,,,,0,,,77,0
16920,note_on,0,0,1,,,,,,,,,,0,,,74,0
16920,note_on,0,0,1,,,,,,,,,,0,,,74,56
16920,note_on,0,0,1,,,,,,,,,,0,,,77,56
16920,note_on,120,0,2,,,,,,,,,,1,,,34,0
16920,note_on,0,0,2,,,,,,,,,,1,,,46,51
16920,note_on,0,0,2,,,,,,,,,,1,,,50,51
16980,note_on,0,0,1,,,,,,,,,,0,,,75,57
16980,note_on,0,0,1,,,,,,,,,,0,,,72,57
16980,note_on,0,0,1,,,,,,,,,,0,,,74,0
16980,note_on,60,0,1,,,,,,,,,,0,,,77,0
17040,note_on,0,0,1,,,,,,,,,,0,,,70,58
17040,note_on,0,0,1,,,,,,,,,,0,,,74,58
17040,note_on,60,0,1,,,,,,,,,,0,,,72,0
17040,note_on,0,0,2,,,,,,,,,,1,,,50,0
17040,note_on,120,0,2,,,,,,,,,,1,,,46,0
17040,note_on,0,0,1,,,,,,,,,,0,,,75,0
17040,note_on,0,0,2,,,,,,,,,,1,,,34,51
17160,note_on,0,0,2,,,,,,,,,,1,,,50,51
17160,note_on,120,0,2,,,,,,,,,,1,,,34,0
17160,note_on,0,0,1,,,,,,,,,,0,,,74,58
17160,note_on,120,0,1,,,,,,,,,,0,,,74,0
17160,note_on,0,0,2,,,,,,,,,,1,,,46,51
17160,note_on,0,0,1,,,,,,,,,,0,,,70,0
17160,note_on,0,0,1,,,,,,,,,,0,,,70,58
17220,note_on,60,0,1,,,,,,,,,,0,,,74,0
17220,note_on,0,0,1,,,,,,,,,,0,,,70,0
17220,note_on,0,0,1,,,,,,,,,,0,,,68,58
17220,note_on,0,0,1,,,,,,,,,,0,,,72,58
17280,note_on,60,0,1,,,,,,,,,,0,,,72,0
17280,note_on,0,0,1,,,,,,,,,,0,,,68,0
17280,note_on,0,0,1,,,,,,,,,,0,,,70,60
17280,note_on,0,0,1,,,,,,,,,,0,,,67,60
17280,note_on,0,0,2,,,,,,,,,,1,,,34,62
17280,note_on,0,0,2,,,,,,,,,,1,,,50,0
17280,note_on,120,0,2,,,,,,,,,,1,,,46,0
17400,note_on,0,0,2,,,,,,,,,,1,,,50,63
17400,note_on,0,0,2,,,,,,,,,,1,,,46,63
17400,note_on,120,0,2,,,,,,,,,,1,,,34,0
17400,note_on,0,0,1,,,,,,,,,,0,,,68,61
17400,note_on,0,0,1,,,,,,,,,,0,,,65,61
17400,note_on,0,0,1,,,,,,,,,,0,,,70,0
17400,note_on,120,0,1,,,,,,,,,,0,,,67,0
17520,note_on,0,0,2,,,,,,,,,,1,,,50,0
17520,note_on,0,0,1,,,,,,,,,,0,,,75,61
17520,note_on,120,0,2,,,,,,,,,,1,,,46,0
17520,note_on,0,0,1,,,,,,,,,,0,,,63,61
17520,note_on,0,0,2,,,,,,,,,,1,,,39,67
17520,note_on,0,0,1,,,,,,,,,,0,,,70,61
17520,note_on,0,0,1,,,,,,,,,,0,,,67,61
17520,note_on,0,0,1,,,,,,,,,,0,,,68,0
17520,note_on,120,0,1,,,,,,,,,,0,,,65,0
17640,note_on,0,0,2,,,,,,,,,,1,,,51,68
17640,note_on,120,0,2,,,,,,,,,,1,,,39,0
17640,note_on,120,0,1,,,,,,,,,,0,,,75,0
17640,note_on,0,0,1,,,,,,,,,,0,,,63,0
17640,note_on,0,0,1,,,,,,,,,,0,,,67,0
17640,note_on,0,0,1,,,,,,,,,,0,,,70,0
17640,note_on,0,0,1,,,,,,,,,,0,,,74,61
17640,note_on,0,0,2,,,,,,,,,,1,,,55,68
17640,note_on,0,0,1,,,,,,,,,,0,,,70,61
17700,note_on,0,0,1,,,,,,,,,,0,,,72,61
17700,note_on,0,0,1,,,,,,,,,,0,,,68,61
17700,note_on,60,0,1,,,,,,,,,,0,,,74,0
17700,note_on,0,0,1,,,,,,,,,,0,,,70,0
17760,note_on,120,0,2,,,,,,,,,,1,,,55,0
17760,note_on,0,0,2,,,,,,,,,,1,,,51,0
17760,note_on,0,0,2,,,,,,,,,,1,,,39,68
17760,note_on,60,0,1,,,,,,,,,,0,,,72,0
17760,note_on,0,0,1,,,,,,,,,,0,,,68,0
17760,note_on,0,0,1,,,,,,,,,,0,,,70,61
17760,note_on,0,0,1,,,,,,,,,,0,,,67,61
17880,note_on,120,0,1,,,,,,,,,,0,,,67,0
17880,note_on,0,0,1,,,,,,,,,,0,,,70,0
17880,note_on,0,0,1,,,,,,,,,,0,,,70,61
17880,note_on,0,0,1,,,,,,,,,,0,,,67,61
17880,note_on,0,0,2,,,,,,,,,,1,,,55,69
17880,note_on,0,0,2,,,,,,,,,,1,,,51,69
17880,note_on,120,0,2,,,,,,,,,,1,,,39,0
18000,note_on,0,0,1,,,,,,,,,,0,,,70,0
18000,note_on,0,0,1,,,,,,,,,,0,,,72,61
18000,note_on,0,0,1,,,,,,,,,,0,,,68,61
18000,note_on,0,0,2,,,,,,,,,,1,,,51,0
18000,note_on,0,0,2,,,,,,,,,,1,,,39,70
18000,note_on,120,0,1,,,,,,,,,,0,,,67,0
18000,note_on,120,0,2,,,,,,,,,,1,,,55,0
18060,note_on,0,0,1,,,,,,,,,,0,,,72,0
18060,note_on,0,0,1,,,,,,,,,,0,,,70,65
18060,note_on,0,0,1,,,,,,,,,,0,,,67,65
18060,note_on,60,0,1,,,,,,,,,,0,,,68,0
18120,note_on,0,0,2,,,,,,,,,,1,,,51,71
18120,note_on,60,0,1,,,,,,,,,,0,,,67,0
18120,note_on,0,0,1,,,,,,,,,,0,,,70,0
18120,note_on,0,0,1,,,,,,,,,,0,,,72,66
18120,note_on,0,0,1,,,,,,,,,,0,,,68,66
18120,note_on,0,0,2,,,,,,,,,,1,,,56,71
18120,note_on,120,0,2,,,,,,,,,,1,,,39,0
18180,note_on,0,0,1,,,,,,,,,,0,,,69,68
18180,note_on,0,0,1,,,,,,,,,,0,,,72,0
18180,note_on,60,0,1,,,,,,,,,,0,,,68,0
18180,note_on,0,0,1,,,,,,,,,,0,,,66,68
18240,note_on,120,0,2,,,,,,,,,,1,,,51,0
18240,note_on,0,0,2,,,,,,,,,,1,,,56,0
18240,note_on,0,0,2,,,,,,,,,,1,,,39,76
18240,note_on,0,0,1,,,,,,,,,,0,,,67,70
18240,note_on,0,0,1,,,,,,,,,,0,,,70,70
18240,note_on,0,0,1,,,,,,,,,,0,,,66,0
18240,note_on,60,0,1,,,,,,,,,,0,,,69,0
18360,note_on,120,0,2,,,,,,,,,,1,,,39,0
18360,note_on,0,0,2,,,,,,,,,,1,,,55,76
18360,note_on,0,0,2,,,,,,,,,,1,,,51,76
18480,note_on,120,0,2,,,,,,,,,,1,,,51,0
18480,note_on,0,0,2,,,,,,,,,,1,,,34,78
18480,note_on,0,0,2,,,,,,,,,,1,,,55,0
18480,note_on,240,0,1,,,,,,,,,,0,,,67,0
18480,note_on,0,0,1,,,,,,,,,,0,,,68,78
18480,note_on,0,0,1,,,,,,,,,,0,,,65,78
18480,note_on,0,0,1,,,,,,,,,,0,,,70,0
18600,note_on,120,0,2,,,,,,,,,,1,,,34,0
18600,note_on,0,0,2,,,,,,,,,,1,,,50,80
18600,note_on,0,0,2,,,,,,,,,,1,,,46,80
18600,note_on,120,0,1,,,,,,,,,,0,,,65,0
18600,note_on,0,0,1,,,,,,,,,,0,,,68,0
18600,note_on,0,0,1,,,,,,,,,,0,,,84,84
18600,note_on,0,0,1,,,,,,,,,,0,,,80,84
18660,note_on,0,0,1,,,,,,,,,,0,,,84,0
18660,note_on,0,0,1,,,,,,,,,,0,,,82,84
18660,note_on,0,0,1,,,,,,,,,,0,,,79,84
18660,note_on,60,0,1,,,,,,,,,,0,,,80,0
18720,note_on,60,0,1,,,,,,,,,,0,,,79,0
18720,note_on,0,0,1,,,,,,,,,,0,,,77,84
18720,note_on,0,0,1,,,,,,,,,,0,,,82,0
18720,note_on,120,0,2,,,,,,,,,,1,,,46,0
18720,note_on,0,0,2,,,,,,,,,,1,,,50,0
18720,note_on,0,0,2,,,,,,,,,,1,,,34,85
18720,note_on,0,0,1,,,,,,,,,,0,,,80,84
18780,note_on,0,0,1,,,,,,,,,,0,,,75,86
18780,note_on,60,0,1,,,,,,,,,,0,,,77,0
18780,note_on,0,0,1,,,,,,,,,,0,,,80,0
18780,note_on,0,0,1,,,,,,,,,,0,,,79,86
18840,note_on,0,0,1,,,,,,,,,,0,,,79,0
18840,note_on,60,0,1,,,,,,,,,,0,,,75,0
18840,note_on,0,0,1,,,,,,,,,,0,,,77,86
18840,note_on,0,0,1,,,,,,,,,,0,,,74,86
18840,note_on,120,0,2,,,,,,,,,,1,,,34,0
18840,note_on,0,0,2,,,,,,,,,,1,,,50,86
18840,note_on,0,0,2,,,,,,,,,,1,,,46,86
18900,note_on,0,0,1,,,,,,,,,,0,,,72,87
18900,note_on,0,0,1,,,,,,,,,,0,,,75,87
18900,note_on,0,0,1,,,,,,,,,,0,,,77,0
18900,note_on,60,0,1,,,,,,,,,,0,,,74,0
18960,note_on,0,0,1,,,,,,,,,,0,,,74,88
18960,note_on,60,0,1,,,,,,,,,,0,,,72,0
18960,note_on,0,0,1,,,,,,,,,,0,,,70,88
18960,note_on,0,0,1,,,,,,,,,,0,,,75,0
18960,note_on,0,0,2,,,,,,,,,,1,,,34,87
18960,note_on,0,0,2,,,,,,,,,,1,,,50,0
18960,note_on,120,0,2,,,,,,,,,,1,,,46,0
19080,note_on,0,0,2,,,,,,,,,,1,,,46,91
19080,note_on,0,0,1,,,,,,,,,,0,,,68,90
19080,note_on,0,0,1,,,,,,,,,,0,,,72,90
19080,note_on,120,0,2,,,,,,,,,,1,,,34,0
19080,note_on,0,0,1,,,,,,,,,,0,,,74,0
19080,note_on,120,0,1,,,,,,,,,,0,,,70,0
19200,note_on,0,0,1,,,,,,,,,,0,,,72,0
19200,set_tempo,3050,1,0,,,,,,,377358,,,,,,,
19200,note_on,0,0,1,,,,,,,,,,0,,,70,92
19200,note_on,120,0,1,,,,,,,,,,0,,,68,0
19200,note_on,0,0,2,,,,,,,,,,1,,,34,92
19200,note_on,0,0,1,,,,,,,,,,0,,,67,92
19200,note_on,120,0,2,,,,,,,,,,1,,,46,0
19320,note_on,0,0,1,,,,,,,,,,0,,,68,96
19320,note_on,0,0,1,,,,,,,,,,0,,,70,0
19320,note_on,0,0,1,,,,,,,,,,0,,,65,96
19320,note_on,0,0,2,,,,,,,,,,1,,,46,98
19320,note_on,120,0,2,,,,,,,,,,1,,,34,0
19320,note_on,120,0,1,,,,,,,,,,0,,,67,0
19440,note_on,0,0,2,,,,,,,,,,1,,,43,102
19440,note_on,120,0,2,,,,,,,,,,1,,,46,0
19440,note_on,0,0,1,,,,,,,,,,0,,,68,0
19440,note_on,0,0,1,,,,,,,,,,0,,,63,101
19440,note_on,120,0,1,,,,,,,,,,0,,,65,0
19560,note_on,0,0,1,,,,,,,,,,0,,,58,110
19560,note_on,120,0,2,,,,,,,,,,1,,,43,0
19560,note_on,0,0,2,,,,,,,,,,1,,,31,104
19560,note_on,0,0,1,,,,,,,,,,0,,,70,110
19560,note_on,120,0,1,,,,,,,,,,0,,,63,0
19680,note_on,0,0,2,,,,,,,,,,1,,,32,100
19680,note_on,0,0,1,,,,,,,,,,0,,,70,0
19680,note_on,0,0,1,,,,,,,,,,0,,,60,76
19680,note_on,120,0,2,,,,,,,,,,1,,,31,0
19680,note_on,120,0,1,,,,,,,,,,0,,,58,0
19739,note_on,59,0,1,,,,,,,,,,0,,,60,0
19740,note_on,1,0,1,,,,,,,,,,0,,,72,76
19799,note_on,59,0,1,,,,,,,,,,0,,,72,0
19800,note_on,0,0,1,,,,,,,,,,0,,,72,100
19800,note_on,0,0,2,,,,,,,,,,1,,,44,100
19800,note_on,1,0,1,,,,,,,,,,0,,,63,100
19800,note_on,120,0,2,,,,,,,,,,1,,,32,0
19920,note_on,120,0,1,,,,,,,,,,0,,,72,0
19920,note_on,0,0,1,,,,,,,,,,0,,,63,0
19920,note_on,0,0,1,,,,,,,,,,0,,,62,77
19920,note_on,0,0,2,,,,,,,,,,1,,,46,100
19920,note_on,120,0,2,,,,,,,,,,1,,,44,0
20039,note_on,119,0,1,,,,,,,,,,0,,,62,0
20040,note_on,0,0,2,,,,,,,,,,1,,,34,100
20040,note_on,120,0,2,,,,,,,,,,1,,,46,0
20040,note_on,0,0,1,,,,,,,,,,0,,,65,78
20040,note_on,1,0,1,,,,,,,,,,0,,,74,78
20159,note_on,0,0,1,,,,,,,,,,0,,,74,0
20159,note_on,119,0,1,,,,,,,,,,0,,,65,0
20160,note_on,1,0,1,,,,,,,,,,0,,,63,78
20160,note_on,120,0,2,,,,,,,,,,1,,,34,0
20160,note_on,0,0,2,,,,,,,,,,1,,,36,100
20219,note_on,59,0,1,,,,,,,,,,0,,,63,0
20220,note_on,1,0,1,,,,,,,,,,0,,,75,79
20279,note_on,59,0,1,,,,,,,,,,0,,,75,0
20280,note_on,0,0,2,,,,,,,,,,1,,,48,100
20280,note_on,1,0,1,,,,,,,,,,0,,,75,100
20280,note_on,0,0,1,,,,,,,,,,0,,,67,100
20280,note_on,120,0,2,,,,,,,,,,1,,,36,0
20400,note_on,120,0,1,,,,,,,,,,0,,,67,0
20400,note_on,0,0,1,,,,,,,,,,0,,,65,80
20400,note_on,0,0,2,,,,,,,,,,1,,,50,100
20400,note_on,120,0,2,,,,,,,,,,1,,,48,0
20400,note_on,0,0,1,,,,,,,,,,0,,,75,0
20519,note_on,119,0,1,,,,,,,,,,0,,,65,0
20520,note_on,1,0,1,,,,,,,,,,0,,,68,80
20520,note_on,0,0,1,,,,,,,,,,0,,,77,80
20520,note_on,0,0,2,,,,,,,,,,1,,,38,100
20520,note_on,120,0,2,,,,,,,,,,1,,,50,0
20639,note_on,119,0,1,,,,,,,,,,0,,,77,0
20639,note_on,0,0,1,,,,,,,,,,0,,,68,0
20640,note_on,0,0,2,,,,,,,,,,1,,,39,100
20640,note_on,120,0,2,,,,,,,,,,1,,,38,0
20640,note_on,1,0,1,,,,,,,,,,0,,,67,79
20699,note_on,59,0,1,,,,,,,,,,0,,,67,0
20700,note_on,1,0,1,,,,,,,,,,0,,,79,79
20759,note_on,59,0,1,,,,,,,,,,0,,,79,0
20760,note_on,0,0,2,,,,,,,,,,1,,,51,100
20760,note_on,1,0,1,,,,,,,,,,0,,,70,100
20760,note_on,0,0,1,,,,,,,,,,0,,,79,100
20760,note_on,120,0,2,,,,,,,,,,1,,,39,0
20880,note_on,0,0,2,,,,,,,,,,1,,,46,100
20880,note_on,120,0,2,,,,,,,,,,1,,,51,0
20880,note_on,120,0,1,,,,,,,,,,0,,,79,0
20880,note_on,0,0,1,,,,,,,,,,0,,,70,0
20880,note_on,0,0,1,,,,,,,,,,0,,,68,80
20939,note_on,59,0,1,,,,,,,,,,0,,,68,0
20940,note_on,1,0,1,,,,,,,,,,0,,,80,80
20999,note_on,59,0,1,,,,,,,,,,0,,,80,0
21000,note_on,0,0,2,,,,,,,,,,1,,,34,100
21000,note_on,1,0,1,,,,,,,,,,0,,,77,80
21000,note_on,120,0,2,,,,,,,,,,1,,,46,0
21059,note_on,59,0,1,,,,,,,,,,0,,,77,0
21060,note_on,1,0,1,,,,,,,,,,0,,,74,80
21119,note_on,59,0,1,,,,,,,,,,0,,,74,0
21120,note_on,120,0,2,,,,,,,,,,1,,,34,0
21120,note_on,0,0,2,,,,,,,,,,1,,,39,80
21120,note_on,1,0,1,,,,,,,,,,0,,,75,80
21140,set_tempo,1940,1,0,,,,,,,379747,,,,,,,
21179,note_on,59,0,1,,,,,,,,,,0,,,75,0
21180,note_on,1,0,1,,,,,,,,,,0,,,79,79
21239,note_on,59,0,1,,,,,,,,,,0,,,79,0
21240,note_on,1,0,1,,,,,,,,,,0,,,75,80
21240,note_on,0,0,2,,,,,,,,,,1,,,51,80
21240,note_on,120,0,2,,,,,,,,,,1,,,39,0
21299,note_on,59,0,1,,,,,,,,,,0,,,75,0
21300,note_on,1,0,1,,,,,,,,,,0,,,70,80
21359,note_on,59,0,1,,,,,,,,,,0,,,70,0
21360,note_on,0,0,2,,,,,,,,,,1,,,51,80
21360,note_on,0,0,2,,,,,,,,,,1,,,39,80
21360,note_on,120,0,2,,,,,,,,,,1,,,51,0
21360,note_on,1,0,1,,,,,,,,,,0,,,67,80
21480,note_on,0,0,1,,,,,,,,,,0,,,70,80
21480,note_on,0,0,1,,,,,,,,,,0,,,58,80
21480,note_on,120,0,1,,,,,,,,,,0,,,67,0
21480,note_on,120,0,2,,,,,,,,,,1,,,51,0
21480,note_on,0,0,2,,,,,,,,,,1,,,39,0
21480,note_on,0,0,2,,,,,,,,,,1,,,55,80
21480,note_on,0,0,2,,,,,,,,,,1,,,43,80
21600,note_on,0,0,2,,,,,,,,,,1,,,44,80
21600,note_on,0,0,2,,,,,,,,,,1,,,55,0
21600,note_on,0,0,1,,,,,,,,,,0,,,60,85
21600,note_on,0,0,1,,,,,,,,,,0,,,70,0
21600,note_on,120,0,1,,,,,,,,,,0,,,58,0
21600,note_on,120,0,2,,,,,,,,,,1,,,43,0
21659,note_on,59,0,1,,,,,,,,,,0,,,60,0
21660,note_on,1,0,1,,,,,,,,,,0,,,72,85
21719,note_on,59,0,1,,,,,,,,,,0,,,72,0
21720,note_on,0,0,2,,,,,,,,,,1,,,56,80
21720,note_on,1,0,1,,,,,,,,,,0,,,72,80
21720,note_on,0,0,1,,,,,,,,,,0,,,63,80
21720,note_on,120,0,2,,,,,,,,,,1,,,44,0
21720,note_on,0,0,2,,,,,,,,,,1,,,51,80
21840,note_on,120,0,2,,,,,,,,,,1,,,56,0
21840,note_on,0,0,1,,,,,,,,,,0,,,62,85
21840,note_on,0,0,2,,,,,,,,,,1,,,51,0
21840,note_on,0,0,2,,,,,,,,,,1,,,46,80
21840,note_on,120,0,1,,,,,,,,,,0,,,63,0
21840,note_on,0,0,1,,,,,,,,,,0,,,72,0
21959,note_on,119,0,1,,,,,,,,,,0,,,62,0
21960,note_on,1,0,1,,,,,,,,,,0,,,74,85
21960,note_on,0,0,1,,,,,,,,,,0,,,65,85
21960,note_on,0,0,2,,,,,,,,,,1,,,53,80
21960,note_on,0,0,2,,,,,,,,,,1,,,58,80
21960,note_on,120,0,2,,,,,,,,,,1,,,46,0
22079,note_on,119,0,1,,,,,,,,,,0,,,65,0
22079,note_on,0,0,1,,,,,,,,,,0,,,74,0
22080,note_on,0,0,2,,,,,,,,,,1,,,48,80
22080,note_on,120,0,2,,,,,,,,,,1,,,53,0
22080,note_on,1,0,1,,,,,,,,,,0,,,63,85
22080,note_on,0,0,2,,,,,,,,,,1,,,58,0
22139,note_on,59,0,1,,,,,,,,,,0,,,63,0
22140,note_on,1,0,1,,,,,,,,,,0,,,75,85
22199,note_on,59,0,1,,,,,,,,,,0,,,75,0
22200,note_on,0,0,1,,,,,,,,,,0,,,75,80
22200,note_on,1,0,1,,,,,,,,,,0,,,67,80
22200,note_on,0,0,2,,,,,,,,,,1,,,55,80
22200,note_on,0,0,2,,,,,,,,,,1,,,60,80
22200,note_on,120,0,2,,,,,,,,,,1,,,48,0
22320,note_on,120,0,1,,,,,,,,,,0,,,75,0
22320,note_on,0,0,1,,,,,,,,,,0,,,65,85
22320,note_on,0,0,1,,,,,,,,,,0,,,67,0
22320,note_on,0,0,2,,,,,,,,,,1,,,50,80
22320,note_on,0,0,2,,,,,,,,,,1,,,60,0
22320,note_on,120,0,2,,,,,,,,,,1,,,55,0
22439,note_on,119,0,1,,,,,,,,,,0,,,65,0
