tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,channel,pitch,control,value,program,note,velocity
530555,note_off,155,0,4,,,,,,,3,,,,,34,0
530700,control_change,145,0,4,,,,,,,3,,64,0,,,
530740,control_change,40,0,4,,,,,,,3,,64,127,,,
530760,note_on,20,0,4,,,,,,,3,,,,,46,38
530795,note_off,35,0,4,,,,,,,3,,,,,46,0
530800,note_on,5,0,4,,,,,,,3,,,,,34,37
530835,note_off,35,0,4,,,,,,,3,,,,,34,0
530840,set_tempo,1400,1,0,,,,,,1363636,,,,,,,
530840,note_on,5,0,4,,,,,,,3,,,,,46,36
530875,note_off,35,0,4,,,,,,,3,,,,,46,0
530880,note_on,0,0,2,,,,,,,1,,,,,65,54
530880,note_on,740,0,1,,,,,,,0,,,,,68,54
530880,set_tempo,40,1,0,,,,,,1333333,,,,,,,
530880,note_on,5,0,4,,,,,,,3,,,,,34,34
530880,note_on,740,0,2,,,,,,,1,,,,,58,54
531035,note_off,155,0,4,,,,,,,3,,,,,34,0
531320,note_off,440,0,2,,,,,,,1,,,,,58,0
531360,note_on,0,0,1,,,,,,,0,,,,,67,57
531360,note_off,480,0,1,,,,,,,0,,,,,68,0
531360,note_off,40,0,2,,,,,,,1,,,,,65,0
531360,note_on,0,0,2,,,,,,,1,,,,,58,57
531360,note_on,0,0,2,,,,,,,1,,,,,63,57
531800,note_off,440,0,2,,,,,,,1,,,,,58,0
531840,note_on,0,0,1,,,,,,,0,,,,,66,60
531840,note_off,480,0,1,,,,,,,0,,,,,67,0
531840,note_on,0,0,2,,,,,,,1,,,,,62,60
531840,note_off,40,0,2,,,,,,,1,,,,,63,0
531840,note_on,0,0,2,,,,,,,1,,,,,58,60
532207,set_tempo,1327,1,0,,,,,,1363636,,,,,,,
532280,note_off,440,0,2,,,,,,,1,,,,,58,0
532320,note_on,0,0,2,,,,,,,1,,,,,62,63
532320,control_change,1285,0,4,,,,,,,3,,64,0,,,
532320,note_off,40,0,2,,,,,,,1,,,,,62,0
532320,note_on,0,0,1,,,,,,,0,,,,,66,63
532320,note_off,480,0,1,,,,,,,0,,,,,66,0
532320,note_on,0,0,2,,,,,,,1,,,,,58,63
532320,set_tempo,113,1,0,,,,,,1333333,,,,,,,
532620,control_change,300,0,4,,,,,,,3,,64,0,,,
532660,control_change,40,0,4,,,,,,,3,,64,127,,,
532680,note_on,20,0,4,,,,,,,3,,,,,51,44
532715,note_off,35,0,4,,,,,,,3,,,,,51,0
532720,note_on,5,0,4,,,,,,,3,,,,,39,42
532755,note_off,35,0,4,,,,,,,3,,,,,39,0
532760,note_on,5,0,4,,,,,,,3,,,,,51,40
532795,note_off,35,0,4,,,,,,,3,,,,,51,0
532800,note_on,5,0,4,,,,,,,3,,,,,39,38
532800,note_on,0,0,1,,,,,,,0,,,,,67,58
532800,note_off,480,0,1,,,,,,,0,,,,,66,0
532800,note_off,480,0,2,,,,,,,1,,,,,62,0
532800,note_on,0,0,2,,,,,,,1,,,,,63,58
532955,note_off,155,0,4,,,,,,,3,,,,,39,0
533100,control_change,145,0,4,,,,,,,3,,64,0,,,
533140,control_change,40,0,4,,,,,,,3,,64,127,,,
533160,note_on,20,0,4,,,,,,,3,,,,,51,45
533195,note_off,35,0,4,,,,,,,3,,,,,51,0
533200,note_on,5,0,4,,,,,,,3,,,,,39,44
533235,note_off,35,0,4,,,,,,,3,,,,,39,0
533240,note_on,5,0,4,,,,,,,3,,,,,51,42
533275,note_off,35,0,4,,,,,,,3,,,,,51,0
533280,note_off,480,0,2,,,,,,,1,,,,,58,0
533280,note_on,5,0,4,,,,,,,3,,,,,39,41
533435,note_off,155,0,4,,,,,,,3,,,,,39,0
533500,note_off,220,0,2,,,,,,,1,,,,,63,0
533500,note_off,700,0,1,,,,,,,0,,,,,67,0
533520,note_on,20,0,1,,,,,,,0,,,,,67,61
533580,control_change,145,0,4,,,,,,,3,,64,0,,,
533620,control_change,40,0,4,,,,,,,3,,64,127,,,
533640,note_on,20,0,4,,,,,,,3,,,,,51,45
533662,set_tempo,1342,1,0,,,,,,1363636,,,,,,,
533675,note_off,35,0,4,,,,,,,3,,,,,51,0
533680,note_on,5,0,4,,,,,,,3,,,,,39,43
533715,note_off,35,0,4,,,,,,,3,,,,,39,0
533720,note_on,5,0,4,,,,,,,3,,,,,51,42
533740,note_off,220,0,1,,,,,,,0,,,,,67,0
533755,note_off,35,0,4,,,,,,,3,,,,,51,0
533760,note_on,20,0,1,,,,,,,0,,,,,75,64
533760,note_on,5,0,4,,,,,,,3,,,,,39,41
533760,set_tempo,98,1,0,,,,,,1333333,,,,,,,
533760,note_on,260,0,2,,,,,,,1,,,,,67,61
533915,note_off,155,0,4,,,,,,,3,,,,,39,0
534240,note_off,480,0,1,,,,,,,0,,,,,75,0
534240,note_on,0,0,1,,,,,,,0,,,,,72,66
534240,note_off,480,0,2,,,,,,,1,,,,,67,0
534240,note_on,0,0,2,,,,,,,1,,,,,63,64
534240,note_on,0,0,2,,,,,,,1,,,,,67,64
534720,note_off,0,0,2,,,,,,,1,,,,,67,0
534720,note_off,480,0,1,,,,,,,0,,,,,72,0
534720,note_off,480,0,2,,,,,,,1,,,,,63,0
534720,note_on,0,0,1,,,,,,,0,,,,,70,68
534720,note_on,0,0,2,,,,,,,1,,,,,62,69
534720,note_on,0,0,2,,,,,,,1,,,,,67,69
535140,set_tempo,1380,1,0,,,,,,1363636,,,,,,,
535200,note_off,0,0,2,,,,,,,1,,,,,62,0
535200,note_on,0,0,2,,,,,,,1,,,,,65,50
535200,set_tempo,60,1,0,,,,,,1333333,,,,,,,
535200,note_on,0,0,2,,,,,,,1,,,,,60,50
535200,note_on,0,0,1,,,,,,,0,,,,,69,60
535200,control_change,1285,0,4,,,,,,,3,,64,0,,,
535200,note_off,480,0,2,,,,,,,1,,,,,67,0
535200,note_off,480,0,1,,,,,,,0,,,,,70,0
535240,control_change,40,0,4,,,,,,,3,,64,127,,,
535560,note_on,320,0,4,,,,,,,3,,,,,53,38
535595,note_off,35,0,4,,,,,,,3,,,,,53,0
535600,note_on,5,0,4,,,,,,,3,,,,,41,37
535635,note_off,35,0,4,,,,,,,3,,,,,41,0
535640,note_on,5,0,4,,,,,,,3,,,,,53,35
535675,note_off,35,0,4,,,,,,,3,,,,,53,0
535680,note_off,480,0,2,,,,,,,1,,,,,60,0
535680,note_on,5,0,4,,,,,,,3,,,,,41,33
535775,note_off,575,0,1,,,,,,,0,,,,,69,0
535775,note_off,95,0,2,,,,,,,1,,,,,65,0
535835,note_off,155,0,4,,,,,,,3,,,,,41,0
535920,note_on,0,0,2,,,,,,,1,,,,,60,48
535920,note_on,145,0,1,,,,,,,0,,,,,69,48
535920,note_on,145,0,2,,,,,,,1,,,,,65,48
536040,note_on,205,0,4,,,,,,,3,,,,,89,40
536075,note_off,35,0,4,,,,,,,3,,,,,89,0
536080,note_on,5,0,4,,,,,,,3,,,,,77,38
536115,note_off,35,0,4,,,,,,,3,,,,,77,0
536120,note_on,5,0,4,,,,,,,3,,,,,89,37
536140,note_off,220,0,2,,,,,,,1,,,,,60,0
536140,note_off,0,0,2,,,,,,,1,,,,,65,0
536140,note_off,220,0,1,,,,,,,0,,,,,69,0
536155,note_off,35,0,4,,,,,,,3,,,,,89,0
536160,note_on,5,0,4,,,,,,,3,,,,,77,35
536160,note_on,0,0,2,,,,,,,1,,,,,65,49
536160,note_on,20,0,2,,,,,,,1,,,,,62,49
536160,note_on,20,0,1,,,,,,,0,,,,,70,49
536380,note_off,220,0,2,,,,,,,1,,,,,65,0
536380,note_off,220,0,1,,,,,,,0,,,,,70,0
536380,note_off,220,0,4,,,,,,,3,,,,,77,0
536380,note_off,0,0,2,,,,,,,1,,,,,62,0
536400,set_tempo,1200,1,0,,,,,,1363636,,,,,,,
536400,note_on,0,0,2,,,,,,,1,,,,,65,51
536400,note_on,20,0,2,,,,,,,1,,,,,63,51
536400,note_on,20,0,1,,,,,,,0,,,,,72,51
536620,note_off,220,0,1,,,,,,,0,,,,,72,0
536620,note_off,0,0,2,,,,,,,1,,,,,63,0
536620,note_off,220,0,2,,,,,,,1,,,,,65,0
536640,control_change,260,0,4,,,,,,,3,,64,0,,,
536640,note_on,20,0,1,,,,,,,0,,,,,72,52
536640,set_tempo,240,1,0,,,,,,1333333,,,,,,,
536640,note_on,20,0,2,,,,,,,1,,,,,65,52
536640,note_on,0,0,2,,,,,,,1,,,,,63,52
536680,control_change,40,0,4,,,,,,,3,,64,127,,,
536970,note_off,330,0,1,,,,,,,0,,,,,72,0
536970,note_off,330,0,2,,,,,,,1,,,,,63,0
537000,note_on,30,0,1,,,,,,,0,,,,,69,54
537000,note_on,30,0,2,,,,,,,1,,,,,61,54
537000,note_on,320,0,4,,,,,,,3,,,,,53,47
537035,note_off,35,0,4,,,,,,,3,,,,,53,0
537040,note_on,5,0,4,,,,,,,3,,,,,41,45
537075,note_off,35,0,4,,,,,,,3,,,,,41,0
537080,note_on,5,0,4,,,,,,,3,,,,,53,43
537110,note_off,110,0,2,,,,,,,1,,,,,61,0
537110,note_off,110,0,1,,,,,,,0,,,,,69,0
537115,note_off,35,0,4,,,,,,,3,,,,,53,0
537120,note_on,10,0,1,,,,,,,0,,,,,70,55
537120,note_on,5,0,4,,,,,,,3,,,,,41,41
537120,note_on,10,0,2,,,,,,,1,,,,,62,55
537275,note_off,155,0,2,,,,,,,1,,,,,62,0
537275,note_off,155,0,1,,,,,,,0,,,,,70,0
537275,note_off,155,0,4,,,,,,,3,,,,,41,0
537300,note_off,25,0,2,,,,,,,1,,,,,65,0
537360,note_on,0,0,2,,,,,,,1,,,,,65,57
537360,note_on,60,0,2,,,,,,,1,,,,,62,57
537360,note_on,85,0,1,,,,,,,0,,,,,70,57
537480,note_on,205,0,4,,,,,,,3,,,,,89,48
537515,note_off,35,0,4,,,,,,,3,,,,,89,0
537520,note_on,5,0,4,,,,,,,3,,,,,77,47
537555,note_off,35,0,4,,,,,,,3,,,,,77,0
537560,note_on,5,0,4,,,,,,,3,,,,,89,45
537580,note_off,220,0,1,,,,,,,0,,,,,70,0
537580,note_off,0,0,2,,,,,,,1,,,,,62,0
537580,note_off,220,0,2,,,,,,,1,,,,,65,0
537595,note_off,35,0,4,,,,,,,3,,,,,89,0
537600,note_on,5,0,4,,,,,,,3,,,,,77,43
537600,note_on,20,0,1,,,,,,,0,,,,,72,58
537600,note_on,20,0,2,,,,,,,1,,,,,65,58
537600,note_on,0,0,2,,,,,,,1,,,,,69,58
537820,note_off,0,0,2,,,,,,,1,,,,,65,0
537820,note_off,220,0,1,,,,,,,0,,,,,72,0
537820,note_off,220,0,2,,,,,,,1,,,,,69,0
537820,note_off,220,0,4,,,,,,,3,,,,,77,0
537840,set_tempo,1200,1,0,,,,,,1363636,,,,,,,
537840,note_on,20,0,1,,,,,,,0,,,,,74,59
537840,note_on,20,0,2,,,,,,,1,,,,,65,59
537840,note_on,0,0,2,,,,,,,1,,,,,70,59
538060,note_off,220,0,2,,,,,,,1,,,,,70,0
538060,note_off,0,0,2,,,,,,,1,,,,,65,0
538060,note_off,220,0,1,,,,,,,0,,,,,74,0
538080,note_on,20,0,2,,,,,,,1,,,,,65,61
538080,note_on,0,0,2,,,,,,,1,,,,,70,61
538080,note_on,20,0,1,,,,,,,0,,,,,74,61
538080,set_tempo,240,1,0,,,,,,1333333,,,,,,,
538080,control_change,260,0,4,,,,,,,3,,64,0,,,
538120,control_change,40,0,4,,,,,,,3,,64,127,,,
538410,note_off,330,0,1,,,,,,,0,,,,,74,0
538410,note_off,330,0,2,,,,,,,1,,,,,70,0
538440,note_on,320,0,4,,,,,,,3,,,,,53,52
538440,note_on,30,0,2,,,,,,,1,,,,,68,63
538440,note_on,30,0,1,,,,,,,0,,,,,71,63
538475,note_off,35,0,4,,,,,,,3,,,,,53,0
538480,note_on,5,0,4,,,,,,,3,,,,,41,51
538515,note_off,35,0,4,,,,,,,3,,,,,41,0
538520,note_on,5,0,4,,,,,,,3,,,,,53,49
538550,note_off,110,0,1,,,,,,,0,,,,,71,0
538550,note_off,110,0,2,,,,,,,1,,,,,68,0
538555,note_off,35,0,4,,,,,,,3,,,,,53,0
538560,note_on,10,0,1,,,,,,,0,,,,,72,64
538560,note_on,10,0,2,,,,,,,1,,,,,69,64
538560,note_on,5,0,4,,,,,,,3,,,,,41,47
538715,note_off,155,0,2,,,,,,,1,,,,,69,0
538715,note_off,155,0,4,,,,,,,3,,,,,41,0
538715,note_off,155,0,1,,,,,,,0,,,,,72,0
538740,note_off,25,0,2,,,,,,,1,,,,,65,0
538800,note_on,60,0,2,,,,,,,1,,,,,65,65
538800,note_on,0,0,2,,,,,,,1,,,,,69,65
538800,note_on,85,0,1,,,,,,,0,,,,,72,65
538920,note_on,205,0,4,,,,,,,3,,,,,89,57
538955,note_off,35,0,4,,,,,,,3,,,,,89,0
538960,note_on,5,0,4,,,,,,,3,,,,,77,55
538995,note_off,35,0,4,,,,,,,3,,,,,77,0
539000,note_on,5,0,4,,,,,,,3,,,,,89,53
539020,note_off,220,0,2,,,,,,,1,,,,,69,0
539020,note_off,0,0,2,,,,,,,1,,,,,65,0
539020,note_off,220,0,1,,,,,,,0,,,,,72,0
539035,note_off,35,0,4,,,,,,,3,,,,,89,0
539040,note_on,0,0,2,,,,,,,1,,,,,70,66
539040,note_on,20,0,1,,,,,,,0,,,,,74,66
539040,note_on,5,0,4,,,,,,,3,,,,,77,51
539040,note_on,20,0,2,,,,,,,1,,,,,65,66
539260,note_off,220,0,4,,,,,,,3,,,,,77,0
539260,note_off,0,0,2,,,,,,,1,,,,,65,0
539260,note_off,220,0,1,,,,,,,0,,,,,74,0
539260,note_off,220,0,2,,,,,,,1,,,,,70,0
539280,note_on,20,0,2,,,,,,,1,,,,,65,68
539280,set_tempo,1200,1,0,,,,,,1363636,,,,,,,
539280,note_on,0,0,1,,,,,,,0,,,,,75,68
539280,note_on,20,0,1,,,,,,,0,,,,,72,68
539500,note_off,220,0,1,,,,,,,0,,,,,75,0
539500,note_off,0,0,1,,,,,,,0,,,,,72,0
539500,note_off,220,0,2,,,,,,,1,,,,,65,0
539520,note_on,0,0,2,,,,,,,1,,,,,72,69
539520,note_on,20,0,2,,,,,,,1,,,,,65,69
539520,set_tempo,240,1,0,,,,,,1333333,,,,,,,
539520,control_change,260,0,4,,,,,,,3,,64,0,,,
539520,note_on,20,0,1,,,,,,,0,,,,,75,69
539560,control_change,40,0,4,,,,,,,3,,64,127,,,
539850,note_off,330,0,1,,,,,,,0,,,,,75,0
539850,note_off,330,0,2,,,,,,,1,,,,,72,0
539880,note_on,320,0,4,,,,,,,3,,,,,53,60
539880,note_on,30,0,1,,,,,,,0,,,,,73,71
539880,note_on,30,0,2,,,,,,,1,,,,,69,71
539915,note_off,35,0,4,,,,,,,3,,,,,53,0
539920,note_on,5,0,4,,,,,,,3,,,,,41,58
539955,note_off,35,0,4,,,,,,,3,,,,,41,0
539960,note_on,5,0,4,,,,,,,3,,,,,53,57
539990,note_off,110,0,2,,,,,,,1,,,,,69,0
539990,note_off,110,0,1,,,,,,,0,,,,,73,0
539995,note_off,35,0,4,,,,,,,3,,,,,53,0
540000,note_on,10,0,2,,,,,,,1,,,,,70,72
540000,note_on,10,0,1,,,,,,,0,,,,,74,72
540000,note_on,5,0,4,,,,,,,3,,,,,41,55
540155,note_off,155,0,1,,,,,,,0,,,,,74,0
540155,note_off,155,0,4,,,,,,,3,,,,,41,0
540155,note_off,155,0,2,,,,,,,1,,,,,70,0
540180,note_off,25,0,2,,,,,,,1,,,,,65,0
540240,note_on,60,0,2,,,,,,,1,,,,,65,73
540240,note_on,0,0,2,,,,,,,1,,,,,70,73
540240,note_on,85,0,1,,,,,,,0,,,,,74,73
540360,note_on,205,0,4,,,,,,,3,,,,,89,64
540395,note_off,35,0,4,,,,,,,3,,,,,89,0
540400,note_on,5,0,4,,,,,,,3,,,,,77,62
540435,note_off,35,0,4,,,,,,,3,,,,,77,0
540440,note_on,5,0,4,,,,,,,3,,,,,89,60
540460,note_off,220,0,2,,,,,,,1,,,,,70,0
540460,note_off,0,0,2,,,,,,,1,,,,,65,0
540460,note_off,220,0,1,,,,,,,0,,,,,74,0
540475,note_off,35,0,4,,,,,,,3,,,,,89,0
540480,note_on,5,0,4,,,,,,,3,,,,,77,58
540480,note_on,20,0,1,,,,,,,0,,,,,76,75
540480,note_on,20,0,2,,,,,,,1,,,,,67,75
540480,note_on,0,0,2,,,,,,,1,,,,,70,75
540480,note_on,0,0,2,,,,,,,1,,,,,73,75
540700,note_off,0,0,2,,,,,,,1,,,,,67,0
540700,note_off,220,0,4,,,,,,,3,,,,,77,0
540700,note_off,220,0,2,,,,,,,1,,,,,73,0
540700,note_off,0,0,2,,,,,,,1,,,,,70,0
540700,note_off,220,0,1,,,,,,,0,,,,,76,0
540710,set_tempo,1190,1,0,,,,,,1363636,,,,,,,
540720,note_on,20,0,2,,,,,,,1,,,,,67,76
540720,note_on,0,0,2,,,,,,,1,,,,,70,76
540720,note_on,0,0,2,,,,,,,1,,,,,73,76
540720,note_on,20,0,1,,,,,,,0,,,,,76,76
540840,note_on,140,0,4,,,,,,,3,,,,,89,68
540875,note_off,35,0,4,,,,,,,3,,,,,89,0
540880,note_on,5,0,4,,,,,,,3,,,,,77,66
540915,note_off,35,0,4,,,,,,,3,,,,,77,0
540920,note_on,5,0,4,,,,,,,3,,,,,89,65
540940,note_off,220,0,1,,,,,,,0,,,,,76,0
540940,note_off,0,0,2,,,,,,,1,,,,,70,0
540940,note_off,0,0,2,,,,,,,1,,,,,67,0
540940,note_off,220,0,2,,,,,,,1,,,,,73,0
540955,note_off,35,0,4,,,,,,,3,,,,,89,0
540960,set_tempo,250,1,0,,,,,,1333333,,,,,,,
540960,note_on,20,0,1,,,,,,,0,,,,,72,68
540960,note_on,20,0,2,,,,,,,1,,,,,69,68
540960,control_change,5,0,4,,,,,,,3,,64,0,,,
540960,note_on,0,0,4,,,,,,,3,,,,,77,63
541000,control_change,40,0,4,,,,,,,3,,64,127,,,
541180,note_off,220,0,2,,,,,,,1,,,,,69,0
541180,note_off,220,0,1,,,,,,,0,,,,,72,0
541180,note_off,180,0,4,,,,,,,3,,,,,77,0
541200,note_on,0,0,2,,,,,,,1,,,,,69,62
541200,note_on,20,0,2,,,,,,,1,,,,,65,62
541200,note_on,20,0,1,,,,,,,0,,,,,72,62
541320,note_on,140,0,4,,,,,,,3,,,,,53,56
541375,note_off,55,0,4,,,,,,,3,,,,,53,0
541380,note_on,5,0,4,,,,,,,3,,,,,41,53
541420,note_off,40,0,4,,,,,,,3,,,,,41,0
541440,note_on,20,0,4,,,,,,,3,,,,,53,51
541585,note_off,385,0,2,,,,,,,1,,,,,69,0
541585,note_off,0,0,2,,,,,,,1,,,,,65,0
541585,note_off,385,0,1,,,,,,,0,,,,,72,0
541595,note_off,155,0,4,,,,,,,3,,,,,53,0
541680,note_on,95,0,1,,,,,,,0,,,,,72,59
541680,note_on,95,0,2,,,,,,,1,,,,,69,59
541680,note_on,0,0,2,,,,,,,1,,,,,65,59
541800,note_on,205,0,4,,,,,,,3,,,,,89,53
541855,note_off,55,0,4,,,,,,,3,,,,,89,0
541860,note_on,5,0,4,,,,,,,3,,,,,77,49
541900,note_off,220,0,1,,,,,,,0,,,,,72,0
541900,note_off,220,0,2,,,,,,,1,,,,,65,0
541900,note_off,0,0,2,,,,,,,1,,,,,69,0
541915,note_off,55,0,4,,,,,,,3,,,,,77,0
541920,note_on,20,0,1,,,,,,,0,,,,,76,58
541920,note_on,20,0,2,,,,,,,1,,,,,70,58
541920,note_on,0,0,2,,,,,,,1,,,,,67,58
541920,note_on,5,0,4,,,,,,,3,,,,,89,46
542140,note_off,0,0,2,,,,,,,1,,,,,70,0
542140,note_off,220,0,4,,,,,,,3,,,,,89,0
542140,note_off,220,0,1,,,,,,,0,,,,,76,0
542140,note_off,220,0,2,,,,,,,1,,,,,67,0
542160,note_on,20,0,2,,,,,,,1,,,,,70,56
542160,note_on,0,0,2,,,,,,,1,,,,,67,56
542160,set_tempo,1200,1,0,,,,,,1363636,,,,,,,
542160,note_on,20,0,1,,,,,,,0,,,,,72,56
542380,note_off,220,0,2,,,,,,,1,,,,,67,0
542380,note_off,0,0,2,,,,,,,1,,,,,70,0
542380,note_off,220,0,1,,,,,,,0,,,,,72,0
542400,set_tempo,240,1,0,,,,,,1333333,,,,,,,
542400,note_on,20,0,1,,,,,,,0,,,,,77,52
542400,note_on,0,0,2,,,,,,,1,,,,,72,52
542400,note_on,20,0,2,,,,,,,1,,,,,69,52
542400,control_change,260,0,4,,,,,,,3,,64,0,,,
542440,control_change,40,0,4,,,,,,,3,,64,127,,,
542620,note_off,220,0,1,,,,,,,0,,,,,77,0
542620,note_off,0,0,2,,,,,,,1,,,,,69,0
542620,note_off,220,0,2,,,,,,,1,,,,,72,0
542640,note_on,0,0,2,,,,,,,1,,,,,65,55
542640,note_on,20,0,1,,,,,,,0,,,,,72,55
542640,note_on,20,0,2,,,,,,,1,,,,,69,55
542760,note_on,320,0,4,,,,,,,3,,,,,53,48
542815,note_off,55,0,4,,,,,,,3,,,,,53,0
542820,note_on,5,0,4,,,,,,,3,,,,,41,46
542875,note_off,55,0,4,,,,,,,3,,,,,41,0
542880,note_on,5,0,4,,,,,,,3,,,,,53,44
543025,note_off,385,0,1,,,,,,,0,,,,,72,0
543025,note_off,0,0,2,,,,,,,1,,,,,69,0
543025,note_off,385,0,2,,,,,,,1,,,,,65,0
543035,note_off,155,0,4,,,,,,,3,,,,,53,0
543120,note_on,95,0,1,,,,,,,0,,,,,72,55
543120,note_on,0,0,2,,,,,,,1,,,,,69,55
543120,note_on,95,0,2,,,,,,,1,,,,,65,55
543240,note_on,205,0,4,,,,,,,3,,,,,89,46
543295,note_off,55,0,4,,,,,,,3,,,,,89,0
543300,note_on,5,0,4,,,,,,,3,,,,,77,43
543340,note_off,0,0,2,,,,,,,1,,,,,65,0
543340,note_off,220,0,1,,,,,,,0,,,,,72,0
543340,note_off,220,0,2,,,,,,,1,,,,,69,0
543355,note_off,55,0,4,,,,,,,3,,,,,77,0
543360,note_on,20,0,2,,,,,,,1,,,,,70,54
543360,note_on,5,0,4,,,,,,,3,,,,,89,41
543360,note_on,20,0,1,,,,,,,0,,,,,76,54
543360,note_on,0,0,2,,,,,,,1,,,,,67,54
543485,note_off,125,0,4,,,,,,,3,,,,,89,0
543580,note_off,220,0,1,,,,,,,0,,,,,76,0
543580,note_off,220,0,2,,,,,,,1,,,,,67,0
543580,note_off,0,0,2,,,,,,,1,,,,,70,0
543600,note_on,20,0,2,,,,,,,1,,,,,70,52
543600,note_on,20,0,1,,,,,,,0,,,,,72,52
543600,note_on,0,0,2,,,,,,,1,,,,,67,52
543600,set_tempo,1200,1,0,,,,,,1363636,,,,,,,
543820,note_off,220,0,1,,,,,,,0,,,,,72,0
543820,note_off,0,0,2,,,,,,,1,,,,,70,0
543820,note_off,220,0,2,,,,,,,1,,,,,67,0
543840,note_on,0,0,2,,,,,,,1,,,,,69,50
543840,note_on,20,0,2,,,,,,,1,,,,,65,50
543840,control_change,355,0,4,,,,,,,3,,64,0,,,
543840,note_on,20,0,1,,,,,,,0,,,,,77,50
543880,control_change,40,0,4,,,,,,,3,,64,127,,,
544060,note_off,220,0,1,,,,,,,0,,,,,77,0
544060,note_off,0,0,2,,,,,,,1,,,,,65,0
544060,note_off,220,0,2,,,,,,,1,,,,,69,0
544080,note_on,20,0,1,,,,,,,0,,,,,72,50
544080,note_on,20,0,2,,,,,,,1,,,,,69,47
544080,note_on,0,0,2,,,,,,,1,,,,,65,47
544080,set_tempo,480,1,0,,,,,,1428571,,,,,,,
544200,note_on,320,0,4,,,,,,,3,,,,,53,42
544255,note_off,55,0,4,,,,,,,3,,,,,53,0
544260,note_on,5,0,4,,,,,,,3,,,,,41,40
544315,note_off,55,0,4,,,,,,,3,,,,,41,0
544320,note_on,5,0,4,,,,,,,3,,,,,53,37
544465,note_off,0,0,2,,,,,,,1,,,,,69,0
544465,note_off,385,0,2,,,,,,,1,,,,,65,0
544465,note_off,385,0,1,,,,,,,0,,,,,72,0
544540,note_off,220,0,4,,,,,,,3,,,,,53,0
544560,note_on,0,0,2,,,,,,,1,,,,,65,44
544560,note_on,95,0,2,,,,,,,1,,,,,60,44
544560,note_on,95,0,1,,,,,,,0,,,,,69,47
544680,note_on,140,0,4,,,,,,,3,,,,,53,40
544735,note_off,55,0,4,,,,,,,3,,,,,53,0
544740,note_on,5,0,4,,,,,,,3,,,,,41,36
544795,note_off,55,0,4,,,,,,,3,,,,,41,0
544800,note_on,5,0,4,,,,,,,3,,,,,53,33
544945,note_off,0,0,2,,,,,,,1,,,,,60,0
544945,note_off,385,0,2,,,,,,,1,,,,,65,0
544945,note_off,385,0,1,,,,,,,0,,,,,69,0
545020,note_off,220,0,4,,,,,,,3,,,,,53,0
545040,note_on,95,0,2,,,,,,,1,,,,,57,42
545040,note_on,95,0,1,,,,,,,0,,,,,65,45
545040,note_on,0,0,2,,,,,,,1,,,,,60,42
545160,note_on,140,0,4,,,,,,,3,,,,,53,38
545160,set_tempo,1080,1,0,,,,,,1666666,,,,,,,
545215,note_off,55,0,4,,,,,,,3,,,,,53,0
545220,note_on,5,0,4,,,,,,,3,,,,,41,35
545220,set_tempo,60,1,0,,,,,,1764705,,,,,,,
545275,note_off,55,0,4,,,,,,,3,,,,,41,0
545280,control_change,5,0,4,,,,,,,3,,64,0,,,
545280,note_on,0,0,4,,,,,,,3,,,,,53,33
545320,control_change,40,0,4,,,,,,,3,,64,127,,,
545425,note_off,385,0,2,,,,,,,1,,,,,60,0
545430,note_off,390,0,1,,,,,,,0,,,,,65,0
545435,note_off,10,0,2,,,,,,,1,,,,,57,0
545520,set_tempo,300,1,0,,,,,,1363636,,,,,,,
545520,note_on,85,0,2,,,,,,,1,,,,,65,42
545640,note_off,320,0,4,,,,,,,3,,,,,53,0
545740,note_off,220,0,2,,,,,,,1,,,,,65,0
545760,note_on,20,0,2,,,,,,,1,,,,,64,45
545760,control_change,120,0,4,,,,,,,3,,64,0,,,
545980,note_off,220,0,2,,,,,,,1,,,,,64,0
546000,note_on,20,0,2,,,,,,,1,,,,,63,50
546000,note_on,570,0,1,,,,,,,0,,,,,65,50
546220,note_off,220,0,2,,,,,,,1,,,,,63,0
546240,note_on,20,0,2,,,,,,,1,,,,,62,54
546360,set_tempo,840,1,0,,,,,,1428571,,,,,,,
546360,note_on,360,0,1,,,,,,,0,,,,,67,53
546415,note_off,55,0,1,,,,,,,0,,,,,67,0
546420,note_on,5,0,1,,,,,,,0,,,,,69,55
546440,note_off,20,0,1,,,,,,,0,,,,,65,0
546460,note_off,220,0,2,,,,,,,1,,,,,62,0
546475,note_off,35,0,1,,,,,,,0,,,,,69,0
546480,note_on,5,0,1,,,,,,,0,,,,,70,57
546480,note_on,20,0,2,,,,,,,1,,,,,63,59
546480,note_on,0,0,2,,,,,,,1,,,,,60,59
546535,note_off,55,0,1,,,,,,,0,,,,,70,0
546540,note_on,5,0,1,,,,,,,0,,,,,72,59
546595,note_off,55,0,1,,,,,,,0,,,,,72,0
546600,note_on,5,0,1,,,,,,,0,,,,,74,61
546655,note_off,55,0,1,,,,,,,0,,,,,74,0
546660,note_on,5,0,1,,,,,,,0,,,,,75,63
546670,set_tempo,310,1,0,,,,,,1578947,,,,,,,
546700,note_off,220,0,2,,,,,,,1,,,,,60,0
546700,note_off,0,0,2,,,,,,,1,,,,,63,0
546715,note_off,55,0,1,,,,,,,0,,,,,75,0
546720,note_on,5,0,1,,,,,,,0,,,,,77,71
546720,note_on,960,0,4,,,,,,,3,,,,,46,69
