tick,type,time,meta,track,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,port,program,channel,control,value,note,velocity
10054,note_on,22,0,2,,,,,,,,,1,,,61,0
10056,note_on,2,0,1,,,,,,,,,0,,,67,110
10056,note_on,2,0,2,,,,,,,,,1,,,59,110
10078,note_on,22,0,2,,,,,,,,,1,,,59,0
10078,note_on,22,0,1,,,,,,,,,0,,,67,0
10080,note_on,2,0,2,,,,,,,,,1,,,57,110
10080,note_on,2,0,1,,,,,,,,,0,,,66,110
10102,note_on,22,0,2,,,,,,,,,1,,,57,0
10102,note_on,22,0,1,,,,,,,,,0,,,66,0
10104,note_on,2,0,2,,,,,,,,,1,,,55,110
10104,note_on,2,0,1,,,,,,,,,0,,,64,110
10126,note_on,22,0,2,,,,,,,,,1,,,55,0
10126,note_on,22,0,1,,,,,,,,,0,,,64,0
10128,note_on,2,0,1,,,,,,,,,0,,,62,110
10128,note_on,2,0,2,,,,,,,,,1,,,54,110
10150,note_on,22,0,2,,,,,,,,,1,,,54,0
10152,note_on,2,0,2,,,,,,,,,1,,,52,110
10174,note_on,46,0,1,,,,,,,,,0,,,62,0
10174,note_on,22,0,2,,,,,,,,,1,,,52,0
10176,note_on,2,0,2,,,,,,,,,1,,,50,110
10224,note_on,50,0,1,,,,,,,,,0,,,70,110
10270,note_on,46,0,1,,,,,,,,,0,,,70,0
10270,note_on,94,0,2,,,,,,,,,1,,,50,0
10272,note_on,2,0,1,,,,,,,,,0,,,69,110
10272,note_on,2,0,2,,,,,,,,,1,,,62,110
10318,note_on,46,0,1,,,,,,,,,0,,,69,0
10320,note_on,2,0,1,,,,,,,,,0,,,68,110
10366,note_on,46,0,1,,,,,,,,,0,,,68,0
10368,note_on,2,0,1,,,,,,,,,0,,,68,110
10368,note_on,0,0,2,,,,,,,,,1,,,61,110
10368,note_on,96,0,2,,,,,,,,,1,,,62,0
10390,note_on,22,0,1,,,,,,,,,0,,,68,0
10392,note_on,2,0,1,,,,,,,,,0,,,69,110
10400,note_on,32,0,2,,,,,,,,,1,,,61,0
10414,note_on,22,0,1,,,,,,,,,0,,,69,0
10416,note_on,2,0,1,,,,,,,,,0,,,57,110
10448,note_on,32,0,1,,,,,,,,,0,,,57,0
10464,note_on,64,0,2,,,,,,,,,1,,,48,110
10512,note_on,64,0,1,,,,,,,,,0,,,68,110
10558,note_on,46,0,1,,,,,,,,,0,,,68,0
10560,note_on,0,0,2,,,,,,,,,1,,,60,110
10560,note_on,96,0,2,,,,,,,,,1,,,48,0
10560,note_on,2,0,1,,,,,,,,,0,,,67,110
10606,note_on,46,0,1,,,,,,,,,0,,,67,0
10608,note_on,2,0,1,,,,,,,,,0,,,66,110
10654,note_on,46,0,1,,,,,,,,,0,,,66,0
10656,note_on,0,0,2,,,,,,,,,1,,,59,110
10656,note_on,96,0,2,,,,,,,,,1,,,60,0
10656,note_on,2,0,1,,,,,,,,,0,,,66,110
10678,note_on,22,0,1,,,,,,,,,0,,,66,0
10680,note_on,2,0,1,,,,,,,,,0,,,67,110
10688,note_on,32,0,2,,,,,,,,,1,,,59,0
10702,note_on,22,0,1,,,,,,,,,0,,,67,0
10704,note_on,2,0,1,,,,,,,,,0,,,55,110
10736,note_on,32,0,1,,,,,,,,,0,,,55,0
10752,note_on,64,0,2,,,,,,,,,1,,,46,110
10776,note_on,40,0,1,,,,,,,,,0,,,67,110
10798,note_on,22,0,1,,,,,,,,,0,,,67,0
10800,note_on,2,0,1,,,,,,,,,0,,,70,110
10822,note_on,22,0,1,,,,,,,,,0,,,70,0
10824,note_on,2,0,1,,,,,,,,,0,,,74,110
10846,note_on,94,0,2,,,,,,,,,1,,,46,0
10846,note_on,22,0,1,,,,,,,,,0,,,74,0
10848,note_on,2,0,2,,,,,,,,,1,,,58,110
10848,note_on,2,0,1,,,,,,,,,0,,,79,110
10870,note_on,22,0,1,,,,,,,,,0,,,79,0
10872,note_on,2,0,1,,,,,,,,,0,,,77,110
10894,note_on,22,0,1,,,,,,,,,0,,,77,0
10896,note_on,2,0,1,,,,,,,,,0,,,76,110
10918,note_on,22,0,1,,,,,,,,,0,,,76,0
10920,note_on,2,0,1,,,,,,,,,0,,,74,110
10942,note_on,94,0,2,,,,,,,,,1,,,58,0
10942,note_on,22,0,1,,,,,,,,,0,,,74,0
10944,note_on,2,0,1,,,,,,,,,0,,,73,110
10944,note_on,2,0,2,,,,,,,,,1,,,57,110
10966,note_on,22,0,1,,,,,,,,,0,,,73,0
10968,note_on,2,0,1,,,,,,,,,0,,,76,110
10990,note_on,22,0,1,,,,,,,,,0,,,76,0
10992,note_on,2,0,1,,,,,,,,,0,,,77,110
11038,note_on,94,0,2,,,,,,,,,1,,,57,0
11040,note_on,2,0,2,,,,,,,,,1,,,59,110
11062,note_on,70,0,1,,,,,,,,,0,,,77,0
11064,note_on,2,0,1,,,,,,,,,0,,,74,110
11086,note_on,22,0,1,,,,,,,,,0,,,74,0
11088,note_on,2,0,1,,,,,,,,,0,,,68,110
11134,note_on,94,0,2,,,,,,,,,1,,,59,0
11136,note_on,2,0,2,,,,,,,,,1,,,61,110
11158,note_on,70,0,1,,,,,,,,,0,,,68,0
11160,note_on,2,0,1,,,,,,,,,0,,,67,110
11182,note_on,22,0,1,,,,,,,,,0,,,67,0
11184,note_on,2,0,1,,,,,,,,,0,,,76,110
11206,note_on,22,0,1,,,,,,,,,0,,,76,0
11208,note_on,2,0,1,,,,,,,,,0,,,67,110
11230,note_on,22,0,1,,,,,,,,,0,,,67,0
11230,note_on,94,0,2,,,,,,,,,1,,,61,0
11232,note_on,2,0,1,,,,,,,,,0,,,67,110
11232,note_on,2,0,2,,,,,,,,,1,,,62,110
11254,note_on,22,0,1,,,,,,,,,0,,,67,0
11256,note_on,2,0,1,,,,,,,,,0,,,64,110
11278,note_on,22,0,1,,,,,,,,,0,,,64,0
11280,note_on,2,0,1,,,,,,,,,0,,,65,110
11302,note_on,22,0,1,,,,,,,,,0,,,65,0
11304,note_on,2,0,1,,,,,,,,,0,,,70,110
11326,note_on,22,0,1,,,,,,,,,0,,,70,0
11326,note_on,94,0,2,,,,,,,,,1,,,62,0
11328,note_on,2,0,1,,,,,,,,,0,,,70,110
11350,note_on,22,0,1,,,,,,,,,0,,,70,0
11352,note_on,2,0,1,,,,,,,,,0,,,68,110
11374,note_on,22,0,1,,,,,,,,,0,,,68,0
11376,note_on,2,0,1,,,,,,,,,0,,,69,110
11398,note_on,22,0,1,,,,,,,,,0,,,69,0
11400,note_on,2,0,1,,,,,,,,,0,,,79,110
11422,note_on,22,0,1,,,,,,,,,0,,,79,0
11424,note_on,98,0,2,,,,,,,,,1,,,50,110
11424,note_on,2,0,1,,,,,,,,,0,,,77,110
11446,note_on,22,0,1,,,,,,,,,0,,,77,0
11448,note_on,2,0,1,,,,,,,,,0,,,76,110
11470,note_on,22,0,1,,,,,,,,,0,,,76,0
11472,note_on,2,0,1,,,,,,,,,0,,,77,110
11494,note_on,22,0,1,,,,,,,,,0,,,77,0
11496,note_on,2,0,1,,,,,,,,,0,,,71,110
11518,note_on,22,0,1,,,,,,,,,0,,,71,0
11520,note_on,2,0,1,,,,,,,,,0,,,76,110
11542,note_on,118,0,2,,,,,,,,,1,,,50,0
11544,note_on,2,0,2,,,,,,,,,1,,,47,110
11552,note_on,32,0,1,,,,,,,,,0,,,76,0
11566,note_on,22,0,2,,,,,,,,,1,,,47,0
11568,note_on,2,0,2,,,,,,,,,1,,,48,110
11590,note_on,22,0,2,,,,,,,,,1,,,48,0
11592,note_on,2,0,2,,,,,,,,,1,,,53,110
11614,note_on,22,0,2,,,,,,,,,1,,,53,0
11616,note_on,2,0,2,,,,,,,,,1,,,53,110
11638,note_on,22,0,2,,,,,,,,,1,,,53,0
11640,note_on,2,0,2,,,,,,,,,1,,,51,110
11662,note_on,22,0,2,,,,,,,,,1,,,51,0
11664,note_on,2,0,2,,,,,,,,,1,,,52,110
11686,note_on,22,0,2,,,,,,,,,1,,,52,0
11688,note_on,2,0,2,,,,,,,,,1,,,62,110
11710,note_on,22,0,2,,,,,,,,,1,,,62,0
11712,note_on,2,0,2,,,,,,,,,1,,,60,110
11712,note_on,160,0,1,,,,,,,,,0,,,64,110
11734,note_on,22,0,2,,,,,,,,,1,,,60,0
11736,note_on,2,0,2,,,,,,,,,1,,,59,110
11758,note_on,22,0,2,,,,,,,,,1,,,59,0
11760,note_on,2,0,2,,,,,,,,,1,,,60,110
11782,note_on,22,0,2,,,,,,,,,1,,,60,0
11784,note_on,2,0,2,,,,,,,,,1,,,54,110
11806,note_on,22,0,2,,,,,,,,,1,,,54,0
11808,note_on,2,0,2,,,,,,,,,1,,,59,110
11830,note_on,118,0,1,,,,,,,,,0,,,64,0
11832,note_on,2,0,1,,,,,,,,,0,,,61,110
11854,note_on,22,0,1,,,,,,,,,0,,,61,0
11856,note_on,2,0,1,,,,,,,,,0,,,62,110
11878,note_on,22,0,1,,,,,,,,,0,,,62,0
11880,note_on,2,0,1,,,,,,,,,0,,,69,110
11902,note_on,94,0,2,,,,,,,,,1,,,59,0
11902,note_on,22,0,1,,,,,,,,,0,,,69,0
11904,note_on,2,0,1,,,,,,,,,0,,,69,110
11926,note_on,22,0,1,,,,,,,,,0,,,69,0
11928,note_on,2,0,1,,,,,,,,,0,,,66,110
11950,note_on,22,0,1,,,,,,,,,0,,,66,0
11952,note_on,2,0,1,,,,,,,,,0,,,68,110
11974,note_on,22,0,1,,,,,,,,,0,,,68,0
11976,note_on,2,0,1,,,,,,,,,0,,,76,110
11998,note_on,22,0,1,,,,,,,,,0,,,76,0
12000,note_on,2,0,1,,,,,,,,,0,,,74,110
12000,note_on,98,0,2,,,,,,,,,1,,,47,110
12022,note_on,22,0,1,,,,,,,,,0,,,74,0
12024,note_on,2,0,1,,,,,,,,,0,,,73,110
12046,note_on,22,0,1,,,,,,,,,0,,,73,0
12048,note_on,2,0,1,,,,,,,,,0,,,74,110
12070,note_on,22,0,1,,,,,,,,,0,,,74,0
12072,note_on,2,0,1,,,,,,,,,0,,,68,110
12094,note_on,22,0,1,,,,,,,,,0,,,68,0
12096,note_on,2,0,1,,,,,,,,,0,,,72,110
12118,note_on,118,0,2,,,,,,,,,1,,,47,0
12120,note_on,2,0,2,,,,,,,,,1,,,44,110
12128,note_on,32,0,1,,,,,,,,,0,,,72,0
12142,note_on,22,0,2,,,,,,,,,1,,,44,0
12144,note_on,2,0,2,,,,,,,,,1,,,45,110
12166,note_on,22,0,2,,,,,,,,,1,,,45,0
12168,note_on,2,0,2,,,,,,,,,1,,,50,110
12190,note_on,22,0,2,,,,,,,,,1,,,50,0
12192,note_on,2,0,2,,,,,,,,,1,,,50,110
12214,note_on,22,0,2,,,,,,,,,1,,,50,0
12216,note_on,2,0,2,,,,,,,,,1,,,47,110
12238,note_on,22,0,2,,,,,,,,,1,,,47,0
12240,note_on,2,0,2,,,,,,,,,1,,,48,110
12262,note_on,22,0,2,,,,,,,,,1,,,48,0
12264,note_on,2,0,2,,,,,,,,,1,,,59,110
12286,note_on,22,0,2,,,,,,,,,1,,,59,0
12288,note_on,2,0,2,,,,,,,,,1,,,57,110
12288,note_on,160,0,1,,,,,,,,,0,,,60,110
12310,note_on,22,0,2,,,,,,,,,1,,,57,0
12312,note_on,2,0,2,,,,,,,,,1,,,55,110
12334,note_on,22,0,2,,,,,,,,,1,,,55,0
12336,note_on,2,0,2,,,,,,,,,1,,,57,110
12358,note_on,22,0,2,,,,,,,,,1,,,57,0
12360,note_on,2,0,2,,,,,,,,,1,,,51,110
12382,note_on,22,0,2,,,,,,,,,1,,,51,0
12384,note_on,2,0,2,,,,,,,,,1,,,55,110
12406,note_on,118,0,1,,,,,,,,,0,,,60,0
12408,note_on,2,0,1,,,,,,,,,0,,,58,110
12430,note_on,22,0,1,,,,,,,,,0,,,58,0
12432,note_on,2,0,1,,,,,,,,,0,,,59,110
12454,note_on,22,0,1,,,,,,,,,0,,,59,0
12456,note_on,2,0,1,,,,,,,,,0,,,66,110
12478,note_on,94,0,2,,,,,,,,,1,,,55,0
12478,note_on,22,0,1,,,,,,,,,0,,,66,0
12480,note_on,2,0,1,,,,,,,,,0,,,66,110
12502,note_on,22,0,1,,,,,,,,,0,,,66,0
12504,note_on,2,0,1,,,,,,,,,0,,,63,110
12526,note_on,22,0,1,,,,,,,,,0,,,63,0
12528,note_on,2,0,1,,,,,,,,,0,,,64,110
12550,note_on,22,0,1,,,,,,,,,0,,,64,0
12552,note_on,2,0,1,,,,,,,,,0,,,72,110
12574,note_on,22,0,1,,,,,,,,,0,,,72,0
12576,note_on,98,0,2,,,,,,,,,1,,,43,110
12576,note_on,2,0,1,,,,,,,,,0,,,71,110
12598,note_on,22,0,1,,,,,,,,,0,,,71,0
12600,note_on,2,0,1,,,,,,,,,0,,,70,110
12622,note_on,22,0,1,,,,,,,,,0,,,70,0
12624,note_on,2,0,1,,,,,,,,,0,,,71,110
12646,note_on,22,0,1,,,,,,,,,0,,,71,0
12648,note_on,2,0,1,,,,,,,,,0,,,64,110
12670,note_on,22,0,1,,,,,,,,,0,,,64,0
12672,note_on,2,0,1,,,,,,,,,0,,,70,110
12694,note_on,118,0,2,,,,,,,,,1,,,43,0
12696,note_on,2,0,2,,,,,,,,,1,,,41,110
12704,note_on,32,0,1,,,,,,,,,0,,,70,0
12718,note_on,22,0,2,,,,,,,,,1,,,41,0
12720,note_on,2,0,2,,,,,,,,,1,,,42,110
12742,note_on,22,0,2,,,,,,,,,1,,,42,0
12744,note_on,2,0,2,,,,,,,,,1,,,47,110
12766,note_on,22,0,2,,,,,,,,,1,,,47,0
12768,note_on,2,0,2,,,,,,,,,1,,,47,110
12790,note_on,22,0,2,,,,,,,,,1,,,47,0
12792,note_on,2,0,2,,,,,,,,,1,,,44,110
12814,note_on,22,0,2,,,,,,,,,1,,,44,0
12816,note_on,2,0,2,,,,,,,,,1,,,46,110
12838,note_on,22,0,2,,,,,,,,,1,,,46,0
12840,note_on,2,0,2,,,,,,,,,1,,,54,110
12862,note_on,22,0,2,,,,,,,,,1,,,54,0
12864,note_on,2,0,2,,,,,,,,,1,,,52,110
12886,note_on,22,0,2,,,,,,,,,1,,,52,0
12888,note_on,2,0,2,,,,,,,,,1,,,50,110
12910,note_on,22,0,2,,,,,,,,,1,,,50,0
12912,note_on,2,0,2,,,,,,,,,1,,,52,110
12934,note_on,22,0,2,,,,,,,,,1,,,52,0
12936,note_on,2,0,2,,,,,,,,,1,,,46,110
12958,note_on,22,0,2,,,,,,,,,1,,,46,0
12960,note_on,2,0,2,,,,,,,,,1,,,50,110
12960,note_on,256,0,1,,,,,,,,,0,,,71,110
12982,note_on,22,0,1,,,,,,,,,0,,,71,0
12982,note_on,22,0,2,,,,,,,,,1,,,50,0
12984,note_on,2,0,1,,,,,,,,,0,,,73,110
12984,note_on,2,0,2,,,,,,,,,1,,,49,110
13006,note_on,22,0,2,,,,,,,,,1,,,49,0
13006,note_on,22,0,1,,,,,,,,,0,,,73,0
13008,note_on,2,0,2,,,,,,,,,1,,,47,110
13008,note_on,2,0,1,,,,,,,,,0,,,74,110
13030,note_on,22,0,1,,,,,,,,,0,,,74,0
13032,note_on,2,0,1,,,,,,,,,0,,,76,110
13054,note_on,46,0,2,,,,,,,,,1,,,47,0
13054,note_on,22,0,1,,,,,,,,,0,,,76,0
13056,note_on,2,0,1,,,,,,,,,0,,,78,110
13078,note_on,22,0,1,,,,,,,,,0,,,78,0
13080,note_on,2,0,1,,,,,,,,,0,,,80,110
13102,note_on,22,0,1,,,,,,,,,0,,,80,0
13104,note_on,2,0,1,,,,,,,,,0,,,82,110
13126,note_on,22,0,1,,,,,,,,,0,,,82,0
13128,note_on,2,0,1,,,,,,,,,0,,,83,110
13150,note_on,22,0,1,,,,,,,,,0,,,83,0
13152,note_on,2,0,1,,,,,,,,,0,,,82,110
13174,note_on,22,0,1,,,,,,,,,0,,,82,0
13176,note_on,2,0,1,,,,,,,,,0,,,80,110
13198,note_on,22,0,1,,,,,,,,,0,,,80,0
13200,note_on,2,0,1,,,,,,,,,0,,,78,110
13222,note_on,22,0,1,,,,,,,,,0,,,78,0
13224,note_on,2,0,1,,,,,,,,,0,,,76,110
13246,note_on,22,0,1,,,,,,,,,0,,,76,0
13248,note_on,2,0,1,,,,,,,,,0,,,74,110
13248,note_on,194,0,2,,,,,,,,,1,,,47,110
13270,note_on,22,0,1,,,,,,,,,0,,,74,0
13270,note_on,22,0,2,,,,,,,,,1,,,47,0
13272,note_on,2,0,1,,,,,,,,,0,,,73,110
13272,note_on,2,0,2,,,,,,,,,1,,,49,110
13294,note_on,22,0,1,,,,,,,,,0,,,73,0
13294,note_on,22,0,2,,,,,,,,,1,,,49,0
13296,note_on,2,0,1,,,,,,,,,0,,,71,110
13296,note_on,2,0,2,,,,,,,,,1,,,50,110
13318,note_on,22,0,2,,,,,,,,,1,,,50,0
13318,note_on,22,0,1,,,,,,,,,0,,,71,0
13320,note_on,2,0,2,,,,,,,,,1,,,52,110
13320,note_on,2,0,1,,,,,,,,,0,,,73,110
13342,note_on,22,0,2,,,,,,,,,1,,,52,0
13342,note_on,22,0,1,,,,,,,,,0,,,73,0
13344,note_on,2,0,2,,,,,,,,,1,,,54,110
13344,note_on,2,0,1,,,,,,,,,0,,,74,110
13366,note_on,22,0,1,,,,,,,,,0,,,74,0
13366,note_on,22,0,2,,,,,,,,,1,,,54,0
13368,note_on,2,0,2,,,,,,,,,1,,,56,110
13368,note_on,2,0,1,,,,,,,,,0,,,76,110
13390,note_on,22,0,2,,,,,,,,,1,,,56,0
13390,note_on,22,0,1,,,,,,,,,0,,,76,0
13392,note_on,2,0,2,,,,,,,,,1,,,58,110
13392,note_on,2,0,1,,,,,,,,,0,,,78,110
13414,note_on,22,0,1,,,,,,,,,0,,,78,0
13414,note_on,22,0,2,,,,,,,,,1,,,58,0
13416,note_on,2,0,2,,,,,,,,,1,,,59,110
13416,note_on,2,0,1,,,,,,,,,0,,,79,110
13438,note_on,22,0,2,,,,,,,,,1,,,59,0
13438,note_on,22,0,1,,,,,,,,,0,,,79,0
13440,note_on,2,0,2,,,,,,,,,1,,,58,110
13440,note_on,2,0,1,,,,,,,,,0,,,78,110
13462,note_on,22,0,1,,,,,,,,,0,,,78,0
13462,note_on,22,0,2,,,,,,,,,1,,,58,0
13464,note_on,2,0,1,,,,,,,,,0,,,76,110
13464,note_on,2,0,2,,,,,,,,,1,,,56,110
13486,note_on,22,0,2,,,,,,,,,1,,,56,0
13486,note_on,22,0,1,,,,,,,,,0,,,76,0
13488,note_on,2,0,1,,,,,,,,,0,,,74,110
13488,note_on,2,0,2,,,,,,,,,1,,,54,110
13510,note_on,22,0,2,,,,,,,,,1,,,54,0
13510,note_on,22,0,1,,,,,,,,,0,,,74,0
13512,note_on,2,0,1,,,,,,,,,0,,,73,110
13512,note_on,2,0,2,,,,,,,,,1,,,52,110
13534,note_on,22,0,1,,,,,,,,,0,,,73,0
13534,note_on,22,0,2,,,,,,,,,1,,,52,0
13536,note_on,2,0,2,,,,,,,,,1,,,50,110
13536,note_on,2,0,1,,,,,,,,,0,,,71,110
13558,note_on,22,0,2,,,,,,,,,1,,,50,0
13558,note_on,22,0,1,,,,,,,,,0,,,71,0
13560,note_on,2,0,2,,,,,,,,,1,,,49,110
13560,note_on,2,0,1,,,,,,,,,0,,,73,110
13582,note_on,22,0,2,,,,,,,,,1,,,49,0
13582,note_on,22,0,1,,,,,,,,,0,,,73,0
13584,note_on,2,0,1,,,,,,,,,0,,,74,110
13584,note_on,2,0,2,,,,,,,,,1,,,47,110
13606,note_on,22,0,2,,,,,,,,,1,,,47,0
13606,note_on,22,0,1,,,,,,,,,0,,,74,0
13608,note_on,2,0,1,,,,,,,,,0,,,76,110
13608,note_on,2,0,2,,,,,,,,,1,,,49,110
13630,note_on,22,0,1,,,,,,,,,0,,,76,0
13630,note_on,22,0,2,,,,,,,,,1,,,49,0
13632,note_on,2,0,1,,,,,,,,,0,,,78,110
13632,note_on,2,0,2,,,,,,,,,1,,,50,110
13654,note_on,22,0,2,,,,,,,,,1,,,50,0
13654,note_on,22,0,1,,,,,,,,,0,,,78,0
13656,note_on,2,0,1,,,,,,,,,0,,,80,110
13656,note_on,2,0,2,,,,,,,,,1,,,52,110
13678,note_on,22,0,2,,,,,,,,,1,,,52,0
13678,note_on,22,0,1,,,,,,,,,0,,,80,0
13680,note_on,2,0,2,,,,,,,,,1,,,54,110
13680,note_on,2,0,1,,,,,,,,,0,,,82,110
13702,note_on,22,0,2,,,,,,,,,1,,,54,0
13702,note_on,22,0,1,,,,,,,,,0,,,82,0
13704,note_on,2,0,1,,,,,,,,,0,,,83,110
13704,note_on,2,0,2,,,,,,,,,1,,,55,110
13726,note_on,22,0,2,,,,,,,,,1,,,55,0
13726,note_on,22,0,1,,,,,,,,,0,,,83,0
13728,note_on,2,0,2,,,,,,,,,1,,,54,110
13728,note_on,2,0,1,,,,,,,,,0,,,82,110
13750,note_on,22,0,2,,,,,,,,,1,,,54,0
13750,note_on,22,0,1,,,,,,,,,0,,,82,0
13752,note_on,2,0,2,,,,,,,,,1,,,52,110
13752,note_on,2,0,1,,,,,,,,,0,,,80,110
13774,note_on,22,0,1,,,,,,,,,0,,,80,0
13774,note_on,22,0,2,,,,,,,,,1,,,52,0
13776,note_on,2,0,2,,,,,,,,,1,,,50,110
13776,note_on,2,0,1,,,,,,,,,0,,,78,110
13798,note_on,22,0,1,,,,,,,,,0,,,78,0
13798,note_on,22,0,2,,,,,,,,,1,,,50,0
13800,note_on,2,0,1,,,,,,,,,0,,,76,110
13800,note_on,2,0,2,,,,,,,,,1,,,49,110
13822,note_on,22,0,1,,,,,,,,,0,,,76,0
13822,note_on,22,0,2,,,,,,,,,1,,,49,0
13824,note_on,2,0,1,,,,,,,,,0,,,74,110
13824,note_on,2,0,2,,,,,,,,,1,,,47,110
13846,note_on,22,0,1,,,,,,,,,0,,,74,0
13846,note_on,22,0,2,,,,,,,,,1,,,47,0
13848,note_on,2,0,1,,,,,,,,,0,,,73,110
13848,note_on,2,0,2,,,,,,,,,1,,,49,110
13870,note_on,22,0,2,,,,,,,,,1,,,49,0
13870,note_on,22,0,1,,,,,,,,,0,,,73,0
13872,note_on,2,0,2,,,,,,,,,1,,,50,110
13872,note_on,2,0,1,,,,,,,,,0,,,71,110
13894,note_on,22,0,2,,,,,,,,,1,,,50,0
13894,note_on,22,0,1,,,,,,,,,0,,,71,0
13896,note_on,2,0,1,,,,,,,,,0,,,73,110
13896,note_on,2,0,2,,,,,,,,,1,,,52,110
13918,note_on,22,0,1,,,,,,,,,0,,,73,0
13918,note_on,22,0,2,,,,,,,,,1,,,52,0
13920,note_on,2,0,1,,,,,,,,,0,,,74,110
13920,note_on,2,0,2,,,,,,,,,1,,,54,110
13942,note_on,22,0,1,,,,,,,,,0,,,74,0
13942,note_on,22,0,2,,,,,,,,,1,,,54,0
13944,note_on,2,0,1,,,,,,,,,0,,,76,110
13944,note_on,2,0,2,,,,,,,,,1,,,56,110
13966,note_on,22,0,1,,,,,,,,,0,,,76,0
13966,note_on,22,0,2,,,,,,,,,1,,,56,0
13968,note_on,2,0,2,,,,,,,,,1,,,58,110
13968,note_on,2,0,1,,,,,,,,,0,,,78,110
13990,note_on,22,0,1,,,,,,,,,0,,,78,0
13990,note_on,22,0,2,,,,,,,,,1,,,58,0
13992,note_on,2,0,2,,,,,,,,,1,,,59,110
13992,note_on,2,0,1,,,,,,,,,0,,,79,110
14014,note_on,22,0,2,,,,,,,,,1,,,59,0
14014,note_on,22,0,1,,,,,,,,,0,,,79,0
14016,note_on,2,0,2,,,,,,,,,1,,,58,110
14016,note_on,2,0,1,,,,,,,,,0,,,78,110
14038,note_on,22,0,1,,,,,,,,,0,,,78,0
14038,note_on,22,0,2,,,,,,,,,1,,,58,0
14040,note_on,2,0,2,,,,,,,,,1,,,56,110
14040,note_on,2,0,1,,,,,,,,,0,,,76,110
14062,note_on,22,0,1,,,,,,,,,0,,,76,0
14062,note_on,22,0,2,,,,,,,,,1,,,56,0
14064,note_on,2,0,1,,,,,,,,,0,,,74,110
14064,note_on,2,0,2,,,,,,,,,1,,,54,110
14086,note_on,22,0,2,,,,,,,,,1,,,54,0
14086,note_on,22,0,1,,,,,,,,,0,,,74,0
14088,note_on,2,0,1,,,,,,,,,0,,,73,110
14088,note_on,2,0,2,,,,,,,,,1,,,52,110
14110,note_on,22,0,1,,,,,,,,,0,,,73,0
14110,note_on,22,0,2,,,,,,,,,1,,,52,0
14112,note_on,2,0,1,,,,,,,,,0,,,71,110
14112,note_on,2,0,2,,,,,,,,,1,,,50,110
14134,note_on,22,0,2,,,,,,,,,1,,,50,0
14136,note_on,2,0,2,,,,,,,,,1,,,49,110
14144,note_on,32,0,1,,,,,,,,,0,,,71,0
14158,note_on,22,0,2,,,,,,,,,1,,,49,0
14160,note_on,2,0,2,,,,,,,,,1,,,47,110
14206,note_on,46,0,2,,,,,,,,,1,,,47,0
14208,note_on,64,0,1,,,,,,,,,0,,,83,110
14256,note_on,50,0,2,,,,,,,,,1,,,55,110
14302,note_on,46,0,2,,,,,,,,,1,,,55,0
14304,note_on,96,0,1,,,,,,,,,0,,,83,0
14304,note_on,0,0,1,,,,,,,,,0,,,71,110
14304,note_on,2,0,2,,,,,,,,,1,,,54,110
14350,note_on,46,0,2,,,,,,,,,1,,,54,0
14352,note_on,2,0,2,,,,,,,,,1,,,53,110
14398,note_on,46,0,2,,,,,,,,,1,,,53,0
14400,note_on,96,0,1,,,,,,,,,0,,,71,0
14400,note_on,2,0,2,,,,,,,,,1,,,53,110
14400,note_on,0,0,1,,,,,,,,,0,,,70,110
14422,note_on,22,0,2,,,,,,,,,1,,,53,0
14424,note_on,2,0,2,,,,,,,,,1,,,54,110
14432,note_on,32,0,1,,,,,,,,,0,,,70,0
14446,note_on,22,0,2,,,,,,,,,1,,,54,0
14448,note_on,2,0,2,,,,,,,,,1,,,42,110
14494,note_on,46,0,2,,,,,,,,,1,,,42,0
14496,note_on,64,0,1,,,,,,,,,0,,,81,110
14544,note_on,50,0,2,,,,,,,,,1,,,53,110
14590,note_on,46,0,2,,,,,,,,,1,,,53,0
14592,note_on,2,0,2,,,,,,,,,1,,,52,110
14592,note_on,96,0,1,,,,,,,,,0,,,81,0
14592,note_on,0,0,1,,,,,,,,,0,,,69,110
14638,note_on,46,0,2,,,,,,,,,1,,,52,0
14640,note_on,2,0,2,,,,,,,,,1,,,51,110
14686,note_on,46,0,2,,,,,,,,,1,,,51,0
14688,note_on,0,0,1,,,,,,,,,0,,,68,110
14688,note_on,96,0,1,,,,,,,,,0,,,69,0
14688,note_on,2,0,2,,,,,,,,,1,,,51,110
14710,note_on,22,0,2,,,,,,,,,1,,,51,0
14712,note_on,2,0,2,,,,,,,,,1,,,52,110
14720,note_on,32,0,1,,,,,,,,,0,,,68,0
14734,note_on,22,0,2,,,,,,,,,1,,,52,0
14736,note_on,2,0,2,,,,,,,,,1,,,40,110
14782,note_on,46,0,2,,,,,,,,,1,,,40,0
14784,note_on,64,0,1,,,,,,,,,0,,,79,110
14808,note_on,26,0,2,,,,,,,,,1,,,52,110
14830,note_on,22,0,2,,,,,,,,,1,,,52,0
14832,note_on,2,0,2,,,,,,,,,1,,,55,110
14854,note_on,22,0,2,,,,,,,,,1,,,55,0
14856,note_on,2,0,2,,,,,,,,,1,,,59,110
14878,note_on,22,0,2,,,,,,,,,1,,,59,0
14878,note_on,94,0,1,,,,,,,,,0,,,79,0
14880,note_on,2,0,2,,,,,,,,,1,,,64,110
14880,note_on,2,0,1,,,,,,,,,0,,,67,110
14902,note_on,22,0,2,,,,,,,,,1,,,64,0
