tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,control,value,channel,program,note,velocity
176638,note_on,94,0,4,,,,,,,,,,3,,43,0
176640,note_on,2,0,4,,,,,,,,,,3,,45,92
176640,note_on,2,0,1,,,,,,,,,,0,,78,92
176734,note_on,94,0,1,,,,,,,,,,0,,78,0
176734,note_on,94,0,4,,,,,,,,,,3,,45,0
176736,note_on,2,0,1,,,,,,,,,,0,,79,92
176736,note_on,2,0,4,,,,,,,,,,3,,47,92
176830,note_on,94,0,4,,,,,,,,,,3,,47,0
176832,note_on,2,0,4,,,,,,,,,,3,,48,92
176896,note_on,160,0,1,,,,,,,,,,0,,79,0
176926,note_on,94,0,4,,,,,,,,,,3,,48,0
176928,note_on,32,0,1,,,,,,,,,,0,,71,92
176928,note_on,2,0,4,,,,,,,,,,3,,50,92
177022,note_on,94,0,1,,,,,,,,,,0,,71,0
177024,note_on,2,0,1,,,,,,,,,,0,,72,92
177070,note_on,46,0,1,,,,,,,,,,0,,72,0
177072,note_on,2,0,1,,,,,,,,,,0,,74,92
177118,note_on,46,0,1,,,,,,,,,,0,,74,0
177120,note_on,2,0,1,,,,,,,,,,0,,72,92
177120,note_on,4256,0,3,,,,,,,,,,2,,55,92
177214,note_on,94,0,1,,,,,,,,,,0,,72,0
177216,note_on,2,0,1,,,,,,,,,,0,,71,92
177280,note_on,160,0,3,,,,,,,,,,2,,55,0
177310,note_on,94,0,1,,,,,,,,,,0,,71,0
177312,note_on,32,0,3,,,,,,,,,,2,,54,92
177312,note_on,2,0,1,,,,,,,,,,0,,69,92
177406,note_on,94,0,1,,,,,,,,,,0,,69,0
177408,note_on,2,0,1,,,,,,,,,,0,,71,92
177456,note_on,528,0,4,,,,,,,,,,3,,50,0
177472,note_on,160,0,3,,,,,,,,,,2,,54,0
177502,note_on,94,0,1,,,,,,,,,,0,,71,0
177504,note_on,2,0,1,,,,,,,,,,0,,69,92
177504,note_on,48,0,4,,,,,,,,,,3,,55,92
177598,note_on,94,0,4,,,,,,,,,,3,,55,0
177600,note_on,2,0,4,,,,,,,,,,3,,50,92
177694,note_on,94,0,4,,,,,,,,,,3,,50,0
177696,note_on,2,0,4,,,,,,,,,,3,,47,92
177790,note_on,94,0,4,,,,,,,,,,3,,47,0
177792,note_on,2,0,4,,,,,,,,,,3,,50,92
177840,note_on,336,0,1,,,,,,,,,,0,,69,0
177886,note_on,94,0,4,,,,,,,,,,3,,50,0
177888,note_on,48,0,1,,,,,,,,,,0,,67,92
177888,note_on,2,0,4,,,,,,,,,,3,,43,92
178048,note_on,160,0,4,,,,,,,,,,3,,43,0
178048,note_on,160,0,1,,,,,,,,,,0,,67,0
178080,note_on,32,0,4,,,,,,,,,,3,,50,92
178080,note_on,32,0,1,,,,,,,,,,0,,69,92
178102,note_on,22,0,1,,,,,,,,,,0,,69,0
178104,note_on,2,0,1,,,,,,,,,,0,,67,92
178126,note_on,22,0,1,,,,,,,,,,0,,67,0
178128,note_on,2,0,1,,,,,,,,,,0,,69,92
178174,note_on,94,0,4,,,,,,,,,,3,,50,0
178176,note_on,2,0,4,,,,,,,,,,3,,54,92
178270,note_on,94,0,4,,,,,,,,,,3,,54,0
178270,note_on,142,0,1,,,,,,,,,,0,,69,0
178272,note_on,2,0,4,,,,,,,,,,3,,57,92
178272,note_on,2,0,1,,,,,,,,,,0,,69,92
178366,note_on,94,0,4,,,,,,,,,,3,,57,0
178368,note_on,2,0,4,,,,,,,,,,3,,62,92
178432,note_on,160,0,1,,,,,,,,,,0,,69,0
178462,note_on,94,0,4,,,,,,,,,,3,,62,0
178464,note_on,2,0,4,,,,,,,,,,3,,52,92
178464,note_on,32,0,1,,,,,,,,,,0,,69,92
178558,note_on,94,0,4,,,,,,,,,,3,,52,0
178560,note_on,2,0,4,,,,,,,,,,3,,61,92
178624,note_on,160,0,1,,,,,,,,,,0,,69,0
178654,note_on,94,0,4,,,,,,,,,,3,,61,0
178656,note_on,32,0,1,,,,,,,,,,0,,69,92
178656,note_on,2,0,4,,,,,,,,,,3,,54,92
178750,note_on,94,0,4,,,,,,,,,,3,,54,0
178752,note_on,2,0,4,,,,,,,,,,3,,62,92
178816,note_on,160,0,1,,,,,,,,,,0,,69,0
178846,note_on,94,0,4,,,,,,,,,,3,,62,0
178848,note_on,2,0,4,,,,,,,,,,3,,54,92
178848,note_on,32,0,1,,,,,,,,,,0,,74,92
178942,note_on,94,0,4,,,,,,,,,,3,,54,0
178942,note_on,94,0,1,,,,,,,,,,0,,74,0
178944,note_on,2,0,1,,,,,,,,,,0,,73,92
178944,note_on,2,0,4,,,,,,,,,,3,,52,92
179038,note_on,94,0,4,,,,,,,,,,3,,52,0
179038,note_on,94,0,1,,,,,,,,,,0,,73,0
179040,note_on,2,0,4,,,,,,,,,,3,,50,92
179040,note_on,2,0,1,,,,,,,,,,0,,74,92
179134,note_on,94,0,4,,,,,,,,,,3,,50,0
179136,note_on,2,0,4,,,,,,,,,,3,,52,92
179200,note_on,160,0,1,,,,,,,,,,0,,74,0
179230,note_on,94,0,4,,,,,,,,,,3,,52,0
179232,note_on,32,0,1,,,,,,,,,,0,,69,92
179232,note_on,2,0,4,,,,,,,,,,3,,54,92
179326,note_on,94,0,4,,,,,,,,,,3,,54,0
179328,note_on,2,0,4,,,,,,,,,,3,,57,92
179392,note_on,160,0,1,,,,,,,,,,0,,69,0
179422,note_on,94,0,4,,,,,,,,,,3,,57,0
179424,note_on,32,0,1,,,,,,,,,,0,,72,92
179424,note_on,2,0,4,,,,,,,,,,3,,55,92
179454,note_on,30,0,1,,,,,,,,,,0,,72,0
179456,note_on,2,0,1,,,,,,,,,,0,,71,92
179486,note_on,30,0,1,,,,,,,,,,0,,71,0
179488,note_on,2,0,1,,,,,,,,,,0,,72,92
179518,note_on,94,0,4,,,,,,,,,,3,,55,0
179518,note_on,30,0,1,,,,,,,,,,0,,72,0
179520,note_on,2,0,1,,,,,,,,,,0,,71,92
179520,note_on,2,0,4,,,,,,,,,,3,,54,92
179550,note_on,30,0,1,,,,,,,,,,0,,71,0
179552,note_on,2,0,1,,,,,,,,,,0,,69,92
179582,note_on,30,0,1,,,,,,,,,,0,,69,0
179584,note_on,2,0,1,,,,,,,,,,0,,71,92
179614,note_on,94,0,4,,,,,,,,,,3,,54,0
179614,note_on,30,0,1,,,,,,,,,,0,,71,0
179616,note_on,2,0,1,,,,,,,,,,0,,72,92
179616,note_on,2,0,4,,,,,,,,,,3,,52,92
179710,note_on,94,0,4,,,,,,,,,,3,,52,0
179712,note_on,2,0,4,,,,,,,,,,3,,50,92
179776,note_on,160,0,1,,,,,,,,,,0,,72,0
179806,note_on,94,0,4,,,,,,,,,,3,,50,0
179808,note_on,2,0,4,,,,,,,,,,3,,55,92
179808,note_on,32,0,1,,,,,,,,,,0,,71,92
179830,note_on,22,0,1,,,,,,,,,,0,,71,0
179832,note_on,2,0,1,,,,,,,,,,0,,69,92
179854,note_on,22,0,1,,,,,,,,,,0,,69,0
179856,note_on,2,0,1,,,,,,,,,,0,,71,92
179968,note_on,160,0,4,,,,,,,,,,3,,55,0
179998,note_on,142,0,1,,,,,,,,,,0,,71,0
180000,note_on,32,0,4,,,,,,,,,,3,,57,92
180000,note_on,2,0,1,,,,,,,,,,0,,69,92
180094,note_on,94,0,1,,,,,,,,,,0,,69,0
180096,note_on,2,0,1,,,,,,,,,,0,,71,92
180160,note_on,160,0,4,,,,,,,,,,3,,57,0
180190,note_on,94,0,1,,,,,,,,,,0,,71,0
180192,note_on,32,0,4,,,,,,,,,,3,,59,92
180192,note_on,2,0,1,,,,,,,,,,0,,67,92
180352,note_on,160,0,4,,,,,,,,,,3,,59,0
180352,note_on,160,0,1,,,,,,,,,,0,,67,0
180384,note_on,32,0,4,,,,,,,,,,3,,52,92
180384,note_on,32,0,1,,,,,,,,,,0,,79,92
180406,note_on,22,0,1,,,,,,,,,,0,,79,0
180408,note_on,2,0,1,,,,,,,,,,0,,78,92
180430,note_on,22,0,1,,,,,,,,,,0,,78,0
180432,note_on,2,0,1,,,,,,,,,,0,,79,92
180478,note_on,94,0,4,,,,,,,,,,3,,52,0
180480,note_on,2,0,4,,,,,,,,,,3,,54,92
180574,note_on,94,0,4,,,,,,,,,,3,,54,0
180574,note_on,142,0,1,,,,,,,,,,0,,79,0
180576,note_on,2,0,4,,,,,,,,,,3,,55,92
180576,note_on,2,0,1,,,,,,,,,,0,,79,92
180670,note_on,94,0,4,,,,,,,,,,3,,55,0
180672,note_on,2,0,4,,,,,,,,,,3,,54,92
180736,note_on,160,0,1,,,,,,,,,,0,,79,0
180766,note_on,94,0,4,,,,,,,,,,3,,54,0
180768,note_on,32,0,1,,,,,,,,,,0,,79,92
180768,note_on,2,0,4,,,,,,,,,,3,,52,92
180862,note_on,94,0,4,,,,,,,,,,3,,52,0
180864,note_on,2,0,4,,,,,,,,,,3,,50,92
180928,note_on,160,0,1,,,,,,,,,,0,,79,0
180958,note_on,94,0,4,,,,,,,,,,3,,50,0
180960,note_on,2,0,4,,,,,,,,,,3,,49,92
180960,note_on,32,0,1,,,,,,,,,,0,,79,92
181054,note_on,94,0,1,,,,,,,,,,0,,79,0
181056,note_on,2,0,1,,,,,,,,,,0,,78,92
181120,note_on,160,0,4,,,,,,,,,,3,,49,0
181150,note_on,94,0,1,,,,,,,,,,0,,78,0
181152,note_on,2,0,1,,,,,,,,,,0,,76,92
181152,note_on,32,0,4,,,,,,,,,,3,,57,92
181246,note_on,94,0,1,,,,,,,,,,0,,76,0
181248,note_on,2,0,1,,,,,,,,,,0,,74,92
181312,note_on,160,0,4,,,,,,,,,,3,,57,0
181342,note_on,94,0,1,,,,,,,,,,0,,74,0
181344,note_on,32,0,4,,,,,,,,,,3,,55,92
181344,note_on,2,0,1,,,,,,,,,,0,,73,92
181438,note_on,94,0,1,,,,,,,,,,0,,73,0
181440,note_on,2,0,1,,,,,,,,,,0,,71,92
181504,note_on,160,0,4,,,,,,,,,,3,,55,0
181534,note_on,94,0,1,,,,,,,,,,0,,71,0
181536,note_on,4064,0,3,,,,,,,,,,2,,54,92
181536,note_on,2,0,1,,,,,,,,,,0,,69,92
181536,note_on,32,0,4,,,,,,,,,,3,,54,92
181696,note_on,160,0,1,,,,,,,,,,0,,69,0
181728,note_on,32,0,1,,,,,,,,,,0,,74,92
181750,note_on,22,0,1,,,,,,,,,,0,,74,0
181752,note_on,2,0,1,,,,,,,,,,0,,72,92
181774,note_on,22,0,1,,,,,,,,,,0,,72,0
181776,note_on,2,0,1,,,,,,,,,,0,,74,92
181872,note_on,336,0,3,,,,,,,,,,2,,54,0
181872,note_on,336,0,4,,,,,,,,,,3,,54,0
181918,note_on,142,0,1,,,,,,,,,,0,,74,0
181920,note_on,48,0,3,,,,,,,,,,2,,52,92
181920,note_on,48,0,4,,,,,,,,,,3,,52,92
181920,note_on,2,0,1,,,,,,,,,,0,,74,92
181950,note_on,30,0,1,,,,,,,,,,0,,74,0
181952,note_on,2,0,1,,,,,,,,,,0,,73,92
181982,note_on,30,0,1,,,,,,,,,,0,,73,0
181984,note_on,2,0,1,,,,,,,,,,0,,74,92
182014,note_on,30,0,1,,,,,,,,,,0,,74,0
182016,note_on,2,0,1,,,,,,,,,,0,,73,92
182046,note_on,30,0,1,,,,,,,,,,0,,73,0
182048,note_on,2,0,1,,,,,,,,,,0,,71,92
182078,note_on,30,0,1,,,,,,,,,,0,,71,0
182080,note_on,160,0,3,,,,,,,,,,2,,52,0
182080,note_on,2,0,1,,,,,,,,,,0,,73,92
182080,note_on,160,0,4,,,,,,,,,,3,,52,0
182110,note_on,30,0,1,,,,,,,,,,0,,73,0
182112,note_on,32,0,4,,,,,,,,,,3,,50,92
182112,note_on,2,0,1,,,,,,,,,,0,,74,92
182134,note_on,22,0,1,,,,,,,,,,0,,74,0
182136,note_on,2,0,1,,,,,,,,,,0,,73,92
182158,note_on,22,0,1,,,,,,,,,,0,,73,0
182160,note_on,2,0,1,,,,,,,,,,0,,74,92
182206,note_on,94,0,4,,,,,,,,,,3,,50,0
182208,note_on,2,0,4,,,,,,,,,,3,,45,92
182302,note_on,94,0,4,,,,,,,,,,3,,45,0
182304,note_on,2,0,4,,,,,,,,,,3,,42,92
182398,note_on,94,0,4,,,,,,,,,,3,,42,0
182400,note_on,2,0,4,,,,,,,,,,3,,45,92
182494,note_on,94,0,4,,,,,,,,,,3,,45,0
182496,note_on,2,0,4,,,,,,,,,,3,,38,92
182640,note_on,480,0,1,,,,,,,,,,0,,74,0
182656,note_on,160,0,4,,,,,,,,,,3,,38,0
182688,note_on,32,0,4,,,,,,,,,,3,,40,92
182688,note_on,48,0,1,,,,,,,,,,0,,79,92
182848,note_on,160,0,1,,,,,,,,,,0,,79,0
182880,note_on,32,0,1,,,,,,,,,,0,,72,92
182902,note_on,22,0,1,,,,,,,,,,0,,72,0
182904,note_on,2,0,1,,,,,,,,,,0,,71,92
182926,note_on,22,0,1,,,,,,,,,,0,,71,0
182928,note_on,2,0,1,,,,,,,,,,0,,72,92
183024,note_on,336,0,4,,,,,,,,,,3,,40,0
183070,note_on,142,0,1,,,,,,,,,,0,,72,0
183072,note_on,2,0,1,,,,,,,,,,0,,72,92
183232,note_on,160,0,1,,,,,,,,,,0,,72,0
183264,note_on,240,0,4,,,,,,,,,,3,,57,92
183264,note_on,32,0,1,,,,,,,,,,0,,72,92
183358,note_on,94,0,4,,,,,,,,,,3,,57,0
183360,note_on,2,0,4,,,,,,,,,,3,,52,92
183424,note_on,160,0,1,,,,,,,,,,0,,72,0
183454,note_on,94,0,4,,,,,,,,,,3,,52,0
183456,note_on,32,0,1,,,,,,,,,,0,,76,92
183456,note_on,2,0,4,,,,,,,,,,3,,48,92
183550,note_on,94,0,4,,,,,,,,,,3,,48,0
183550,note_on,94,0,1,,,,,,,,,,0,,76,0
183552,note_on,2,0,4,,,,,,,,,,3,,52,92
183552,note_on,2,0,1,,,,,,,,,,0,,74,92
183646,note_on,94,0,1,,,,,,,,,,0,,74,0
183646,note_on,94,0,4,,,,,,,,,,3,,52,0
183648,note_on,2,0,1,,,,,,,,,,0,,72,92
183648,note_on,2,0,4,,,,,,,,,,3,,45,92
183742,note_on,94,0,4,,,,,,,,,,3,,45,0
183744,note_on,2,0,4,,,,,,,,,,3,,48,92
183808,note_on,160,0,1,,,,,,,,,,0,,72,0
183838,note_on,94,0,4,,,,,,,,,,3,,48,0
183840,note_on,32,0,1,,,,,,,,,,0,,81,92
183840,note_on,2,0,4,,,,,,,,,,3,,42,92
184000,note_on,160,0,1,,,,,,,,,,0,,81,0
184032,note_on,32,0,1,,,,,,,,,,0,,72,92
184054,note_on,22,0,1,,,,,,,,,,0,,72,0
184056,note_on,2,0,1,,,,,,,,,,0,,71,92
184078,note_on,22,0,1,,,,,,,,,,0,,71,0
184080,note_on,2,0,1,,,,,,,,,,0,,72,92
184176,note_on,336,0,4,,,,,,,,,,3,,42,0
184222,note_on,142,0,1,,,,,,,,,,0,,72,0
184224,note_on,2,0,1,,,,,,,,,,0,,72,92
184384,note_on,160,0,1,,,,,,,,,,0,,72,0
184416,note_on,32,0,1,,,,,,,,,,0,,71,92
184416,note_on,240,0,4,,,,,,,,,,3,,43,92
184510,note_on,94,0,1,,,,,,,,,,0,,71,0
184510,note_on,94,0,4,,,,,,,,,,3,,43,0
184512,note_on,2,0,4,,,,,,,,,,3,,47,92
184512,note_on,2,0,1,,,,,,,,,,0,,72,92
184606,note_on,94,0,4,,,,,,,,,,3,,47,0
184606,note_on,94,0,1,,,,,,,,,,0,,72,0
184608,note_on,2,0,1,,,,,,,,,,0,,71,92
184608,note_on,2,0,4,,,,,,,,,,3,,50,92
184702,note_on,94,0,4,,,,,,,,,,3,,50,0
184702,note_on,94,0,1,,,,,,,,,,0,,71,0
184704,note_on,2,0,4,,,,,,,,,,3,,55,92
184704,note_on,2,0,1,,,,,,,,,,0,,69,92
184798,note_on,94,0,1,,,,,,,,,,0,,69,0
184798,note_on,94,0,4,,,,,,,,,,3,,55,0
184800,note_on,2,0,4,,,,,,,,,,3,,48,92
184800,note_on,2,0,1,,,,,,,,,,0,,67,92
184894,note_on,94,0,4,,,,,,,,,,3,,48,0
184896,note_on,2,0,4,,,,,,,,,,3,,54,92
184960,note_on,160,0,1,,,,,,,,,,0,,67,0
184990,note_on,94,0,4,,,,,,,,,,3,,54,0
184992,note_on,32,0,1,,,,,,,,,,0,,74,92
184992,note_on,2,0,4,,,,,,,,,,3,,47,92
185014,note_on,22,0,1,,,,,,,,,,0,,74,0
185016,note_on,2,0,1,,,,,,,,,,0,,72,92
185038,note_on,22,0,1,,,,,,,,,,0,,72,0
185040,note_on,2,0,1,,,,,,,,,,0,,74,92
185086,note_on,94,0,4,,,,,,,,,,3,,47,0
185088,note_on,2,0,4,,,,,,,,,,3,,50,92
185182,note_on,94,0,4,,,,,,,,,,3,,50,0
185182,note_on,142,0,1,,,,,,,,,,0,,74,0
185184,note_on,2,0,4,,,,,,,,,,3,,54,92
185184,note_on,2,0,1,,,,,,,,,,0,,74,92
185278,note_on,94,0,4,,,,,,,,,,3,,54,0
185280,note_on,2,0,4,,,,,,,,,,3,,55,92
185344,note_on,160,0,1,,,,,,,,,,0,,74,0
185374,note_on,94,0,4,,,,,,,,,,3,,55,0
185376,note_on,32,0,1,,,,,,,,,,0,,74,92
185376,note_on,2,0,4,,,,,,,,,,3,,45,92
185470,note_on,94,0,4,,,,,,,,,,3,,45,0
185472,note_on,2,0,4,,,,,,,,,,3,,54,92
185536,note_on,160,0,1,,,,,,,,,,0,,74,0
185566,note_on,94,0,4,,,,,,,,,,3,,54,0
185568,note_on,2,0,4,,,,,,,,,,3,,43,92
185568,note_on,32,0,1,,,,,,,,,,0,,74,92
185662,note_on,94,0,4,,,,,,,,,,3,,43,0
185664,note_on,2,0,4,,,,,,,,,,3,,42,92
185728,note_on,160,0,1,,,,,,,,,,0,,74,0
185758,note_on,94,0,4,,,,,,,,,,3,,42,0
185760,note_on,2,0,4,,,,,,,,,,3,,43,92
185760,note_on,32,0,1,,,,,,,,,,0,,76,92
185854,note_on,94,0,4,,,,,,,,,,3,,43,0
185854,note_on,94,0,1,,,,,,,,,,0,,76,0
185856,note_on,2,0,4,,,,,,,,,,3,,45,92
185856,note_on,2,0,1,,,,,,,,,,0,,78,92
185950,note_on,94,0,4,,,,,,,,,,3,,45,0
185950,note_on,94,0,1,,,,,,,,,,0,,78,0
185952,note_on,2,0,4,,,,,,,,,,3,,47,92
185952,note_on,2,0,1,,,,,,,,,,0,,79,92
186046,note_on,94,0,4,,,,,,,,,,3,,47,0
186048,note_on,2,0,4,,,,,,,,,,3,,48,92
186112,note_on,160,0,1,,,,,,,,,,0,,79,0
186142,note_on,94,0,4,,,,,,,,,,3,,48,0
186144,note_on,32,0,1,,,,,,,,,,0,,71,92
186144,note_on,2,0,4,,,,,,,,,,3,,50,92
186238,note_on,94,0,1,,,,,,,,,,0,,71,0
186240,note_on,2,0,1,,,,,,,,,,0,,72,92
186286,note_on,46,0,1,,,,,,,,,,0,,72,0
186288,note_on,2,0,1,,,,,,,,,,0,,74,92
186334,note_on,46,0,1,,,,,,,,,,0,,74,0
186336,note_on,2,0,1,,,,,,,,,,0,,72,92
186336,note_on,4256,0,3,,,,,,,,,,2,,55,92
186430,note_on,94,0,1,,,,,,,,,,0,,72,0
186432,note_on,2,0,1,,,,,,,,,,0,,71,92
186496,note_on,160,0,3,,,,,,,,,,2,,55,0
186526,note_on,94,0,1,,,,,,,,,,0,,71,0
186528,note_on,32,0,3,,,,,,,,,,2,,54,92
186528,note_on,2,0,1,,,,,,,,,,0,,69,92
186622,note_on,94,0,1,,,,,,,,,,0,,69,0
186624,note_on,2,0,1,,,,,,,,,,0,,71,92
186672,note_on,528,0,4,,,,,,,,,,3,,50,0
186688,note_on,160,0,3,,,,,,,,,,2,,54,0
186718,note_on,94,0,1,,,,,,,,,,0,,71,0
186720,note_on,2,0,1,,,,,,,,,,0,,69,92
186720,note_on,48,0,4,,,,,,,,,,3,,55,92
186748,set_tempo,27100,1,0,504201,,,,,,,,,,,,
186777,set_tempo,29,1,0,508474,,,,,,,,,,,,
186806,set_tempo,29,1,0,512820,,,,,,,,,,,,
186814,note_on,94,0,4,,,,,,,,,,3,,55,0
186816,note_on,2,0,4,,,,,,,,,,3,,50,92
186835,set_tempo,29,1,0,517241,,,,,,,,,,,,
186863,set_tempo,28,1,0,521739,,,,,,,,,,,,
186892,set_tempo,29,1,0,526315,,,,,,,,,,,,
186910,note_on,94,0,4,,,,,,,,,,3,,50,0
186912,note_on,2,0,4,,,,,,,,,,3,,47,92
186921,set_tempo,29,1,0,530973,,,,,,,,,,,,
186950,set_tempo,29,1,0,535714,,,,,,,,,,,,
186979,set_tempo,29,1,0,540540,,,,,,,,,,,,
187006,note_on,94,0,4,,,,,,,,,,3,,47,0
187007,set_tempo,28,1,0,545454,,,,,,,,,,,,
187008,note_on,2,0,4,,,,,,,,,,3,,50,92
187036,set_tempo,29,1,0,550458,,,,,,,,,,,,
187056,note_on,336,0,1,,,,,,,,,,0,,69,0
187065,set_tempo,29,1,0,555555,,,,,,,,,,,,
187094,set_tempo,29,1,0,560747,,,,,,,,,,,,
187102,note_on,94,0,4,,,,,,,,,,3,,50,0
187104,note_on,2,0,4,,,,,,,,,,3,,43,92
187104,note_on,48,0,1,,,,,,,,,,0,,67,92
187123,set_tempo,29,1,0,566037,,,,,,,,,,,,
187151,set_tempo,28,1,0,571428,,,,,,,,,,,,
187180,set_tempo,29,1,0,576923,,,,,,,,,,,,
187209,set_tempo,29,1,0,582524,,,,,,,,,,,,
187238,set_tempo,29,1,0,588235,,,,,,,,,,,,
187264,note_on,160,0,1,,,,,,,,,,0,,67,0
187264,note_on,160,0,4,,,,,,,,,,3,,43,0
187267,set_tempo,29,1,0,594059,,,,,,,,,,,,
187296,set_tempo,29,1,0,600000,,,,,,,,,,,,
187680,note_on,416,0,1,,,,,,,,,,0,,71,92
187680,set_tempo,384,1,0,326086,,,,,,,,,,,,
187680,time_signature,0,1,0,,2,2,24,8,,,,,,,,
187774,note_on,94,0,1,,,,,,,,,,0,,71,0
187776,note_on,2,0,1,,,,,,,,,,0,,74,92
187870,note_on,94,0,1,,,,,,,,,,0,,74,0
187872,note_on,2,0,1,,,,,,,,,,0,,79,92
187902,note_on,30,0,1,,,,,,,,,,0,,79,0
187904,note_on,2,0,1,,,,,,,,,,0,,78,92
187934,note_on,30,0,1,,,,,,,,,,0,,78,0
187936,note_on,2,0,1,,,,,,,,,,0,,79,92
187968,note_on,704,0,4,,,,,,,,,,3,,62,92
188062,note_on,94,0,4,,,,,,,,,,3,,62,0
188064,note_on,2,0,4,,,,,,,,,,3,,59,92
188128,note_on,192,0,1,,,,,,,,,,0,,79,0
188158,note_on,94,0,4,,,,,,,,,,3,,59,0
188160,note_on,2,0,4,,,,,,,,,,3,,55,92
188160,note_on,32,0,1,,,,,,,,,,0,,81,92
188254,note_on,94,0,1,,,,,,,,,,0,,81,0
188254,note_on,94,0,4,,,,,,,,,,3,,55,0
188256,note_on,2,0,4,,,,,,,,,,3,,54,92
188256,note_on,2,0,1,,,,,,,,,,0,,83,92
188302,note_on,46,0,1,,,,,,,,,,0,,83,0
188304,note_on,2,0,1,,,,,,,,,,0,,81,92
188350,note_on,46,0,1,,,,,,,,,,0,,81,0
188350,note_on,94,0,4,,,,,,,,,,3,,54,0
188352,note_on,2,0,4,,,,,,,,,,3,,60,92
188352,note_on,2,0,1,,,,,,,,,,0,,83,92
188398,note_on,46,0,1,,,,,,,,,,0,,83,0
188400,note_on,2,0,1,,,,,,,,,,0,,81,92
188446,note_on,94,0,4,,,,,,,,,,3,,60,0
188446,note_on,46,0,1,,,,,,,,,,0,,81,0
188448,note_on,2,0,1,,,,,,,,,,0,,83,92
188448,note_on,2,0,4,,,,,,,,,,3,,57,92
188494,note_on,46,0,1,,,,,,,,,,0,,83,0
188496,note_on,2,0,1,,,,,,,,,,0,,81,92
188542,note_on,94,0,4,,,,,,,,,,3,,57,0
188542,note_on,46,0,1,,,,,,,,,,0,,81,0
188544,note_on,2,0,1,,,,,,,,,,0,,79,92
188544,note_on,2,0,4,,,,,,,,,,3,,54,92
188590,note_on,46,0,1,,,,,,,,,,0,,79,0
188592,note_on,2,0,1,,,,,,,,,,0,,81,92
188638,note_on,46,0,1,,,,,,,,,,0,,81,0
188638,note_on,94,0,4,,,,,,,,,,3,,54,0
188640,note_on,2,0,4,,,,,,,,,,3,,55,92
188640,note_on,2,0,1,,,,,,,,,,0,,83,92
188734,note_on,94,0,4,,,,,,,,,,3,,55,0
188736,note_on,2,0,4,,,,,,,,,,3,,59,92
188800,note_on,160,0,1,,,,,,,,,,0,,83,0
188830,note_on,94,0,4,,,,,,,,,,3,,59,0
188832,note_on,2,0,4,,,,,,,,,,3,,55,92
188832,note_on,32,0,1,,,,,,,,,,0,,81,92
188926,note_on,94,0,1,,,,,,,,,,0,,81,0
188926,note_on,94,0,4,,,,,,,,,,3,,55,0
188928,note_on,2,0,4,,,,,,,,,,3,,50,92
188928,note_on,2,0,1,,,,,,,,,,0,,83,92
189022,note_on,94,0,1,,,,,,,,,,0,,83,0
189022,note_on,94,0,4,,,,,,,,,,3,,50,0
189024,note_on,2,0,1,,,,,,,,,,0,,79,92
189024,note_on,2,0,4,,,,,,,,,,3,,47,92
189118,note_on,94,0,4,,,,,,,,,,3,,47,0
189120,note_on,2,0,4,,,,,,,,,,3,,50,92
189184,note_on,160,0,1,,,,,,,,,,0,,79,0
189214,note_on,94,0,4,,,,,,,,,,3,,50,0
189216,note_on,2,0,4,,,,,,,,,,3,,47,92
189216,note_on,32,0,1,,,,,,,,,,0,,74,92
189310,note_on,94,0,1,,,,,,,,,,0,,74,0
189310,note_on,94,0,4,,,,,,,,,,3,,47,0
189312,note_on,2,0,4,,,,,,,,,,3,,43,92
189312,note_on,2,0,1,,,,,,,,,,0,,71,92
189406,note_on,94,0,4,,,,,,,,,,3,,43,0
189406,note_on,94,0,1,,,,,,,,,,0,,71,0
189408,note_on,2,0,4,,,,,,,,,,3,,48,92
189408,note_on,2,0,1,,,,,,,,,,0,,76,92
189502,note_on,94,0,4,,,,,,,,,,3,,48,0
189504,note_on,2,0,4,,,,,,,,,,3,,43,92
189568,note_on,160,0,1,,,,,,,,,,0,,76,0
189598,note_on,94,0,4,,,,,,,,,,3,,43,0
189600,note_on,32,0,1,,,,,,,,,,0,,72,92
189600,note_on,2,0,4,,,,,,,,,,3,,52,92
189694,note_on,94,0,1,,,,,,,,,,0,,72,0
189694,note_on,94,0,4,,,,,,,,,,3,,52,0
189696,note_on,2,0,4,,,,,,,,,,3,,48,92
189696,note_on,2,0,1,,,,,,,,,,0,,69,92
189790,note_on,94,0,4,,,,,,,,,,3,,48,0
189790,note_on,94,0,1,,,,,,,,,,0,,69,0
189792,note_on,2,0,4,,,,,,,,,,3,,50,92
189792,note_on,2,0,1,,,,,,,,,,0,,66,92
189886,note_on,94,0,4,,,,,,,,,,3,,50,0
189888,note_on,2,0,4,,,,,,,,,,3,,45,92
189952,note_on,160,0,1,,,,,,,,,,0,,66,0
189982,note_on,94,0,4,,,,,,,,,,3,,45,0
189984,note_on,2,0,4,,,,,,,,,,3,,54,92
189984,note_on,32,0,1,,,,,,,,,,0,,74,92
190078,note_on,94,0,4,,,,,,,,,,3,,54,0
190078,note_on,94,0,1,,,,,,,,,,0,,74,0
190080,note_on,2,0,4,,,,,,,,,,3,,50,92
190080,note_on,2,0,1,,,,,,,,,,0,,69,92
190174,note_on,94,0,4,,,,,,,,,,3,,50,0
190174,note_on,94,0,1,,,,,,,,,,0,,69,0
