tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,number,port,control,value,channel,program,note,velocity
10908,note_on,108,0,5,,,,,,,,,,,4,,52,0
10914,note_on,54,0,1,,,,,,,,,,,0,,67,0
10920,note_on,6,0,1,,,,,,,,,,,0,,71,100
10920,note_on,12,0,5,,,,,,,,,,,4,,50,100
10920,note_on,12,0,4,,,,,,,,,,,3,,79,100
10968,note_on,108,0,2,,,,,,,,,,,1,,64,0
10974,note_on,54,0,5,,,,,,,,,,,4,,50,0
10974,note_on,54,0,1,,,,,,,,,,,0,,71,0
10980,note_on,6,0,1,,,,,,,,,,,0,,76,100
10980,note_on,6,0,5,,,,,,,,,,,4,,48,100
10980,note_on,12,0,2,,,,,,,,,,,1,,69,100
11028,note_on,108,0,4,,,,,,,,,,,3,,79,0
11034,note_on,54,0,5,,,,,,,,,,,4,,48,0
11034,note_on,54,0,1,,,,,,,,,,,0,,76,0
11040,note_on,6,0,1,,,,,,,,,,,0,,74,100
11040,note_on,12,0,4,,,,,,,,,,,3,,78,100
11040,note_on,6,0,5,,,,,,,,,,,4,,50,100
11088,note_on,108,0,2,,,,,,,,,,,1,,69,0
11094,note_on,54,0,1,,,,,,,,,,,0,,74,0
11100,note_on,12,0,2,,,,,,,,,,,1,,60,100
11100,note_on,6,0,1,,,,,,,,,,,0,,69,100
11148,note_on,108,0,5,,,,,,,,,,,4,,50,0
11154,note_on,54,0,1,,,,,,,,,,,0,,69,0
11154,note_on,54,0,2,,,,,,,,,,,1,,60,0
11160,note_on,6,0,2,,,,,,,,,,,1,,60,100
11160,note_on,12,0,5,,,,,,,,,,,4,,43,100
11220,note_on,66,0,1,,,,,,,,,,,0,,62,100
11268,note_on,108,0,2,,,,,,,,,,,1,,60,0
11268,note_on,228,0,4,,,,,,,,,,,3,,78,0
11274,note_on,54,0,1,,,,,,,,,,,0,,62,0
11280,note_on,12,0,2,,,,,,,,,,,1,,59,100
11280,note_on,6,0,1,,,,,,,,,,,0,,74,100
11280,note_on,12,0,4,,,,,,,,,,,3,,79,100
11322,note_on,162,0,5,,,,,,,,,,,4,,43,0
11334,note_on,54,0,1,,,,,,,,,,,0,,74,0
11340,note_on,18,0,5,,,,,,,,,,,4,,43,100
11340,note_on,6,0,1,,,,,,,,,,,0,,71,100
11388,note_on,108,0,2,,,,,,,,,,,1,,59,0
11388,note_on,108,0,4,,,,,,,,,,,3,,79,0
11394,note_on,54,0,1,,,,,,,,,,,0,,71,0
11394,note_on,54,0,5,,,,,,,,,,,4,,43,0
11400,note_on,6,0,1,,,,,,,,,,,0,,67,100
11400,note_on,6,0,5,,,,,,,,,,,4,,47,100
11454,note_on,54,0,5,,,,,,,,,,,4,,47,0
11460,note_on,6,0,5,,,,,,,,,,,4,,50,100
11508,note_on,108,0,1,,,,,,,,,,,0,,67,0
11514,note_on,54,0,5,,,,,,,,,,,4,,50,0
11520,note_on,132,0,4,,,,,,,,,,,3,,83,100
11520,note_on,12,0,1,,,,,,,,,,,0,,74,100
11520,note_on,6,0,5,,,,,,,,,,,4,,55,100
11580,note_on,5832,0,3,,,,,,,,,,,2,,67,100
11628,note_on,108,0,5,,,,,,,,,,,4,,55,0
11634,note_on,54,0,3,,,,,,,,,,,2,,67,0
11640,note_on,12,0,5,,,,,,,,,,,4,,43,100
11640,note_on,6,0,3,,,,,,,,,,,2,,62,100
11694,note_on,54,0,3,,,,,,,,,,,2,,62,0
11700,note_on,6,0,3,,,,,,,,,,,2,,59,100
11736,note_on,216,0,1,,,,,,,,,,,0,,74,0
11736,note_on,216,0,4,,,,,,,,,,,3,,83,0
11748,note_on,108,0,5,,,,,,,,,,,4,,43,0
11754,note_on,54,0,3,,,,,,,,,,,2,,59,0
11760,note_on,6,0,3,,,,,,,,,,,2,,55,100
11760,note_on,24,0,1,,,,,,,,,,,0,,76,100
11760,note_on,12,0,5,,,,,,,,,,,4,,55,100
11760,note_on,24,0,4,,,,,,,,,,,3,,84,100
11814,note_on,54,0,3,,,,,,,,,,,2,,55,0
11820,note_on,6,0,3,,,,,,,,,,,2,,67,100
11868,note_on,108,0,1,,,,,,,,,,,0,,76,0
11868,note_on,108,0,4,,,,,,,,,,,3,,84,0
11874,note_on,54,0,3,,,,,,,,,,,2,,67,0
11880,note_on,12,0,4,,,,,,,,,,,3,,78,100
11880,note_on,12,0,1,,,,,,,,,,,0,,69,100
11940,note_on,66,0,3,,,,,,,,,,,2,,72,100
11988,note_on,228,0,5,,,,,,,,,,,4,,55,0
11994,note_on,54,0,3,,,,,,,,,,,2,,72,0
12000,note_on,12,0,5,,,,,,,,,,,4,,43,100
12000,note_on,6,0,3,,,,,,,,,,,2,,69,100
12054,note_on,54,0,3,,,,,,,,,,,2,,69,0
12060,note_on,6,0,3,,,,,,,,,,,2,,66,100
12096,note_on,216,0,4,,,,,,,,,,,3,,78,0
12096,note_on,216,0,1,,,,,,,,,,,0,,69,0
12108,note_on,108,0,5,,,,,,,,,,,4,,43,0
12114,note_on,54,0,3,,,,,,,,,,,2,,66,0
12120,note_on,12,0,5,,,,,,,,,,,4,,55,100
12120,note_on,24,0,1,,,,,,,,,,,0,,71,100
12120,note_on,6,0,3,,,,,,,,,,,2,,62,100
12120,note_on,24,0,4,,,,,,,,,,,3,,79,100
12174,note_on,54,0,3,,,,,,,,,,,2,,62,0
12180,note_on,6,0,3,,,,,,,,,,,2,,74,100
12228,note_on,108,0,1,,,,,,,,,,,0,,71,0
12228,note_on,108,0,4,,,,,,,,,,,3,,79,0
12234,note_on,54,0,3,,,,,,,,,,,2,,74,0
12240,note_on,12,0,1,,,,,,,,,,,0,,72,100
12240,note_on,12,0,4,,,,,,,,,,,3,,81,100
12276,note_on,36,0,1,,,,,,,,,,,0,,72,0
12276,note_on,36,0,4,,,,,,,,,,,3,,81,0
12280,note_on,4,0,4,,,,,,,,,,,3,,79,100
12280,note_on,4,0,1,,,,,,,,,,,0,,71,100
12300,note_on,66,0,3,,,,,,,,,,,2,,64,100
12316,note_on,36,0,1,,,,,,,,,,,0,,71,0
12316,note_on,36,0,4,,,,,,,,,,,3,,79,0
12320,note_on,4,0,4,,,,,,,,,,,3,,81,100
12320,note_on,4,0,1,,,,,,,,,,,0,,72,100
12348,note_on,228,0,5,,,,,,,,,,,4,,55,0
12354,note_on,54,0,3,,,,,,,,,,,2,,64,0
12356,note_on,36,0,4,,,,,,,,,,,3,,81,0
12356,note_on,36,0,1,,,,,,,,,,,0,,72,0
12360,note_on,12,0,5,,,,,,,,,,,4,,54,100
12360,note_on,4,0,1,,,,,,,,,,,0,,81,100
12360,note_on,4,0,4,,,,,,,,,,,3,,74,100
12360,note_on,6,0,3,,,,,,,,,,,2,,60,100
12414,note_on,54,0,3,,,,,,,,,,,2,,60,0
12420,note_on,6,0,3,,,,,,,,,,,2,,57,100
12468,note_on,108,0,4,,,,,,,,,,,3,,74,0
12468,note_on,108,0,1,,,,,,,,,,,0,,81,0
12468,note_on,108,0,5,,,,,,,,,,,4,,54,0
12474,note_on,54,0,3,,,,,,,,,,,2,,57,0
12480,note_on,6,0,3,,,,,,,,,,,2,,69,100
12480,note_on,12,0,4,,,,,,,,,,,3,,78,100
12480,note_on,12,0,1,,,,,,,,,,,0,,72,100
12480,note_on,12,0,5,,,,,,,,,,,4,,50,100
12534,note_on,54,0,3,,,,,,,,,,,2,,69,0
12540,note_on,6,0,3,,,,,,,,,,,2,,62,100
12588,note_on,108,0,5,,,,,,,,,,,4,,50,0
12594,note_on,54,0,3,,,,,,,,,,,2,,62,0
12600,note_on,12,0,5,,,,,,,,,,,4,,55,100
12660,note_on,66,0,3,,,,,,,,,,,2,,62,100
12708,note_on,228,0,1,,,,,,,,,,,0,,72,0
12708,note_on,228,0,4,,,,,,,,,,,3,,78,0
12714,note_on,54,0,3,,,,,,,,,,,2,,62,0
12720,note_on,6,0,3,,,,,,,,,,,2,,67,100
12720,note_on,12,0,4,,,,,,,,,,,3,,79,100
12720,note_on,12,0,1,,,,,,,,,,,0,,71,100
12762,note_on,162,0,5,,,,,,,,,,,4,,55,0
12774,note_on,54,0,3,,,,,,,,,,,2,,67,0
12780,note_on,18,0,5,,,,,,,,,,,4,,53,100
12780,note_on,6,0,3,,,,,,,,,,,2,,71,100
12807,note_on,27,0,5,,,,,,,,,,,4,,53,0
12810,note_on,3,0,5,,,,,,,,,,,4,,52,100
12828,note_on,108,0,4,,,,,,,,,,,3,,79,0
12828,note_on,108,0,1,,,,,,,,,,,0,,71,0
12834,note_on,54,0,3,,,,,,,,,,,2,,71,0
12837,note_on,27,0,5,,,,,,,,,,,4,,52,0
12840,note_on,6,0,3,,,,,,,,,,,2,,74,100
12840,note_on,3,0,5,,,,,,,,,,,4,,53,100
12894,note_on,54,0,3,,,,,,,,,,,2,,74,0
12894,note_on,54,0,5,,,,,,,,,,,4,,53,0
12900,note_on,6,0,3,,,,,,,,,,,2,,67,100
12900,note_on,6,0,5,,,,,,,,,,,4,,52,100
12927,note_on,27,0,5,,,,,,,,,,,4,,52,0
12930,note_on,3,0,5,,,,,,,,,,,4,,50,100
12954,note_on,54,0,3,,,,,,,,,,,2,,67,0
12957,note_on,27,0,5,,,,,,,,,,,4,,50,0
12960,note_on,132,0,4,,,,,,,,,,,3,,73,100
12960,note_on,3,0,5,,,,,,,,,,,4,,52,100
12960,note_on,132,0,1,,,,,,,,,,,0,,70,100
12987,note_on,27,0,1,,,,,,,,,,,0,,70,0
12990,note_on,3,0,1,,,,,,,,,,,0,,69,100
13017,note_on,27,0,1,,,,,,,,,,,0,,69,0
13020,note_on,3,0,1,,,,,,,,,,,0,,70,100
13020,note_on,66,0,3,,,,,,,,,,,2,,67,100
13068,note_on,108,0,5,,,,,,,,,,,4,,52,0
13074,note_on,54,0,3,,,,,,,,,,,2,,67,0
13080,note_on,6,0,3,,,,,,,,,,,2,,64,100
13080,note_on,12,0,5,,,,,,,,,,,4,,55,100
13128,note_on,108,0,1,,,,,,,,,,,0,,70,0
13134,note_on,54,0,3,,,,,,,,,,,2,,64,0
13140,note_on,6,0,3,,,,,,,,,,,2,,61,100
13140,note_on,12,0,1,,,,,,,,,,,0,,76,100
13167,note_on,27,0,1,,,,,,,,,,,0,,76,0
13170,note_on,3,0,1,,,,,,,,,,,0,,77,100
13188,note_on,108,0,5,,,,,,,,,,,4,,55,0
13194,note_on,54,0,3,,,,,,,,,,,2,,61,0
13197,note_on,27,0,1,,,,,,,,,,,0,,77,0
13200,note_on,12,0,5,,,,,,,,,,,4,,52,100
13200,note_on,3,0,1,,,,,,,,,,,0,,79,100
13200,note_on,6,0,3,,,,,,,,,,,2,,58,100
13254,note_on,54,0,3,,,,,,,,,,,2,,58,0
13254,note_on,54,0,1,,,,,,,,,,,0,,79,0
13260,note_on,6,0,3,,,,,,,,,,,2,,55,100
13260,note_on,6,0,1,,,,,,,,,,,0,,70,100
13308,note_on,108,0,5,,,,,,,,,,,4,,52,0
13314,note_on,54,0,3,,,,,,,,,,,2,,55,0
13314,note_on,54,0,1,,,,,,,,,,,0,,70,0
13320,note_on,12,0,5,,,,,,,,,,,4,,53,100
13320,note_on,6,0,1,,,,,,,,,,,0,,70,100
13380,note_on,66,0,3,,,,,,,,,,,2,,64,100
13428,note_on,468,0,4,,,,,,,,,,,3,,73,0
13428,note_on,108,0,5,,,,,,,,,,,4,,53,0
13428,note_on,108,0,1,,,,,,,,,,,0,,70,0
13434,note_on,54,0,3,,,,,,,,,,,2,,64,0
13440,note_on,12,0,1,,,,,,,,,,,0,,69,100
13440,note_on,6,0,3,,,,,,,,,,,2,,62,100
13440,note_on,12,0,5,,,,,,,,,,,4,,41,100
13440,note_on,12,0,4,,,,,,,,,,,3,,74,100
13494,note_on,54,0,3,,,,,,,,,,,2,,62,0
13494,note_on,54,0,4,,,,,,,,,,,3,,74,0
13500,note_on,6,0,3,,,,,,,,,,,2,,69,100
13500,note_on,6,0,4,,,,,,,,,,,3,,77,100
13527,note_on,27,0,4,,,,,,,,,,,3,,77,0
13530,note_on,3,0,4,,,,,,,,,,,3,,76,100
13548,note_on,108,0,1,,,,,,,,,,,0,,69,0
13548,note_on,108,0,5,,,,,,,,,,,4,,41,0
13554,note_on,54,0,3,,,,,,,,,,,2,,69,0
13557,note_on,27,0,4,,,,,,,,,,,3,,76,0
13560,note_on,3,0,4,,,,,,,,,,,3,,74,100
13560,note_on,6,0,3,,,,,,,,,,,2,,65,100
13587,note_on,27,0,4,,,,,,,,,,,3,,74,0
13590,note_on,3,0,4,,,,,,,,,,,3,,72,100
13614,note_on,54,0,3,,,,,,,,,,,2,,65,0
13617,note_on,27,0,4,,,,,,,,,,,3,,72,0
13620,note_on,3,0,4,,,,,,,,,,,3,,71,100
13620,note_on,6,0,3,,,,,,,,,,,2,,74,100
13674,note_on,54,0,3,,,,,,,,,,,2,,74,0
13674,note_on,54,0,4,,,,,,,,,,,3,,71,0
13680,note_on,6,0,4,,,,,,,,,,,3,,69,100
13680,note_on,132,0,1,,,,,,,,,,,0,,75,100
13680,note_on,132,0,5,,,,,,,,,,,4,,54,100
13707,note_on,27,0,4,,,,,,,,,,,3,,69,0
13710,note_on,3,0,4,,,,,,,,,,,3,,68,100
13737,note_on,27,0,4,,,,,,,,,,,3,,68,0
13740,note_on,3,0,4,,,,,,,,,,,3,,69,100
13740,note_on,66,0,3,,,,,,,,,,,2,,72,100
13788,note_on,108,0,5,,,,,,,,,,,4,,54,0
13794,note_on,54,0,3,,,,,,,,,,,2,,72,0
13800,note_on,12,0,5,,,,,,,,,,,4,,59,100
13800,note_on,6,0,3,,,,,,,,,,,2,,69,100
13848,note_on,108,0,4,,,,,,,,,,,3,,69,0
13854,note_on,54,0,3,,,,,,,,,,,2,,69,0
13860,note_on,12,0,4,,,,,,,,,,,3,,75,100
13860,note_on,6,0,3,,,,,,,,,,,2,,66,100
13887,note_on,27,0,4,,,,,,,,,,,3,,75,0
13890,note_on,3,0,4,,,,,,,,,,,3,,76,100
13908,note_on,108,0,5,,,,,,,,,,,4,,59,0
13914,note_on,54,0,3,,,,,,,,,,,2,,66,0
13917,note_on,27,0,4,,,,,,,,,,,3,,76,0
13920,note_on,12,0,5,,,,,,,,,,,4,,47,100
13920,note_on,3,0,4,,,,,,,,,,,3,,78,100
13920,note_on,6,0,3,,,,,,,,,,,2,,63,100
13974,note_on,54,0,4,,,,,,,,,,,3,,78,0
13974,note_on,54,0,3,,,,,,,,,,,2,,63,0
13980,note_on,6,0,3,,,,,,,,,,,2,,59,100
13980,note_on,6,0,4,,,,,,,,,,,3,,69,100
14028,note_on,108,0,5,,,,,,,,,,,4,,47,0
14034,note_on,54,0,3,,,,,,,,,,,2,,59,0
14034,note_on,54,0,4,,,,,,,,,,,3,,69,0
14040,note_on,12,0,5,,,,,,,,,,,4,,52,100
14040,note_on,6,0,4,,,,,,,,,,,3,,69,100
14100,note_on,66,0,3,,,,,,,,,,,2,,60,100
14148,note_on,108,0,4,,,,,,,,,,,3,,69,0
14148,note_on,108,0,5,,,,,,,,,,,4,,52,0
14148,note_on,468,0,1,,,,,,,,,,,0,,75,0
14154,note_on,54,0,3,,,,,,,,,,,2,,60,0
14160,note_on,12,0,1,,,,,,,,,,,0,,76,100
14160,note_on,12,0,4,,,,,,,,,,,3,,68,100
14160,note_on,6,0,3,,,,,,,,,,,2,,59,100
14160,note_on,12,0,5,,,,,,,,,,,4,,64,100
14214,note_on,54,0,3,,,,,,,,,,,2,,59,0
14214,note_on,54,0,4,,,,,,,,,,,3,,68,0
14214,note_on,54,0,1,,,,,,,,,,,0,,76,0
14220,note_on,6,0,4,,,,,,,,,,,3,,69,100
14220,note_on,6,0,3,,,,,,,,,,,2,,57,100
14220,note_on,6,0,1,,,,,,,,,,,0,,77,100
14247,note_on,27,0,1,,,,,,,,,,,0,,77,0
14250,note_on,3,0,1,,,,,,,,,,,0,,76,100
14268,note_on,108,0,5,,,,,,,,,,,4,,64,0
14274,note_on,54,0,3,,,,,,,,,,,2,,57,0
14274,note_on,54,0,4,,,,,,,,,,,3,,69,0
14277,note_on,27,0,1,,,,,,,,,,,0,,76,0
14280,note_on,6,0,3,,,,,,,,,,,2,,65,100
14280,note_on,12,0,5,,,,,,,,,,,4,,56,100
14280,note_on,3,0,1,,,,,,,,,,,0,,74,100
14280,note_on,6,0,4,,,,,,,,,,,3,,71,100
14307,note_on,27,0,1,,,,,,,,,,,0,,74,0
14310,note_on,3,0,1,,,,,,,,,,,0,,72,100
14334,note_on,54,0,3,,,,,,,,,,,2,,65,0
14337,note_on,27,0,1,,,,,,,,,,,0,,72,0
14340,note_on,3,0,1,,,,,,,,,,,0,,71,100
14340,note_on,6,0,3,,,,,,,,,,,2,,64,100
14388,note_on,108,0,5,,,,,,,,,,,4,,56,0
14394,note_on,54,0,3,,,,,,,,,,,2,,64,0
14394,note_on,54,0,1,,,,,,,,,,,0,,71,0
14400,note_on,12,0,5,,,,,,,,,,,4,,57,100
14400,note_on,6,0,1,,,,,,,,,,,0,,72,100
14427,note_on,147,0,4,,,,,,,,,,,3,,71,0
14430,note_on,3,0,4,,,,,,,,,,,3,,69,100
14457,note_on,27,0,4,,,,,,,,,,,3,,69,0
14460,note_on,66,0,3,,,,,,,,,,,2,,76,100
14460,note_on,3,0,4,,,,,,,,,,,3,,68,100
14508,note_on,108,0,5,,,,,,,,,,,4,,57,0
14514,note_on,54,0,4,,,,,,,,,,,3,,68,0
14514,note_on,54,0,3,,,,,,,,,,,2,,76,0
14520,note_on,6,0,3,,,,,,,,,,,2,,72,100
14520,note_on,6,0,4,,,,,,,,,,,3,,69,100
14520,note_on,12,0,5,,,,,,,,,,,4,,45,100
14574,note_on,54,0,3,,,,,,,,,,,2,,72,0
14574,note_on,54,0,4,,,,,,,,,,,3,,69,0
14580,note_on,6,0,4,,,,,,,,,,,3,,76,100
14580,note_on,6,0,3,,,,,,,,,,,2,,69,100
14616,note_on,216,0,1,,,,,,,,,,,0,,72,0
14628,note_on,108,0,5,,,,,,,,,,,4,,45,0
14634,note_on,54,0,3,,,,,,,,,,,2,,69,0
14640,note_on,6,0,3,,,,,,,,,,,2,,68,100
14640,note_on,24,0,1,,,,,,,,,,,0,,74,100
14640,note_on,12,0,5,,,,,,,,,,,4,,57,100
14688,note_on,108,0,4,,,,,,,,,,,3,,76,0
14694,note_on,54,0,3,,,,,,,,,,,2,,68,0
14700,note_on,6,0,3,,,,,,,,,,,2,,69,100
14700,note_on,12,0,4,,,,,,,,,,,3,,77,100
14748,note_on,108,0,1,,,,,,,,,,,0,,74,0
14754,note_on,54,0,3,,,,,,,,,,,2,,69,0
14754,note_on,54,0,4,,,,,,,,,,,3,,77,0
14760,note_on,12,0,1,,,,,,,,,,,0,,68,100
14760,note_on,6,0,4,,,,,,,,,,,3,,71,100
14820,note_on,66,0,3,,,,,,,,,,,2,,74,100
14868,note_on,228,0,5,,,,,,,,,,,4,,57,0
14874,note_on,54,0,3,,,,,,,,,,,2,,74,0
14880,note_on,6,0,3,,,,,,,,,,,2,,71,100
14880,note_on,12,0,5,,,,,,,,,,,4,,45,100
14934,note_on,54,0,3,,,,,,,,,,,2,,71,0
14940,note_on,6,0,3,,,,,,,,,,,2,,68,100
14976,note_on,216,0,1,,,,,,,,,,,0,,68,0
14976,note_on,216,0,4,,,,,,,,,,,3,,71,0
14988,note_on,108,0,5,,,,,,,,,,,4,,45,0
14994,note_on,54,0,3,,,,,,,,,,,2,,68,0
15000,note_on,24,0,4,,,,,,,,,,,3,,72,100
15000,note_on,24,0,1,,,,,,,,,,,0,,69,100
15000,note_on,6,0,3,,,,,,,,,,,2,,64,100
15000,note_on,12,0,5,,,,,,,,,,,4,,57,100
15054,note_on,54,0,3,,,,,,,,,,,2,,64,0
15060,note_on,6,0,3,,,,,,,,,,,2,,76,100
15108,note_on,108,0,4,,,,,,,,,,,3,,72,0
15108,note_on,108,0,1,,,,,,,,,,,0,,69,0
15114,note_on,54,0,3,,,,,,,,,,,2,,76,0
15120,note_on,12,0,4,,,,,,,,,,,3,,74,100
15120,note_on,12,0,1,,,,,,,,,,,0,,71,100
15156,note_on,36,0,4,,,,,,,,,,,3,,74,0
15156,note_on,36,0,1,,,,,,,,,,,0,,71,0
15160,note_on,4,0,4,,,,,,,,,,,3,,72,100
15160,note_on,4,0,1,,,,,,,,,,,0,,69,100
15180,note_on,66,0,3,,,,,,,,,,,2,,77,100
15196,note_on,36,0,4,,,,,,,,,,,3,,72,0
15196,note_on,36,0,1,,,,,,,,,,,0,,69,0
15200,note_on,4,0,4,,,,,,,,,,,3,,74,100
15200,note_on,4,0,1,,,,,,,,,,,0,,71,100
15228,note_on,228,0,5,,,,,,,,,,,4,,57,0
15234,note_on,54,0,3,,,,,,,,,,,2,,77,0
15236,note_on,36,0,1,,,,,,,,,,,0,,71,0
15236,note_on,36,0,4,,,,,,,,,,,3,,74,0
15240,note_on,4,0,4,,,,,,,,,,,3,,83,100
15240,note_on,12,0,5,,,,,,,,,,,4,,56,100
15240,note_on,4,0,1,,,,,,,,,,,0,,64,100
15240,note_on,6,0,3,,,,,,,,,,,2,,74,100
15294,note_on,54,0,3,,,,,,,,,,,2,,74,0
15300,note_on,6,0,3,,,,,,,,,,,2,,71,100
15348,note_on,108,0,5,,,,,,,,,,,4,,56,0
15348,note_on,108,0,4,,,,,,,,,,,3,,83,0
15348,note_on,108,0,1,,,,,,,,,,,0,,64,0
15354,note_on,54,0,3,,,,,,,,,,,2,,71,0
15360,note_on,12,0,4,,,,,,,,,,,3,,74,100
15360,note_on,12,0,1,,,,,,,,,,,0,,68,100
15360,note_on,12,0,5,,,,,,,,,,,4,,52,100
15360,note_on,6,0,3,,,,,,,,,,,2,,83,100
15414,note_on,54,0,3,,,,,,,,,,,2,,83,0
15420,note_on,6,0,3,,,,,,,,,,,2,,76,100
15468,note_on,108,0,5,,,,,,,,,,,4,,52,0
15474,note_on,54,0,3,,,,,,,,,,,2,,76,0
15480,note_on,12,0,5,,,,,,,,,,,4,,57,100
15534,note_on,54,0,5,,,,,,,,,,,4,,57,0
15540,note_on,66,0,3,,,,,,,,,,,2,,77,100
15540,note_on,6,0,5,,,,,,,,,,,4,,45,100
15588,note_on,228,0,1,,,,,,,,,,,0,,68,0
15588,note_on,228,0,4,,,,,,,,,,,3,,74,0
15594,note_on,54,0,3,,,,,,,,,,,2,,77,0
15600,note_on,12,0,4,,,,,,,,,,,3,,72,100
15600,note_on,6,0,3,,,,,,,,,,,2,,76,100
15600,note_on,12,0,1,,,,,,,,,,,0,,69,100
15648,note_on,108,0,5,,,,,,,,,,,4,,45,0
15654,note_on,54,0,3,,,,,,,,,,,2,,76,0
15660,note_on,6,0,3,,,,,,,,,,,2,,68,100
15660,note_on,12,0,5,,,,,,,,,,,4,,47,100
15708,note_on,108,0,1,,,,,,,,,,,0,,69,0
15708,note_on,108,0,4,,,,,,,,,,,3,,72,0
15714,note_on,54,0,5,,,,,,,,,,,4,,47,0
15714,note_on,54,0,3,,,,,,,,,,,2,,68,0
15720,note_on,6,0,5,,,,,,,,,,,4,,48,100
15720,note_on,6,0,3,,,,,,,,,,,2,,69,100
15774,note_on,54,0,5,,,,,,,,,,,4,,48,0
15774,note_on,54,0,3,,,,,,,,,,,2,,69,0
15780,note_on,6,0,5,,,,,,,,,,,4,,45,100
15780,note_on,6,0,3,,,,,,,,,,,2,,72,100
15834,note_on,54,0,3,,,,,,,,,,,2,,72,0
15834,note_on,54,0,5,,,,,,,,,,,4,,45,0
15840,note_on,6,0,3,,,,,,,,,,,2,,70,100
15840,note_on,6,0,5,,,,,,,,,,,4,,50,100
15840,note_on,132,0,4,,,,,,,,,,,3,,77,100
15867,note_on,27,0,4,,,,,,,,,,,3,,77,0
15870,note_on,3,0,4,,,,,,,,,,,3,,76,100
15897,note_on,27,0,4,,,,,,,,,,,3,,76,0
15900,note_on,3,0,4,,,,,,,,,,,3,,74,100
15927,note_on,27,0,4,,,,,,,,,,,3,,74,0
15930,note_on,3,0,4,,,,,,,,,,,3,,77,100
15948,note_on,108,0,3,,,,,,,,,,,2,,70,0
15948,note_on,108,0,5,,,,,,,,,,,4,,50,0
15957,note_on,27,0,4,,,,,,,,,,,3,,77,0
15960,note_on,12,0,5,,,,,,,,,,,4,,48,100
15960,note_on,3,0,4,,,,,,,,,,,3,,76,100
15987,note_on,27,0,4,,,,,,,,,,,3,,76,0
15990,note_on,3,0,4,,,,,,,,,,,3,,74,100
16017,note_on,27,0,4,,,,,,,,,,,3,,74,0
16020,note_on,72,0,3,,,,,,,,,,,2,,69,100
16020,note_on,3,0,4,,,,,,,,,,,3,,72,100
16047,note_on,27,0,4,,,,,,,,,,,3,,72,0
16050,note_on,3,0,4,,,,,,,,,,,3,,76,100
16068,note_on,108,0,5,,,,,,,,,,,4,,48,0
16074,note_on,54,0,3,,,,,,,,,,,2,,69,0
16077,note_on,27,0,4,,,,,,,,,,,3,,76,0
16080,note_on,3,0,4,,,,,,,,,,,3,,74,100
16080,note_on,12,0,5,,,,,,,,,,,4,,47,100
16080,note_on,6,0,3,,,,,,,,,,,2,,68,100
16134,note_on,54,0,3,,,,,,,,,,,2,,68,0
16134,note_on,54,0,4,,,,,,,,,,,3,,74,0
16140,note_on,6,0,4,,,,,,,,,,,3,,80,100
16140,note_on,6,0,3,,,,,,,,,,,2,,71,100
16167,note_on,27,0,4,,,,,,,,,,,3,,80,0
16170,note_on,3,0,4,,,,,,,,,,,3,,83,100
16188,note_on,108,0,5,,,,,,,,,,,4,,47,0
16194,note_on,54,0,3,,,,,,,,,,,2,,71,0
16197,note_on,27,0,4,,,,,,,,,,,3,,83,0
16200,note_on,6,0,3,,,,,,,,,,,2,,64,100
16200,note_on,492,0,1,,,,,,,,,,,0,,71,100
16200,note_on,12,0,5,,,,,,,,,,,4,,56,100
16200,note_on,3,0,4,,,,,,,,,,,3,,86,100
16227,note_on,27,0,1,,,,,,,,,,,0,,71,0
16230,note_on,3,0,1,,,,,,,,,,,0,,69,100
16257,note_on,27,0,1,,,,,,,,,,,0,,69,0
16260,note_on,3,0,1,,,,,,,,,,,0,,68,100
16287,note_on,27,0,1,,,,,,,,,,,0,,68,0
16290,note_on,3,0,1,,,,,,,,,,,0,,71,100
16308,note_on,108,0,3,,,,,,,,,,,2,,64,0
16308,note_on,108,0,5,,,,,,,,,,,4,,56,0
16317,note_on,27,0,1,,,,,,,,,,,0,,71,0
16320,note_on,3,0,1,,,,,,,,,,,0,,69,100
16320,note_on,12,0,5,,,,,,,,,,,4,,54,100
16347,note_on,27,0,1,,,,,,,,,,,0,,69,0
16350,note_on,3,0,1,,,,,,,,,,,0,,68,100
16377,note_on,27,0,1,,,,,,,,,,,0,,68,0
16380,note_on,72,0,3,,,,,,,,,,,2,,69,100
16380,note_on,3,0,1,,,,,,,,,,,0,,66,100
16407,note_on,27,0,1,,,,,,,,,,,0,,66,0
16410,note_on,3,0,1,,,,,,,,,,,0,,69,100
16428,note_on,108,0,5,,,,,,,,,,,4,,54,0
16434,note_on,54,0,3,,,,,,,,,,,2,,69,0
16437,note_on,27,0,1,,,,,,,,,,,0,,69,0
16440,note_on,3,0,1,,,,,,,,,,,0,,68,100
16440,note_on,6,0,3,,,,,,,,,,,2,,71,100
16440,note_on,12,0,5,,,,,,,,,,,4,,52,100
16494,note_on,54,0,1,,,,,,,,,,,0,,68,0
16494,note_on,54,0,3,,,,,,,,,,,2,,71,0
16500,note_on,6,0,3,,,,,,,,,,,2,,68,100
16500,note_on,6,0,1,,,,,,,,,,,0,,71,100
16527,note_on,27,0,1,,,,,,,,,,,0,,71,0
16530,note_on,3,0,1,,,,,,,,,,,0,,76,100
16548,note_on,108,0,5,,,,,,,,,,,4,,52,0
