tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,control,value,channel,program,note,velocity
49152,note_on,32,0,4,,,,,,,,,3,,55,92
49152,note_on,32,0,2,,,,,,,,,1,,67,92
49152,note_on,144,0,7,,,,,,,,,6,,43,92
49152,note_on,0,0,7,,,,,,,,,6,,55,92
49200,note_on,0,0,5,,,,,,,,,4,,75,0
49200,note_on,0,0,5,,,,,,,,,4,,70,0
49200,note_on,48,0,5,,,,,,,,,4,,67,0
49200,note_on,48,0,7,,,,,,,,,6,,43,0
49200,note_on,0,0,7,,,,,,,,,6,,55,0
49312,note_on,160,0,3,,,,,,,,,2,,58,0
49312,note_on,160,0,1,,,,,,,,,0,,75,0
49312,note_on,160,0,4,,,,,,,,,3,,55,0
49312,note_on,160,0,2,,,,,,,,,1,,67,0
49344,note_on,144,0,5,,,,,,,,,4,,65,92
49344,note_on,32,0,4,,,,,,,,,3,,56,92
49344,note_on,32,0,1,,,,,,,,,0,,74,92
49344,note_on,0,0,7,,,,,,,,,6,,56,92
49344,note_on,32,0,2,,,,,,,,,1,,71,92
49344,note_on,32,0,3,,,,,,,,,2,,65,92
49344,note_on,144,0,7,,,,,,,,,6,,44,92
49344,note_on,0,0,5,,,,,,,,,4,,71,92
49344,note_on,0,0,5,,,,,,,,,4,,74,92
49392,note_on,48,0,5,,,,,,,,,4,,65,0
49392,note_on,0,0,5,,,,,,,,,4,,71,0
49392,note_on,0,0,7,,,,,,,,,6,,56,0
49392,note_on,48,0,7,,,,,,,,,6,,44,0
49392,note_on,0,0,5,,,,,,,,,4,,74,0
49504,note_on,160,0,4,,,,,,,,,3,,56,0
49504,note_on,160,0,1,,,,,,,,,0,,74,0
49504,note_on,160,0,3,,,,,,,,,2,,65,0
49504,note_on,160,0,2,,,,,,,,,1,,71,0
49536,note_on,144,0,5,,,,,,,,,4,,64,92
49536,note_on,0,0,5,,,,,,,,,4,,69,92
49536,note_on,0,0,5,,,,,,,,,4,,73,92
49536,note_on,32,0,1,,,,,,,,,0,,73,92
49536,note_on,32,0,4,,,,,,,,,3,,57,92
49536,note_on,32,0,3,,,,,,,,,2,,64,92
49536,note_on,32,0,2,,,,,,,,,1,,69,92
49536,note_on,144,0,7,,,,,,,,,6,,45,92
49536,note_on,0,0,7,,,,,,,,,6,,57,92
49584,note_on,48,0,7,,,,,,,,,6,,45,0
49584,note_on,0,0,7,,,,,,,,,6,,57,0
49696,note_on,0,0,5,,,,,,,,,4,,73,0
49696,note_on,0,0,5,,,,,,,,,4,,69,0
49696,note_on,160,0,5,,,,,,,,,4,,64,0
49728,note_on,0,0,7,,,,,,,,,6,,45,92
49728,note_on,144,0,7,,,,,,,,,6,,33,92
49792,note_on,256,0,4,,,,,,,,,3,,57,0
49792,note_on,256,0,1,,,,,,,,,0,,73,0
49792,note_on,256,0,3,,,,,,,,,2,,64,0
49792,note_on,256,0,2,,,,,,,,,1,,69,0
49824,note_on,32,0,1,,,,,,,,,0,,73,92
49824,note_on,32,0,3,,,,,,,,,2,,64,92
49824,note_on,32,0,2,,,,,,,,,1,,69,92
49824,note_on,32,0,4,,,,,,,,,3,,57,92
49872,note_on,176,0,5,,,,,,,,,4,,81,92
49886,note_on,14,0,5,,,,,,,,,4,,81,0
49888,note_on,160,0,7,,,,,,,,,6,,33,0
49888,note_on,2,0,5,,,,,,,,,4,,83,92
49888,note_on,0,0,7,,,,,,,,,6,,45,0
49902,note_on,14,0,5,,,,,,,,,4,,83,0
49904,note_on,2,0,5,,,,,,,,,4,,85,92
49918,note_on,94,0,4,,,,,,,,,3,,57,0
49918,note_on,94,0,2,,,,,,,,,1,,69,0
49918,note_on,14,0,5,,,,,,,,,4,,85,0
49918,note_on,94,0,3,,,,,,,,,2,,64,0
49918,note_on,94,0,1,,,,,,,,,0,,73,0
49920,note_on,0,0,5,,,,,,,,,4,,80,92
49920,note_on,2,0,4,,,,,,,,,3,,58,92
49920,note_on,2,0,1,,,,,,,,,0,,74,92
49920,note_on,0,0,5,,,,,,,,,4,,86,92
49920,note_on,2,0,5,,,,,,,,,4,,74,92
49920,note_on,2,0,2,,,,,,,,,1,,68,92
49920,note_on,2,0,3,,,,,,,,,2,,62,92
49920,note_on,0,0,7,,,,,,,,,6,,46,92
49920,note_on,32,0,7,,,,,,,,,6,,34,92
50080,note_on,0,0,5,,,,,,,,,4,,86,0
50080,note_on,0,0,5,,,,,,,,,4,,80,0
50080,note_on,160,0,5,,,,,,,,,4,,74,0
50080,note_on,160,0,4,,,,,,,,,3,,58,0
50080,note_on,160,0,2,,,,,,,,,1,,68,0
50080,note_on,160,0,7,,,,,,,,,6,,34,0
50080,note_on,0,0,7,,,,,,,,,6,,46,0
50080,note_on,160,0,1,,,,,,,,,0,,74,0
50080,note_on,160,0,3,,,,,,,,,2,,62,0
50112,note_on,0,0,5,,,,,,,,,4,,81,92
50112,note_on,0,0,5,,,,,,,,,4,,76,92
50112,note_on,32,0,7,,,,,,,,,6,,33,92
50112,note_on,32,0,5,,,,,,,,,4,,73,92
50112,note_on,0,0,7,,,,,,,,,6,,45,92
50144,note_on,32,0,5,,,,,,,,,4,,73,0
50144,note_on,0,0,5,,,,,,,,,4,,81,0
50144,note_on,0,0,5,,,,,,,,,4,,76,0
50206,note_on,0,0,7,,,,,,,,,6,,45,0
50206,note_on,94,0,7,,,,,,,,,6,,33,0
50208,note_on,2,0,7,,,,,,,,,6,,65,92
50208,note_on,64,0,5,,,,,,,,,4,,81,92
50208,note_on,128,0,1,,,,,,,,,0,,69,92
50208,note_on,128,0,2,,,,,,,,,1,,62,92
50240,note_on,32,0,5,,,,,,,,,4,,81,0
50302,note_on,94,0,2,,,,,,,,,1,,62,0
50302,note_on,94,0,1,,,,,,,,,0,,69,0
50302,note_on,94,0,7,,,,,,,,,6,,65,0
50304,note_on,2,0,2,,,,,,,,,1,,61,92
50304,note_on,64,0,5,,,,,,,,,4,,81,92
50304,note_on,2,0,7,,,,,,,,,6,,64,92
50304,note_on,2,0,1,,,,,,,,,0,,69,92
50336,note_on,32,0,5,,,,,,,,,4,,81,0
50398,note_on,94,0,7,,,,,,,,,6,,64,0
50400,note_on,96,0,2,,,,,,,,,1,,61,0
50400,note_on,0,0,2,,,,,,,,,1,,62,92
50400,note_on,2,0,7,,,,,,,,,6,,62,92
50400,note_on,0,0,5,,,,,,,,,4,,81,92
50400,note_on,64,0,5,,,,,,,,,4,,79,92
50432,note_on,0,0,5,,,,,,,,,4,,81,0
50432,note_on,32,0,5,,,,,,,,,4,,79,0
50464,note_on,160,0,1,,,,,,,,,0,,69,0
50494,note_on,94,0,7,,,,,,,,,6,,62,0
50494,note_on,94,0,2,,,,,,,,,1,,62,0
50496,note_on,0,0,5,,,,,,,,,4,,81,92
50496,note_on,2,0,7,,,,,,,,,6,,61,92
50496,note_on,32,0,1,,,,,,,,,0,,69,92
50496,note_on,64,0,5,,,,,,,,,4,,77,92
50496,note_on,2,0,2,,,,,,,,,1,,64,92
50528,note_on,32,0,5,,,,,,,,,4,,77,0
50528,note_on,0,0,5,,,,,,,,,4,,81,0
50590,note_on,94,0,1,,,,,,,,,0,,69,0
50590,note_on,94,0,7,,,,,,,,,6,,61,0
50590,note_on,94,0,2,,,,,,,,,1,,64,0
50592,note_on,64,0,5,,,,,,,,,4,,76,92
50592,note_on,2,0,2,,,,,,,,,1,,65,92
50592,note_on,2,0,1,,,,,,,,,0,,69,92
50592,note_on,2,0,7,,,,,,,,,6,,58,92
50592,note_on,512,0,4,,,,,,,,,3,,58,92
50592,note_on,0,0,5,,,,,,,,,4,,81,92
50624,note_on,0,0,5,,,,,,,,,4,,81,0
50624,note_on,32,0,5,,,,,,,,,4,,76,0
50686,note_on,94,0,1,,,,,,,,,0,,69,0
50686,note_on,94,0,4,,,,,,,,,3,,58,0
50686,note_on,94,0,2,,,,,,,,,1,,65,0
50686,note_on,94,0,7,,,,,,,,,6,,58,0
50688,note_on,2,0,4,,,,,,,,,3,,57,92
50688,note_on,0,0,5,,,,,,,,,4,,81,92
50688,note_on,64,0,5,,,,,,,,,4,,73,92
50688,note_on,2,0,1,,,,,,,,,0,,69,92
50688,note_on,2,0,7,,,,,,,,,6,,57,92
50688,note_on,2,0,2,,,,,,,,,1,,67,92
50720,note_on,32,0,5,,,,,,,,,4,,73,0
50720,note_on,0,0,5,,,,,,,,,4,,81,0
50782,note_on,94,0,7,,,,,,,,,6,,57,0
50784,note_on,2,0,7,,,,,,,,,6,,58,92
50784,note_on,64,0,5,,,,,,,,,4,,74,92
50784,note_on,0,0,5,,,,,,,,,4,,81,92
50784,note_on,704,0,3,,,,,,,,,2,,61,92
50816,note_on,32,0,5,,,,,,,,,4,,74,0
50816,note_on,0,0,5,,,,,,,,,4,,81,0
50878,note_on,94,0,7,,,,,,,,,6,,58,0
50880,note_on,64,0,5,,,,,,,,,4,,73,92
50880,note_on,0,0,5,,,,,,,,,4,,81,92
50880,note_on,0,0,3,,,,,,,,,2,,61,92
50880,note_on,2,0,7,,,,,,,,,6,,57,92
50880,note_on,96,0,3,,,,,,,,,2,,61,0
50912,note_on,32,0,5,,,,,,,,,4,,73,0
50912,note_on,0,0,5,,,,,,,,,4,,81,0
50974,note_on,94,0,7,,,,,,,,,6,,57,0
50976,note_on,2,0,7,,,,,,,,,6,,55,92
50976,note_on,64,0,5,,,,,,,,,4,,70,92
50976,note_on,0,0,5,,,,,,,,,4,,81,92
51008,note_on,0,0,5,,,,,,,,,4,,81,0
51008,note_on,32,0,5,,,,,,,,,4,,70,0
51070,note_on,94,0,7,,,,,,,,,6,,55,0
51072,note_on,64,0,5,,,,,,,,,4,,81,92
51072,note_on,2352,0,6,,,,,,,,,5,,69,92
51072,note_on,2,0,7,,,,,,,,,6,,53,92
51166,note_on,94,0,6,,,,,,,,,5,,69,0
51166,note_on,94,0,7,,,,,,,,,6,,53,0
51168,note_on,2,0,7,,,,,,,,,6,,52,92
51168,note_on,2,0,6,,,,,,,,,5,,79,92
51216,note_on,528,0,2,,,,,,,,,1,,67,0
51216,note_on,0,0,5,,,,,,,,,4,,83,92
51216,note_on,528,0,4,,,,,,,,,3,,57,0
51216,note_on,144,0,5,,,,,,,,,4,,81,0
51240,note_on,24,0,5,,,,,,,,,4,,83,0
51240,note_on,0,0,5,,,,,,,,,4,,85,92
51262,note_on,94,0,6,,,,,,,,,5,,79,0
51262,note_on,94,0,7,,,,,,,,,6,,52,0
51264,note_on,0,0,5,,,,,,,,,4,,86,92
51264,note_on,384,0,3,,,,,,,,,2,,61,0
51264,note_on,0,0,3,,,,,,,,,2,,62,92
51264,note_on,0,0,5,,,,,,,,,4,,77,92
51264,note_on,24,0,5,,,,,,,,,4,,85,0
51264,note_on,48,0,4,,,,,,,,,3,,50,92
51264,note_on,2,0,7,,,,,,,,,6,,50,92
51264,note_on,48,0,2,,,,,,,,,1,,65,92
51358,note_on,94,0,7,,,,,,,,,6,,50,0
51358,note_on,0,0,5,,,,,,,,,4,,86,0
51358,note_on,94,0,5,,,,,,,,,4,,77,0
51360,note_on,0,0,1,,,,,,,,,0,,74,92
51360,note_on,2,0,7,,,,,,,,,6,,65,92
51360,note_on,672,0,1,,,,,,,,,0,,69,0
51360,note_on,96,0,3,,,,,,,,,2,,62,0
51360,note_on,0,0,3,,,,,,,,,2,,65,92
51360,note_on,2,0,5,,,,,,,,,4,,81,92
51392,note_on,32,0,5,,,,,,,,,4,,81,0
51424,note_on,160,0,2,,,,,,,,,1,,65,0
51424,note_on,160,0,4,,,,,,,,,3,,50,0
51454,note_on,94,0,3,,,,,,,,,2,,65,0
51454,note_on,94,0,7,,,,,,,,,6,,65,0
51454,note_on,94,0,1,,,,,,,,,0,,74,0
51456,note_on,32,0,2,,,,,,,,,1,,69,92
51456,note_on,2,0,1,,,,,,,,,0,,73,92
51456,note_on,64,0,5,,,,,,,,,4,,79,92
51456,note_on,0,0,5,,,,,,,,,4,,81,92
51456,note_on,2,0,7,,,,,,,,,6,,64,92
51456,note_on,2,0,3,,,,,,,,,2,,67,92
51488,note_on,0,0,5,,,,,,,,,4,,81,0
51488,note_on,32,0,5,,,,,,,,,4,,79,0
51550,note_on,94,0,7,,,,,,,,,6,,64,0
51552,note_on,0,0,3,,,,,,,,,2,,65,92
51552,note_on,0,0,1,,,,,,,,,0,,74,92
51552,note_on,96,0,1,,,,,,,,,0,,73,0
51552,note_on,96,0,3,,,,,,,,,2,,67,0
51552,note_on,0,0,5,,,,,,,,,4,,81,92
51552,note_on,2,0,7,,,,,,,,,6,,62,92
51552,note_on,64,0,5,,,,,,,,,4,,77,92
51584,note_on,32,0,5,,,,,,,,,4,,77,0
51584,note_on,0,0,5,,,,,,,,,4,,81,0
51646,note_on,94,0,1,,,,,,,,,0,,74,0
51646,note_on,94,0,7,,,,,,,,,6,,62,0
51646,note_on,94,0,3,,,,,,,,,2,,65,0
51648,note_on,2,0,7,,,,,,,,,6,,61,92
51648,note_on,2,0,3,,,,,,,,,2,,64,92
51648,note_on,64,0,5,,,,,,,,,4,,76,92
51648,note_on,0,0,5,,,,,,,,,4,,81,92
51648,note_on,2,0,1,,,,,,,,,0,,76,92
51680,note_on,32,0,5,,,,,,,,,4,,76,0
51680,note_on,0,0,5,,,,,,,,,4,,81,0
51742,note_on,94,0,1,,,,,,,,,0,,76,0
51742,note_on,94,0,7,,,,,,,,,6,,61,0
51744,note_on,0,0,5,,,,,,,,,4,,81,92
51744,note_on,96,0,3,,,,,,,,,2,,64,0
51744,note_on,2,0,7,,,,,,,,,6,,58,92
51744,note_on,64,0,5,,,,,,,,,4,,74,92
51744,note_on,0,0,3,,,,,,,,,2,,62,92
51744,note_on,320,0,4,,,,,,,,,3,,58,92
51744,note_on,2,0,1,,,,,,,,,0,,77,92
51776,note_on,32,0,5,,,,,,,,,4,,74,0
51776,note_on,0,0,5,,,,,,,,,4,,81,0
51792,note_on,336,0,2,,,,,,,,,1,,69,0
51838,note_on,94,0,7,,,,,,,,,6,,58,0
51838,note_on,94,0,4,,,,,,,,,3,,58,0
51838,note_on,94,0,1,,,,,,,,,0,,77,0
51838,note_on,94,0,3,,,,,,,,,2,,62,0
51840,note_on,2,0,7,,,,,,,,,6,,57,92
51840,note_on,2,0,1,,,,,,,,,0,,79,92
51840,note_on,48,0,2,,,,,,,,,1,,69,92
51840,note_on,2,0,3,,,,,,,,,2,,61,92
51840,note_on,2,0,4,,,,,,,,,3,,57,92
51840,note_on,64,0,5,,,,,,,,,4,,73,92
51840,note_on,0,0,5,,,,,,,,,4,,81,92
51872,note_on,32,0,5,,,,,,,,,4,,73,0
51872,note_on,0,0,5,,,,,,,,,4,,81,0
51934,note_on,94,0,7,,,,,,,,,6,,57,0
51936,note_on,2,0,7,,,,,,,,,6,,58,92
51936,note_on,0,0,5,,,,,,,,,4,,81,92
51936,note_on,64,0,5,,,,,,,,,4,,74,92
51968,note_on,32,0,5,,,,,,,,,4,,74,0
51968,note_on,0,0,5,,,,,,,,,4,,81,0
52030,note_on,94,0,7,,,,,,,,,6,,58,0
52032,note_on,0,0,5,,,,,,,,,4,,81,92
52032,note_on,2,0,7,,,,,,,,,6,,57,92
52032,note_on,64,0,5,,,,,,,,,4,,73,92
52064,note_on,32,0,5,,,,,,,,,4,,73,0
52064,note_on,0,0,5,,,,,,,,,4,,81,0
52126,note_on,94,0,7,,,,,,,,,6,,57,0
52128,note_on,64,0,5,,,,,,,,,4,,70,92
52128,note_on,0,0,5,,,,,,,,,4,,81,92
52128,note_on,2,0,7,,,,,,,,,6,,55,92
52160,note_on,0,0,5,,,,,,,,,4,,81,0
52160,note_on,32,0,5,,,,,,,,,4,,70,0
52222,note_on,94,0,7,,,,,,,,,6,,55,0
52224,note_on,2,0,7,,,,,,,,,6,,53,92
52224,note_on,64,0,5,,,,,,,,,4,,81,92
52318,note_on,94,0,7,,,,,,,,,6,,53,0
52320,note_on,2,0,7,,,,,,,,,6,,52,92
52368,note_on,528,0,1,,,,,,,,,0,,79,0
52368,note_on,0,0,5,,,,,,,,,4,,83,92
52368,note_on,144,0,5,,,,,,,,,4,,81,0
52368,note_on,528,0,2,,,,,,,,,1,,69,0
52368,note_on,528,0,3,,,,,,,,,2,,61,0
52368,note_on,528,0,4,,,,,,,,,3,,57,0
52392,note_on,0,0,5,,,,,,,,,4,,85,92
52392,note_on,24,0,5,,,,,,,,,4,,83,0
52414,note_on,94,0,7,,,,,,,,,6,,52,0
52416,note_on,2,0,7,,,,,,,,,6,,50,92
52416,note_on,24,0,5,,,,,,,,,4,,85,0
52416,note_on,0,0,5,,,,,,,,,4,,74,92
52416,note_on,48,0,1,,,,,,,,,0,,77,92
52416,note_on,48,0,2,,,,,,,,,1,,69,92
52416,note_on,48,0,4,,,,,,,,,3,,50,92
52416,note_on,0,0,5,,,,,,,,,4,,86,92
52416,note_on,48,0,3,,,,,,,,,2,,62,92
52416,note_on,0,0,5,,,,,,,,,4,,77,92
52576,note_on,0,0,5,,,,,,,,,4,,86,0
52576,note_on,0,0,5,,,,,,,,,4,,77,0
52576,note_on,160,0,5,,,,,,,,,4,,74,0
52576,note_on,160,0,7,,,,,,,,,6,,50,0
52576,note_on,160,0,2,,,,,,,,,1,,69,0
52576,note_on,160,0,1,,,,,,,,,0,,77,0
52576,note_on,160,0,3,,,,,,,,,2,,62,0
52576,note_on,160,0,4,,,,,,,,,3,,50,0
52608,note_on,32,0,7,,,,,,,,,6,,62,92
52608,note_on,32,0,3,,,,,,,,,2,,65,92
52608,note_on,32,0,5,,,,,,,,,4,,69,92
52608,note_on,0,0,5,,,,,,,,,4,,74,92
52608,note_on,0,0,5,,,,,,,,,4,,77,92
52608,note_on,32,0,1,,,,,,,,,0,,77,92
52608,note_on,32,0,2,,,,,,,,,1,,69,92
52608,note_on,32,0,4,,,,,,,,,3,,62,92
52768,note_on,160,0,1,,,,,,,,,0,,77,0
52768,note_on,160,0,7,,,,,,,,,6,,62,0
52768,note_on,160,0,2,,,,,,,,,1,,69,0
52768,note_on,0,0,5,,,,,,,,,4,,77,0
52768,note_on,0,0,5,,,,,,,,,4,,74,0
52768,note_on,160,0,5,,,,,,,,,4,,69,0
52768,note_on,160,0,3,,,,,,,,,2,,65,0
52768,note_on,160,0,4,,,,,,,,,3,,62,0
52800,note_on,0,0,5,,,,,,,,,4,,74,92
52800,note_on,32,0,5,,,,,,,,,4,,71,92
52800,note_on,32,0,3,,,,,,,,,2,,65,92
52800,note_on,0,0,5,,,,,,,,,4,,77,92
52800,note_on,32,0,1,,,,,,,,,0,,77,92
52800,note_on,32,0,2,,,,,,,,,1,,69,92
52800,note_on,32,0,4,,,,,,,,,3,,62,92
52800,note_on,32,0,7,,,,,,,,,6,,62,92
52960,note_on,160,0,4,,,,,,,,,3,,62,0
52960,note_on,0,0,5,,,,,,,,,4,,77,0
52960,note_on,160,0,7,,,,,,,,,6,,62,0
52960,note_on,160,0,2,,,,,,,,,1,,69,0
52960,note_on,160,0,3,,,,,,,,,2,,65,0
52960,note_on,0,0,5,,,,,,,,,4,,74,0
52960,note_on,160,0,5,,,,,,,,,4,,71,0
52960,note_on,160,0,1,,,,,,,,,0,,77,0
52992,note_on,0,0,5,,,,,,,,,4,,74,92
52992,note_on,0,0,5,,,,,,,,,4,,77,92
52992,note_on,32,0,5,,,,,,,,,4,,69,92
52992,note_on,32,0,4,,,,,,,,,3,,62,92
52992,note_on,32,0,7,,,,,,,,,6,,62,92
52992,note_on,32,0,2,,,,,,,,,1,,69,92
52992,note_on,32,0,1,,,,,,,,,0,,77,92
52992,note_on,32,0,3,,,,,,,,,2,,65,92
53086,note_on,0,0,5,,,,,,,,,4,,77,0
53086,note_on,0,0,5,,,,,,,,,4,,74,0
53086,note_on,94,0,5,,,,,,,,,4,,69,0
53086,note_on,94,0,7,,,,,,,,,6,,62,0
53088,note_on,0,0,5,,,,,,,,,4,,77,92
53088,note_on,2,0,5,,,,,,,,,4,,69,92
53088,note_on,2,0,7,,,,,,,,,6,,50,92
53182,note_on,94,0,7,,,,,,,,,6,,50,0
53184,note_on,2,0,7,,,,,,,,,6,,62,92
53278,note_on,94,0,7,,,,,,,,,6,,62,0
53280,note_on,2,0,7,,,,,,,,,6,,61,92
53280,note_on,0,0,5,,,,,,,,,4,,77,0
53280,note_on,0,0,4,,,,,,,,,3,,61,92
53280,note_on,288,0,1,,,,,,,,,0,,77,0
53280,note_on,0,0,1,,,,,,,,,0,,76,92
53280,note_on,0,0,2,,,,,,,,,1,,70,92
53280,note_on,288,0,2,,,,,,,,,1,,69,0
53280,note_on,288,0,4,,,,,,,,,3,,62,0
53280,note_on,288,0,3,,,,,,,,,2,,65,0
53280,note_on,0,0,3,,,,,,,,,2,,67,92
53280,note_on,0,0,5,,,,,,,,,4,,76,92
53280,note_on,0,0,5,,,,,,,,,4,,70,92
53280,note_on,192,0,5,,,,,,,,,4,,69,0
53374,note_on,94,0,3,,,,,,,,,2,,67,0
53374,note_on,94,0,7,,,,,,,,,6,,61,0
53374,note_on,94,0,2,,,,,,,,,1,,70,0
53374,note_on,94,0,1,,,,,,,,,0,,76,0
53374,note_on,94,0,4,,,,,,,,,3,,61,0
53376,note_on,0,0,5,,,,,,,,,4,,77,92
53376,note_on,96,0,5,,,,,,,,,4,,70,0
53376,note_on,2,0,3,,,,,,,,,2,,65,92
53376,note_on,2,0,2,,,,,,,,,1,,69,92
53376,note_on,0,0,5,,,,,,,,,4,,69,92
53376,note_on,2,0,7,,,,,,,,,6,,62,92
53376,note_on,0,0,5,,,,,,,,,4,,76,0
53376,note_on,2,0,4,,,,,,,,,3,,62,92
53376,note_on,2,0,1,,,,,,,,,0,,77,92
53470,note_on,94,0,7,,,,,,,,,6,,62,0
53472,note_on,0,0,5,,,,,,,,,4,,70,92
53472,note_on,0,0,5,,,,,,,,,4,,76,92
53472,note_on,0,0,3,,,,,,,,,2,,67,92
53472,note_on,0,0,5,,,,,,,,,4,,77,0
53472,note_on,96,0,5,,,,,,,,,4,,69,0
53472,note_on,0,0,4,,,,,,,,,3,,61,92
53472,note_on,96,0,4,,,,,,,,,3,,62,0
53472,note_on,0,0,1,,,,,,,,,0,,76,92
53472,note_on,96,0,1,,,,,,,,,0,,77,0
53472,note_on,96,0,2,,,,,,,,,1,,69,0
53472,note_on,0,0,2,,,,,,,,,1,,70,92
53472,note_on,2,0,7,,,,,,,,,6,,61,92
53472,note_on,96,0,3,,,,,,,,,2,,65,0
53566,note_on,94,0,4,,,,,,,,,3,,61,0
53566,note_on,94,0,7,,,,,,,,,6,,61,0
53566,note_on,94,0,3,,,,,,,,,2,,67,0
53566,note_on,94,0,5,,,,,,,,,4,,70,0
53566,note_on,0,0,5,,,,,,,,,4,,76,0
53566,note_on,94,0,2,,,,,,,,,1,,70,0
53566,note_on,94,0,1,,,,,,,,,0,,76,0
53568,note_on,2,0,1,,,,,,,,,0,,77,92
53568,note_on,2,0,5,,,,,,,,,4,,69,92
53568,note_on,0,0,5,,,,,,,,,4,,74,92
53568,note_on,2,0,7,,,,,,,,,6,,62,92
53568,note_on,2,0,4,,,,,,,,,3,,62,92
53568,note_on,2,0,2,,,,,,,,,1,,69,92
53568,note_on,2,0,3,,,,,,,,,2,,65,92
53568,note_on,0,0,5,,,,,,,,,4,,77,92
53662,note_on,94,0,7,,,,,,,,,6,,62,0
53662,note_on,0,0,5,,,,,,,,,4,,77,0
53662,note_on,94,0,5,,,,,,,,,4,,69,0
53662,note_on,0,0,5,,,,,,,,,4,,74,0
53664,note_on,2,0,5,,,,,,,,,4,,69,92
53664,note_on,2,0,7,,,,,,,,,6,,50,92
53664,note_on,0,0,5,,,,,,,,,4,,77,92
53758,note_on,94,0,7,,,,,,,,,6,,50,0
53760,note_on,2,0,7,,,,,,,,,6,,62,92
53824,note_on,256,0,4,,,,,,,,,3,,62,0
53824,note_on,256,0,3,,,,,,,,,2,,65,0
53824,note_on,256,0,2,,,,,,,,,1,,69,0
53824,note_on,256,0,1,,,,,,,,,0,,77,0
53854,note_on,94,0,7,,,,,,,,,6,,62,0
53856,note_on,0,0,5,,,,,,,,,4,,70,92
53856,note_on,0,0,5,,,,,,,,,4,,76,92
53856,note_on,32,0,1,,,,,,,,,0,,76,92
53856,note_on,2,0,7,,,,,,,,,6,,61,92
53856,note_on,0,0,5,,,,,,,,,4,,77,0
53856,note_on,32,0,3,,,,,,,,,2,,67,92
53856,note_on,32,0,4,,,,,,,,,3,,61,92
53856,note_on,32,0,2,,,,,,,,,1,,70,92
53856,note_on,192,0,5,,,,,,,,,4,,69,0
53950,note_on,94,0,7,,,,,,,,,6,,61,0
53950,note_on,94,0,2,,,,,,,,,1,,70,0
53950,note_on,94,0,1,,,,,,,,,0,,76,0
53950,note_on,94,0,3,,,,,,,,,2,,67,0
53950,note_on,94,0,4,,,,,,,,,3,,61,0
53952,note_on,0,0,5,,,,,,,,,4,,77,92
53952,note_on,2,0,2,,,,,,,,,1,,69,92
53952,note_on,2,0,3,,,,,,,,,2,,65,92
53952,note_on,96,0,5,,,,,,,,,4,,70,0
53952,note_on,0,0,5,,,,,,,,,4,,76,0
53952,note_on,0,0,5,,,,,,,,,4,,69,92
53952,note_on,2,0,4,,,,,,,,,3,,62,92
53952,note_on,2,0,1,,,,,,,,,0,,77,92
53952,note_on,2,0,7,,,,,,,,,6,,62,92
54046,note_on,94,0,4,,,,,,,,,3,,62,0
54046,note_on,94,0,3,,,,,,,,,2,,65,0
54046,note_on,94,0,7,,,,,,,,,6,,62,0
54046,note_on,94,0,1,,,,,,,,,0,,77,0
54046,note_on,94,0,2,,,,,,,,,1,,69,0
54048,note_on,2,0,3,,,,,,,,,2,,67,92
54048,note_on,2,0,2,,,,,,,,,1,,70,92
54048,note_on,2,0,4,,,,,,,,,3,,61,92
54048,note_on,2,0,7,,,,,,,,,6,,61,92
54048,note_on,2,0,1,,,,,,,,,0,,76,92
54048,note_on,0,0,5,,,,,,,,,4,,76,92
54048,note_on,96,0,5,,,,,,,,,4,,69,0
54048,note_on,0,0,5,,,,,,,,,4,,70,92
54048,note_on,0,0,5,,,,,,,,,4,,77,0
54142,note_on,94,0,5,,,,,,,,,4,,70,0
54142,note_on,94,0,4,,,,,,,,,3,,61,0
54142,note_on,94,0,3,,,,,,,,,2,,67,0
54142,note_on,94,0,7,,,,,,,,,6,,61,0
54142,note_on,94,0,2,,,,,,,,,1,,70,0
54142,note_on,94,0,1,,,,,,,,,0,,76,0
54142,note_on,0,0,5,,,,,,,,,4,,76,0
54144,note_on,2,0,1,,,,,,,,,0,,77,92
54144,note_on,2,0,4,,,,,,,,,3,,62,92
54144,note_on,2,0,2,,,,,,,,,1,,69,92
54144,note_on,0,0,5,,,,,,,,,4,,77,92
54144,note_on,2,0,7,,,,,,,,,6,,62,92
54144,note_on,2,0,3,,,,,,,,,2,,65,92
54144,note_on,2,0,5,,,,,,,,,4,,69,92
54238,note_on,94,0,7,,,,,,,,,6,,62,0
54240,note_on,2,0,7,,,,,,,,,6,,50,92
54304,note_on,160,0,4,,,,,,,,,3,,62,0
54304,note_on,160,0,2,,,,,,,,,1,,69,0
54304,note_on,160,0,5,,,,,,,,,4,,69,0
54304,note_on,0,0,5,,,,,,,,,4,,77,0
54304,note_on,160,0,1,,,,,,,,,0,,77,0
54304,note_on,160,0,3,,,,,,,,,2,,65,0
54334,note_on,94,0,7,,,,,,,,,6,,50,0
54336,note_on,32,0,2,,,,,,,,,1,,62,92
54336,note_on,32,0,3,,,,,,,,,2,,65,92
54336,note_on,32,0,1,,,,,,,,,0,,74,92
54336,note_on,2,0,7,,,,,,,,,6,,59,92
54336,note_on,0,0,5,,,,,,,,,4,,86,92
54336,note_on,32,0,4,,,,,,,,,3,,59,92
